achieved_shed_w,binding_resources,configured_goodput_mbps,credited_sessions,initial_source_power_w,kv_w,load_fraction,measured_goodput_mbps,moves,planned_sessions,planner_feasible,planner_makespan_s,planner_shortfall_w,policy,replay_w,requested_shed_w,timings,unmet_w
147.15586570875013,[],1000,8,214.27628530055014,0.0,0,1000.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746705581798645,0.0,lp,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6967427742983582,""first_token_s"":0.6967427742983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.533686687349508,""first_token_s"":1.533686687349508,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.370630600400658,""first_token_s"":2.370630600400658,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54030285388963,""first_token_s"":3.54030285388963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709975107378603,""first_token_s"":4.709975107378603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.305382446065235,""first_token_s"":6.305382446065235,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.9007897847518676,""first_token_s"":7.9007897847518676,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745279741798646,""first_token_s"":9.745279741798646,""method"":""replay""}]",0
147.15586570875013,[],1000,8,214.27628530055014,0.0,0,1000.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746705581798645,0.0,greedy,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6967427742983582,""first_token_s"":0.6967427742983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.533686687349508,""first_token_s"":1.533686687349508,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.370630600400658,""first_token_s"":2.370630600400658,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54030285388963,""first_token_s"":3.54030285388963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709975107378603,""first_token_s"":4.709975107378603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.305382446065235,""first_token_s"":6.305382446065235,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.9007897847518676,""first_token_s"":7.9007897847518676,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745279741798646,""first_token_s"":9.745279741798646,""method"":""replay""}]",0
147.15586570875013,[],1000,8,214.27628530055014,0.0,0,1000.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746705581798645,0.0,replay_only,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6967427742983582,""first_token_s"":0.6967427742983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.533686687349508,""first_token_s"":1.533686687349508,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.370630600400658,""first_token_s"":2.370630600400658,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54030285388963,""first_token_s"":3.54030285388963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709975107378603,""first_token_s"":4.709975107378603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.305382446065235,""first_token_s"":6.305382446065235,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.9007897847518676,""first_token_s"":7.9007897847518676,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745279741798646,""first_token_s"":9.745279741798646,""method"":""replay""}]",0
118.67134193660972,[],1000,7,214.27628530055014,118.67134193660972,0,1000.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",7,False,25.616511814100004,28.48452377214042,kv_only,0.0,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":1.5887138843,""first_token_s"":1.5887138843,""method"":""kv_transfer""},{""session_id"":""s1"",""committed_s"":3.9826427925999996,""first_token_s"":3.9826427925999996,""method"":""kv_transfer""},{""session_id"":""s2"",""committed_s"":6.3765717009000005,""first_token_s"":6.3765717009000005,""method"":""kv_transfer""},{""session_id"":""s3"",""committed_s"":10.3811133452,""first_token_s"":10.3811133452,""method"":""kv_transfer""},{""session_id"":""s4"",""committed_s"":14.385654989499999,""first_token_s"":14.385654989499999,""method"":""kv_transfer""},{""session_id"":""s5"",""committed_s"":20.000809369800002,""first_token_s"":20.000809369800002,""method"":""kv_transfer""},{""session_id"":""s6"",""committed_s"":25.615963750100004,""first_token_s"":25.615963750100004,""method"":""kv_transfer""}]",28.484523772140406
147.15586570875013,[],1600,8,214.27628530055014,0.0,0,1600.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746312365798646,0.0,lp,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6966444702983582,""first_token_s"":0.6966444702983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.533588383349508,""first_token_s"":1.533588383349508,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.3705322964006577,""first_token_s"":2.3705322964006577,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54020454988963,""first_token_s"":3.54020454988963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709876803378603,""first_token_s"":4.709876803378603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.3052841420652355,""first_token_s"":6.3052841420652355,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.900691480751868,""first_token_s"":7.900691480751868,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745181437798646,""first_token_s"":9.745181437798646,""method"":""replay""}]",0
147.15586570875013,[],1600,8,214.27628530055014,0.0,0,1600.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746312365798646,0.0,greedy,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6966444702983582,""first_token_s"":0.6966444702983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.533588383349508,""first_token_s"":1.533588383349508,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.3705322964006577,""first_token_s"":2.3705322964006577,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54020454988963,""first_token_s"":3.54020454988963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709876803378603,""first_token_s"":4.709876803378603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.3052841420652355,""first_token_s"":6.3052841420652355,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.900691480751868,""first_token_s"":7.900691480751868,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745181437798646,""first_token_s"":9.745181437798646,""method"":""replay""}]",0
147.15586570875013,[],1600,8,214.27628530055014,0.0,0,1600.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746312365798646,0.0,replay_only,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6966444702983582,""first_token_s"":0.6966444702983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.533588383349508,""first_token_s"":1.533588383349508,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.3705322964006577,""first_token_s"":2.3705322964006577,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54020454988963,""first_token_s"":3.54020454988963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709876803378603,""first_token_s"":4.709876803378603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.3052841420652355,""first_token_s"":6.3052841420652355,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.900691480751868,""first_token_s"":7.900691480751868,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745181437798646,""first_token_s"":9.745181437798646,""method"":""replay""}]",0
147.15586570875013,[],1600,8,214.27628530055014,147.15586570875013,0,1600.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""kv_transfer"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,22.3733874904,0.0,kv_only,0.0,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":1.2867239963,""first_token_s"":1.2867239963,""method"":""kv_transfer""},{""session_id"":""s1"",""committed_s"":3.0766731286,""first_token_s"":3.0766731286,""method"":""kv_transfer""},{""session_id"":""s2"",""committed_s"":4.866622260900001,""first_token_s"":4.866622260900001,""method"":""kv_transfer""},{""session_id"":""s3"",""committed_s"":7.663204353200001,""first_token_s"":7.663204353200001,""method"":""kv_transfer""},{""session_id"":""s4"",""committed_s"":10.459786445499999,""first_token_s"":10.459786445499999,""method"":""kv_transfer""},{""session_id"":""s5"",""committed_s"":14.263001497799998,""first_token_s"":14.263001497799998,""method"":""kv_transfer""},{""session_id"":""s6"",""committed_s"":18.066216550100002,""first_token_s"":18.066216550100002,""method"":""kv_transfer""},{""session_id"":""s7"",""committed_s"":22.372748082400005,""first_token_s"":22.372748082400005,""method"":""kv_transfer""}]",0
147.15586570875013,[],2500,8,214.27628530055014,0.0,0,2500.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746076436198646,0.0,lp,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6965854878983582,""first_token_s"":0.6965854878983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.5335294009495082,""first_token_s"":1.5335294009495082,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.3704733140006575,""first_token_s"":2.3704733140006575,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54014556748963,""first_token_s"":3.54014556748963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709817820978603,""first_token_s"":4.709817820978603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.305225159665235,""first_token_s"":6.305225159665235,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.900632498351867,""first_token_s"":7.900632498351867,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745122455398645,""first_token_s"":9.745122455398645,""method"":""replay""}]",0
147.15586570875013,[],2500,8,214.27628530055014,0.0,0,2500.0,"[{""session_id"":""s0"",""destination_instance"":""destination"",""method"":""replay"",""order"":0,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s1"",""destination_instance"":""destination"",""method"":""replay"",""order"":1,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s2"",""destination_instance"":""destination"",""method"":""replay"",""order"":2,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s3"",""destination_instance"":""destination"",""method"":""replay"",""order"":3,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s4"",""destination_instance"":""destination"",""method"":""replay"",""order"":4,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s5"",""destination_instance"":""destination"",""method"":""replay"",""order"":5,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s6"",""destination_instance"":""destination"",""method"":""replay"",""order"":6,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""},{""session_id"":""s7"",""destination_instance"":""destination"",""method"":""replay"",""order"":7,""path"":[""link""],""rate_limit_bytes_per_s"":null,""quiesce_s"":null,""destination_pool"":""dedicated-sink""}]",8,True,9.746076436198646,0.0,greedy,147.15586570875013,147.15586570875013,"[{""session_id"":""s0"",""committed_s"":0.6965854878983582,""first_token_s"":0.6965854878983582,""method"":""replay""},{""session_id"":""s1"",""committed_s"":1.5335294009495082,""first_token_s"":1.5335294009495082,""method"":""replay""},{""session_id"":""s2"",""committed_s"":2.3704733140006575,""first_token_s"":2.3704733140006575,""method"":""replay""},{""session_id"":""s3"",""committed_s"":3.54014556748963,""first_token_s"":3.54014556748963,""method"":""replay""},{""session_id"":""s4"",""committed_s"":4.709817820978603,""first_token_s"":4.709817820978603,""method"":""replay""},{""session_id"":""s5"",""committed_s"":6.305225159665235,""first_token_s"":6.305225159665235,""method"":""replay""},{""session_id"":""s6"",""committed_s"":7.900632498351867,""first_token_s"":7.900632498351867,""method"":""replay""},{""session_id"":""s7"",""committed_s"":9.745122455398645,""first_token_s"":9.745122455398645,""method"":""replay""}]",0
