admission_rejected,api_request_bytes,attempt,background,background_warnings,bandwidth,capacity_violations,condition_index,deadline_met,deadline_s,destination,error,eventual_shed_w,eventual_target_met,kv_evidence_warnings,kv_response_bytes,load_warnings,median_tcp_rtt_ms,migration_s,movement_tokens,pack,policy,realized_shed_w,repeat,request_failures,requested_shed_w,retransmissions,scenario_id,session_count,status,target_met,time_to_target_s,workload
False,200151,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,east,,21.49849818263354,False,0,692061095,0,,14.402973837,648131,recorded-28-seed-8,oracle_east_only,21.49849818263354,1,0,30.078297046238415,0,735716bb6bd2181b,28,complete,False,,agentic_tool_loop
False,753235,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,False,45,"east,germany",,32.488757595191856,True,0,5951725417,0,,57.495291416,648131,recorded-28-seed-8,queue_haul_deadline_blind,21.49849818263354,1,0,30.078297046238415,0,2f33ef6005da9da3,28,complete,False,56.584319595,agentic_tool_loop
False,449664,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,27.567439317037554,False,0,5536488760,0,,23.513899619,648131,recorded-28-seed-8,oracle_kv_only,27.567439317037554,1,0,30.078297046238415,0,62246a0d9f9a1e26,28,complete,False,,agentic_tool_loop
False,185191,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,germany,,10.569235311752266,False,0,1509951480,0,,14.73221065,648131,recorded-28-seed-8,isolated_fastest,10.569235311752266,1,0,30.078297046238415,0,5e4823153035af86,28,complete,False,,agentic_tool_loop
False,305948,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,germany,,13.51195043810634,False,0,4152366570,0,,16.598686105,648131,recorded-28-seed-8,oracle_germany_only,13.51195043810634,1,0,30.078297046238415,0,e971724cd637f7d2,28,complete,False,,agentic_tool_loop
True,18755,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,"[""candidate:codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13/kv_transfer/pool/germany""]",0,True,45,,,0.0,False,0,0,0,,3.9e-05,648131,recorded-28-seed-8,queue_haul_stale,0.0,1,0,30.078297046238415,0,2568e0772b8eecb8,28,complete,False,,agentic_tool_loop
False,431884,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,19.945321091,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,1,0,30.078297046238415,0,768cc3a196bf6d1d,28,complete,True,19.94416583,agentic_tool_loop
False,385755,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,27.308138427518884,False,0,4844427665,0,,19.280899795,648131,recorded-28-seed-8,queue_haul_power_blind,27.308138427518884,1,0,30.078297046238415,0,965ebcd265b23adb,28,complete,False,,agentic_tool_loop
False,446672,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,29.512178195244132,False,0,5536488760,0,,22.953201609,648131,recorded-28-seed-8,greedy,29.512178195244132,1,0,30.078297046238415,0,b35675ced5b2055a,28,complete,False,,agentic_tool_loop
False,147616,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,23.033003998612145,False,0,0,0,,13.927437246,648131,recorded-28-seed-8,oracle_replay_only,23.033003998612145,1,0,30.078297046238415,0,e46cec998bc7a707,28,complete,False,,agentic_tool_loop
False,395133,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,27.308138427518884,False,0,4844427665,0,,19.242375622,648131,recorded-28-seed-8,queue_haul_power_blind,27.308138427518884,2,0,30.078297046238415,0,959ad039df781e26,28,complete,False,,agentic_tool_loop
False,757924,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,False,45,"east,germany",,32.488757595191856,True,0,5951725417,0,,57.634236693,648131,recorded-28-seed-8,queue_haul_deadline_blind,21.49849818263354,2,0,30.078297046238415,0,589ec42eddaeec4d,28,complete,False,55.525686491,agentic_tool_loop
False,186754,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,germany,,10.569235311752266,False,0,1509951480,0,,15.082838297,648131,recorded-28-seed-8,isolated_fastest,10.569235311752266,2,0,30.078297046238415,0,bace7ce423749308,28,complete,False,,agentic_tool_loop
True,12504,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,"[""candidate:codex:1229e212-7c9e-fc46-e948-4c87690d9e5e-separation-13/kv_transfer/pool/germany""]",0,True,45,,,0.0,False,0,0,0,,6.4871e-05,648131,recorded-28-seed-8,queue_haul_stale,0.0,2,0,30.078297046238415,0,d6efb9d706c06bb9,28,complete,False,,agentic_tool_loop
False,302822,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,germany,,13.51195043810634,False,0,4152366570,0,,16.576504498,648131,recorded-28-seed-8,oracle_germany_only,13.51195043810634,2,0,30.078297046238415,0,0466626b292729ef,28,complete,False,,agentic_tool_loop
False,433447,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,19.865036352,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,2,0,30.078297046238415,0,0d063fcbd23c41e0,28,complete,True,19.86427021,agentic_tool_loop
False,440286,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,27.567439317037554,False,0,5536488760,0,,23.052151166,648131,recorded-28-seed-8,oracle_kv_only,27.567439317037554,2,0,30.078297046238415,0,c1c47accba50476d,28,complete,False,,agentic_tool_loop
False,443546,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,29.512178195244132,False,0,5536488760,0,,22.922567009,648131,recorded-28-seed-8,greedy,29.512178195244132,2,0,30.078297046238415,0,ea847bc4115a99f1,28,complete,False,,agentic_tool_loop
False,149179,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,"east,germany",,23.033003998612145,False,0,0,0,,13.960754462,648131,recorded-28-seed-8,oracle_replay_only,23.033003998612145,2,0,30.078297046238415,0,4a87eb92806f1a79,28,complete,False,,agentic_tool_loop
False,253281,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,controlled_40,[],0,True,45,east,,21.49849818263354,False,0,692061095,0,,19.255700082,648131,recorded-28-seed-8,oracle_east_only,21.49849818263354,2,0,30.078297046238415,0,1a4c7375278b6187,28,complete,False,,agentic_tool_loop
False,413128,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,18.395829173,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,0,0,30.078297046238415,0,3c4f8427598868f4,28,complete,True,18.395141852,agentic_tool_loop
False,552096,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,36.86609692270642,True,0,5662318050,0,,33.536735132,648131,recorded-28-seed-8,queue_haul,36.86609692270642,0,0,30.078297046238415,0,09fccd6290660e32,28,complete,True,33.534857635,agentic_tool_loop
False,453490,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,29.80241821982429,False,0,5536488760,0,,22.990290121,648131,recorded-28-seed-8,greedy,29.80241821982429,0,0,30.078297046238415,0,6c6377f6555a4276,28,complete,False,,agentic_tool_loop
False,407137,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,east,,23.35414648460008,False,0,1509951480,0,,31.749238598,648131,recorded-28-seed-8,oracle_east_only,23.35414648460008,0,0,30.078297046238415,0,3d34332e40b10902,28,complete,False,,agentic_tool_loop
False,403750,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,17.376064532,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,1,0,30.078297046238415,0,3ecd3d71feb531b4,28,complete,True,17.375216769,agentic_tool_loop
False,544281,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,36.86609692270642,True,0,5662318050,0,,32.000966338,648131,recorded-28-seed-8,queue_haul,36.86609692270642,1,0,30.078297046238415,0,f63e599a235f5349,28,complete,True,32.000006454,agentic_tool_loop
False,455053,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,29.80241821982429,False,0,5536488760,0,,22.970951575,648131,recorded-28-seed-8,greedy,29.80241821982429,1,0,30.078297046238415,0,8ce64c5c614a87ff,28,complete,False,,agentic_tool_loop
False,404011,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,east,,23.35414648460008,False,0,1509951480,0,,31.751686288,648131,recorded-28-seed-8,oracle_east_only,23.35414648460008,1,0,30.078297046238415,0,e0579f07873c6d70,28,complete,False,,agentic_tool_loop
False,539592,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,36.86609692270642,True,0,5662318050,0,,31.894138691,648131,recorded-28-seed-8,queue_haul,36.86609692270642,2,0,30.078297046238415,0,bd4bfa0699bd1399,28,complete,True,31.89345087,agentic_tool_loop
False,455053,2,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,29.80241821982429,False,0,5536488760,0,,22.982165456,648131,recorded-28-seed-8,greedy,29.80241821982429,2,0,30.078297046238415,0,c1c8b81abf567fec,28,complete,False,,agentic_tool_loop
False,408700,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,east,,23.35414648460008,False,0,1509951480,0,,31.891181577,648131,recorded-28-seed-8,oracle_east_only,23.35414648460008,2,0,30.078297046238415,0,8af9568f1dd30175,28,complete,False,,agentic_tool_loop
False,428758,1,"{""east"": [0.25, 0], ""germany"": [0.75, 0]}",0,controlled_40,[],1,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,19.970840101,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,2,0,30.078297046238415,0,ec5913f34d76fb77,28,complete,True,19.969951628,agentic_tool_loop
False,422506,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,19.419428346,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,0,0,30.078297046238415,0,723417045f575b92,28,complete,True,19.418611023,agentic_tool_loop
False,454428,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,37.403962785555734,True,0,6606037725,0,,20.202749765,648131,recorded-28-seed-8,queue_haul,37.403962785555734,0,0,30.078297046238415,0,857713ccc6e8b63c,28,complete,True,18.097136417,agentic_tool_loop
False,380834,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,germany,,27.636521446548016,False,0,5951725417,0,,17.893162233,648131,recorded-28-seed-8,oracle_germany_only,27.636521446548016,0,0,30.078297046238415,0,37398b8ce99b6765,28,complete,False,,agentic_tool_loop
False,394901,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,germany,,27.636521446548016,False,0,5951725417,0,,19.099570137,648131,recorded-28-seed-8,oracle_germany_only,27.636521446548016,1,0,30.078297046238415,0,7e51b5e16a607c1b,28,complete,False,,agentic_tool_loop
False,459117,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,37.403962785555734,True,0,6606037725,0,,20.262972596,648131,recorded-28-seed-8,queue_haul,37.403962785555734,1,0,30.078297046238415,0,a55ea3a97fdb440e,28,complete,True,15.644758757,agentic_tool_loop
False,425632,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,18.65225044,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,1,0,30.078297046238415,0,286ffa57a0df5207,28,complete,True,18.651094244,agentic_tool_loop
False,424069,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,19.517555772,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,2,0,30.078297046238415,0,7b2b1db904f0d159,28,complete,True,19.515290566,agentic_tool_loop
False,459117,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,"east,germany",,37.403962785555734,True,0,6606037725,0,,19.309236886,648131,recorded-28-seed-8,queue_haul,37.403962785555734,2,0,30.078297046238415,0,b82f2694f9690914,28,complete,True,16.259398887,agentic_tool_loop
False,379271,1,"{""east"": [0.25, 0.96], ""germany"": [0.25, 0]}",0,controlled_40,[],2,True,45,germany,,27.636521446548016,False,0,5951725417,0,,17.818104989,648131,recorded-28-seed-8,oracle_germany_only,27.636521446548016,2,0,30.078297046238415,0,ec3a147a729f3b2d,28,complete,False,,agentic_tool_loop
False,395935,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,17.439083409,648131,recorded-28-seed-8,queue_haul,30.63645094899482,0,0,30.078297046238415,0,0d3d3ad384024b70,28,complete,True,17.438301252,agentic_tool_loop
False,475862,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,29.101945133016187,False,0,7046440240,0,,19.615313172,648131,recorded-28-seed-8,oracle_kv_only,29.101945133016187,0,0,30.078297046238415,0,79562f760ef4f78e,28,complete,False,,agentic_tool_loop
False,394372,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,16.873265621,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,0,0,30.078297046238415,0,4f37b3c92058cdb6,28,complete,True,16.871649771,agentic_tool_loop
False,472736,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,29.101945133016187,False,0,7046440240,0,,19.664055767,648131,recorded-28-seed-8,oracle_kv_only,29.101945133016187,1,0,30.078297046238415,0,33be0718e2c84f30,28,complete,False,,agentic_tool_loop
False,400624,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,16.880012455,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,1,0,30.078297046238415,0,16d6fc773ea1a4c4,28,complete,True,16.879360759,agentic_tool_loop
False,399061,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,17.466273144,648131,recorded-28-seed-8,queue_haul,30.63645094899482,1,0,30.078297046238415,0,4d9849316562b4c6,28,complete,True,17.465659948,agentic_tool_loop
False,399061,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,16.861727741,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,2,0,30.078297046238415,0,c2a00ec4c79795d2,28,complete,True,16.860683307,agentic_tool_loop
False,395935,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,16.851992083,648131,recorded-28-seed-8,queue_haul,30.63645094899482,2,0,30.078297046238415,0,374b0127a3b18a60,28,complete,True,16.850953374,agentic_tool_loop
False,493055,1,"{""east"": [0.25, 0.96], ""germany"": [0.75, 0]}",0,natural,[],3,True,45,"east,germany",,29.101945133016187,False,0,7046440240,0,,21.817234153,648131,recorded-28-seed-8,oracle_kv_only,29.101945133016187,2,0,30.078297046238415,0,7c6d261b0b1d32d0,28,complete,False,,agentic_tool_loop
False,647416,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,44.8675357944345,True,0,9701438259,0,,25.444728156,648131,recorded-28-seed-8,queue_haul,44.8675357944345,0,0,30.078297046238415,0,63de104bd2e8aacb,28,complete,True,15.385775297,agentic_tool_loop
False,339434,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,germany,,28.084741474710427,False,0,4970256955,0,,17.199207418,648131,recorded-28-seed-8,oracle_germany_only,28.084741474710427,0,0,30.078297046238415,0,8af0252e23d1ba3c,28,complete,False,,agentic_tool_loop
False,639601,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,44.8675357944345,True,0,9701438259,0,,25.627795635,648131,recorded-28-seed-8,queue_haul_stale,44.8675357944345,0,0,30.078297046238415,0,d77c74ad1d6cb0c6,28,complete,True,16.105513142,agentic_tool_loop
False,403750,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,17.649122494,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,0,0,30.078297046238415,0,c4c1b896983d6345,28,complete,True,17.648165705,agentic_tool_loop
False,334745,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,germany,,28.084741474710427,False,0,4970256955,0,,16.596724119,648131,recorded-28-seed-8,oracle_germany_only,28.084741474710427,1,0,30.078297046238415,0,9e34aa76062fb604,28,complete,False,,agentic_tool_loop
False,413128,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,17.496404633,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,1,0,30.078297046238415,0,b5c1a9562339df98,28,complete,True,17.495575735,agentic_tool_loop
False,645853,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,44.8675357944345,True,0,9701438259,0,,25.783881436,648131,recorded-28-seed-8,queue_haul_stale,44.8675357944345,1,0,30.078297046238415,0,aa7ca229a5e3345e,28,complete,True,16.372696909,agentic_tool_loop
False,642727,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,44.8675357944345,True,0,9701438259,0,,25.443306099,648131,recorded-28-seed-8,queue_haul,44.8675357944345,1,0,30.078297046238415,0,0280f6f4837e5af6,28,complete,True,15.826117664,agentic_tool_loop
False,424069,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,30.63645094899482,True,0,5788147340,0,,18.670631307,648131,recorded-28-seed-8,queue_haul_robust,30.63645094899482,2,0,30.078297046238415,0,291e3d9f59ce55a6,28,complete,True,18.670016076,agentic_tool_loop
False,644290,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,44.8675357944345,True,0,9701438259,0,,25.492134283,648131,recorded-28-seed-8,queue_haul,44.8675357944345,2,0,30.078297046238415,0,3d4b9702e320ea59,28,complete,True,15.273716516,agentic_tool_loop
False,647416,2,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,"east,germany",,44.8675357944345,True,0,9701438259,0,,26.1248306,648131,recorded-28-seed-8,queue_haul_stale,44.8675357944345,2,0,30.078297046238415,0,4f385a0bdef92dc1,28,complete,True,15.264309067,agentic_tool_loop
False,334745,1,"{""east"": [0.25, 0], ""germany"": [0.25, 0]}",0,natural,[],4,True,45,germany,,28.084741474710427,False,0,4970256955,0,,17.235807601,648131,recorded-28-seed-8,oracle_germany_only,28.084741474710427,2,0,30.078297046238415,0,e3960b44816210f1,28,complete,False,,agentic_tool_loop
