deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,greedy,0.3,19,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,13842509994917500469,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,4200.1048775513045,1253,1232,21,18.179289749008603,False,target_unmet,migration:pool/east/node-0,0.9912843667610333,4200.104877551319,0.07150335417770667,1253,24.432681689074958,True,True,1.7746020067653878,0.35492040135307756,0.01675977653631285,863,0,369,21
30.0,True,normal,kv_only,0.38,51,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,12614838317806731606,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,510.9519769454055,139,0,139,5.553159567993134,False,target_unmet,migration:pool/germany/node-33,0.800183188366547,510.9519769454055,0.008691736288537213,139,22.560591195100017,True,True,2.0137365580812854,0.4027473116162571,1.0,0,0,0,139
60.0,True,normal,queue_haul,0.38,83,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,4587226853668766565,595,1190,150,0.1257170746697407,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,4355.553579402927,1177,1160,17,15.16694340101094,False,target_unmet,migration:pool/germany/node-74,0.9923731088362967,4355.553579402913,0.0740537777739425,1177,54.6268119225309,True,True,2.3091763295796426,0.4618352659159285,0.014443500424808835,935,0,225,17
60.0,True,normal,isolated_fastest,0.44,115,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,443114963035580823,592,1184,148,0.06583944256937418,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,4021.064043750099,1230,968,262,3.574994494993007,False,target_unmet,migration:pool/germany/node-33,0.9929199705308713,4021.064043750099,0.06845533025335548,1230,52.998853688849955,True,True,2.4406808390703105,0.4881361678140621,0.21300813008130082,633,0,335,262
60.0,True,normal,replay_only,0.48,147,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2344223999950128702,594,1188,150,0.025823172760635282,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,1797.2001984012168,519,519,0,3.259736987994984,False,target_unmet,migration:pool/germany/node-0,0.8281117781973876,1797.2001984012313,0.030571934128908015,519,45.54632124385632,True,True,2.4568682790406426,0.49137365580812853,0.0,222,0,297,0
120.0,True,normal,greedy,0.48,179,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,12865049453193647024,595,1190,150,0.025717074669740714,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,3548.109730518423,1063,928,135,4.4846396499779075,False,target_unmet,migration:pool/germany/node-65,0.994218532736,3548.109730518423,0.06032549587815973,1063,114.33530470764002,True,True,2.5746709624737005,0.5149341924947402,0.12699905926622765,520,0,408,135
120.0,True,normal,replay_only,0.2,211,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,8065189426468587883,592,1184,148,0.3058394425693742,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,36867.690351458994,7865,7865,0,6.539797502977308,False,target_unmet,migration:pool/east/node-64,0.9976681081388126,36867.690351459154,0.6276423084109506,7865,114.73200587896343,True,True,2.834001999060722,0.5668003998121444,0.0,3651,0,4214,0
180.0,True,normal,greedy,0.3,243,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,1554618568931059189,594,1188,150,0.20582317276063522,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,36716.89778141229,7808,7776,32,7.900147651002044,False,target_unmet,migration:pool/east/node-0,0.9964556728407328,36716.89778141245,0.6245862766929133,7808,174.24952929697645,True,True,3.3197849293005612,0.6639569858601122,0.004098360655737705,3642,0,4134,32
180.0,True,normal,kv_only,0.3,275,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,12522324744020018888,595,1190,150,0.20571707466974065,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,1220.1611868517211,336,0,336,11.324336348014185,False,target_unmet,route:pipeline/germany/node-65,0.7220931799885714,1220.1611868517211,0.02074536421886792,336,173.26487408372557,True,True,2.5236290227315674,0.5047258045463134,1.0,0,0,0,336
240.0,True,normal,queue_haul,0.38,307,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,516277533927580676,592,1184,148,0.12583944256937413,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,13159.559618353844,3137,2558,579,36.76484146001167,False,target_unmet,migration:pool/germany/node-64,0.9958026519104599,13159.55961835383,0.2240307515278952,3137,234.01379664195798,True,True,3.6482988627493826,0.7296597725498766,0.18457124641377112,1528,0,1030,579
240.0,True,normal,isolated_fastest,0.44,339,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,5302841676681934807,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,17632.897196972204,3928,1669,2259,4.984571528999368,False,target_unmet,migration:pool/germany/node-65,0.9963206910870549,17632.897196972277,0.29995087474795257,3928,234.1355358484579,True,True,3.3231772489947806,0.6646354497989562,0.5751018329938901,1156,451,513,1808
240.0,True,normal,replay_only,0.44,371,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,18086697723837505479,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,14836.124736836922,3454,3454,0,4.5489213860128075,False,target_unmet,migration:pool/germany/node-65,0.9979292186086213,14836.124736836951,0.252246026655199,3454,234.51353981602594,True,True,2.9535046972885146,0.590700939457703,0.0,1756,0,1698,0
300.0,True,normal,greedy,0.48,403,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2960332071976500507,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,9481.283337240937,2224,1361,863,4.859292517998256,False,target_unmet,migration:pool/east/node-0,0.9974378735247724,9481.283337240966,0.1614111028858817,2224,290.08561911149957,True,True,2.9214751513190054,0.584295030263801,0.3880395683453237,1111,0,250,863
300.0,True,normal,replay_only,0.2,435,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,14382258972082973128,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,58785.950238648664,12000,12000,0,9.750613170006545,False,target_unmet,migration:pool/east/node-33,0.9998153490756894,58785.950238645644,0.9999999999999486,12000,288.74255689963894,True,True,4.980779532844991,0.9961559065689982,0.0,4597,0,7403,0
375.0,True,normal,greedy,0.2,467,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,3709734508660289730,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,58816.088933352345,12000,12000,0,10.85020958899986,False,target_unmet,service:pool/germany/node-65:0,0.995194883211246,58816.08893335567,1.0000000000000566,12000,329.6783296520179,True,True,4.980779532844991,0.9961559065689982,0.0,7570,0,4430,0
375.0,True,normal,kv_only,0.3,499,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,8471842626350138354,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,3535.816809988799,937,0,937,18.474675725999987,False,target_unmet,route:pipeline/germany/node-73,0.7257524359682433,3535.8168099888135,0.06019439253133983,937,368.12841674367627,True,True,3.675211673304575,0.7350423346609151,1.0,0,0,0,937
450.0,True,normal,queue_haul,0.38,531,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,3171111446421886882,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,57974.116620187,11952,8516,3436,44.201346418005414,False,target_unmet,migration:pool/east/node-65,0.9999534074479933,57974.11662018665,0.9861900060275239,11952,444.9794397573571,True,True,4.875827851488312,0.9751655702976624,0.28748326639892907,5213,0,3303,3436
450.0,True,normal,isolated_fastest,0.38,563,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2851718434045023713,595,1190,150,0.1257170746697407,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,50664.452722137474,11104,3914,7190,12.062649516010424,False,target_unmet,migration:pool/east/node-33,0.9985340795679224,50664.452722137736,0.8614046537427597,11104,444.3451022181043,True,True,4.948718477357843,0.9897436954715687,0.6475144092219021,2139,2244,1775,4946
450.0,True,normal,replay_only,0.44,595,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,9410683383137364708,592,1184,148,0.06583944256937418,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,28143.004491144573,6190,6190,0,5.560669597005472,False,target_unmet,migration:pool/germany/node-64,0.9924846487986884,28143.004491144675,0.47911165945177514,6190,441.65584215841625,True,True,3.6217069760160663,0.7243413952032133,0.0,2919,0,3271,0
600.0,True,normal,greedy,0.48,627,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,10108216830519207998,594,1188,150,0.025823172760635282,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,18007.96490866579,4047,2239,1808,5.616587266995339,False,target_unmet,migration:pool/germany/node-64,0.9976898328235799,18007.96490866589,0.3063311018289299,4047,592.1000948541321,True,True,3.523177248994781,0.7046354497989562,0.44675067951569064,1735,0,504,1808
600.0,True,normal,kv_only,0.48,659,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2830712652642464294,595,1190,150,0.025717074669740714,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,14898.450039411531,3452,0,3452,4.6281852739921305,False,target_unmet,migration:pool/east/node-0,0.9989377248299974,14898.45003941156,0.25330569083391097,3452,593.857634837888,True,True,3.523177248994781,0.7046354497989562,1.0,0,1182,0,2270
750.0,True,normal,greedy,0.2,691,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,838279251603808846,592,1184,148,0.3058394425693742,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,58739.969975573935,12000,12000,0,11.18085963401245,True,,service:pool/east/node-65:0,0.995194883211246,58739.969975573156,0.9999999999999868,12000,331.1848443921728,True,True,4.980779532844991,0.9961559065689982,0.0,9396,0,2604,0
750.0,True,normal,kv_only,0.3,723,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2169270230154021081,594,1188,150,0.20582317276063522,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,58785.950238648664,12000,0,12000,9.379039121005917,False,target_unmet,service:pool/germany/node-65:0,0.9748847835538738,58785.95023864815,0.9999999999999912,12000,578.7625523753754,True,True,4.912096742438558,0.9824193484877115,1.0,0,3783,0,8217
900.0,True,normal,queue_haul,0.3,755,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,9908743746201938728,595,1190,150,0.20571707466974065,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,58816.088933352345,12000,6544,5456,16.089252284989925,False,target_unmet,service:pool/germany/node-65:0,0.9786680378240503,58816.08893334975,0.9999999999999558,12000,400.5375617107757,True,True,4.92533813238417,0.9850676264768341,0.45466666666666666,4306,0,2238,5456
900.0,True,normal,isolated_fastest,0.38,787,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,11118848506679224976,592,1184,148,0.12583944256937413,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,58739.969975573935,12000,4016,7984,9.020348932011984,True,,service:pool/east/node-65:0,0.9906087316757103,58739.969975573265,0.9999999999999886,12000,653.762722608586,True,True,4.970887068194697,0.9941774136389394,0.6653333333333333,2900,3071,1116,4913
900.0,True,normal,replay_only,0.44,819,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,8120585683533915459,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,55067.426304146655,11582,11582,0,11.757538978010416,False,target_unmet,migration:pool/east/node-65,0.9994799031848607,55067.426304146575,0.9367446827106427,11582,894.5346867934501,True,True,4.968629442417699,0.9937258884835398,0.0,5390,0,6192,0
1800.0,True,normal,greedy,0.44,851,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,3641016527832602826,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,58816.088933352345,12000,8098,3902,10.121590999013279,False,target_unmet,service:pool/east/node-65:0,0.9748847835538738,58816.08893335164,0.999999999999988,12000,1131.7627549771125,True,True,4.929677393950847,0.9859354787901694,0.32516666666666666,6730,0,1368,3902
1800.0,True,normal,kv_only,0.48,883,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,14689958024731582800,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,37910.30647506651,8374,0,8374,9.292666732013458,False,target_unmet,migration:pool/germany/node-64,0.9971714091969591,37910.306475066696,0.645391996128549,8374,1789.9228529515412,True,True,4.76009105607085,0.9520182112141701,1.0,0,2560,0,5814
2700.0,True,normal,greedy,0.2,915,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,7264103397384203073,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,58785.950238648664,12000,12000,0,10.674611415015534,False,target_unmet,service:pool/east/node-65:0,0.995194883211246,58785.95023864803,0.9999999999999892,12000,331.20246343393785,True,True,4.980779532844991,0.9961559065689982,0.0,9563,0,2437,0
2700.0,True,normal,kv_only,0.2,947,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,9833685645914265612,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,58816.088933352345,12000,0,12000,10.358211589977145,False,target_unmet,service:pool/germany/node-65:0,0.995194883211246,58816.08893335164,0.999999999999988,12000,614.1500126712772,True,True,4.980779532844991,0.9961559065689982,1.0,0,2372,0,9628
