deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,greedy,0.38,22,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,7708567057509450834,592,1184,148,0.12583944256937413,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,3650.7744194116617,8,3716.8588775334792,1112,948,164,5.7922364239930175,True,,migration:pool/germany/node-64,0.9996698466751605,3716.8588775334792,0.06327648582522385,1112,24.991919609879005,True,True,2.0604538927135403,0.41209077854270804,0.1474820143884892,592,0,356,164
30.0,True,normal,kv_only,0.44,54,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,10977466677797415307,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,1378.7776355700958,8,1379.8614754509763,384,0,384,3.1327680989925284,True,,migration:pool/east/node-0,0.9665253162264302,1379.8614754509763,0.023472640483810536,384,24.163306348660754,True,True,2.256868279040643,0.4513736558081286,1.0,0,148,0,236
60.0,True,normal,queue_haul,0.44,86,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,932450770594234337,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,3677.682195729746,8,3799.576172180983,1148,1015,133,4.711481714010006,True,,migration:pool/germany/node-0,0.9942589351660205,3799.576172180983,0.06460096618267981,1148,53.09753941425116,True,True,2.4002063104781803,0.4800412620956361,0.11585365853658537,421,0,594,133
60.0,True,normal,isolated_fastest,0.48,118,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,13269553367630370698,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,1825.3872097058309,8,1850.378254979776,518,518,0,3.259074300993234,True,,migration:pool/germany/node-0,0.8275903574968635,1850.378254979776,0.0315011780862201,518,45.517643105327494,True,True,2.4568682790406426,0.49137365580812853,0.0,222,0,296,0
120.0,True,normal,queue_haul,0.2,150,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,9379137238440290444,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,29413.922892162045,8,35512.35610993521,7830,7802,28,95.79443143599201,True,,migration:pool/east/node-65,0.9977211841341915,35512.35610993537,0.6040959781336981,7830,114.73810961843203,True,True,2.897090255323799,0.5794180510647597,0.0035759897828863347,3651,0,4151,28
120.0,True,normal,isolated_fastest,0.2,182,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,3566388301307702481,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,11033.046587189237,8,11965.800352267615,3069,2888,181,29.320561399013968,True,,migration:pool/east/node-65,0.9980674399427563,11965.800352267586,0.20344433928319638,3069,114.77792903641695,True,True,2.834001999060722,0.5668003998121444,0.05897686542847833,1679,0,1209,181
120.0,True,normal,replay_only,0.3,214,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,18001083813094719409,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,14603.097677646647,8,24131.599172602175,5270,5270,0,5.193677898030728,True,,migration:pool/east/node-33,0.9979681507873072,24131.599172602248,0.4108207611041848,5270,114.01854525801645,True,True,2.6942338598534956,0.5388467719706991,0.0,2543,0,2727,0
180.0,True,normal,greedy,0.38,246,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,1325421915531337486,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,14706.961446081023,8,24609.085464407428,5325,3085,2240,6.706171474012081,True,,migration:pool/germany/node-65,0.999799110918388,24609.085464407573,0.4186218877895827,5325,174.96501785371788,True,True,3.2638580880650907,0.6527716176130182,0.42065727699530514,2368,0,717,2240
180.0,True,normal,kv_only,0.38,278,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,12080053027256579519,595,1190,150,0.1257170746697407,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,14710.728782918985,8,19792.587809246834,4371,0,4371,4.984567990992218,True,,migration:pool/germany/node-65,0.9958759515958255,19792.587809246892,0.3365165581083593,4371,174.89913475131053,True,True,3.2638580880650907,0.6527716176130182,1.0,0,1548,0,2823
240.0,True,normal,queue_haul,0.44,310,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,11789073231001366355,592,1184,148,0.06583944256937418,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,14603.097677646647,8,17356.627525129632,3826,2290,1536,8.05094377498608,True,,migration:pool/germany/node-64,0.9960744868900877,17356.627525129676,0.2954824037592656,3826,234.07767786217062,True,True,3.1627233562812407,0.6325446712562481,0.4014636696288552,1760,0,530,1536
