deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,queue_haul,0.3,3,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,16142800873288043877,594,1188,150,0.20582317276063522,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,4040.1135205822357,1310,1237,73,30.951237299013883,False,target_unmet,migration:pool/east/node-2,0.9913627253191911,4040.113520582221,0.06872583507081016,1310,24.43461301794742,True,True,1.7658382981421052,0.35316765962842106,0.055725190839694655,866,0,371,73
30.0,True,normal,isolated_fastest,0.3,35,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,11597066737070615315,595,1190,150,0.20571707466974065,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,3751.1511042983184,1071,1060,11,11.579943183984142,False,target_unmet,migration:pool/germany/node-65,0.97788166315656,3751.1511042983184,0.06377763588716258,1071,24.447215021913994,True,True,1.7559072556828919,0.3511814511365784,0.01027077497665733,799,0,261,11
30.0,True,normal,replay_only,0.38,67,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,7462375614632794026,592,1184,148,0.12583944256937413,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,3638.081766342424,1078,1078,0,3.5142939090146683,False,target_unmet,migration:pool/germany/node-64,0.9996698466751605,3638.0817663424095,0.061935369865787245,1078,24.991919609879005,True,True,2.056387767361767,0.4112775534723534,0.0,592,0,486,0
60.0,True,normal,greedy,0.44,99,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,12157775736738091898,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,4012.7128243095212,1234,972,262,4.593516460998217,False,target_unmet,migration:pool/germany/node-64,0.9638505484958815,4012.7128243095212,0.06825972546194166,1234,53.011953610273494,True,True,2.4406808390703105,0.4881361678140621,0.21231766612641814,635,0,337,262
60.0,True,normal,kv_only,0.44,131,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,14240328452025362280,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,3367.9899688614096,1014,0,1014,3.520427430019481,False,target_unmet,migration:pool/germany/node-33,0.966675483026068,3367.989968861395,0.05726307256978349,1014,52.66425792064985,True,True,2.417322171754183,0.4834644343508366,1.0,0,297,0,717
120.0,True,normal,queue_haul,0.48,163,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,12954632057483016827,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,3570.4166473665537,1061,928,133,7.384261578001315,False,target_unmet,migration:pool/germany/node-34,0.9895102100505978,3570.4166473665537,0.06078342649564264,1061,113.79384759881872,True,True,2.5746709624737005,0.5149341924947402,0.12535344015080113,488,0,440,133
120.0,True,normal,kv_only,0.2,195,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,17980947655142614807,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,2371.212973504167,663,0,663,10.432378867990337,False,target_unmet,route:pipeline/germany/node-64,0.7936048234173916,2371.2129735041526,0.040336389288221544,663,114.04866506751785,True,True,1.7392876275283535,0.34785752550567073,1.0,0,0,0,663
180.0,True,normal,queue_haul,0.2,227,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,6752190617820651552,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,55736.77073275613,11634,11568,66,201.7765946960135,False,target_unmet,migration:pool/germany/node-66,0.9998890220293006,55736.770732755904,0.9476449682996471,11634,174.98075229812758,True,True,4.013025699631916,0.8026051399263832,0.005673027333677153,5236,0,6332,66
180.0,True,normal,isolated_fastest,0.3,259,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,438366208832335997,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,12300.026087804392,3050,2972,78,33.93249345498043,False,target_unmet,migration:pool/germany/node-65,0.9928130334913003,12300.026087804377,0.20939789538399736,3050,173.74245430397747,True,True,3.3197849293005612,0.6639569858601122,0.025573770491803278,1718,0,1254,78
180.0,True,normal,replay_only,0.38,291,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,7661869507489054590,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,21445.24448549468,4837,4837,0,5.560852342023281,False,target_unmet,migration:pool/germany/node-65,0.999799110918388,21445.24448549481,0.36480220866440455,4837,174.96501785371788,True,True,2.994714371532371,0.5989428743064742,0.0,2368,0,2469,0
