deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,False,normal,isolated_fastest,0.38,992,1001,12000,natural,coding,4aefc342a38d45083a0fc372c3f3fe399919790f,6424826384933654882,362,724,92,0.43221427865028894,0.18778572134971105,50400.72218679602,36106.77468240733,14293.947504388685,196.87782104217195,8,113.80454969425045,145,0,145,4.386716200999217,False,target_unmet,migration:pool/germany/node-45,0.9924795689930944,113.80454969425045,0.007961729932148479,145,24.812162667827366,False,True,1.9922952779151084,0.3984590555830217,1.0,0,4,0,141
60.0,False,normal,kv_only,0.38,1024,1001,12000,controlled_80,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,2651184783661339698,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,5515.110542280383,8,5611.915432655864,1658,0,1658,3.8578711980080698,True,,migration:pool/germany/node-0,0.9912744635562969,5611.915432655893,0.09546354885603864,1658,53.72316838315001,True,True,2.395578747900781,0.4791157495801562,1.0,0,519,0,1139
120.0,False,normal,kv_only,0.38,1056,1001,12000,natural,agentic_rps_shape,4aefc342a38d45083a0fc372c3f3fe399919790f,15346628161469361168,502,1004,126,0.18789341157738038,0.4321065884226196,133817.31800254446,49450.58271719963,84366.73528534482,3136.343390684636,8,3803.8165007452044,623,0,623,7.2804290000058245,True,,migration:pool/germany/node-33,0.8565005849986793,3803.8165007452917,0.04508668597735872,623,114.68605279201499,True,True,3.0960618981881054,0.6192123796376211,1.0,0,1,0,622
180.0,False,normal,kv_only,0.38,1088,1001,12000,natural,coding,4aefc342a38d45083a0fc372c3f3fe399919790f,9354865485698545085,362,724,92,0.43221427865028894,0.18778572134971105,50400.72218679602,36106.77468240733,14293.947504388685,196.87782104217195,8,69.0675887799589,88,0,88,4.0624804950202815,False,target_unmet,route:pipeline/east/node-24,0.9077547307714284,69.0675887799589,0.004831946441579767,88,170.5962811709503,False,True,1.9922952779151084,0.3984590555830217,1.0,0,88,0,0
240.0,False,normal,replay_only,0.38,1120,1001,12000,controlled_80,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,10939767653663906338,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,29413.922892162045,8,29451.893287888422,6335,6335,0,6.142199533001985,True,,migration:pool/germany/node-65,0.9959314160985875,29451.89328788854,0.5010022491483939,6335,234.0440562261681,True,True,3.3643581852965476,0.6728716370593095,0.0,3011,0,3324,0
300.0,False,normal,replay_only,0.38,1152,1001,12000,natural,agentic_rps_shape,4aefc342a38d45083a0fc372c3f3fe399919790f,4130113312062856905,502,1004,126,0.18789341157738038,0.4321065884226196,133817.31800254446,49450.58271719963,84366.73528534482,66908.65900127223,8,84366.73528534482,12000,12000,0,10.746873481984949,True,,service:pool/east/node-48:0,0.997702122297713,84366.73528534433,0.9999999999999941,12000,291.79146129682545,True,True,4.992876579122903,0.9985753158245807,0.0,5421,0,6579,0
375.0,False,normal,replay_only,0.38,1184,1001,12000,natural,coding,4aefc342a38d45083a0fc372c3f3fe399919790f,4512346927963892300,362,724,92,0.43221427865028894,0.18778572134971105,50400.72218679602,36106.77468240733,14293.947504388685,12600.180546699004,8,14293.947504388685,12000,12000,0,6.362189271982061,True,,migration:pool/germany/node-0,0.9994037055086027,14293.9475043887,1.000000000000001,12000,369.77954448118294,True,True,3.7769649630800703,0.7553929926160141,0.0,1683,0,10317,0
600.0,False,normal,queue_haul,0.38,1216,1001,12000,controlled_80,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,11520332267701077250,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,29413.922892162045,8,58785.950238648664,12000,7064,4936,16.095888857002137,True,,service:pool/germany/node-65:0,0.9906087316757103,58785.95023864815,0.9999999999999912,12000,490.81064607566316,True,True,4.970887068194697,0.9941774136389394,0.41133333333333333,5071,0,1993,4936
750.0,False,normal,queue_haul,0.38,1248,1001,12000,natural,agentic_rps_shape,4aefc342a38d45083a0fc372c3f3fe399919790f,11357827454432410258,502,1004,126,0.18789341157738038,0.4321065884226196,133817.31800254446,49450.58271719963,84366.73528534482,66908.65900127223,8,84366.73528534482,12000,10551,1449,13.425490501016611,True,,service:pool/germany/node-48:0,0.997702122297713,84366.73528534974,1.0000000000000584,12000,347.65783178992774,True,True,4.992876579122903,0.9985753158245807,0.12075,3066,0,7485,1449
900.0,False,normal,queue_haul,0.38,1280,1001,12000,natural,coding,4aefc342a38d45083a0fc372c3f3fe399919790f,8377115175514719658,362,724,92,0.43221427865028894,0.18778572134971105,50400.72218679602,36106.77468240733,14293.947504388685,12600.180546699004,8,14293.947504388685,12000,11724,276,51.00136225298047,True,,kv:pool/germany/node-24,0.9875066454013822,14293.947504388685,1.0,12000,892.5104308200607,True,True,4.0615869772696005,0.8123173954539201,0.023,408,0,11316,276
