deadline_s,rho,best_single_action,best_flexible,multi_action_gain,best_flexible_policy,best_flexible_kv_fraction
30.0,0.2,0.12626264967216855,0.10533663645595272,-0.02092601321621583,queue_haul,0.024982599435855395
30.0,0.3,0.0824350327933951,0.07537400997992474,-0.007061022813470361,queue_haul,0.12180509955895351
30.0,0.38,0.05605012551810427,0.06287367672672663,0.00682355120862236,greedy,0.14708520179372198
30.0,0.44,0.03131799761836389,0.031333267513524665,1.5269895160777147e-05,queue_haul,0.0
30.0,0.48,0.007838477687066912,0.007876821440928342,3.834375386142959e-05,queue_haul,0.0
60.0,0.2,0.302999215149376,0.302999215149376,0.0,greedy,0.15799170888991249
60.0,0.3,0.1933697524651241,0.15396815306788775,-0.039401599397236364,greedy,0.14877430262045646
60.0,0.38,0.10412506454466261,0.12100894079583073,0.01688387625116812,queue_haul,0.38517745302713985
60.0,0.44,0.0644383790813666,0.06502772494719657,0.0005893458658299683,queue_haul,0.15853658536585366
60.0,0.48,0.027484845245225754,0.023515761546172687,-0.003969083699053067,greedy,0.0
120.0,0.2,0.6239973913817001,0.6251727626328057,0.0011753712511056724,greedy,0.06298965841429019
120.0,0.3,0.4095004615875894,0.4175302069148038,0.0080297453272144,greedy,0.10262130507529281
120.0,0.38,0.23683652462271124,0.28148248522964125,0.04464596060693002,greedy,0.5309248554913295
120.0,0.44,0.1216867976452958,0.14726453116619145,0.02557773352089565,greedy,0.40811216825237856
120.0,0.48,0.056063497417321875,0.056159817853906044,9.632043658416856e-05,isolated_fastest,0.03023983315954119
180.0,0.2,0.9469631487713848,0.9470622790365189,9.913026513408418e-05,greedy,0.021462440728724733
180.0,0.3,0.6230475042623433,0.6251613163946053,0.0021138121322619163,greedy,0.07066869300911854
180.0,0.38,0.3666949746742438,0.4186218877895827,0.051926913115338924,greedy,0.5888111888111888
180.0,0.44,0.1898304175975756,0.20557751930980103,0.01574710171222543,greedy,0.49526149526149527
180.0,0.48,0.0724949570956425,0.07594518925349096,0.003450232157848454,queue_haul,0.24497329188905162
240.0,0.2,0.9999999999999886,0.9999999999999887,1.1102230246251565e-16,queue_haul,0.19970833333333332
240.0,0.3,0.82566882249295,0.8265763372312037,0.0009075147382536786,greedy,0.14306360820854194
240.0,0.38,0.5010022491483939,0.5517702589605931,0.0507680098121992,greedy,0.6168379480073234
240.0,0.44,0.2542853630315723,0.2954824037592656,0.04119704072769331,greedy,0.5474681347199877
240.0,0.48,0.08998082067076182,0.09861164109549993,0.008630820424738103,greedy,0.3546884100174723
300.0,0.2,0.9999999999999432,0.9999999999999503,7.105427357601002e-15,queue_haul,0.15386275356063875
300.0,0.3,0.9999999999999896,0.9999999999999896,0.0,greedy,0.15148236312486474
300.0,0.38,0.6251727626328057,0.6956820828601314,0.0705093202273257,queue_haul,0.6413298726980595
300.0,0.44,0.3162855772785596,0.35695408225621267,0.040668504977653064,greedy,0.5775245755138516
300.0,0.48,0.12121136288106661,0.14401936765934026,0.022808004778273647,isolated_fastest,0.4183132530120482
375.0,0.2,1.0000000000000586,1.0000000000000586,0.0,greedy,0.22985389153731284
375.0,0.3,0.99999999999999,0.9999999999999887,-1.3322676295501878e-15,greedy,0.14987178036230864
375.0,0.38,0.7861111128811501,0.8693197420274617,0.08320862914631155,queue_haul,0.6568450591300862
375.0,0.44,0.4083123825265663,0.44776430302275383,0.03945192049618751,queue_haul,0.6071688500727802
375.0,0.48,0.15762867303598785,0.18146885977979735,0.0238401867438095,greedy,0.4698363531357279
450.0,0.2,0.9999999999999872,0.9999999999999872,0.0,greedy,0.1687090879363543
450.0,0.3,0.9999999999999896,1.0000000000000642,7.460698725481052e-14,isolated_fastest,0.6696666666666666
450.0,0.38,0.9310755591588838,0.9860352477187089,0.054959688559825026,queue_haul,0.6449203635381985
450.0,0.44,0.47659568396607327,0.5462521610661397,0.06965647710006645,greedy,0.62444136230544
450.0,0.48,0.1892570203242776,0.2049744674131421,0.015717447088864495,greedy,0.49526149526149527
600.0,0.2,0.9999999999999872,0.9999999999999872,0.0,greedy,0.6696666666666666
600.0,0.3,0.9999999999999899,1.0000000000000642,7.427392034742297e-14,isolated_fastest,0.6696666666666666
600.0,0.38,0.9999999999999886,0.9999999999999912,2.6645352591003757e-15,queue_haul,0.6688387635756057
600.0,0.44,0.6500527023861842,0.7280378546277709,0.07798515224158675,greedy,0.6489349182064258
600.0,0.48,0.2457277271369342,0.2936028703603163,0.0478751432233821,queue_haul,0.5542731519648255
750.0,0.2,0.999999999999989,0.9999999999999872,-1.7763568394002505e-15,greedy,0.6696666666666666
750.0,0.3,0.9999999999999892,1.0000000000000642,7.494005416219807e-14,isolated_fastest,0.6696666666666666
750.0,0.38,0.9999999999999886,0.9999999999999912,2.6645352591003757e-15,queue_haul,0.6696666666666666
750.0,0.44,0.8052930771146669,0.8237287678535781,0.01843569073891116,queue_haul,0.642740951606344
750.0,0.48,0.3129651604189553,0.35318241027665936,0.040217249857704085,greedy,0.5747595303936386
900.0,0.2,0.999999999999988,0.9999999999999872,-7.771561172376096e-16,greedy,0.67075
900.0,0.3,0.9999999999999899,1.0000000000000642,7.427392034742297e-14,isolated_fastest,0.6696666666666666
900.0,0.38,0.9999999999999891,0.9999999999999912,2.1094237467877974e-15,queue_haul,0.6718333333333333
900.0,0.44,0.9347161460733413,0.9367446827106423,0.0020285366373009595,greedy,0.6309124767225326
900.0,0.48,0.3740041948590247,0.4262589832444983,0.052254788385473594,greedy,0.6010332950631458
1800.0,0.2,0.999999999999988,0.9999999999999872,-7.771561172376096e-16,greedy,0.6696666666666666
1800.0,0.3,0.9999999999999899,1.0000000000000642,7.427392034742297e-14,isolated_fastest,0.6696666666666666
1800.0,0.38,0.9999999999999886,1.0000000000000646,7.605027718682322e-14,isolated_fastest,0.6696666666666666
1800.0,0.44,0.9999999999999886,1.0000000000000604,7.183142969324763e-14,isolated_fastest,0.6675
1800.0,0.48,0.7573341980449724,0.8001021571387023,0.04276795909372988,greedy,0.6373379122451169
2700.0,0.2,0.99999999999999,0.999999999999987,-2.9976021664879227e-15,greedy,0.6718333333333333
2700.0,0.3,0.9999999999999885,1.0000000000000528,6.439293542825908e-14,isolated_fastest,0.6696666666666666
2700.0,0.38,0.9999999999999886,1.0000000000000646,7.605027718682322e-14,isolated_fastest,0.6696666666666666
2700.0,0.44,0.9999999999999886,1.0000000000000604,7.183142969324763e-14,isolated_fastest,0.6675
2700.0,0.48,0.9652627480889544,0.96521898734926,-4.3760739694365114e-05,greedy,0.6376930810712
