deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,greedy,0.38,21,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,2281323502165005843,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,3676.7403615202556,8,3696.0888313782343,1115,951,164,4.6306948520068545,True,,migration:pool/germany/node-64,0.9997991109183881,3696.0888313782343,0.06287367672672663,1115,24.995151215959698,True,True,2.0604538927135403,0.41209077854270804,0.14708520179372198,594,0,357,164
30.0,True,normal,kv_only,0.38,53,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,5817749359812617017,595,1190,150,0.1257170746697407,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,2298.5513723310914,8,2299.304488501846,637,0,637,3.2693066360079683,True,,migration:pool/germany/node-34,0.899500859505907,2299.3044885018608,0.0390931211204357,637,22.567781353749744,True,True,2.0137365580812854,0.4027473116162571,1.0,0,223,0,414
60.0,True,normal,queue_haul,0.44,85,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,2219728667909359144,592,1184,148,0.06583944256937418,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,3650.7744194116617,8,3819.7266109782067,1143,1014,129,4.579181331006112,True,,migration:pool/germany/node-0,0.9924110249644745,3819.7266109782067,0.06502772494719657,1143,52.998853688849955,True,True,2.3939635044380556,0.4787927008876111,0.11286089238845144,415,0,599,129
60.0,True,normal,isolated_fastest,0.48,117,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,5913343371652854037,594,1188,150,0.025823172760635282,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,1378.7776355700958,8,1382.3963880772499,389,389,0,3.1629048910108395,True,,migration:pool/germany/node-0,0.8281117781973876,1382.3963880772353,0.023515761546172687,389,45.54632124385632,True,True,2.4568682790406426,0.49137365580812853,0.0,222,0,167,0
60.0,True,normal,replay_only,0.48,149,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,6438288801382667646,595,1190,150,0.025717074669740714,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,1379.1308233986547,8,1380.3261127007572,387,387,0,3.2195237660198472,True,,migration:pool/germany/node-0,0.8315282273792003,1380.3261127007572,0.02346851240423141,387,45.734225948856015,True,True,2.4568682790406426,0.49137365580812853,0.0,223,0,164,0
120.0,True,normal,isolated_fastest,0.2,181,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,8314812694151338726,592,1184,148,0.3058394425693742,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,10952.323258234985,8,12600.17426560432,3191,2990,201,30.182464139012154,True,,migration:pool/east/node-64,0.9976681081388126,12600.174265604306,0.21450767289877548,3191,114.73200587896343,True,True,2.834001999060722,0.5668003998121444,0.06298965841429019,1728,0,1262,201
120.0,True,normal,replay_only,0.3,213,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,1212476873507459407,594,1188,150,0.20582317276063522,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,14706.961446081023,8,24072.873757591544,5250,5250,0,5.368072712008143,True,,migration:pool/germany/node-65,0.991542475505113,24072.87375759169,0.4095004615875894,5250,114.02755812608794,True,True,2.6942338598534956,0.5388467719706991,0.0,2556,0,2694,0
180.0,True,normal,greedy,0.3,245,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,16490701243724933947,595,1190,150,0.20571707466974065,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,29421.45756583797,8,36663.08789798769,7811,7780,31,7.381797839974752,True,,migration:pool/germany/node-33,0.9989382116822065,36663.08789798782,0.6233513408131017,7811,174.3393979869012,True,True,3.319784929300562,0.6639569858601124,0.003968762002304442,3623,0,4157,31
180.0,True,normal,kv_only,0.38,277,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,2117098770311567049,592,1184,148,0.12583944256937413,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,14603.097677646647,8,19768.314263940556,4372,0,4372,4.73795438799425,True,,migration:pool/germany/node-64,0.9949075489550946,19768.31426394063,0.33653940021012885,4372,174.83487427233365,True,True,3.2638580880650907,0.6527716176130182,1.0,0,1545,0,2827
240.0,True,normal,queue_haul,0.44,309,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,5028581913043508407,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,14706.961446081023,8,17373.301313010685,3831,2281,1550,8.29096538599697,True,,migration:pool/germany/node-65,0.9963206910870549,17373.301313010772,0.29553492360813693,3831,234.1355358484579,True,True,3.1627233562812407,0.6325446712562481,0.4045941007569825,1768,0,513,1550
240.0,True,normal,isolated_fastest,0.44,341,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,12984583722670625437,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,14710.728782918985,8,16107.907128021747,3648,1631,2017,4.674417934991652,True,,migration:pool/germany/node-65,0.9979292186086213,16107.907128021776,0.2738690623627577,3648,234.51353981602594,True,True,3.1627233562812407,0.6325446712562481,0.5529057017543859,1135,457,496,1560
