deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,queue_haul,0.44,9,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,17064982287613364736,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,2150.6083318092424,635,602,33,12.103390019998187,False,target_unmet,migration:pool/east/node-0,0.941615277211,2150.608331809228,0.03658371299738413,635,23.540555373275005,True,True,2.282764682458867,0.4565529364917734,0.05196850393700787,297,0,305,33
30.0,True,normal,isolated_fastest,0.44,41,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,8344268419815640068,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,2211.123748919985,636,636,0,3.379596520011546,False,target_unmet,migration:pool/germany/node-74,0.943953172822243,2211.123748919985,0.03759385890866575,636,23.599002763556076,True,True,2.27582437205419,0.455164874410838,0.0,297,0,339,0
30.0,True,normal,replay_only,0.48,73,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,17229006529257935745,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,777.7995379341883,222,222,0,3.1997955380065832,False,target_unmet,migration:pool/germany/node-0,0.9103493932465497,777.7995379342028,0.01324140169390005,222,22.758908274163748,True,True,2.4284341395203213,0.48568682790406426,0.0,74,0,148,0
60.0,True,normal,isolated_fastest,0.2,105,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2692484224392564879,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,7969.3782707098435,2157,1803,354,22.548478662007255,False,target_unmet,migration:pool/east/node-64,0.989305541531373,7969.378270709887,0.13556603641443635,2157,54.41197822722551,True,True,1.8672412553698,0.37344825107395996,0.16411682892906815,1223,0,580,354
60.0,True,normal,replay_only,0.2,137,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,14884775276222462504,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,17766.43312204574,3953,3953,0,4.9292795329820365,False,target_unmet,migration:pool/east/node-34,0.9946101195936553,17766.433122045768,0.30206757103788157,3953,54.47805247742213,True,True,1.871980278623187,0.3743960557246374,0.0,1984,0,1969,0
120.0,True,normal,greedy,0.3,169,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,5795122985151257166,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,22315.787251478032,5341,5253,88,55.81561178798438,False,target_unmet,migration:pool/germany/node-0,0.999434593329019,22315.787251478134,0.37990804661217553,5341,114.28417231640957,True,True,2.9135182294569466,0.5827036458913893,0.016476315296760906,2543,0,2710,88
120.0,True,normal,kv_only,0.38,201,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,15346628161469361168,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,132.73904718675476,41,0,41,8.088790845009498,False,target_unmet,migration:pool/germany/node-64,0.8697643351810297,132.7390471867402,0.002258006320351547,41,112.80226220350006,True,True,2.4686827904064255,0.4937365580812851,1.0,0,0,0,41
180.0,True,normal,queue_haul,0.38,233,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,5376092645220660748,595,1190,150,0.1257170746697407,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,10584.170119900577,2510,1979,531,29.26035344399861,False,target_unmet,migration:pool/germany/node-65,0.9876475226037427,10584.170119900577,0.17995365404003769,2510,173.81220496878015,True,True,3.201924685026135,0.640384937005227,0.21155378486055776,1283,0,696,531
180.0,True,normal,isolated_fastest,0.44,265,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,4452410609299336914,592,1184,148,0.06583944256937418,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,12351.623818898326,3041,1438,1603,4.357587920007063,False,target_unmet,migration:pool/germany/node-0,0.9941246732881038,12351.623818898384,0.21027630460203856,3041,173.97199126841818,True,True,3.042382936746086,0.6084765873492172,0.5271292338046695,1048,259,390,1344
180.0,True,normal,replay_only,0.48,297,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,904342712976329962,594,1188,150,0.025823172760635282,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,4261.68494037741,1314,1314,0,3.7443668250052724,False,target_unmet,migration:pool/germany/node-64,0.975988881446921,4261.68494037741,0.0724949570956425,1314,170.79822769621117,True,True,2.6132560464024097,0.5226512092804819,0.0,750,0,564,0
