deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,greedy,0.44,24,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,7561287331026232838,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,1838.3701807601278,8,1841.058249567257,518,518,0,3.382237096026074,True,,migration:pool/east/node-0,0.941615277211,1841.058249567257,0.03131799761836389,518,23.540555373275005,True,True,2.2710853488008036,0.45421706976016074,0.0,297,0,221,0
30.0,True,normal,kv_only,0.44,56,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,2303273410493157294,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,1379.1308233986547,8,1379.706596367716,383,0,383,3.1640658089891076,True,,migration:pool/east/node-0,0.9680857400792604,1379.7065963677014,0.023457979294256043,383,24.20231694498151,True,True,2.256868279040643,0.4513736558081286,1.0,0,148,0,235
60.0,True,normal,queue_haul,0.48,88,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,14352175488661119457,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,1825.3872097058309,8,1850.378254979776,518,486,32,311.8511235709884,True,,migration:pool/germany/node-65,0.9946265148750614,1850.378254979776,0.0315011780862201,518,54.70463176112838,True,True,2.4568682790406426,0.49137365580812853,0.06177606177606178,222,0,264,32
60.0,True,normal,kv_only,0.2,120,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,13573156941553780048,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,919.1850903800639,8,922.6542893042933,251,0,251,3.0386729140300304,True,,route:pipeline/east/node-64,0.7877210473636364,922.6542893042933,0.015695149700883745,251,51.620108789422474,True,True,1.1421706976016066,0.22843413952032132,1.0,0,251,0,0
120.0,True,normal,queue_haul,0.2,152,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,6978101156709959138,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,29421.45756583797,8,35502.99630843352,7833,7807,26,95.37649130704813,True,,migration:pool/east/node-65,0.9980674399427563,35502.99630843365,0.603627288932183,7833,114.77792903641695,True,True,2.897090255323799,0.5794180510647597,0.00331929018256096,3632,0,4175,26
120.0,True,normal,isolated_fastest,0.3,184,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,733070543776060941,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,9126.936048529155,8,9284.081777812535,2428,2228,200,22.10758327599615,True,,migration:pool/germany/node-64,0.9914641027392738,9284.08177781252,0.15805390744450765,2428,114.01854525801645,True,True,2.6942338598534956,0.5388467719706991,0.08237232289950576,1388,0,840,200
120.0,True,normal,replay_only,0.38,216,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,2438762919443349856,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,11030.221084560766,8,13965.502446915547,3330,3330,0,4.691254440986086,True,,migration:pool/east/node-38,0.9998778598780954,13965.502446915605,0.2375653092315589,3330,113.613708774635,True,True,2.610853488008032,0.5221706976016064,0.0,1715,0,1615,0
180.0,True,normal,greedy,0.38,248,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,14051644871874686976,595,1190,150,0.1257170746697407,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,14710.728782918985,8,24505.73917089503,5301,3059,2242,6.445382272009738,True,,migration:pool/east/node-38,0.9906621336931901,24505.73917089509,0.41665026721963533,5301,173.81220496878015,True,True,3.2638580880650907,0.6527716176130182,0.4229390681003584,2347,0,712,2242
180.0,True,normal,kv_only,0.44,280,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,6521010453655256624,592,1184,148,0.06583944256937418,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,7301.548838823323,8,10397.462438373215,2439,0,2439,3.910075007006526,True,,migration:pool/germany/node-0,0.9900078621846583,10397.462438373681,0.17700830359118838,2439,173.2515493253152,True,True,2.922042517210931,0.5844085034421862,1.0,0,937,0,1502
240.0,True,normal,queue_haul,0.48,312,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,17909288745279481151,594,1188,150,0.025823172760635282,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,5515.110542280383,8,5808.527292477185,1757,1181,576,8.082452007045504,True,,migration:pool/germany/node-34,0.9702205361893579,5808.527292477214,0.09880808711770069,1757,227.73091244728158,True,True,2.7610212586054654,0.5522042517210931,0.32783153101878204,946,0,235,576
240.0,True,normal,isolated_fastest,0.48,344,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,1491020529274336219,595,1190,150,0.025717074669740714,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,5516.523293594619,8,5635.716544893585,1716,1097,619,3.9366454069968313,True,,migration:pool/germany/node-34,0.9742232677581049,5635.716544893614,0.09581930126771512,1716,228.67043597228005,True,True,2.7610212586054654,0.5522042517210931,0.36072261072261075,879,34,218,585
