deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,queue_haul,0.48,12,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,1591109422156097382,594,1188,150,0.025823172760635282,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,768.5188330421224,222,222,0,6.63192000600975,False,target_unmet,migration:pool/germany/node-0,0.9109229560171264,768.5188330421224,0.013073171904549086,222,22.77324734342816,True,True,2.4284341395203213,0.48568682790406426,0.0,74,0,148,0
30.0,True,normal,isolated_fastest,0.48,44,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,10223450367218815176,595,1190,150,0.025717074669740714,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,773.8003846720385,222,222,0,3.187304849998327,False,target_unmet,migration:pool/germany/node-0,0.9146810501171202,773.8003846720239,0.013156270651536496,222,22.867199695928008,True,True,2.4284341395203213,0.48568682790406426,0.0,74,0,148,0
60.0,True,normal,queue_haul,0.2,76,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2768867269046045291,592,1184,148,0.3058394425693742,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,15646.22821778839,3976,3964,12,38.78845803000149,False,target_unmet,migration:pool/east/node-34,0.9942121710809769,15646.228217788463,0.2663642528978938,3976,54.409083670364105,True,True,1.9299462035900965,0.3859892407180193,0.0030181086519114686,1988,0,1976,12
60.0,True,normal,isolated_fastest,0.3,108,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,13130155650510406031,594,1188,150,0.20582317276063522,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,5540.601541957527,1495,1455,40,17.488576099975035,False,target_unmet,migration:pool/germany/node-65,0.987250083836259,5540.601541957527,0.09425043772304073,1495,54.614878995679,True,True,2.0686827904064256,0.4137365580812851,0.026755852842809364,1063,0,392,40
60.0,True,normal,replay_only,0.3,140,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,15073311827000031675,595,1190,150,0.20571707466974065,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,11273.35462941062,2729,2729,0,4.132538506994024,False,target_unmet,migration:pool/germany/node-65,0.9877592557136968,11273.354629410605,0.19167127284143368,2729,54.326932507253325,True,True,2.0686827904064264,0.4137365580812853,0.0,1444,0,1285,0
120.0,True,normal,greedy,0.38,172,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,16487316433967889947,592,1184,148,0.12583944256937413,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,7180.8484750347125,1907,1628,279,19.7929470409872,False,target_unmet,migration:pool/germany/node-64,0.9878160540268381,7180.848475034698,0.12224807874469015,1907,114.19566988087378,True,True,2.755550507302889,0.5511101014605778,0.14630309386470897,1128,0,500,279
120.0,True,normal,kv_only,0.44,204,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,17872252666736526810,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,6398.081988092701,1835,0,1835,3.69423877200461,False,target_unmet,migration:pool/germany/node-34,0.9982532740404231,6398.081988093181,0.10883692382481519,1835,114.71842158502585,True,True,2.7214751513190056,0.5442950302638011,1.0,0,635,0,1200
180.0,True,normal,queue_haul,0.44,236,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,10495063717381111662,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,12955.888097915056,3134,1769,1365,7.468382944003679,False,target_unmet,migration:pool/germany/node-0,0.9959757743734062,12955.888097915085,0.22027796021248702,3134,174.29593395834607,True,True,3.042382936746086,0.6084765873492172,0.4355456285896618,1404,0,365,1365
180.0,True,normal,isolated_fastest,0.48,268,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,9935620003336669186,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,4667.238262109109,1438,1018,420,3.6096555370022543,False,target_unmet,migration:pool/germany/node-64,0.9753743499070174,4667.238262109124,0.07945591841551705,1438,170.6906846767281,True,True,2.7209077854270802,0.544181557085416,0.29207232267037553,715,0,303,420
240.0,True,normal,queue_haul,0.2,300,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,11664662911970832855,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,58785.950238648664,12000,10573,1427,23.475361224991502,False,target_unmet,migration:pool/germany/node-65,0.9974910163752531,58785.950238648074,0.99999999999999,12000,234.41056229118436,True,True,4.970623083152141,0.9941246166304282,0.11891666666666667,3079,0,7494,1427
