deadline_s,policy,mode,rho,seed,destination_offered_rps,envelope_rps,within_envelope
30.0,queue_haul,normal,0.48,1002,2.4284341395203213,5.0,True
30.0,kv_only,normal,0.2,1001,1.1563877673617673,5.0,True
60.0,queue_haul,normal,0.2,1003,1.9299462035900965,5.0,True
60.0,isolated_fastest,normal,0.3,1002,2.0686827904064256,5.0,True
60.0,replay_only,normal,0.38,1001,2.241209674243856,5.0,True
120.0,greedy,normal,0.38,1003,2.755550507302889,5.0,True
120.0,kv_only,normal,0.44,1002,2.7214751513190056,5.0,True
180.0,queue_haul,normal,0.48,1001,2.7209077854270802,5.0,True
180.0,isolated_fastest,normal,0.48,1003,2.7209077854270802,5.0,True
240.0,queue_haul,normal,0.2,1002,4.868576206934801,5.0,True
240.0,isolated_fastest,normal,0.3,1001,3.959553068507786,5.0,True
240.0,replay_only,normal,0.3,1003,3.959553068507786,5.0,True
300.0,greedy,normal,0.38,1002,4.387035337059875,5.0,True
300.0,kv_only,normal,0.44,1001,3.603971561243476,5.0,True
375.0,queue_haul,normal,0.44,1003,3.964992819848942,5.0,True
375.0,isolated_fastest,normal,0.48,1002,3.0819290440325453,5.0,True
450.0,queue_haul,normal,0.2,1001,4.980779532844991,5.0,True
450.0,isolated_fastest,normal,0.2,1003,4.980779532844991,5.0,True
450.0,replay_only,normal,0.3,1002,4.912096742438558,5.0,True
600.0,greedy,normal,0.38,1001,4.686545672991485,5.0,True
600.0,kv_only,normal,0.38,1003,4.885584649633732,5.0,True
750.0,queue_haul,normal,0.44,1002,4.878245066339483,5.0,True
750.0,isolated_fastest,normal,0.48,1001,3.8039715612434755,5.0,True
750.0,replay_only,normal,0.48,1003,3.3241095344104425,5.0,True
900.0,isolated_fastest,normal,0.2,1002,4.980779532844991,5.0,True
900.0,replay_only,normal,0.3,1001,4.912096742438558,5.0,True
1800.0,greedy,normal,0.3,1003,4.931570014029761,5.0,True
1800.0,kv_only,normal,0.38,1002,4.970887068194697,5.0,True
2700.0,queue_haul,normal,0.44,1001,4.929677393950843,5.0,True
2700.0,isolated_fastest,normal,0.44,1003,4.929677393950847,5.0,True
2700.0,replay_only,normal,0.48,1002,4.9672622834166456,5.0,True
30.0,queue_haul,normal,0.48,1003,2.4284341395203213,5.0,True
30.0,kv_only,normal,0.2,1002,1.1563877673617673,5.0,True
60.0,queue_haul,normal,0.3,1001,2.0951655702976617,5.0,True
60.0,isolated_fastest,normal,0.3,1003,2.0686827904064264,5.0,True
60.0,replay_only,normal,0.38,1002,2.241209674243856,5.0,True
120.0,greedy,normal,0.44,1001,2.7214751513190056,5.0,True
120.0,kv_only,normal,0.44,1003,2.7214751513190056,5.0,True
180.0,queue_haul,normal,0.48,1002,2.7209077854270802,5.0,True
180.0,kv_only,normal,0.2,1001,2.123148511052692,5.0,True
240.0,queue_haul,normal,0.2,1003,4.868576206934801,5.0,True
240.0,isolated_fastest,normal,0.3,1002,3.959553068507786,5.0,True
240.0,replay_only,normal,0.38,1001,3.3643581852965476,5.0,True
300.0,greedy,normal,0.38,1003,4.317860129334255,5.0,True
300.0,kv_only,normal,0.44,1002,3.603971561243476,5.0,True
375.0,queue_haul,normal,0.48,1001,3.0819290440325453,5.0,True
375.0,isolated_fastest,normal,0.48,1003,3.0819290440325453,5.0,True
450.0,queue_haul,normal,0.2,1002,4.980779532844991,5.0,True
450.0,isolated_fastest,normal,0.3,1001,4.912096742438558,5.0,True
450.0,replay_only,normal,0.3,1003,4.91209674243856,5.0,True
600.0,greedy,normal,0.38,1002,4.68654567299148,5.0,True
600.0,kv_only,normal,0.44,1001,4.880998841497931,5.0,True
750.0,queue_haul,normal,0.44,1003,4.9278106919307625,5.0,True
750.0,isolated_fastest,normal,0.48,1002,3.8039715612434755,5.0,True
900.0,queue_haul,normal,0.2,1001,4.980779532844991,5.0,True
900.0,isolated_fastest,normal,0.2,1003,4.980779532844991,5.0,True
900.0,replay_only,normal,0.3,1002,4.912096742438558,5.0,True
1800.0,greedy,normal,0.38,1001,4.970887068194697,5.0,True
1800.0,kv_only,normal,0.38,1003,4.9708870681947035,5.0,True
2700.0,queue_haul,normal,0.44,1002,4.929677393950837,5.0,True
2700.0,isolated_fastest,normal,0.48,1001,4.9672622834166456,5.0,True
2700.0,replay_only,normal,0.48,1003,4.9672622834166456,5.0,True
30.0,greedy,normal,0.2,1001,1.3980779532844985,5.0,True
30.0,kv_only,normal,0.2,1003,1.1563877673617673,5.0,True
60.0,queue_haul,normal,0.3,1002,2.0951655702976617,5.0,True
60.0,isolated_fastest,normal,0.38,1001,2.3091763295796426,5.0,True
60.0,replay_only,normal,0.38,1003,2.241209674243856,5.0,True
120.0,greedy,normal,0.44,1002,2.7214751513190056,5.0,True
120.0,kv_only,normal,0.48,1001,2.5513122951575733,5.0,True
180.0,queue_haul,normal,0.48,1003,2.7209077854270802,5.0,True
180.0,kv_only,normal,0.2,1002,2.123148511052692,5.0,True
240.0,queue_haul,normal,0.3,1001,4.401432155201105,5.0,True
240.0,isolated_fastest,normal,0.3,1003,3.959553068507786,5.0,True
240.0,replay_only,normal,0.38,1002,3.3643581852965476,5.0,True
300.0,greedy,normal,0.44,1001,3.603971561243476,5.0,True
300.0,kv_only,normal,0.44,1003,3.603971561243476,5.0,True
375.0,queue_haul,normal,0.48,1002,3.0819290440325453,5.0,True
375.0,kv_only,normal,0.2,1001,3.3884677197069832,5.0,True
450.0,queue_haul,normal,0.2,1003,4.980779532844991,5.0,True
450.0,isolated_fastest,normal,0.3,1002,4.912096742438558,5.0,True
450.0,replay_only,normal,0.38,1001,4.672328603231319,5.0,True
600.0,greedy,normal,0.38,1003,4.9708870681947035,5.0,True
600.0,kv_only,normal,0.44,1002,4.880998841497931,5.0,True
750.0,queue_haul,normal,0.48,1001,3.8039715612434755,5.0,True
750.0,isolated_fastest,normal,0.48,1003,3.8039715612434755,5.0,True
900.0,queue_haul,normal,0.2,1002,4.980779532844991,5.0,True
900.0,isolated_fastest,normal,0.3,1001,4.912096742438558,5.0,True
900.0,replay_only,normal,0.3,1003,4.931570014029761,5.0,True
1800.0,greedy,normal,0.38,1002,4.970887068194697,5.0,True
1800.0,kv_only,normal,0.44,1001,4.929677393950843,5.0,True
2700.0,queue_haul,normal,0.44,1003,4.929677393950847,5.0,True
2700.0,isolated_fastest,normal,0.48,1002,4.9672622834166456,5.0,True
30.0,greedy,normal,0.2,1002,1.3980779532844982,5.0,True
30.0,kv_only,normal,0.3,1001,1.6421706976016066,5.0,True
60.0,queue_haul,normal,0.3,1003,2.0951655702976617,5.0,True
60.0,isolated_fastest,normal,0.38,1002,2.3091763295796426,5.0,True
60.0,replay_only,normal,0.44,1001,2.370604837121928,5.0,True
120.0,greedy,normal,0.44,1003,2.7214751513190056,5.0,True
120.0,kv_only,normal,0.48,1002,2.5513122951575733,5.0,True
180.0,greedy,normal,0.2,1001,3.8007627427516413,5.0,True
180.0,kv_only,normal,0.2,1003,2.123148511052692,5.0,True
240.0,queue_haul,normal,0.3,1002,4.401432155201105,5.0,True
240.0,isolated_fastest,normal,0.38,1001,3.6482988627493826,5.0,True
240.0,replay_only,normal,0.38,1003,3.3643581852965476,5.0,True
300.0,greedy,normal,0.44,1002,3.603971561243476,5.0,True
300.0,kv_only,normal,0.48,1001,2.9214751513190054,5.0,True
375.0,queue_haul,normal,0.48,1003,3.0819290440325453,5.0,True
375.0,kv_only,normal,0.2,1002,3.3884677197069832,5.0,True
450.0,queue_haul,normal,0.3,1001,4.912096742438558,5.0,True
450.0,isolated_fastest,normal,0.3,1003,4.91209674243856,5.0,True
450.0,replay_only,normal,0.38,1002,4.672328603231319,5.0,True
600.0,greedy,normal,0.44,1001,4.916148191791638,5.0,True
600.0,kv_only,normal,0.44,1003,4.880998841497931,5.0,True
750.0,queue_haul,normal,0.48,1002,3.8039715612434755,5.0,True
750.0,kv_only,normal,0.2,1001,4.980779532844991,5.0,True
900.0,queue_haul,normal,0.2,1003,4.980779532844991,5.0,True
900.0,isolated_fastest,normal,0.3,1002,4.912096742438558,5.0,True
900.0,replay_only,normal,0.38,1001,4.970887068194697,5.0,True
1800.0,greedy,normal,0.38,1003,4.9708870681947035,5.0,True
1800.0,kv_only,normal,0.44,1002,4.929677393950837,5.0,True
2700.0,queue_haul,normal,0.48,1001,4.9672622834166456,5.0,True
2700.0,isolated_fastest,normal,0.48,1003,4.9672622834166456,5.0,True
30.0,greedy,normal,0.2,1003,1.3980779532844982,5.0,True
30.0,kv_only,normal,0.3,1002,1.6421706976016066,5.0,True
60.0,queue_haul,normal,0.38,1001,2.3091763295796426,5.0,True
60.0,isolated_fastest,normal,0.38,1003,2.3091763295796426,5.0,True
60.0,replay_only,normal,0.44,1002,2.370604837121928,5.0,True
120.0,greedy,normal,0.48,1001,2.5746709624737005,5.0,True
120.0,kv_only,normal,0.48,1003,2.5513122951575733,5.0,True
180.0,greedy,normal,0.2,1002,3.8007627427516413,5.0,True
180.0,kv_only,normal,0.3,1001,2.5236290227315674,5.0,True
240.0,queue_haul,normal,0.3,1003,4.401432155201105,5.0,True
240.0,isolated_fastest,normal,0.38,1002,3.6482988627493826,5.0,True
240.0,replay_only,normal,0.44,1001,2.9535046972885146,5.0,True
300.0,greedy,normal,0.44,1003,3.603971561243476,5.0,True
300.0,kv_only,normal,0.48,1002,2.9214751513190054,5.0,True
375.0,greedy,normal,0.2,1001,4.980779532844991,5.0,True
375.0,kv_only,normal,0.2,1003,3.3884677197069832,5.0,True
450.0,queue_haul,normal,0.3,1002,4.912096742438558,5.0,True
450.0,isolated_fastest,normal,0.38,1001,4.875827851488312,5.0,True
450.0,replay_only,normal,0.38,1003,4.672328603231319,5.0,True
600.0,greedy,normal,0.44,1002,4.878245066339483,5.0,True
600.0,kv_only,normal,0.48,1001,3.523177248994781,5.0,True
750.0,queue_haul,normal,0.48,1003,3.8039715612434755,5.0,True
750.0,kv_only,normal,0.2,1002,4.980779532844991,5.0,True
900.0,queue_haul,normal,0.3,1001,4.912096742438558,5.0,True
900.0,isolated_fastest,normal,0.3,1003,4.91209674243856,5.0,True
900.0,replay_only,normal,0.38,1002,4.970887068194697,5.0,True
1800.0,greedy,normal,0.44,1001,4.929677393950843,5.0,True
1800.0,kv_only,normal,0.44,1003,4.929677393950847,5.0,True
2700.0,queue_haul,normal,0.48,1002,4.9672622834166456,5.0,True
2700.0,kv_only,normal,0.2,1001,4.980779532844991,5.0,True
30.0,greedy,normal,0.3,1001,1.7658382981421052,5.0,True
30.0,kv_only,normal,0.3,1003,1.6421706976016066,5.0,True
60.0,queue_haul,normal,0.38,1002,2.3091763295796426,5.0,True
60.0,isolated_fastest,normal,0.44,1001,2.4406808390703105,5.0,True
60.0,replay_only,normal,0.44,1003,2.370604837121928,5.0,True
120.0,greedy,normal,0.48,1002,2.5746709624737005,5.0,True
120.0,replay_only,normal,0.2,1001,2.834001999060722,5.0,True
180.0,greedy,normal,0.2,1003,3.8007627427516413,5.0,True
180.0,kv_only,normal,0.3,1002,2.5236290227315674,5.0,True
240.0,queue_haul,normal,0.38,1001,3.6482988627493826,5.0,True
240.0,isolated_fastest,normal,0.38,1003,3.6482988627493826,5.0,True
240.0,replay_only,normal,0.44,1002,2.9535046972885146,5.0,True
300.0,greedy,normal,0.48,1001,2.9214751513190054,5.0,True
300.0,kv_only,normal,0.48,1003,2.9214751513190054,5.0,True
375.0,greedy,normal,0.2,1002,4.980779532844991,5.0,True
375.0,kv_only,normal,0.3,1001,3.675211673304575,5.0,True
450.0,queue_haul,normal,0.3,1003,4.92533813238417,5.0,True
450.0,isolated_fastest,normal,0.38,1002,4.875827851488312,5.0,True
450.0,replay_only,normal,0.44,1001,3.6217069760160663,5.0,True
600.0,greedy,normal,0.44,1003,4.878245066339483,5.0,True
600.0,kv_only,normal,0.48,1002,3.523177248994781,5.0,True
750.0,greedy,normal,0.2,1001,4.980779532844991,5.0,True
750.0,kv_only,normal,0.2,1003,4.980779532844991,5.0,True
900.0,queue_haul,normal,0.3,1002,4.912096742438558,5.0,True
900.0,isolated_fastest,normal,0.38,1001,4.970887068194697,5.0,True
900.0,replay_only,normal,0.38,1003,4.9708870681947035,5.0,True
1800.0,greedy,normal,0.44,1002,4.929677393950837,5.0,True
1800.0,kv_only,normal,0.48,1001,4.843767947161327,5.0,True
2700.0,queue_haul,normal,0.48,1003,4.9672622834166456,5.0,True
2700.0,kv_only,normal,0.2,1002,4.980779532844991,5.0,True
30.0,greedy,normal,0.3,1002,1.7746020067653878,5.0,True
30.0,kv_only,normal,0.38,1001,2.0137365580812854,5.0,True
60.0,queue_haul,normal,0.38,1003,2.3091763295796426,5.0,True
60.0,isolated_fastest,normal,0.44,1002,2.4406808390703105,5.0,True
60.0,replay_only,normal,0.48,1001,2.4568682790406426,5.0,True
120.0,greedy,normal,0.48,1003,2.5746709624737005,5.0,True
120.0,replay_only,normal,0.2,1002,2.834001999060722,5.0,True
180.0,greedy,normal,0.3,1001,3.3197849293005612,5.0,True
180.0,kv_only,normal,0.3,1003,2.5236290227315674,5.0,True
240.0,queue_haul,normal,0.38,1002,3.6482988627493826,5.0,True
240.0,isolated_fastest,normal,0.44,1001,3.3231772489947806,5.0,True
240.0,replay_only,normal,0.44,1003,2.9535046972885146,5.0,True
300.0,greedy,normal,0.48,1002,2.9214751513190054,5.0,True
300.0,replay_only,normal,0.2,1001,4.980779532844991,5.0,True
375.0,greedy,normal,0.2,1003,4.980779532844991,5.0,True
375.0,kv_only,normal,0.3,1002,3.675211673304575,5.0,True
450.0,queue_haul,normal,0.38,1001,4.875827851488312,5.0,True
450.0,isolated_fastest,normal,0.38,1003,4.948718477357843,5.0,True
450.0,replay_only,normal,0.44,1002,3.6217069760160663,5.0,True
600.0,greedy,normal,0.48,1001,3.523177248994781,5.0,True
600.0,kv_only,normal,0.48,1003,3.523177248994781,5.0,True
750.0,greedy,normal,0.2,1002,4.980779532844991,5.0,True
750.0,kv_only,normal,0.3,1001,4.912096742438558,5.0,True
900.0,queue_haul,normal,0.3,1003,4.92533813238417,5.0,True
900.0,isolated_fastest,normal,0.38,1002,4.970887068194697,5.0,True
900.0,replay_only,normal,0.44,1001,4.968629442417699,5.0,True
1800.0,greedy,normal,0.44,1003,4.929677393950847,5.0,True
1800.0,kv_only,normal,0.48,1002,4.76009105607085,5.0,True
2700.0,greedy,normal,0.2,1001,4.980779532844991,5.0,True
2700.0,kv_only,normal,0.2,1003,4.980779532844991,5.0,True
30.0,greedy,normal,0.3,1003,1.7658382981421052,5.0,True
30.0,kv_only,normal,0.38,1002,2.0137365580812854,5.0,True
60.0,queue_haul,normal,0.44,1001,2.4406808390703105,5.0,True
60.0,isolated_fastest,normal,0.44,1003,2.4406808390703105,5.0,True
60.0,replay_only,normal,0.48,1002,2.4568682790406426,5.0,True
120.0,isolated_fastest,normal,0.2,1001,2.834001999060722,5.0,True
120.0,replay_only,normal,0.2,1003,2.834001999060722,5.0,True
180.0,greedy,normal,0.3,1002,3.322119596972427,5.0,True
180.0,kv_only,normal,0.38,1001,2.7814583251299605,5.0,True
240.0,queue_haul,normal,0.38,1003,3.6482988627493826,5.0,True
240.0,isolated_fastest,normal,0.44,1002,3.3231772489947806,5.0,True
240.0,replay_only,normal,0.48,1001,2.684341395203213,5.0,True
300.0,greedy,normal,0.48,1003,2.9214751513190054,5.0,True
300.0,replay_only,normal,0.2,1002,4.980779532844991,5.0,True
375.0,greedy,normal,0.3,1001,4.400282231072767,5.0,True
375.0,kv_only,normal,0.3,1003,3.675211673304575,5.0,True
450.0,queue_haul,normal,0.38,1002,4.875827851488312,5.0,True
450.0,isolated_fastest,normal,0.44,1001,4.326014078454409,5.0,True
450.0,replay_only,normal,0.44,1003,3.6217069760160663,5.0,True
600.0,greedy,normal,0.48,1002,3.523177248994781,5.0,True
600.0,replay_only,normal,0.2,1001,4.980779532844991,5.0,True
750.0,greedy,normal,0.2,1003,4.980779532844991,5.0,True
750.0,kv_only,normal,0.3,1002,4.912096742438558,5.0,True
900.0,queue_haul,normal,0.38,1001,4.970887068194697,5.0,True
900.0,isolated_fastest,normal,0.38,1003,4.9708870681947035,5.0,True
900.0,replay_only,normal,0.44,1002,4.9370647050092105,5.0,True
1800.0,greedy,normal,0.48,1001,4.9672622834166456,5.0,True
1800.0,kv_only,normal,0.48,1003,4.868846657748518,5.0,True
2700.0,greedy,normal,0.2,1002,4.980779532844991,5.0,True
2700.0,kv_only,normal,0.3,1001,4.912096742438558,5.0,True
30.0,greedy,normal,0.38,1001,2.082678893231615,5.0,True
30.0,kv_only,normal,0.38,1003,2.0137365580812854,5.0,True
60.0,queue_haul,normal,0.44,1002,2.4406808390703105,5.0,True
60.0,isolated_fastest,normal,0.48,1001,2.4568682790406426,5.0,True
60.0,replay_only,normal,0.48,1003,2.4568682790406426,5.0,True
120.0,isolated_fastest,normal,0.2,1002,2.834001999060722,5.0,True
120.0,replay_only,normal,0.3,1001,2.6942338598534956,5.0,True
180.0,greedy,normal,0.3,1003,3.319784929300562,5.0,True
180.0,kv_only,normal,0.38,1002,2.7814583251299605,5.0,True
240.0,queue_haul,normal,0.44,1001,3.3231772489947806,5.0,True
240.0,isolated_fastest,normal,0.44,1003,3.3231772489947806,5.0,True
240.0,replay_only,normal,0.48,1002,2.684341395203213,5.0,True
300.0,isolated_fastest,normal,0.2,1001,4.980779532844991,5.0,True
300.0,replay_only,normal,0.2,1003,4.980779532844991,5.0,True
375.0,greedy,normal,0.3,1002,4.400282231072767,5.0,True
375.0,kv_only,normal,0.38,1001,3.7624361385810428,5.0,True
450.0,queue_haul,normal,0.38,1003,4.875827851488312,5.0,True
450.0,isolated_fastest,normal,0.44,1002,4.326014078454409,5.0,True
450.0,replay_only,normal,0.48,1001,2.9544657206462652,5.0,True
600.0,greedy,normal,0.48,1003,3.523177248994781,5.0,True
600.0,replay_only,normal,0.2,1002,4.980779532844991,5.0,True
750.0,greedy,normal,0.3,1001,4.912096742438558,5.0,True
750.0,kv_only,normal,0.3,1003,4.931570014029761,5.0,True
900.0,queue_haul,normal,0.38,1002,4.970887068194697,5.0,True
900.0,isolated_fastest,normal,0.44,1001,4.929677393950843,5.0,True
900.0,replay_only,normal,0.44,1003,4.929677393950837,5.0,True
1800.0,greedy,normal,0.48,1002,4.9672622834166456,5.0,True
1800.0,replay_only,normal,0.2,1001,4.980779532844991,5.0,True
2700.0,greedy,normal,0.2,1003,4.980779532844991,5.0,True
2700.0,kv_only,normal,0.3,1002,4.912096742438558,5.0,True
30.0,greedy,normal,0.38,1002,2.0604538927135403,5.0,True
30.0,kv_only,normal,0.44,1001,2.2710853488008036,5.0,True
60.0,queue_haul,normal,0.44,1003,2.4406808390703105,5.0,True
60.0,isolated_fastest,normal,0.48,1002,2.4568682790406426,5.0,True
120.0,queue_haul,normal,0.2,1001,3.0086837997546105,5.0,True
120.0,isolated_fastest,normal,0.2,1003,2.834001999060722,5.0,True
120.0,replay_only,normal,0.3,1002,2.6942338598534956,5.0,True
180.0,greedy,normal,0.38,1001,3.201924685026135,5.0,True
180.0,kv_only,normal,0.38,1003,2.7814583251299605,5.0,True
240.0,queue_haul,normal,0.44,1002,3.3231772489947806,5.0,True
240.0,isolated_fastest,normal,0.48,1001,2.8412482049622354,5.0,True
240.0,replay_only,normal,0.48,1003,2.684341395203213,5.0,True
300.0,isolated_fastest,normal,0.2,1002,4.980779532844991,5.0,True
300.0,replay_only,normal,0.3,1001,4.289838610770294,5.0,True
375.0,greedy,normal,0.3,1003,4.91209674243856,5.0,True
375.0,kv_only,normal,0.38,1002,3.7624361385810428,5.0,True
450.0,queue_haul,normal,0.44,1001,4.326014078454409,5.0,True
450.0,isolated_fastest,normal,0.44,1003,4.326014078454409,5.0,True
450.0,replay_only,normal,0.48,1002,2.9544657206462652,5.0,True
600.0,isolated_fastest,normal,0.2,1001,4.980779532844991,5.0,True
600.0,replay_only,normal,0.2,1003,4.980779532844991,5.0,True
750.0,greedy,normal,0.3,1002,4.912096742438558,5.0,True
750.0,kv_only,normal,0.38,1001,4.970887068194697,5.0,True
900.0,queue_haul,normal,0.38,1003,4.9708870681947035,5.0,True
900.0,isolated_fastest,normal,0.44,1002,4.9370647050092105,5.0,True
900.0,replay_only,normal,0.48,1001,3.508931441292532,5.0,True
1800.0,greedy,normal,0.48,1003,4.9672622834166456,5.0,True
1800.0,replay_only,normal,0.2,1002,4.980779532844991,5.0,True
2700.0,greedy,normal,0.3,1001,4.912096742438558,5.0,True
2700.0,kv_only,normal,0.3,1003,4.91209674243856,5.0,True
30.0,greedy,normal,0.38,1003,2.0772255320947366,5.0,True
30.0,kv_only,normal,0.44,1002,2.2710853488008036,5.0,True
60.0,queue_haul,normal,0.48,1001,2.4568682790406426,5.0,True
60.0,isolated_fastest,normal,0.48,1003,2.4568682790406426,5.0,True
120.0,queue_haul,normal,0.2,1002,3.0086837997546105,5.0,True
120.0,isolated_fastest,normal,0.3,1001,2.6942338598534956,5.0,True
120.0,replay_only,normal,0.3,1003,2.6942338598534956,5.0,True
180.0,greedy,normal,0.38,1002,3.201924685026135,5.0,True
180.0,kv_only,normal,0.44,1001,3.042382936746086,5.0,True
240.0,queue_haul,normal,0.44,1003,3.3231772489947806,5.0,True
240.0,isolated_fastest,normal,0.48,1002,2.8412482049622354,5.0,True
300.0,queue_haul,normal,0.2,1001,4.980779532844991,5.0,True
300.0,isolated_fastest,normal,0.2,1003,4.980779532844991,5.0,True
300.0,replay_only,normal,0.3,1002,4.289838610770294,5.0,True
375.0,greedy,normal,0.38,1001,4.957465352462187,5.0,True
375.0,kv_only,normal,0.38,1003,3.7624361385810428,5.0,True
450.0,queue_haul,normal,0.44,1002,4.326014078454409,5.0,True
450.0,isolated_fastest,normal,0.48,1001,3.2423829367460852,5.0,True
450.0,replay_only,normal,0.48,1003,2.9402486508861045,5.0,True
600.0,isolated_fastest,normal,0.2,1002,4.980779532844991,5.0,True
600.0,replay_only,normal,0.3,1001,4.912096742438558,5.0,True
750.0,greedy,normal,0.3,1003,4.931570014029761,5.0,True
750.0,kv_only,normal,0.38,1002,4.970887068194697,5.0,True
900.0,queue_haul,normal,0.44,1001,4.929677393950843,5.0,True
900.0,isolated_fastest,normal,0.44,1003,4.929677393950837,5.0,True
900.0,replay_only,normal,0.48,1002,3.508931441292532,5.0,True
1800.0,isolated_fastest,normal,0.2,1001,4.980779532844991,5.0,True
1800.0,replay_only,normal,0.2,1003,4.980779532844991,5.0,True
2700.0,greedy,normal,0.3,1002,4.912096742438558,5.0,True
2700.0,kv_only,normal,0.38,1001,4.970887068194697,5.0,True
30.0,greedy,normal,0.44,1001,2.2710853488008036,5.0,True
30.0,kv_only,normal,0.44,1003,2.2710853488008036,5.0,True
60.0,queue_haul,normal,0.48,1002,2.4568682790406426,5.0,True
60.0,kv_only,normal,0.2,1001,1.3554267440040164,5.0,True
120.0,queue_haul,normal,0.2,1003,3.0086837997546105,5.0,True
120.0,isolated_fastest,normal,0.3,1002,2.6942338598534956,5.0,True
120.0,replay_only,normal,0.38,1001,2.610853488008032,5.0,True
180.0,greedy,normal,0.38,1003,3.201924685026135,5.0,True
180.0,kv_only,normal,0.44,1002,3.042382936746086,5.0,True
240.0,queue_haul,normal,0.48,1001,2.8412482049622354,5.0,True
240.0,isolated_fastest,normal,0.48,1003,2.8412482049622354,5.0,True
300.0,queue_haul,normal,0.2,1002,4.980779532844991,5.0,True
300.0,isolated_fastest,normal,0.3,1001,4.07328962658907,5.0,True
300.0,replay_only,normal,0.3,1003,4.570887068194704,5.0,True
375.0,greedy,normal,0.38,1002,4.904984101836126,5.0,True
375.0,kv_only,normal,0.44,1001,3.964992819848942,5.0,True
450.0,queue_haul,normal,0.44,1003,4.326014078454409,5.0,True
450.0,isolated_fastest,normal,0.48,1002,3.2423829367460852,5.0,True
600.0,queue_haul,normal,0.2,1001,4.980779532844991,5.0,True
600.0,isolated_fastest,normal,0.2,1003,4.980779532844991,5.0,True
600.0,replay_only,normal,0.3,1002,4.912096742438558,5.0,True
750.0,greedy,normal,0.38,1001,4.970887068194697,5.0,True
750.0,kv_only,normal,0.38,1003,4.9708870681947035,5.0,True
900.0,queue_haul,normal,0.44,1002,4.9370647050092105,5.0,True
900.0,isolated_fastest,normal,0.48,1001,4.084765873492172,5.0,True
900.0,replay_only,normal,0.48,1003,3.508931441292532,5.0,True
1800.0,isolated_fastest,normal,0.2,1002,4.980779532844991,5.0,True
1800.0,replay_only,normal,0.3,1001,4.912096742438558,5.0,True
2700.0,greedy,normal,0.3,1003,4.931570014029761,5.0,True
2700.0,kv_only,normal,0.38,1002,4.970887068194697,5.0,True
30.0,greedy,normal,0.44,1002,2.2710853488008036,5.0,True
30.0,kv_only,normal,0.48,1001,2.4284341395203213,5.0,True
60.0,queue_haul,normal,0.48,1003,2.4568682790406426,5.0,True
60.0,kv_only,normal,0.2,1002,1.3554267440040164,5.0,True
120.0,queue_haul,normal,0.3,1001,2.9135182294569466,5.0,True
120.0,isolated_fastest,normal,0.3,1003,2.6942338598534956,5.0,True
120.0,replay_only,normal,0.38,1002,2.610853488008032,5.0,True
180.0,greedy,normal,0.44,1001,3.042382936746086,5.0,True
180.0,kv_only,normal,0.44,1003,3.042382936746086,5.0,True
240.0,queue_haul,normal,0.48,1002,2.8412482049622354,5.0,True
240.0,kv_only,normal,0.2,1001,2.52122646433719,5.0,True
300.0,queue_haul,normal,0.2,1003,4.980779532844991,5.0,True
300.0,isolated_fastest,normal,0.3,1002,4.07328962658907,5.0,True
300.0,replay_only,normal,0.38,1001,3.734001999060722,5.0,True
375.0,greedy,normal,0.38,1003,4.875827851488312,5.0,True
375.0,kv_only,normal,0.44,1002,3.964992819848942,5.0,True
450.0,queue_haul,normal,0.48,1001,3.2423829367460852,5.0,True
450.0,isolated_fastest,normal,0.48,1003,3.2022694635677005,5.0,True
600.0,queue_haul,normal,0.2,1002,4.980779532844991,5.0,True
600.0,isolated_fastest,normal,0.3,1001,4.912096742438558,5.0,True
600.0,replay_only,normal,0.3,1003,4.931570014029761,5.0,True
750.0,greedy,normal,0.38,1002,4.970887068194697,5.0,True
750.0,kv_only,normal,0.44,1001,4.880998841497931,5.0,True
900.0,queue_haul,normal,0.44,1003,4.929677393950847,5.0,True
900.0,isolated_fastest,normal,0.48,1002,4.084765873492172,5.0,True
1800.0,queue_haul,normal,0.2,1001,4.980779532844991,5.0,True
1800.0,isolated_fastest,normal,0.2,1003,4.980779532844991,5.0,True
1800.0,replay_only,normal,0.3,1002,4.912096742438558,5.0,True
2700.0,greedy,normal,0.38,1001,4.970887068194697,5.0,True
2700.0,kv_only,normal,0.38,1003,4.9708870681947035,5.0,True
30.0,greedy,normal,0.44,1003,2.27582437205419,5.0,True
30.0,kv_only,normal,0.48,1002,2.4284341395203213,5.0,True
60.0,greedy,normal,0.2,1001,1.9714300790346475,5.0,True
60.0,kv_only,normal,0.2,1003,1.3554267440040164,5.0,True
120.0,queue_haul,normal,0.3,1002,2.9135182294569466,5.0,True
120.0,isolated_fastest,normal,0.38,1001,2.755550507302889,5.0,True
120.0,replay_only,normal,0.38,1003,2.610853488008032,5.0,True
180.0,greedy,normal,0.44,1002,3.042382936746086,5.0,True
180.0,kv_only,normal,0.48,1001,2.6833320483507923,5.0,True
240.0,queue_haul,normal,0.48,1003,2.8412482049622354,5.0,True
240.0,kv_only,normal,0.2,1002,2.52122646433719,5.0,True
300.0,queue_haul,normal,0.3,1001,4.5851041379548585,5.0,True
300.0,isolated_fastest,normal,0.3,1003,4.570887068194704,5.0,True
300.0,replay_only,normal,0.38,1002,3.734001999060722,5.0,True
375.0,greedy,normal,0.44,1001,3.964992819848942,5.0,True
375.0,kv_only,normal,0.44,1003,3.964992819848942,5.0,True
