deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,greedy,0.2,16,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,3659873365680548308,592,1184,148,0.3058394425693742,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,6210.9101069069,1787,1732,55,19.95656783200684,False,target_unmet,migration:pool/germany/node-64,0.994415413373783,6210.910106906915,0.10573567043853821,1787,24.86055877734457,True,True,1.3980779532844982,0.27961559065689967,0.03077783995523223,1132,0,600,55
30.0,True,normal,kv_only,0.3,48,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,2691346963313005172,594,1188,150,0.20582317276063522,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,1062.3390024260589,289,0,289,6.595050083997194,False,target_unmet,route:pipeline/germany/node-64,0.7020350360999998,1062.3390024260589,0.01807130782292989,289,24.0613575227325,True,True,1.6421706976016066,0.3284341395203213,1.0,0,0,0,289
60.0,True,normal,queue_haul,0.3,80,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,14578153894913460277,595,1190,150,0.20571707466974065,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,7429.89345862926,2161,2101,60,29.074161263997667,False,target_unmet,migration:pool/germany/node-65,0.9877592557136968,7429.89345862926,0.12632416730477386,2161,54.619555764097534,True,True,2.0951655702976617,0.41903311405953236,0.027764923646459973,1433,0,668,60
60.0,True,normal,isolated_fastest,0.38,112,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,5998194651811683860,592,1184,148,0.12583944256937413,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,4465.309830803555,1219,1178,41,12.495401455991669,False,target_unmet,migration:pool/germany/node-64,0.9914081124051175,4465.309830803555,0.07601825184215079,1219,54.6154108698092,True,True,2.3091763295796426,0.4618352659159285,0.033634126333059886,938,0,240,41
60.0,True,normal,replay_only,0.44,144,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,10689338539689587956,594,1188,150,0.06582317276063532,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,3783.6455425351305,1137,1137,0,3.5615772790042683,False,target_unmet,migration:pool/germany/node-33,0.9835058894529334,3783.6455425351305,0.06436309232350527,1137,53.011953610273494,True,True,2.370604837121928,0.4741209674243856,0.0,635,0,502,0
120.0,True,normal,greedy,0.44,176,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,14177544072617176189,595,1190,150,0.06571707466974075,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,9483.227422757249,2225,1348,877,4.961733810021542,False,target_unmet,migration:pool/east/node-2,0.9949096460232346,9483.227422757249,0.16123526053395357,2225,114.05951420385479,True,True,2.7214751513190056,0.5442950302638011,0.3941573033707865,1114,0,234,877
120.0,True,normal,kv_only,0.48,208,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,17034223732243995198,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,2798.64468154528,822,0,822,3.3711142580141313,False,target_unmet,migration:pool/germany/node-33,0.9529313289309005,2798.64468154528,0.04764463929261542,822,109.58727627005354,True,True,2.5513122951575733,0.5102624590315147,1.0,0,222,0,600
180.0,True,normal,greedy,0.2,240,1001,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,5503476421669509963,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,58827.84578432409,8,55668.12854150883,11649,11649,0,9.842149224015884,False,target_unmet,migration:pool/east/node-34,0.9997940242260274,55668.128541508675,0.9469631487713848,11649,174.92004693956181,True,True,3.8007627427516413,0.7601525485503282,0.0,5279,0,6370,0
180.0,True,normal,kv_only,0.2,272,1003,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,8367771458255863483,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,58842.91513167594,8,3188.7318952953356,861,0,861,13.67453195201233,False,target_unmet,route:pipeline/germany/node-65,0.7922966835985714,3188.7318952953356,0.05421529981207452,861,173.2781637966925,True,True,2.123148511052692,0.4246297022105384,1.0,0,0,0,861
240.0,True,normal,queue_haul,0.3,304,1002,12000,natural,agentic_tool_loop,7f88b6550b2e1a028a5e525f3be22f4d40e1d62c,13272444535489160180,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,48304.833714563574,10474,9888,586,143.7481940459984,False,target_unmet,migration:pool/germany/node-65,0.9992491552177226,48304.83371456385,0.8223503303568359,10474,234.82372491916487,True,True,4.401432155201105,0.880286431040221,0.055948061867481386,4706,0,5182,586
