deadline_s,headline,mode,policy,rho,row_id,seed,sessions,tier,workload,git_sha,planner_seed,source_replicas,destination_replicas,destination_pools,migration_headroom,absorbed_fraction,initial_source_power_w,idle_source_power_w,removable_power_w,credit_target_w,max_shed_probes,planned_shed_w,moves,replay_moves,kv_moves,solve_s,feasible,failure_reason,binding_resource,binding_utilization,executed_shed_w,executed_shed_fraction,landed_sessions,migration_makespan_s,within_contract,within_envelope,destination_offered_rps,destination_rho,committed_kv_fraction,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer
30.0,True,normal,greedy,0.48,28,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,5345046646409566998,592,1184,148,0.02583944256937415,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,456.3468024264577,8,456.4327907303814,128,128,0,3.2809763369732536,True,,migration:pool/germany/node-0,0.9103493932465497,456.4327907303814,0.007770395369970083,128,22.758908274163748,True,True,2.4284341395203213,0.48568682790406426,0.0,74,0,54,0
30.0,True,normal,replay_only,0.2,60,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,11850402856897829306,594,1188,150,0.3058231727606353,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,7353.480723040511,8,7455.506931828597,2030,2030,0,3.8495464299921878,True,,migration:pool/germany/node-64,0.9944683163256312,7455.506931828626,0.12682463924733878,2030,24.861881351140774,True,True,1.3980779532844985,0.27961559065689967,0.0,1136,0,894,0
60.0,True,normal,greedy,0.2,92,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,672089192299342122,595,1190,150,0.30571707466974074,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,14710.728782918985,8,17766.43312204574,3953,3953,0,5.4855905789881945,True,,migration:pool/east/node-34,0.9946101195936553,17766.433122045768,0.30206757103788157,3953,54.47805247742213,True,True,1.871980278623187,0.3743960557246374,0.0,1984,0,1969,0
60.0,True,normal,kv_only,0.3,124,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,15732632231506665608,592,1184,148,0.2058394425693741,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,456.3468024264577,8,312.45264777237026,85,0,85,4.223076562979259,False,target_unmet,route:pipeline/east/node-64,0.7089489426272727,312.4526477723848,0.005319251063667775,85,50.084502506350766,False,True,1.627953627841446,0.32559072556828916,1.0,0,85,0,0
120.0,True,normal,queue_haul,0.38,156,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,16165636155696031607,594,1188,150,0.12582317276063526,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,14706.961446081023,8,16564.52892963444,3652,2202,1450,8.22224836901296,True,,migration:pool/east/node-39,0.9998778598780954,16564.528929634514,0.28177700389955096,3652,114.19883673953754,True,True,2.7824964099244704,0.5564992819848941,0.39704271631982474,1715,0,487,1450
120.0,True,normal,isolated_fastest,0.38,188,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,1615291273060929879,595,1190,150,0.1257170746697407,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,14710.728782918985,8,14893.008282337236,3440,1585,1855,4.547866724955384,True,,migration:pool/germany/node-65,0.988777554094136,14893.008282337265,0.25321316926076687,3440,114.2195084456555,True,True,2.7824964099244704,0.5564992819848941,0.5392441860465116,1117,393,468,1462
120.0,True,normal,replay_only,0.44,220,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,17106521146373437158,592,1184,148,0.06583944256937418,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,5476.161629117492,8,7147.878840108402,1948,1948,0,3.831667758990079,True,,migration:pool/germany/node-64,0.9985258597044194,7147.878840108417,0.1216867976452958,1948,114.83064730900821,True,True,2.569643813764177,0.5139287627528354,0.0,1112,0,836,0
180.0,True,normal,greedy,0.48,252,1001,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,16715977156731638910,594,1188,150,0.025823172760635282,0.49417682723936474,117655.69156864818,58869.74132999952,58785.950238648664,4136.332906710288,8,4438.076149525747,1361,1055,306,3.894543990958482,True,,migration:pool/germany/node-2,0.9816139530699326,4438.076149525747,0.07549552455151003,1361,171.7826152302382,True,True,2.680794312248695,0.536158862449739,0.224834680382072,750,0,305,306
180.0,True,normal,kv_only,0.48,284,1003,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,6769827745626911307,595,1190,150,0.025717074669740714,0.4942829253302593,117685.83026335188,58869.74132999953,58816.088933352345,3217.9719212635277,8,3218.0213657936984,933,0,933,3.4370248100021854,True,,migration:pool/germany/node-33,0.9450090877069374,3218.0213657936984,0.05471328379961154,933,164.92241203222915,True,True,2.643218575172407,0.5286437150344814,1.0,0,372,0,561
240.0,True,normal,greedy,0.2,316,1002,12000,natural,agentic_tool_loop,4aefc342a38d45083a0fc372c3f3fe399919790f,7562094112542741994,592,1184,148,0.3058394425693742,0.49416055743062587,116824.78142117317,58084.81144559924,58739.969975573935,58412.39071058659,8,58739.969975573935,12000,12000,0,9.426038472971413,True,,migration:pool/germany/node-73,0.9974379526241588,58739.969975573265,0.9999999999999886,12000,234.39809230967734,True,True,4.753306416682419,0.9506612833364837,0.0,6809,0,5191,0
