connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
83b1f757c50448dd,kv,5549034976198132,5549034977432950,0,0
d52f119e981d7a78,api,5549034976536338,5549034977497609,0,0
e5b3fd3079212218,api,5549050155742916,5549075502574655,27569,8389
0c34b91aabfa0fd8,api,5549050156639828,5549076509628783,24850,21065
02ffeab0a4f7cf88,api,5549050156499359,5549076510718913,29397,21065
9a1fa8aca174d03f,api,5549050155515239,5549076869447061,43361,26022
02ae108b3008629a,api,5549076984152559,5549077929550147,43380,11828
2bf51f74baa2cbf5,api,5549077930747125,5549079868488026,27588,25035
14ab0c59add2619c,api,5549079869730544,5549080873397306,29416,12772
e553f8a5700b0f4d,api,5549080874299888,5549081867540393,24869,12774
