dispatch_rank,id,action,commit_result,selection_to_stage_start_s,initial_staging_s,final_delta_s,staging_s,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,committed,1.5027856826782227,0.62982177734375,0.33594465255737305,0.965766429901123,1.9598100185394287,11.528146505355835,11.528303861618042,9.002286672592163,0.35656070709228516
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,committed,1.6528856754302979,3.2868571281433105,0.0,3.2868571281433105,4.929065465927124,4.939742803573608,4.9399919509887695,2.8371810913085938e-05,0.00016641616821289062
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,committed,12.807334184646606,0.21828889846801758,0.0,0.21828889846801758,13.01786470413208,13.025623083114624,13.02607798576355,5.125999450683594e-05,0.0003161430358886719
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,committed,2.2906250953674316,8.197518110275269,0.0,8.197518110275269,10.47940969467163,10.4881432056427,10.488714933395386,4.363059997558594e-05,0.0004394054412841797
4,codex:e6744833-786a-9c87-c539-3a40cda50680,R,committed,14.388595342636108,0.37027645111083984,0.0,0.37027645111083984,14.750664234161377,14.758871793746948,14.759350776672363,1.8835067749023438e-05,0.00034356117248535156
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,committed,16.087982416152954,0.3741776943206787,0.08881092071533203,0.46298861503601074,16.45542860031128,20.361151695251465,20.36128520965576,3.809741258621216,0.08932113647460938
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,committed,21.75423240661621,0.4766707420349121,0.8606529235839844,1.3373236656188965,22.225216150283813,23.248353958129883,23.248592853546143,0.1564960479736328,0.8611173629760742
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,committed,24.787304401397705,0.2284712791442871,0.0,0.2284712791442871,25.0075581073761,25.015775680541992,25.01666283607483,3.314018249511719e-05,0.0004684925079345703
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,committed,26.298465490341187,0.6906337738037109,0.0,0.6906337738037109,26.98367977142334,26.989099264144897,26.989548683166504,3.170967102050781e-05,0.00015497207641601562
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,committed,28.229182958602905,1.0526516437530518,0.0,1.0526516437530518,29.27468705177307,29.281834602355957,29.28227186203003,4.887580871582031e-05,0.0003077983856201172
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,committed,30.588474988937378,0.6665890216827393,0.4691188335418701,1.1357078552246094,31.248144149780273,35.788774490356445,35.78901290893555,4.064313888549805,0.46955418586730957
11,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,committed,37.076773166656494,0.5905311107635498,0.0,0.5905311107635498,37.66033053398132,37.667304277420044,37.66787385940552,1.9550323486328125e-05,0.00048041343688964844
12,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,committed,38.9082248210907,1.118440866470337,0.6688427925109863,1.7872836589813232,40.01901173591614,44.73486137390137,44.735069036483765,4.038868427276611,0.6694395542144775
13,codex:c55b5430-f5e1-56b7-a298-2db8c6581658,R,committed,45.99287748336792,0.6447525024414062,0.0,0.6447525024414062,46.62977695465088,46.637629985809326,46.63803195953369,3.981590270996094e-05,0.00027441978454589844
14,codex:b759a30c-c03e-8e0e-1900-3ac8dd4c0130,R,committed,47.87938833236694,0.18357157707214355,0.0,0.18357157707214355,48.05739641189575,48.06295990943909,48.063124656677246,2.6226043701171875e-05,8.654594421386719e-05
15,codex:1db326cd-3c43-ad82-b907-27bc1f12c287,R,committed,49.407283306121826,0.7532820701599121,0.8298900127410889,1.583172082901001,50.15271592140198,51.29116153717041,51.291419506073,0.30043530464172363,0.830345869064331
