workload,seed,axis,solver,methods,arrival,service,kv,bandwidth_gbps,migration_s,source_replicas,sink_replicas,sessions,sessions_landed,all_sessions_landed,initial_source_w,source_w_shed,power_shortfall_w,replay_moves,kv_moves,mode,failure,bottleneck,migration_makespan_s,packing_repairs,runtime_s,evidence_status,extrapolation_reasons,in_domain_fraction
agentic_tool_loop,0,reference,lp,replay+kv_transfer,1,0,0,10,115,172,172,10000,7829,False,21393.88630625083,9004.428472901254,576.2639851931144,7725,104,emergency,target_unmet,source:source-143,114.94326948982304,0,19.960677875205874,unsupported_extrapolation,context,0.34678758462127984
agentic_tool_loop,0,reference,greedy,replay+kv_transfer,1,0,0,10,115,172,172,10000,7812,False,21393.88630625083,8980.012209020704,600.6802490736645,7800,12,emergency,target_unmet,source:source-50,114.96673928179189,0,12.688821875024587,unsupported_extrapolation,context,0.3484383000512033
