episode,match_id,context_profile,bandwidth_mbps,required_deadline_s,repeat,policy,power_attainment_fraction,completion_s,completion_deadline_ratio,deadline_met,replay_moves,kv_moves,context_evidence,replay_contention_evidence,kv_contention_evidence,power_evidence,result_evidence,planning_evidence,paired_pareto,pooled_pareto
2,8d6fffe34b15c355,tiny,1000.0,19.0,2,greedy,1,2.9275234443295304,0.1540801812805016,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
2,8d6fffe34b15c355,tiny,1000.0,19.0,2,random,1,6.598219948978793,0.34727473415677856,True,2,6,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
2,8d6fffe34b15c355,tiny,1000.0,19.0,2,kv_only,1,8.536456706917564,0.4492871951009244,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
2,8d6fffe34b15c355,tiny,1000.0,19.0,2,replay_only,1,2.9275234443295304,0.1540801812805016,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
3,169f67a23adfbb24,tiny,1000.0,30.0,3,queue_haul,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
3,169f67a23adfbb24,tiny,1000.0,30.0,3,greedy,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
3,169f67a23adfbb24,tiny,1000.0,30.0,3,random,1,4.6600365194191955,0.15533455064730653,True,4,4,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
3,169f67a23adfbb24,tiny,1000.0,30.0,3,kv_only,1,8.536456706917564,0.2845485568972521,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
3,169f67a23adfbb24,tiny,1000.0,30.0,3,replay_only,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
4,3f5c469914896823,tiny,1000.0,30.0,4,queue_haul,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
4,3f5c469914896823,tiny,1000.0,30.0,4,greedy,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
4,3f5c469914896823,tiny,1000.0,30.0,4,random,1,3.6909448046393956,0.12303149348797986,True,5,3,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
4,3f5c469914896823,tiny,1000.0,30.0,4,kv_only,1,8.536456706917564,0.2845485568972521,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
4,3f5c469914896823,tiny,1000.0,30.0,4,replay_only,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
5,05cea84ecdb167a2,tiny,1000.0,30.0,5,queue_haul,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
5,05cea84ecdb167a2,tiny,1000.0,30.0,5,greedy,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
5,05cea84ecdb167a2,tiny,1000.0,30.0,5,random,1,4.6600365194191955,0.15533455064730653,True,4,4,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
5,05cea84ecdb167a2,tiny,1000.0,30.0,5,kv_only,1,8.536456706917564,0.2845485568972521,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
5,05cea84ecdb167a2,tiny,1000.0,30.0,5,replay_only,1,2.9275234443295304,0.09758411481098435,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
6,9a1348ff5b89d577,tiny,2500.0,19.0,6,queue_haul,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
6,9a1348ff5b89d577,tiny,2500.0,19.0,6,greedy,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
6,9a1348ff5b89d577,tiny,2500.0,19.0,6,random,1,3.0967970581448845,0.16298931884973075,True,3,5,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
6,9a1348ff5b89d577,tiny,2500.0,19.0,6,kv_only,1,4.484813621691808,0.2360428221943057,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
6,9a1348ff5b89d577,tiny,2500.0,19.0,6,replay_only,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
7,68dd795651c95331,tiny,2500.0,19.0,7,queue_haul,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
7,68dd795651c95331,tiny,2500.0,19.0,7,greedy,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
7,68dd795651c95331,tiny,2500.0,19.0,7,random,1,3.0967970581448845,0.16298931884973075,True,3,5,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
7,68dd795651c95331,tiny,2500.0,19.0,7,kv_only,1,4.484813621691808,0.2360428221943057,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
7,68dd795651c95331,tiny,2500.0,19.0,7,replay_only,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
8,1e80066276481ad8,tiny,2500.0,19.0,8,queue_haul,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
8,1e80066276481ad8,tiny,2500.0,19.0,8,greedy,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
8,1e80066276481ad8,tiny,2500.0,19.0,8,random,1,3.559462095343856,0.18734011028125558,True,2,6,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
8,1e80066276481ad8,tiny,2500.0,19.0,8,kv_only,1,4.484813621691808,0.2360428221943057,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
8,1e80066276481ad8,tiny,2500.0,19.0,8,replay_only,1,2.92736615792953,0.15407190304892263,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
9,5060c0c15e9b3fc0,tiny,2500.0,30.0,9,queue_haul,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
9,5060c0c15e9b3fc0,tiny,2500.0,30.0,9,greedy,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
9,5060c0c15e9b3fc0,tiny,2500.0,30.0,9,random,1,2.6341401212959075,0.08780467070986359,True,4,4,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
9,5060c0c15e9b3fc0,tiny,2500.0,30.0,9,kv_only,1,4.484813621691808,0.14949378738972693,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
9,5060c0c15e9b3fc0,tiny,2500.0,30.0,9,replay_only,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
10,22b3304a35aa6479,tiny,2500.0,30.0,10,queue_haul,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
10,22b3304a35aa6479,tiny,2500.0,30.0,10,greedy,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
10,22b3304a35aa6479,tiny,2500.0,30.0,10,random,1,3.559462095343856,0.11864873651146186,True,2,6,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
10,22b3304a35aa6479,tiny,2500.0,30.0,10,kv_only,1,4.484813621691808,0.14949378738972693,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
10,22b3304a35aa6479,tiny,2500.0,30.0,10,replay_only,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
11,c9f3ed5de6f15670,tiny,2500.0,30.0,11,queue_haul,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
11,c9f3ed5de6f15670,tiny,2500.0,30.0,11,greedy,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
11,c9f3ed5de6f15670,tiny,2500.0,30.0,11,random,1,2.171483184446931,0.0723827728148977,True,5,3,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
11,c9f3ed5de6f15670,tiny,2500.0,30.0,11,kv_only,1,4.484813621691808,0.14949378738972693,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
11,c9f3ed5de6f15670,tiny,2500.0,30.0,11,replay_only,1,2.92736615792953,0.09757887193098433,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
12,6e142327606c6cd5,tiny,5000.0,19.0,12,queue_haul,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
12,6e142327606c6cd5,tiny,5000.0,19.0,12,greedy,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
12,6e142327606c6cd5,tiny,5000.0,19.0,12,random,1,2.0267228797559564,0.1066696252503135,True,5,3,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
12,6e142327606c6cd5,tiny,5000.0,19.0,12,kv_only,1,2.2425117381072686,0.11802693358459308,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
12,6e142327606c6cd5,tiny,5000.0,19.0,12,replay_only,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
13,b1428242cd718e22,tiny,5000.0,19.0,13,queue_haul,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
13,b1428242cd718e22,tiny,5000.0,19.0,13,greedy,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
13,b1428242cd718e22,tiny,5000.0,19.0,13,random,1,2.0267228797559564,0.1066696252503135,True,5,3,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
13,b1428242cd718e22,tiny,5000.0,19.0,13,kv_only,1,2.2425117381072686,0.11802693358459308,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
13,b1428242cd718e22,tiny,5000.0,19.0,13,replay_only,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
14,6f479d3d88892d48,tiny,5000.0,19.0,14,queue_haul,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
14,6f479d3d88892d48,tiny,5000.0,19.0,14,greedy,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
14,6f479d3d88892d48,tiny,5000.0,19.0,14,random,1,1.8777435831283702,0.09882860963833527,True,2,6,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
14,6f479d3d88892d48,tiny,5000.0,19.0,14,kv_only,1,2.2425117381072686,0.11802693358459308,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
14,6f479d3d88892d48,tiny,5000.0,19.0,14,replay_only,1,2.9273137291295304,0.15406914363839633,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
15,b65223bd833df3af,tiny,5000.0,30.0,15,queue_haul,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
15,b65223bd833df3af,tiny,5000.0,30.0,15,greedy,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
15,b65223bd833df3af,tiny,5000.0,30.0,15,random,1,2.0267228797559564,0.06755742932519855,True,5,3,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
15,b65223bd833df3af,tiny,5000.0,30.0,15,kv_only,1,2.2425117381072686,0.07475039127024229,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
15,b65223bd833df3af,tiny,5000.0,30.0,15,replay_only,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
16,8b7505c69d070307,tiny,5000.0,30.0,16,queue_haul,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
16,8b7505c69d070307,tiny,5000.0,30.0,16,greedy,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
16,8b7505c69d070307,tiny,5000.0,30.0,16,random,1,2.0601241894664315,0.06867080631554771,True,1,7,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
16,8b7505c69d070307,tiny,5000.0,30.0,16,kv_only,1,2.2425117381072686,0.07475039127024229,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
16,8b7505c69d070307,tiny,5000.0,30.0,16,replay_only,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
17,6d5a4b614bfbf7df,tiny,5000.0,30.0,17,queue_haul,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
17,6d5a4b614bfbf7df,tiny,5000.0,30.0,17,greedy,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
17,6d5a4b614bfbf7df,tiny,5000.0,30.0,17,random,1,1.726525929964765,0.057550864332158835,True,4,4,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
17,6d5a4b614bfbf7df,tiny,5000.0,30.0,17,kv_only,1,2.2425117381072686,0.07475039127024229,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
17,6d5a4b614bfbf7df,tiny,5000.0,30.0,17,replay_only,1,2.9273137291295304,0.09757712430431768,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
18,246d5eb08368ec5f,tiny,10000.0,19.0,18,queue_haul,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
18,246d5eb08368ec5f,tiny,10000.0,19.0,18,greedy,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
18,246d5eb08368ec5f,tiny,10000.0,19.0,18,random,1,2.3268936151471475,0.1224680850077446,True,6,2,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
18,246d5eb08368ec5f,tiny,10000.0,19.0,18,kv_only,1,1.6577590196552594,0.08725047471869786,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
18,246d5eb08368ec5f,tiny,10000.0,19.0,18,replay_only,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
19,dd873aad8f313a14,tiny,10000.0,19.0,19,queue_haul,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
19,dd873aad8f313a14,tiny,10000.0,19.0,19,greedy,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
19,dd873aad8f313a14,tiny,10000.0,19.0,19,random,1,1.4263027657735738,0.07506856661966178,True,3,5,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
19,dd873aad8f313a14,tiny,10000.0,19.0,19,kv_only,1,1.6577590196552594,0.08725047471869786,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
19,dd873aad8f313a14,tiny,10000.0,19.0,19,replay_only,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
20,d797570ee0ad6a26,tiny,10000.0,19.0,20,queue_haul,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
20,d797570ee0ad6a26,tiny,10000.0,19.0,20,greedy,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
20,d797570ee0ad6a26,tiny,10000.0,19.0,20,random,1,1.4263027657735738,0.07506856661966178,True,3,5,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,True,False
20,d797570ee0ad6a26,tiny,10000.0,19.0,20,kv_only,1,1.6577590196552594,0.08725047471869786,True,0,8,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
20,d797570ee0ad6a26,tiny,10000.0,19.0,20,replay_only,1,2.9272875147295303,0.15406776393313318,True,8,0,measured,measured_width8_aggregate_throughput_cap,measured_bandwidth_specific_aggregate_throughput_cap,modeled,simulated,replanned_with_aggregate_caps,False,False
