phase,gpu,samples,power_mean_w
baseline,0,240,301.76366666666667
baseline,1,240,83.48299999999999
drain,0,27,185.67814814814813
drain,1,27,350.8703703703703
post,0,239,135.83384937238495
post,1,239,307.7386610878661
