session_class,source_nodes,jobs,deadline_s,target_frac,target_kw,full_node_kw,method,hit,node_kw,achieved_over_target,active_kw,cost_s,intensity_s_per_kw,requested_intensity_s_per_kw
agentic_tool_loop,4,74,300.0,0.05,0.9276972678273117,18.553945356546233,additive LP,False,0.545487727144191,0.5880018687796029,0.038331446672150465,nan,nan,nan
agentic_tool_loop,4,74,300.0,0.05,0.9276972678273117,18.553945356546233,power-function LP relaxation,True,0.9276972678273169,1.0000000000000056,0.08801011999949217,0.6124469220502312,0.6601797194946931,0.6601797194946968
agentic_tool_loop,4,74,300.0,0.05,0.9276972678273117,18.553945356546233,live greedy,True,1.3381219711822196,1.442412323058935,0.09692821373407548,1.1132143989510743,0.8319229658620422,1.1999759377951473
agentic_tool_loop,4,74,300.0,0.05,0.9276972678273117,18.553945356546233,random jobs,True,1.106717133873436,1.1929722898348003,0.09414424366447523,130.1017305449583,117.55644379482128,140.24157993874394
agentic_tool_loop,4,74,300.0,0.25,4.638486339136558,18.553945356546233,additive LP,False,2.220085058598717,0.4786227437746383,0.19610420426521277,nan,nan,nan
agentic_tool_loop,4,74,300.0,0.25,4.638486339136558,18.553945356546233,power-function LP relaxation,True,4.638490355535297,1.0000008658856456,0.3671299254062383,15.686050522027164,3.381714592401463,3.381717520579586
agentic_tool_loop,4,74,300.0,0.25,4.638486339136558,18.553945356546233,live greedy,True,4.646452472891228,1.0017173994213278,0.3531942745812459,15.702602319761208,3.3794819620720995,3.38528588243815
agentic_tool_loop,4,74,300.0,0.25,4.638486339136558,18.553945356546233,random jobs,True,4.9205314662904724,1.0608054236948374,0.3903723514072701,558.4039774610801,113.48448461036952,120.38495677989332
agentic_tool_loop,4,74,300.0,0.45,8.349275410445806,18.553945356546233,additive LP,False,4.332995297895151,0.5189666270289905,0.36326883617731287,nan,nan,nan
agentic_tool_loop,4,74,300.0,0.45,8.349275410445806,18.553945356546233,power-function LP relaxation,True,8.35101091516292,1.0002078629140612,0.5883844288915304,61.49695814272566,7.364013622717905,7.365544328048709
agentic_tool_loop,4,74,300.0,0.45,8.349275410445806,18.553945356546233,live greedy,True,8.406914490091705,1.006903482854786,0.5884949078033698,62.33095957747351,7.414249264808876,7.465433407489594
agentic_tool_loop,4,74,300.0,0.45,8.349275410445806,18.553945356546233,random jobs,True,8.807745976815731,1.054911419713899,0.6109428897571973,609.5558393331569,69.2067914921327,73.00703466680947
agentic_tool_loop,4,74,300.0,0.65,12.06006448175505,18.553945356546233,additive LP,False,7.281572059411991,0.6037755494946022,0.5520472430516932,nan,nan,nan
agentic_tool_loop,4,74,300.0,0.65,12.06006448175505,18.553945356546233,power-function LP relaxation,True,12.060092949218008,1.0000023604735282,0.7514042198497143,165.7989472117566,13.747733778661068,13.747766229822727
agentic_tool_loop,4,74,300.0,0.65,12.06006448175505,18.553945356546233,live greedy,True,12.490823421906331,1.035717797429935,0.7714545019615476,182.1232187865635,14.580561475807665,15.101347017015275
agentic_tool_loop,4,74,300.0,0.65,12.06006448175505,18.553945356546233,random jobs,True,12.590526294586212,1.043984989767979,0.772091756107117,1408.683620489112,111.88441114608771,116.80564582554472
agentic_tool_loop,4,74,300.0,0.85,15.770853553064297,18.553945356546233,additive LP,False,13.646269856278673,0.8652841655249018,0.8103993082672928,nan,nan,nan
agentic_tool_loop,4,74,300.0,0.85,15.770853553064297,18.553945356546233,power-function LP relaxation,True,15.77087278539572,1.000001219485766,0.8584851312492566,343.2571930404464,21.76526294462995,21.7652894870583
agentic_tool_loop,4,74,300.0,0.85,15.770853553064297,18.553945356546233,live greedy,True,15.774844499800086,1.0002530583853537,0.8585997417300297,343.5004780540249,21.77520533139823,21.78071572970014
agentic_tool_loop,4,74,300.0,0.85,15.770853553064297,18.553945356546233,random jobs,True,15.939913524480842,1.0107197730831567,0.863094908419813,1563.330729587502,98.07648750330465,99.12784519413313
