sequence,stage,family,cohort,source_gpu_uuid,prompt_tokens,output_tokens,concurrency,realized_prefill_tps,realized_decode_tps,predicted_power_w,measured_power_w,residual_w
21,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,8,12490.466454123574,97.58176917284042,297.7366907752244,298.7377419354839,1.0010511602594647
22,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,4,13982.95394162448,1.706903557327207,297.2218925504705,297.7880909090909,0.5661983586203974
23,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,2,13936.791566238182,1.7012685017380593,297.2070554689509,296.1451485148515,-1.0619069540994133
24,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,1,8670.84995888402,33.870507651890705,295.329365334524,296.6416346153846,1.312269280860562
25,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,256,512,1,113.37428410063876,226.74856820127752,293.84549810173667,297.0132075471698,3.167709445433161
26,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,512,2,5127.291624651941,91.5587790116418,294.1653212934739,298.2534857142857,4.088164420811836
27,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,256,512,16,789.8111994577748,1579.6223989155496,300.6287088286349,297.1494214876033,-3.479287341031579
28,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,1,1859.0822063131889,196.98884305305313,294.4802363894255,295.6291489361702,1.1489125467447252
29,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,512,8,7034.6382887589125,439.66489304743203,298.88513273491924,297.0955172413793,-1.7896154935399409
30,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,8,7873.248176151176,0.27459710435795115,293.78926626691657,294.5217543859649,0.7324881190483552
31,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,512,4,5502.227199383053,343.8891999614408,298.0851416858974,297.8386330935252,-0.24650859237220857
32,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,16,8554.117714153414,906.3965789831433,300.1710822906183,296.62395833333335,-3.5471239572849527
33,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,512,4,5798.592264084844,103.5462904300865,295.01816140399444,298.3187741935484,3.300612789553952
34,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,1,16671.578004310068,8.140418947417025,297.9944094746837,299.83684210526314,1.8424326305794239
35,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,8,14035.5051688503,1.7133185020569215,297.23866726987177,298.0540366972477,0.8153694273759129
36,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,512,8,6300.7309489549325,112.5130526599095,295.54137880176097,296.20407017543863,0.6626913736776601
37,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,16,14055.776508593364,1.715793030834151,297.24510534002263,297.2469178082192,0.001812468196590089
38,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,1,7842.407842302647,0.2735214788749528,293.75909120716983,296.78930434782603,3.030213140656201
39,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,16,7881.45738491185,0.27488341883760636,293.79726034625725,294.4531509846827,0.6558906384254328
40,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,2,10611.597954387902,82.90310901865548,297.0331033239717,295.89113402061855,-1.1419693033531644
41,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,512,1,2592.3742876654683,162.02339297909177,294.0736341982087,296.559898989899,2.486264791690303
42,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,1,16628.88919738247,8.119574803409408,297.98480118015806,298.53642105263157,0.5516198724735091
43,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,16,10252.276423405634,40.04795477892826,296.2998762965852,296.5193034825871,0.21942718600189437
44,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,2,2912.134178965072,308.5705090294116,297.0642721014077,300.9178494623656,3.8535773609578996
45,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,256,512,4,308.2385381504856,616.4770763009712,298.8019484866342,298.77058252427184,-0.0313659623623721
46,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,4,9828.79857419071,38.39374443043246,296.06964228128766,295.78826923076923,-0.2813730505184253
47,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,1,8678.280597435634,33.899533583732946,295.3347231154881,294.9027184466019,-0.4320046688861794
48,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,1,9044.633529511759,70.66119944931062,296.2296183188217,300.37767676767675,4.148058448855068
49,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,2,17023.324595638747,8.312170212714232,298.0717830760381,296.9572340425532,-1.1145490334849342
50,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,4,4307.802655559552,456.4559105228664,298.57690124033263,298.6296875,0.05278625966735717
51,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,2,9353.835251063005,36.53841894946486,295.7874352464984,295.12309090909093,-0.6643443374074423
52,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,8,6288.70841738737,666.3532097893902,299.58520474511386,298.06916666666666,-1.5160380784471954
53,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,16,12951.303910852328,101.18206180353381,297.8787607227948,296.5145569620253,-1.3642037607694988
54,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,16,8547.010652568142,905.6435128549025,300.16972552154994,296.25422680412373,-3.9154987174262033
55,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,8,10073.091692691694,39.34801442457693,296.2047479637009,296.53078431372546,0.32603635002453757
56,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,16,18142.341630945968,8.858565249485336,298.29836355631903,294.1138775510204,-4.184486005298652
57,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,256,512,8,511.8903697618916,1023.7807395237832,299.9896799708286,297.7010752688172,-2.288604702011412
58,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,1,9043.308098036283,70.65084451590846,296.22882443704856,292.16949494949495,-4.059329487553612
59,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,2,7871.696798993014,0.27454299661666487,293.7877537542736,296.3463157894737,2.5585620352001115
60,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,256,512,2,189.3259284998563,378.6518569997126,296.95836443227125,298.4004761904762,1.4421117582049305
61,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,512,2,5128.803236318203,91.58577207711076,294.16748194933797,295.11136363636365,0.9438816870256801
62,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,512,4,5425.28767589971,339.08047974373187,298.03330831085924,298.02031914893615,-0.012989161923087522
63,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,2,2888.85010159944,306.10332202378174,297.0269675558154,297.7022340425532,0.6752664867377689
64,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,8,17939.302207056044,8.759424905789084,298.2593099448902,297.02389999999997,-1.2354099448902502
65,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,512,16,8317.742382929115,519.8588989330697,299.33133033629014,297.54089430894305,-1.7904360273470843
66,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,512,16,6665.099130229872,119.01962732553342,295.87329418477606,296.174219330855,0.3009251460789528
67,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,8,7870.522318699657,0.2745020339948262,293.7866083175236,293.71530701754386,-0.0713012999797229
68,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,4,9800.651794937761,38.28379607397563,296.05365674856023,296.2891346153846,0.23547786682439664
69,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,2,7863.23133876644,0.27424774479514646,293.77949031761784,297.8028947368421,4.023404419224278
70,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,16,7875.249513787918,0.27466690547530404,293.7912166263465,295.05997811816195,1.2687614918154395
71,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,2,16987.68498903494,8.294768061052217,298.064086315789,299.5712765957447,1.5071902799556938
72,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,8,14019.785977882626,1.7113996555032502,297.2336624446109,298.37218181818184,1.1385193735709436
73,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,1,4,7870.727004395292,0.2745091728653492,293.7868079650904,293.83429824561404,0.04749028052361837
74,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,4,17575.671154069332,8.581870680697916,298.18715720985966,297.2526315789474,-0.934525630912276
75,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,256,512,2,187.39030390749772,374.78060781499545,296.90952347024296,298.54556603773585,1.6360425674928933
76,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,16,14057.206981070522,1.7159676490564602,297.24555896673445,296.4010273972603,-0.8445315694741566
77,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,2,13933.194392920332,1.7008293936670327,297.2058952744482,297.25841584158417,0.05252056713595721
78,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,1,4,13985.289236688073,1.7071886275253996,297.22264060208613,298.4866972477064,1.2640566456202578
79,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,8,10066.488233165535,39.32221966080287,296.2011795103792,295.46019607843135,-0.740983431947825
80,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,28672,512,4,5798.475997840212,103.54421424714663,295.01803015525695,299.14006451612903,4.122034360872078
81,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,4,11744.33963442714,91.75265339396204,297.4835931635003,297.494128440367,0.010535276866676213
82,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,8,17912.932880563025,8.746549258087414,298.25417425165426,297.0157,-1.2384742516542815
83,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,2,10613.426391101037,82.91739368047685,297.03390593938576,296.7320618556701,-0.3018440837156504
84,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,64,2,9370.84561629322,36.60486568864539,295.7980198332476,297.3866055045871,1.5885856713395015
85,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,4,4299.9236815968825,455.62105235463656,298.57106889438245,297.03458333333333,-1.536485561049119
86,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,512,8,7097.132848223879,443.5708030139924,298.9105431568229,298.0504166666667,-0.8601264901561763
87,discovery,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,2048,1,4,17591.544696326677,8.58962143375326,298.19036790888714,296.2143157894737,-1.9760521194134526
88,discovery,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,8,6326.893876225367,670.3993511232177,299.59851429142907,300.6633684210526,1.0648541296235408
89,discovery,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,64,8,12489.154586474331,97.57152020683071,297.7362717138884,297.4014634146341,-0.33480829925429134
90,discovery,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,8192,512,2,3882.0168109093634,242.6260506818352,296.57219019554935,297.06,0.4878098044506487
91,idle,idle,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,0,0,0,0.0,0.0,119.64291666666666,119.74739583333333,0.10447916666666401
92,confirmation,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,4096,1,12,16645.152200141947,4.06375786136278,297.957143298145,298.37921739130434,0.4220740931593241
93,confirmation,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,1,12,10718.68552158125,0.6542166456043244,295.85591319095244,298.59138888888884,2.7354756979364083
94,confirmation,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,12288,64,6,11092.989184321326,57.775985335006915,296.89579613513337,296.0792307692308,-0.8165653659025907
95,confirmation,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,12288,64,3,10428.280207890884,54.31395941609835,296.5910736766383,294.76279279279277,-1.8282808838455367
96,confirmation,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,4096,512,3,2796.6398016830253,349.57997521037817,297.4701246148685,298.16490196078433,0.6947773459158384
97,confirmation,agentic,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,12288,64,12,11411.202752636676,59.43334766998269,297.029439518169,296.8669306930693,-0.16250882509967823
98,confirmation,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,512,6,6839.126917592007,213.72271617475022,297.27708594999484,297.3549107142857,0.07782476429088092
99,confirmation,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,6,5139.170877253698,544.5479075235706,299.09331817782936,296.48979591836735,-2.603522259462011
100,confirmation,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,4096,1,6,16457.886474415212,4.0180386900427765,297.91415795433363,299.47790476190477,1.5637468075711354
101,confirmation,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,512,3,5473.206904438952,171.03771576371724,296.1789971668465,296.9465714285714,0.767574261724917
102,confirmation,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,4096,512,12,5869.500474806729,733.6875593508411,299.7199714327463,298.81515384615386,-0.9048175865924577
103,confirmation,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,4096,1,3,16363.885599095647,3.9950892575917107,297.8922179260984,297.614255319149,-0.27796260694941566
104,confirmation,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,1,6,10700.331240485337,0.6530963891897789,295.8460222513882,296.8659722222222,1.0199499708339772
105,confirmation,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,3,3381.8182219099413,358.33835463946394,297.70955665476043,298.6222916666667,0.9127350119062498
106,confirmation,prefill,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,1,3,10684.142781771785,0.6521083240827505,295.83727117308166,295.50731481481483,-0.329956358266827
107,confirmation,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,16384,512,12,7648.1977091361205,239.00617841050376,297.7466783744349,296.303631840796,-1.443046533638892
108,confirmation,decode,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,4096,512,6,4282.360821210194,535.2951026512743,298.95474628781824,298.0642537313433,-0.8904925564749533
109,confirmation,campaign,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,604,64,12,7322.210589112992,775.8633736808468,299.89698217684224,297.0254,-2.871582176842253
110,idle,idle,fit_campaign,GPU-d809b3d2-a896-24d6-65b3-48aae6e5ab86,0,0,0,0.0,0.0,119.64291666666666,119.64291666666666,0.0
