ell,power_w
0.0,67.12041959182154
0.010218417577252352,74.09637853557815
0.020436835154504705,80.80517452917616
0.03065525273175706,87.261866782719
0.04087367030900941,93.48040358672124
0.05109208788626176,99.47372289787835
0.06131050546351412,105.25384219044034
0.07152892304076647,110.83193888632239
0.08174734061801882,116.21842249665639
0.09196575819527117,121.42299945447675
0.10218417577252352,126.45473148809143
0.11240259334977587,131.32208827367663
0.12262101092702823,136.03299501068022
0.13283942850428057,140.59487548218038
0.14305784608153294,145.0146910923217
0.15327626365878527,149.2989763125886
0.16349468123603764,153.4538709165175
0.17371309881329,157.48514933727273
0.18393151639054234,161.39824744329667
0.1941499339677947,165.1982869931265
0.20436835154504704,168.89009800072512
0.2145867691222994,172.47823921668913
0.22480518669955174,175.967016907947
0.2350236042768041,179.36050209861173
0.24524202185405647,182.66254641711612
0.2554604394313088,185.87679667932795
0.26567885700856114,189.00670832372703
0.27589727458581353,192.0555578027019
0.28611569216306587,195.02645402338112
0.2963341097403182,197.92234892198098
0.30655252731757054,200.74604724727715
0.31677094489482294,203.50021562135942
0.3269893624720753,206.1873909391992
0.3372077800493276,208.8099881626419
0.34742619762658,211.37030755915742
0.35764461520383234,213.8705414309528
0.3678630327810847,216.3127803758245
0.378081450358337,218.6990191173287
0.3882998679355894,221.0311619384425
0.39851828551284174,223.31102774982463
0.4087367030900941,225.54035482102523
0.41895512066734647,227.72080520050883
0.4291735382445988,229.85396884811007
0.43939195582185114,231.94136750151586
0.4496103733991035,233.98445829653411
0.4598287909763559,235.98463715924714
0.4700472085536082,237.9432419866468
0.48026562613086055,239.86155563097884
0.49048404370811294,241.74080870178676
0.5007024612853652,243.582182198515
0.5109208788626176,245.386809985507
0.52113929643987,247.1557811202971
0.5313577140171223,248.8901420452416
0.5415761315943747,250.5908986517578
0.5517945491716271,252.2590182257261
0.5620129667488794,253.89543128196152
0.5722313843261317,255.50103329506476
0.5824498019033841,257.0766863334176
0.5926682194806364,258.6232206025873
0.6028866370578888,260.1414359039462
0.6131050546351411,261.6321030138906
0.6233234722123935,263.0959649886568
0.6335418897896459,264.5337383993744
0.6437603073668982,265.94611450167076
0.6539787249441505,267.3337603438373
0.6641971425214029,268.6973198172897
0.6744155600986552,270.03741465279836
0.6846339776759076,271.35464536572687
0.69485239525316,272.649592153298
0.7050708128304123,273.9228157467038
0.7152892304076647,275.1748582206894
0.725507647984917,276.4062437630651
0.7357260655621694,277.6174794064432
0.7459444831394217,278.80905572434455
0.756162900716674,279.98144749368265
0.7663813182939264,281.13511432550536
0.7765997358711788,282.27050126575426
0.7868181534484311,283.3880393676906
0.7970365710256835,284.48814623753674
0.8072549886029359,285.5712265547806
0.8174734061801882,286.6376725685096
0.8276918237574405,287.6878645710478
0.8379102413346929,288.72217135010214
0.8481286589119452,289.7409506205442
0.8583470764891976,290.74454943689096
0.8685654940664499,291.7333045874828
