session_class,source_nodes,jobs,deadline_s,target_frac,target_kw,full_node_kw,dest_nodes,workers,method,hit,node_kw,active_kw,cost_s,intensity_s_per_kw
ordinary_chat,1,360,10.0,0.45,2.252441864090125,5.0054263646447215,12,4,active-knee LP relaxation,True,2.252441864090126,0.0659804599990283,19.837845099887517,8.807261761626428
ordinary_chat,1,360,10.0,0.45,2.252441864090125,5.0054263646447215,12,4,active-knee MILP,True,2.2524448636391114,0.06598048118655897,19.842715354450625,8.809412241235593
ordinary_chat,1,360,10.0,0.45,2.252441864090125,5.0054263646447215,12,4,live greedy,True,2.268950310685679,0.0660970686026296,19.922786225510684,8.780618126225072
ordinary_chat,1,360,10.0,0.45,2.252441864090125,5.0054263646447215,12,4,random jobs,True,2.2800582629731516,0.06617553042504361,46.91378866394238,20.57569730817655
ordinary_chat,1,360,30.0,0.45,2.252441864090125,5.0054263646447215,12,4,additive LP,True,5.0054263646447215,0.0854263646447217,73.86530705416558,14.757045988310818
ordinary_chat,1,360,30.0,0.45,2.252441864090125,5.0054263646447215,12,4,active-knee LP relaxation,True,2.252441864090126,0.0659804599990283,19.837845099887517,8.807261761626428
ordinary_chat,1,360,30.0,0.45,2.252441864090125,5.0054263646447215,12,4,active-knee MILP,True,2.2524448636391114,0.06598048118655897,19.842715354450625,8.809412241235593
ordinary_chat,1,360,30.0,0.45,2.252441864090125,5.0054263646447215,12,4,live greedy,True,2.268950310685679,0.0660970686026296,19.922786225510684,8.780618126225072
ordinary_chat,1,360,30.0,0.45,2.252441864090125,5.0054263646447215,12,4,random jobs,True,2.2800582629731516,0.06617553042504361,62.566881372293,27.440913413636633
ordinary_chat,1,360,120.0,0.45,2.252441864090125,5.0054263646447215,12,4,additive LP,True,5.0054263646447215,0.0854263646447217,144.02843340608013,28.774458540317188
ordinary_chat,1,360,120.0,0.45,2.252441864090125,5.0054263646447215,12,4,active-knee LP relaxation,True,2.252441864090126,0.0659804599990283,19.837845099887517,8.807261761626428
ordinary_chat,1,360,120.0,0.45,2.252441864090125,5.0054263646447215,12,4,active-knee MILP,True,2.2524448636391114,0.06598048118655897,19.842715354450625,8.809412241235593
ordinary_chat,1,360,120.0,0.45,2.252441864090125,5.0054263646447215,12,4,live greedy,True,2.268950310685679,0.0660970686026296,19.922786225510684,8.780618126225072
ordinary_chat,1,360,120.0,0.45,2.252441864090125,5.0054263646447215,12,4,random jobs,True,2.2800582629731516,0.06617553042504361,121.99990320768981,53.50736215337073
ordinary_chat,1,360,10.0,0.65,3.253527137019069,5.0054263646447215,12,4,additive LP,True,5.00497212542638,0.08542315609322987,58.01561579744063,11.591596185462912
ordinary_chat,1,360,10.0,0.65,3.253527137019069,5.0054263646447215,12,4,active-knee LP relaxation,True,3.2535271370190775,0.0730516980520078,26.141054119170317,8.034681445171863
ordinary_chat,1,360,10.0,0.65,3.253527137019069,5.0054263646447215,12,4,active-knee MILP,True,3.2535840765358497,0.07305210024839265,26.146085078461347,8.036087116058043
ordinary_chat,1,360,10.0,0.65,3.253527137019069,5.0054263646447215,12,4,live greedy,True,3.2639431813981963,0.07312527253299046,26.218559495246005,8.032786736200045
ordinary_chat,1,360,10.0,0.65,3.253527137019069,5.0054263646447215,12,4,random jobs,True,3.334885530426811,0.07362637893379798,50.57852033610927,15.166493684608133
ordinary_chat,1,360,30.0,0.65,3.253527137019069,5.0054263646447215,12,4,additive LP,True,5.0054263646447215,0.0854263646447217,73.86530705416558,14.757045988310818
ordinary_chat,1,360,30.0,0.65,3.253527137019069,5.0054263646447215,12,4,active-knee LP relaxation,True,3.2535271370190775,0.0730516980520078,26.141054119170317,8.034681445171863
ordinary_chat,1,360,30.0,0.65,3.253527137019069,5.0054263646447215,12,4,active-knee MILP,True,3.2535840765358497,0.07305210024839265,26.146085078461347,8.036087116058043
ordinary_chat,1,360,30.0,0.65,3.253527137019069,5.0054263646447215,12,4,live greedy,True,3.2639431813981963,0.07312527253299046,26.218559495246005,8.032786736200045
ordinary_chat,1,360,30.0,0.65,3.253527137019069,5.0054263646447215,12,4,random jobs,True,3.334885530426811,0.07362637893379798,66.23161304445989,19.860235813246437
ordinary_chat,1,360,120.0,0.65,3.253527137019069,5.0054263646447215,12,4,additive LP,True,5.0054263646447215,0.0854263646447217,144.02843340608013,28.774458540317188
ordinary_chat,1,360,120.0,0.65,3.253527137019069,5.0054263646447215,12,4,active-knee LP relaxation,True,3.2535271370190775,0.0730516980520078,26.141054119170317,8.034681445171863
ordinary_chat,1,360,120.0,0.65,3.253527137019069,5.0054263646447215,12,4,active-knee MILP,True,3.2535840765358497,0.07305210024839265,26.146085078461347,8.036087116058043
ordinary_chat,1,360,120.0,0.65,3.253527137019069,5.0054263646447215,12,4,live greedy,True,3.2639431813981963,0.07312527253299046,26.218559495246005,8.032786736200045
ordinary_chat,1,360,120.0,0.65,3.253527137019069,5.0054263646447215,12,4,random jobs,True,3.334885530426811,0.07362637893379798,132.99841470812558,39.88095348241352
ordinary_chat,2,720,10.0,0.25,2.502848713297583,10.011394853190332,24,9,additive LP,False,0.40003233191777055,0.10350430056782135,nan,nan
ordinary_chat,2,720,10.0,0.25,2.502848713297583,10.011394853190332,24,9,active-knee LP relaxation,True,2.5028487132975914,0.0630894641959512,19.889056291984176,7.946567519768162
ordinary_chat,2,720,10.0,0.25,2.502848713297583,10.011394853190332,24,9,active-knee MILP,True,2.5035910373364385,0.0630947076553578,19.894804365181113,7.946507264360206
ordinary_chat,2,720,10.0,0.25,2.502848713297583,10.011394853190332,24,9,live greedy,True,2.551472756041483,0.11627779515977266,30.357064853008232,11.89785968951756
ordinary_chat,2,720,10.0,0.25,2.502848713297583,10.011394853190332,24,9,random jobs,True,2.5391761152109864,0.11861429701893392,78.77362276725597,31.023300154471748
ordinary_chat,2,720,30.0,0.25,2.502848713297583,10.011394853190332,24,9,additive LP,False,0.40003233191777055,0.10350430056782135,nan,nan
ordinary_chat,2,720,30.0,0.25,2.502848713297583,10.011394853190332,24,9,active-knee LP relaxation,True,2.5028487132975914,0.0630894641959512,19.889056291984176,7.946567519768162
ordinary_chat,2,720,30.0,0.25,2.502848713297583,10.011394853190332,24,9,active-knee MILP,True,2.5035910373364385,0.0630947076553578,19.894804365181113,7.946507264360206
ordinary_chat,2,720,30.0,0.25,2.502848713297583,10.011394853190332,24,9,live greedy,True,2.551472756041483,0.11627779515977266,30.357064853008232,11.89785968951756
ordinary_chat,2,720,30.0,0.25,2.502848713297583,10.011394853190332,24,9,random jobs,True,2.5391761152109864,0.11861429701893392,94.32231243302753,37.146817768168106
ordinary_chat,2,720,120.0,0.25,2.502848713297583,10.011394853190332,24,9,additive LP,False,0.40003233191777055,0.10350430056782135,nan,nan
ordinary_chat,2,720,120.0,0.25,2.502848713297583,10.011394853190332,24,9,active-knee LP relaxation,True,2.5028487132975914,0.0630894641959512,19.889056291984176,7.946567519768162
ordinary_chat,2,720,120.0,0.25,2.502848713297583,10.011394853190332,24,9,active-knee MILP,True,2.5035910373364385,0.0630947076553578,19.894804365181113,7.946507264360206
ordinary_chat,2,720,120.0,0.25,2.502848713297583,10.011394853190332,24,9,live greedy,True,2.551472756041483,0.11627779515977266,30.357064853008232,11.89785968951756
ordinary_chat,2,720,120.0,0.25,2.502848713297583,10.011394853190332,24,9,random jobs,True,2.5391761152109864,0.11861429701893392,164.59867076605587,64.82365275099438
ordinary_chat,2,720,10.0,0.45,4.505127683935649,10.011394853190332,24,9,additive LP,True,10.011394853190332,0.1713948531903319,110.36670021906811,11.024108212443299
ordinary_chat,2,720,10.0,0.45,4.505127683935649,10.011394853190332,24,9,active-knee LP relaxation,True,4.505127683935667,0.07723270616816769,35.89797377533327,7.968247804238236
ordinary_chat,2,720,10.0,0.45,4.505127683935649,10.011394853190332,24,9,active-knee MILP,True,4.505776698634136,0.07723729053031632,35.91095390243362,7.969980827793691
ordinary_chat,2,720,10.0,0.45,4.505127683935649,10.011394853190332,24,9,live greedy,True,4.511087530035077,0.13011967550079706,46.21850189685219,10.245534272861429
ordinary_chat,2,720,10.0,0.45,4.505127683935649,10.011394853190332,24,9,random jobs,True,4.529001163869329,0.1326695698147043,84.56826137792069,18.67260756137016
ordinary_chat,2,720,30.0,0.45,4.505127683935649,10.011394853190332,24,9,additive LP,True,10.011394853190332,0.1713948531903319,125.95994380985151,12.58165776667093
ordinary_chat,2,720,30.0,0.45,4.505127683935649,10.011394853190332,24,9,active-knee LP relaxation,True,4.505127683935667,0.07723270616816769,35.89797377533327,7.968247804238236
ordinary_chat,2,720,30.0,0.45,4.505127683935649,10.011394853190332,24,9,active-knee MILP,True,4.505776698634136,0.07723729053031632,35.91095390243362,7.969980827793691
ordinary_chat,2,720,30.0,0.45,4.505127683935649,10.011394853190332,24,9,live greedy,True,4.511087530035077,0.13011967550079706,46.21850189685219,10.245534272861429
ordinary_chat,2,720,30.0,0.45,4.505127683935649,10.011394853190332,24,9,random jobs,True,4.529001163869329,0.1326695698147043,100.11695104369223,22.105746371272254
ordinary_chat,2,720,120.0,0.45,4.505127683935649,10.011394853190332,24,9,additive LP,True,10.011394853190332,0.1713948531903319,195.6576008410619,19.54349056352639
ordinary_chat,2,720,120.0,0.45,4.505127683935649,10.011394853190332,24,9,active-knee LP relaxation,True,4.505127683935667,0.07723270616816769,35.89797377533327,7.968247804238236
ordinary_chat,2,720,120.0,0.45,4.505127683935649,10.011394853190332,24,9,active-knee MILP,True,4.505776698634136,0.07723729053031632,35.91095390243362,7.969980827793691
ordinary_chat,2,720,120.0,0.45,4.505127683935649,10.011394853190332,24,9,live greedy,True,4.511087530035077,0.13011967550079706,46.21850189685219,10.245534272861429
ordinary_chat,2,720,120.0,0.45,4.505127683935649,10.011394853190332,24,9,random jobs,True,4.529001163869329,0.1326695698147043,170.39330937672057,37.622712649326395
ordinary_chat,2,720,10.0,0.65,6.507406654573716,10.011394853190332,24,9,additive LP,True,10.011394853190332,0.1713948531903319,110.36670021906811,11.024108212443299
ordinary_chat,2,720,10.0,0.65,6.507406654573716,10.011394853190332,24,9,active-knee LP relaxation,True,6.507406654573688,0.14664417973895297,49.31845336551481,7.57881841160974
ordinary_chat,2,720,10.0,0.65,6.507406654573716,10.011394853190332,24,9,active-knee MILP,True,6.507522787995501,0.1466450000557569,49.322159975902665,7.579252748355764
ordinary_chat,2,720,10.0,0.65,6.507406654573716,10.011394853190332,24,9,live greedy,True,6.54714460904727,0.14692487164744455,67.56727833191027,10.320113937691467
ordinary_chat,2,720,10.0,0.65,6.507406654573716,10.011394853190332,24,9,random jobs,True,6.509007668113632,0.14665548861360453,94.13630611303046,14.462466617482413
ordinary_chat,2,720,30.0,0.65,6.507406654573716,10.011394853190332,24,9,additive LP,True,10.011394853190332,0.1713948531903319,125.95994380985151,12.58165776667093
ordinary_chat,2,720,30.0,0.65,6.507406654573716,10.011394853190332,24,9,active-knee LP relaxation,True,6.507406654573688,0.14664417973895297,49.31845336551481,7.57881841160974
ordinary_chat,2,720,30.0,0.65,6.507406654573716,10.011394853190332,24,9,active-knee MILP,True,6.507522787995501,0.1466450000557569,49.322159975902665,7.579252748355764
ordinary_chat,2,720,30.0,0.65,6.507406654573716,10.011394853190332,24,9,live greedy,True,6.54714460904727,0.14692487164744455,67.56727833191027,10.320113937691467
ordinary_chat,2,720,30.0,0.65,6.507406654573716,10.011394853190332,24,9,random jobs,True,6.509007668113632,0.14665548861360453,109.68499577880199,16.851262338517056
ordinary_chat,2,720,120.0,0.65,6.507406654573716,10.011394853190332,24,9,additive LP,True,10.011394853190332,0.1713948531903319,195.6576008410619,19.54349056352639
ordinary_chat,2,720,120.0,0.65,6.507406654573716,10.011394853190332,24,9,active-knee LP relaxation,True,6.507406654573688,0.14664417973895297,49.31845336551481,7.57881841160974
ordinary_chat,2,720,120.0,0.65,6.507406654573716,10.011394853190332,24,9,active-knee MILP,True,6.507522787995501,0.1466450000557569,49.322159975902665,7.579252748355764
ordinary_chat,2,720,120.0,0.65,6.507406654573716,10.011394853190332,24,9,live greedy,True,6.54714460904727,0.14692487164744455,67.56727833191027,10.320113937691467
ordinary_chat,2,720,120.0,0.65,6.507406654573716,10.011394853190332,24,9,random jobs,True,6.509007668113632,0.14665548861360453,179.9613541118303,27.648047642258298
ordinary_chat,4,1439,10.0,0.25,5.0065546636587115,20.026218654634846,48,19,additive LP,False,0.5616612714931107,0.20699395765221687,nan,nan
ordinary_chat,4,1439,10.0,0.25,5.0065546636587115,20.026218654634846,48,19,active-knee LP relaxation,True,5.006554663658732,0.13460741543368188,40.03564786007207,7.996646506365014
ordinary_chat,4,1439,10.0,0.25,5.0065546636587115,20.026218654634846,48,19,active-knee MILP,True,5.006854950072513,0.13460953652843105,40.04058623847719,7.997153230472014
ordinary_chat,4,1439,10.0,0.25,5.0065546636587115,20.026218654634846,48,19,live greedy,True,5.009855765636773,0.23174891714521595,72.64680474280571,14.500777695258062
ordinary_chat,4,1439,10.0,0.25,5.0065546636587115,20.026218654634846,48,19,random jobs,True,5.012130368429256,0.2401655587686106,152.12260526788018,30.35088756391499
ordinary_chat,4,1439,30.0,0.25,5.0065546636587115,20.026218654634846,48,19,additive LP,False,0.5616612714931107,0.20699395765221687,nan,nan
ordinary_chat,4,1439,30.0,0.25,5.0065546636587115,20.026218654634846,48,19,active-knee LP relaxation,True,5.006554663658732,0.13460741543368188,40.03564786007207,7.996646506365014
ordinary_chat,4,1439,30.0,0.25,5.0065546636587115,20.026218654634846,48,19,active-knee MILP,True,5.006854950072513,0.13460953652843105,40.04058623847719,7.997153230472014
ordinary_chat,4,1439,30.0,0.25,5.0065546636587115,20.026218654634846,48,19,live greedy,True,5.009855765636773,0.23174891714521595,72.64680474280571,14.500777695258062
ordinary_chat,4,1439,30.0,0.25,5.0065546636587115,20.026218654634846,48,19,random jobs,True,5.012130368429256,0.2401655587686106,167.69757270112086,33.45834213679389
ordinary_chat,4,1439,120.0,0.25,5.0065546636587115,20.026218654634846,48,19,additive LP,False,0.5616612714931107,0.20699395765221687,nan,nan
ordinary_chat,4,1439,120.0,0.25,5.0065546636587115,20.026218654634846,48,19,active-knee LP relaxation,True,5.006554663658732,0.13460741543368188,40.03564786007207,7.996646506365014
ordinary_chat,4,1439,120.0,0.25,5.0065546636587115,20.026218654634846,48,19,active-knee MILP,True,5.006854950072513,0.13460953652843105,40.04058623847719,7.997153230472014
ordinary_chat,4,1439,120.0,0.25,5.0065546636587115,20.026218654634846,48,19,live greedy,True,5.009855765636773,0.23174891714521595,72.64680474280571,14.500777695258062
ordinary_chat,4,1439,120.0,0.25,5.0065546636587115,20.026218654634846,48,19,random jobs,True,5.012130368429256,0.2401655587686106,237.96758193608497,47.47833045904216
ordinary_chat,4,1439,10.0,0.45,9.011798394585682,20.026218654634846,48,19,additive LP,True,20.026218654634846,0.34621865463484575,214.62278905441002,10.717090068560594
ordinary_chat,4,1439,10.0,0.45,9.011798394585682,20.026218654634846,48,19,active-knee LP relaxation,True,9.011798394585702,0.21639290980183085,69.88672669228814,7.755025537885552
ordinary_chat,4,1439,10.0,0.45,9.011798394585682,20.026218654634846,48,19,active-knee MILP,True,9.01181239660803,0.21639300870612585,69.89285604496374,7.755693635086191
ordinary_chat,4,1439,10.0,0.45,9.011798394585682,20.026218654634846,48,19,live greedy,True,9.015855348883427,0.2634805160045415,103.83967759126253,11.51745159754838
ordinary_chat,4,1439,10.0,0.45,9.011798394585682,20.026218654634846,48,19,random jobs,True,9.01817061454108,0.2684625130801976,167.77568217374548,18.604181418260215
ordinary_chat,4,1439,30.0,0.45,9.011798394585682,20.026218654634846,48,19,additive LP,True,20.026218654634846,0.34621865463484575,229.95804638177543,11.482849076380887
ordinary_chat,4,1439,30.0,0.45,9.011798394585682,20.026218654634846,48,19,active-knee LP relaxation,True,9.011798394585702,0.21639290980183085,69.88672669228814,7.755025537885552
ordinary_chat,4,1439,30.0,0.45,9.011798394585682,20.026218654634846,48,19,active-knee MILP,True,9.01181239660803,0.21639300870612585,69.89285604496374,7.755693635086191
ordinary_chat,4,1439,30.0,0.45,9.011798394585682,20.026218654634846,48,19,live greedy,True,9.015855348883427,0.2634805160045415,103.83967759126253,11.51745159754838
ordinary_chat,4,1439,30.0,0.45,9.011798394585682,20.026218654634846,48,19,random jobs,True,9.01817061454108,0.2684625130801976,183.35064960698617,20.33124648488551
ordinary_chat,4,1439,120.0,0.45,9.011798394585682,20.026218654634846,48,19,additive LP,True,20.026218654634846,0.34621865463484575,299.8461088369024,14.9726772691312
ordinary_chat,4,1439,120.0,0.45,9.011798394585682,20.026218654634846,48,19,active-knee LP relaxation,True,9.011798394585702,0.21639290980183085,69.88672669228814,7.755025537885552
ordinary_chat,4,1439,120.0,0.45,9.011798394585682,20.026218654634846,48,19,active-knee MILP,True,9.01181239660803,0.21639300870612585,69.89285604496374,7.755693635086191
ordinary_chat,4,1439,120.0,0.45,9.011798394585682,20.026218654634846,48,19,live greedy,True,9.015855348883427,0.2634805160045415,103.83967759126253,11.51745159754838
ordinary_chat,4,1439,120.0,0.45,9.011798394585682,20.026218654634846,48,19,random jobs,False,8.402736288147992,0.2641153483125371,nan,nan
ordinary_chat,4,1439,10.0,0.65,13.01704212551265,20.026218654634846,48,19,additive LP,True,20.026218654634846,0.34621865463484575,214.62278905441002,10.717090068560594
ordinary_chat,4,1439,10.0,0.65,13.01704212551265,20.026218654634846,48,19,active-knee LP relaxation,True,13.01704212551269,0.29670883051390223,100.83236813795644,7.74618128801554
ordinary_chat,4,1439,10.0,0.65,13.01704212551265,20.026218654634846,48,19,active-knee MILP,True,13.01712912884813,0.2967094450682394,100.83576526253148,7.7463904878275045
ordinary_chat,4,1439,10.0,0.65,13.01704212551265,20.026218654634846,48,19,live greedy,True,13.017376161958037,0.2951994593963782,138.93408283651146,10.672971350596155
ordinary_chat,4,1439,10.0,0.65,13.01704212551265,20.026218654634846,48,19,random jobs,True,13.023576095550197,0.2967549836826838,184.84491920115693,14.193100101308843
ordinary_chat,4,1439,30.0,0.65,13.01704212551265,20.026218654634846,48,19,additive LP,True,20.026218654634846,0.34621865463484575,229.95804638177543,11.482849076380887
ordinary_chat,4,1439,30.0,0.65,13.01704212551265,20.026218654634846,48,19,active-knee LP relaxation,True,13.01704212551269,0.29670883051390223,100.83236813795644,7.74618128801554
ordinary_chat,4,1439,30.0,0.65,13.01704212551265,20.026218654634846,48,19,active-knee MILP,True,13.01712912884813,0.2967094450682394,100.83576526253148,7.7463904878275045
ordinary_chat,4,1439,30.0,0.65,13.01704212551265,20.026218654634846,48,19,live greedy,True,13.017376161958037,0.2951994593963782,138.93408283651146,10.672971350596155
ordinary_chat,4,1439,30.0,0.65,13.01704212551265,20.026218654634846,48,19,random jobs,True,13.023576095550197,0.2967549836826838,200.41988663439764,15.389005689679633
ordinary_chat,4,1439,120.0,0.65,13.01704212551265,20.026218654634846,48,19,additive LP,True,20.026218654634846,0.34621865463484575,299.8461088369024,14.9726772691312
ordinary_chat,4,1439,120.0,0.65,13.01704212551265,20.026218654634846,48,19,active-knee LP relaxation,True,13.01704212551269,0.29670883051390223,100.83236813795644,7.74618128801554
ordinary_chat,4,1439,120.0,0.65,13.01704212551265,20.026218654634846,48,19,active-knee MILP,True,13.01712912884813,0.2967094450682394,100.83576526253148,7.7463904878275045
ordinary_chat,4,1439,120.0,0.65,13.01704212551265,20.026218654634846,48,19,live greedy,True,13.017376161958037,0.2951994593963782,138.93408283651146,10.672971350596155
ordinary_chat,4,1439,120.0,0.65,13.01704212551265,20.026218654634846,48,19,random jobs,False,8.402736288147992,0.2641153483125371,nan,nan
long_chat_code,1,71,10.0,0.25,1.242107964075054,4.968431856300216,12,4,additive LP,True,4.856491475272391,0.0476411573424014,58.01561772021267,11.945993937312261
long_chat_code,1,71,10.0,0.25,1.242107964075054,4.968431856300216,12,4,active-knee LP relaxation,True,1.2421079640750523,0.02211069863565934,8.775774823026792,7.065227079162766
long_chat_code,1,71,10.0,0.25,1.242107964075054,4.968431856300216,12,4,active-knee MILP,True,1.2508654891829347,0.022172558046108556,8.847363254961772,7.0729933245986905
long_chat_code,1,71,10.0,0.25,1.242107964075054,4.968431856300216,12,4,live greedy,True,1.332238771362894,0.022747344095815636,9.273729645640477,6.961011678224434
long_chat_code,1,71,10.0,0.25,1.242107964075054,4.968431856300216,12,4,random jobs,True,1.3617322402729368,0.022955673341396157,30.16677542295203,22.15323580567175
long_chat_code,1,71,30.0,0.25,1.242107964075054,4.968431856300216,12,4,additive LP,True,4.968431856300216,0.0484318563002165,71.5522780005606,14.401380570376304
long_chat_code,1,71,30.0,0.25,1.242107964075054,4.968431856300216,12,4,active-knee LP relaxation,True,1.2421079640750523,0.02211069863565934,8.775774823026792,7.065227079162766
long_chat_code,1,71,30.0,0.25,1.242107964075054,4.968431856300216,12,4,active-knee MILP,True,1.2508654891829356,0.022172558046108563,8.847363254961776,7.072993324598688
long_chat_code,1,71,30.0,0.25,1.242107964075054,4.968431856300216,12,4,live greedy,True,1.332238771362894,0.022747344095815636,9.273729645640477,6.961011678224434
long_chat_code,1,71,30.0,0.25,1.242107964075054,4.968431856300216,12,4,random jobs,True,1.3617322402729368,0.022955673341396157,44.90012583821273,32.97280075355581
long_chat_code,1,71,120.0,0.25,1.242107964075054,4.968431856300216,12,4,additive LP,True,4.968431856300216,0.0484318563002165,71.5522780005606,14.401380570376304
long_chat_code,1,71,120.0,0.25,1.242107964075054,4.968431856300216,12,4,active-knee LP relaxation,True,1.2421079640750523,0.02211069863565934,8.775774823026792,7.065227079162766
long_chat_code,1,71,120.0,0.25,1.242107964075054,4.968431856300216,12,4,active-knee MILP,True,1.2508654891829356,0.022172558046108563,8.847363254961776,7.072993324598688
long_chat_code,1,71,120.0,0.25,1.242107964075054,4.968431856300216,12,4,live greedy,True,1.332238771362894,0.022747344095815636,9.273729645640477,6.961011678224434
long_chat_code,1,71,120.0,0.25,1.242107964075054,4.968431856300216,12,4,random jobs,True,1.3617322402729368,0.022955673341396157,49.252593248255586,36.169073325592784
long_chat_code,1,71,10.0,0.45,2.2357943353350973,4.968431856300216,12,4,additive LP,True,4.856491475272391,0.0476411573424014,58.01561772021267,11.945993937312261
long_chat_code,1,71,10.0,0.45,2.2357943353350973,4.968431856300216,12,4,active-knee LP relaxation,True,2.235794335335098,0.02912967401287459,14.688614769491172,6.569752207234956
long_chat_code,1,71,10.0,0.45,2.2357943353350973,4.968431856300216,12,4,active-knee MILP,True,2.237010257318929,0.029138262765535352,14.699385270170234,6.5709959183591495
long_chat_code,1,71,10.0,0.45,2.2357943353350973,4.968431856300216,12,4,live greedy,True,2.255493792431642,0.029268822549378935,14.824337337654779,6.572546281172736
long_chat_code,1,71,10.0,0.45,2.2357943353350973,4.968431856300216,12,4,random jobs,True,2.2562383195020583,0.029274081570057967,38.288445478421615,16.970035987542175
long_chat_code,1,71,30.0,0.45,2.2357943353350973,4.968431856300216,12,4,additive LP,True,4.968431856300216,0.0484318563002165,71.5522780005606,14.401380570376304
long_chat_code,1,71,30.0,0.45,2.2357943353350973,4.968431856300216,12,4,active-knee LP relaxation,True,2.235794335335098,0.02912967401287459,14.688614769491172,6.569752207234956
long_chat_code,1,71,30.0,0.45,2.2357943353350973,4.968431856300216,12,4,active-knee MILP,True,2.237010257318929,0.029138262765535352,14.699385270170234,6.5709959183591495
long_chat_code,1,71,30.0,0.45,2.2357943353350973,4.968431856300216,12,4,live greedy,True,2.255493792431642,0.029268822549378935,14.824337337654779,6.572546281172736
long_chat_code,1,71,30.0,0.45,2.2357943353350973,4.968431856300216,12,4,random jobs,True,2.2562383195020583,0.029274081570057967,53.02179589368231,23.500086597848398
long_chat_code,1,71,120.0,0.45,2.2357943353350973,4.968431856300216,12,4,additive LP,True,4.968431856300216,0.0484318563002165,71.5522780005606,14.401380570376304
long_chat_code,1,71,120.0,0.45,2.2357943353350973,4.968431856300216,12,4,active-knee LP relaxation,True,2.235794335335098,0.02912967401287459,14.688614769491172,6.569752207234956
long_chat_code,1,71,120.0,0.45,2.2357943353350973,4.968431856300216,12,4,active-knee MILP,True,2.237010257318929,0.029138262765535352,14.699385270170234,6.5709959183591495
long_chat_code,1,71,120.0,0.45,2.2357943353350973,4.968431856300216,12,4,live greedy,True,2.255493792431642,0.029268822549378935,14.824337337654779,6.572546281172736
long_chat_code,1,71,120.0,0.45,2.2357943353350973,4.968431856300216,12,4,random jobs,True,2.2562383195020583,0.029274081570057967,75.41824039213967,33.426539980397166
long_chat_code,1,71,10.0,0.65,3.2294807065951403,4.968431856300216,12,4,additive LP,True,4.856491475272391,0.0476411573424014,58.01561772021267,11.945993937312261
long_chat_code,1,71,10.0,0.65,3.2294807065951403,4.968431856300216,12,4,active-knee LP relaxation,True,3.2294807065951425,0.036148649390089826,22.74419902892366,7.0426799523763
long_chat_code,1,71,10.0,0.65,3.2294807065951403,4.968431856300216,12,4,active-knee MILP,True,3.233155293858199,0.036174605102341495,22.98239315719685,7.108348058893091
