action,region,cohort,scenario_id,context_tokens,predicted_s,measured_s
kv_transfer,southcentralus,historical,3a55cf6789538c21,24576,2.8695241378344263,39.967746832
kv_transfer,southcentralus,historical,3a55cf6789538c21,24576,2.8695241378344263,37.568243225
replay,australiaeast,historical,3a55cf6789538c21,24576,18.113900252351748,20.651388017
replay,australiaeast,historical,3a55cf6789538c21,24576,18.113900252351748,55.440991555
kv_transfer,southcentralus,historical,3a55cf6789538c21,24576,2.8695241378344263,37.566706673
kv_transfer,southcentralus,historical,3a55cf6789538c21,24576,2.8695241378344263,37.565924025
kv_transfer,southcentralus,historical,3a55cf6789538c21,24576,2.8695241378344263,39.964383899
kv_transfer,southcentralus,historical,3a55cf6789538c21,24576,2.8695241378344263,39.963802397
kv_transfer,southcentralus,historical,3a55cf6789538c21,24576,2.8695241378344263,39.963727077
replay,southcentralus,historical,3a55cf6789538c21,24576,18.113900252351748,20.545347518
replay,southcentralus,historical,3a55cf6789538c21,24576,18.113900252351748,37.564269308
replay,australiaeast,historical,3a55cf6789538c21,24576,18.113900252351748,38.471393937
replay,australiaeast,historical,b720c635d9ff1877,8192,2.5948304968677127,7.86878367
replay,australiaeast,historical,b720c635d9ff1877,8192,2.5948304968677127,5.068170636
replay,australiaeast,historical,b720c635d9ff1877,8192,2.5948304968677127,8.093411011
kv_transfer,southcentralus,historical,b720c635d9ff1877,8192,1.1390883526395454,1.73138064
kv_transfer,southcentralus,historical,b720c635d9ff1877,8192,1.1390883526395454,2.669604521
kv_transfer,southcentralus,historical,b720c635d9ff1877,8192,1.1390883526395454,2.985402911
kv_transfer,southcentralus,historical,b720c635d9ff1877,8192,1.1390883526395454,3.456778023
kv_transfer,southcentralus,historical,b720c635d9ff1877,8192,1.1390883526395454,3.851297676
kv_transfer,southcentralus,historical,b720c635d9ff1877,8192,1.1390883526395454,4.313218965
kv_transfer,southcentralus,historical,1888f2557e46f079,16384,2.0043062452369855,5.150354342
kv_transfer,southcentralus,historical,1888f2557e46f079,16384,2.0043062452369855,4.350491841
kv_transfer,australiaeast,historical,1888f2557e46f079,16384,7.472586321649272,9.752249543
kv_transfer,australiaeast,historical,1888f2557e46f079,16384,7.472586321649272,14.232984341
kv_transfer,southcentralus,historical,1888f2557e46f079,16384,2.0043062452369855,2.600858148
kv_transfer,southcentralus,historical,e88c38f920441677,16384,2.0043062452369855,2.601893592
kv_transfer,southcentralus,historical,e88c38f920441677,16384,2.0043062452369855,4.088812991
replay,australiaeast,historical,e88c38f920441677,16384,8.707250797300555,11.017235258
replay,australiaeast,historical,e88c38f920441677,16384,8.707250797300555,17.214359177
kv_transfer,southcentralus,historical,e88c38f920441677,16384,2.0043062452369855,5.950322364
kv_transfer,southcentralus,historical,e88c38f920441677,16384,2.0043062452369855,5.036910054
replay,australiaeast,historical,974131c70368802d,31488,28.96327586923911,29.39256611
kv_transfer,southcentralus,historical,974131c70368802d,31488,3.599551734713516,60.68237093
kv_transfer,southcentralus,historical,974131c70368802d,31488,3.599551734713516,59.37675677
kv_transfer,southcentralus,historical,974131c70368802d,31488,3.599551734713516,60.681833944
kv_transfer,southcentralus,historical,974131c70368802d,31488,3.599551734713516,59.376311968
replay,australiaeast,historical,974131c70368802d,31488,28.96327586923911,58.54215037
kv_transfer,australiaeast,historical,974131c70368802d,31488,14.108902506568379,59.813789026
kv_transfer,australiaeast,historical,974131c70368802d,31488,14.108902506568379,60.273482462
kv_transfer,southcentralus,historical,974131c70368802d,31488,3.599551734713516,60.679096291
kv_transfer,southcentralus,historical,974131c70368802d,31488,3.599551734713516,60.678216034
replay,southcentralus,historical,974131c70368802d,31488,28.96327586923911,59.373299535
replay,southcentralus,historical,974131c70368802d,31488,28.96327586923911,29.322556888
kv_transfer,southcentralus,historical,cd4179d3b940cba9,16384,2.0043062452369855,2.119934518
kv_transfer,southcentralus,historical,cd4179d3b940cba9,16384,2.0043062452369855,3.671891322
replay,australiaeast,historical,cd4179d3b940cba9,16384,8.707250797300555,19.337113744
replay,australiaeast,historical,cd4179d3b940cba9,16384,8.707250797300555,11.051936177
replay,australiaeast,historical,cd4179d3b940cba9,16384,8.707250797300555,34.112027733
replay,australiaeast,historical,cd4179d3b940cba9,16384,8.707250797300555,27.642164969
kv_transfer,southcentralus,historical,b4786a2a94cbf143,16384,2.0043062452369855,2.349604125
kv_transfer,southcentralus,historical,b4786a2a94cbf143,16384,2.0043062452369855,4.055751441
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,4.740564033
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,3.846984462
replay,australiaeast,historical,a7b405b3cbabc499,16384,8.707250797300555,17.128974305
replay,australiaeast,historical,a7b405b3cbabc499,16384,8.707250797300555,10.964888529
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,5.607047867
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,6.524197397
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,7.636047838
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,9.139614723
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,8.372831331
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,10.409242266
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,11.796464533
kv_transfer,southcentralus,historical,a7b405b3cbabc499,16384,2.0043062452369855,12.477855527
kv_transfer,southcentralus,historical,5e6d48db136a0152,16384,2.0043062452369855,2.189244436
replay,australiaeast,historical,5e6d48db136a0152,16384,8.707250797300555,11.001635944
replay,australiaeast,historical,5e6d48db136a0152,16384,8.707250797300555,17.777139792
replay,southcentralus,historical,0a75f6ceb7a4960f,16384,8.707250797300555,10.594710436
replay,australiaeast,historical,0a75f6ceb7a4960f,16384,8.707250797300555,11.008771098
replay,southcentralus,historical,0a75f6ceb7a4960f,16384,8.707250797300555,16.84838905
replay,australiaeast,historical,0a75f6ceb7a4960f,16384,8.707250797300555,17.208831072
kv_transfer,southcentralus,historical,64758500a1f1bdab,16384,2.0043062452369855,3.664366475
kv_transfer,southcentralus,historical,64758500a1f1bdab,16384,2.0043062452369855,2.36396481
kv_transfer,southcentralus,historical,64758500a1f1bdab,16384,2.0043062452369855,4.287073069
kv_transfer,southcentralus,historical,3974f4cbbd6da661,31488,3.599551734713516,3.958840323
replay,australiaeast,historical,3974f4cbbd6da661,31488,28.96327586923911,29.451026367
kv_transfer,southcentralus,historical,3974f4cbbd6da661,31488,3.599551734713516,5.636549892
replay,australiaeast,historical,3974f4cbbd6da661,31488,28.96327586923911,58.788691744
kv_transfer,australiaeast,historical,3974f4cbbd6da661,31488,14.108902506568379,59.219019624
kv_transfer,southcentralus,historical,57a5b4d5ed6b7c30,16384,2.0043062452369855,1.986483439
replay,southcentralus,historical,a2606ac8e187b041,8192,2.5948304968677127,5.477723575
replay,australiaeast,historical,a2606ac8e187b041,8192,2.5948304968677127,5.045368801
replay,australiaeast,historical,a2606ac8e187b041,8192,2.5948304968677127,10.193174445
replay,southcentralus,historical,a2606ac8e187b041,8192,2.5948304968677127,5.904549824
replay,australiaeast,historical,a2606ac8e187b041,8192,2.5948304968677127,10.499529772
replay,australiaeast,historical,a2606ac8e187b041,8192,2.5948304968677127,7.357290891
kv_transfer,southcentralus,historical,6d9326a75cef1d75,31488,3.599551734713516,5.132747951
kv_transfer,southcentralus,historical,6d9326a75cef1d75,31488,3.599551734713516,9.334381493
kv_transfer,southcentralus,historical,6d9326a75cef1d75,31488,3.599551734713516,7.473807674
kv_transfer,southcentralus,historical,6d9326a75cef1d75,31488,3.599551734713516,11.316470032
kv_transfer,southcentralus,historical,6d9326a75cef1d75,31488,3.599551734713516,13.94968114
kv_transfer,southcentralus,historical,6d9326a75cef1d75,31488,3.599551734713516,15.243603462
kv_transfer,australiaeast,historical,fcd2d5db333ebdc8,16384,7.472586321649272,9.157675309
replay,australiaeast,historical,fcd2d5db333ebdc8,16384,8.707250797300555,8.94255591
kv_transfer,southcentralus,historical,3d6cfb0fbd784cb3,16384,2.0043062452369855,2.537923454
replay,australiaeast,historical,3d6cfb0fbd784cb3,16384,8.707250797300555,8.826733662
replay,southcentralus,historical,009a499c2eee2f92,16384,8.707250797300555,10.643398065
replay,australiaeast,historical,009a499c2eee2f92,16384,8.707250797300555,27.61351533
replay,australiaeast,historical,009a499c2eee2f92,16384,8.707250797300555,11.027608688
replay,australiaeast,historical,009a499c2eee2f92,16384,8.707250797300555,19.298133133
replay,australiaeast,historical,009a499c2eee2f92,16384,8.707250797300555,34.574940325
replay,southcentralus,historical,009a499c2eee2f92,16384,8.707250797300555,18.898113512
replay,southcentralus,historical,009a499c2eee2f92,16384,8.707250797300555,27.180326196
replay,southcentralus,historical,009a499c2eee2f92,16384,8.707250797300555,35.508310055
replay,southcentralus,historical,009a499c2eee2f92,16384,8.707250797300555,42.562835294
kv_transfer,southcentralus,historical,ec884555b137a9ab,31488,3.599551734713516,10.052396219
kv_transfer,southcentralus,historical,ec884555b137a9ab,31488,3.599551734713516,6.216757713
kv_transfer,southcentralus,historical,ec884555b137a9ab,31488,3.599551734713516,7.117256877
kv_transfer,australiaeast,historical,ec884555b137a9ab,31488,14.108902506568379,32.44576874
kv_transfer,australiaeast,historical,ec884555b137a9ab,31488,14.108902506568379,18.155831079
kv_transfer,southcentralus,historical,ec884555b137a9ab,31488,3.599551734713516,13.974719497
kv_transfer,southcentralus,historical,ec884555b137a9ab,31488,3.599551734713516,10.920690901
kv_transfer,southcentralus,historical,ec884555b137a9ab,31488,3.599551734713516,15.02337451
kv_transfer,southcentralus,historical,c8197de6598300f0,16384,2.0043062452369855,2.554951841
kv_transfer,australiaeast,historical,c8197de6598300f0,16384,7.472586321649272,9.70813625
kv_transfer,southcentralus,historical,c8197de6598300f0,16384,2.0043062452369855,4.16508286
kv_transfer,southcentralus,historical,bb0008cce8cad471,31488,3.599551734713516,58.865513202
kv_transfer,southcentralus,historical,bb0008cce8cad471,31488,3.599551734713516,58.865378491
kv_transfer,southcentralus,historical,bb0008cce8cad471,31488,3.599551734713516,60.398155092
kv_transfer,southcentralus,historical,bb0008cce8cad471,31488,3.599551734713516,60.397977056
replay,australiaeast,historical,bb0008cce8cad471,31488,28.96327586923911,29.409947349
replay,australiaeast,historical,bb0008cce8cad471,31488,28.96327586923911,58.347859169
kv_transfer,southcentralus,historical,bb0008cce8cad471,31488,3.599551734713516,60.396457746
kv_transfer,southcentralus,historical,bb0008cce8cad471,31488,3.599551734713516,60.395372076
kv_transfer,australiaeast,historical,bb0008cce8cad471,31488,14.108902506568379,59.066869459
kv_transfer,australiaeast,historical,bb0008cce8cad471,31488,14.108902506568379,59.066001167
replay,southcentralus,historical,bb0008cce8cad471,31488,28.96327586923911,29.009080331
replay,southcentralus,historical,bb0008cce8cad471,31488,28.96327586923911,58.859094367
replay,australiaeast,historical,88663828725de5d9,16384,8.707250797300555,19.28923993
replay,australiaeast,historical,88663828725de5d9,16384,8.707250797300555,25.712451851
kv_transfer,southcentralus,historical,88663828725de5d9,16384,2.0043062452369855,2.451134506
replay,australiaeast,historical,88663828725de5d9,16384,8.707250797300555,11.006098516
replay,southcentralus,historical,95267a00fe43a592,16384,8.707250797300555,8.545112414
replay,australiaeast,historical,95267a00fe43a592,16384,8.707250797300555,11.028744378
replay,australiaeast,historical,95267a00fe43a592,16384,8.707250797300555,17.222314784
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,10.011755047
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,10.011598401
replay,australiaeast,historical,6e3b5a2ea0350efc,16384,8.707250797300555,10.943866846
replay,australiaeast,historical,6e3b5a2ea0350efc,16384,8.707250797300555,17.041607685
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,10.009560757
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,10.008953131
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,10.007937887
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,10.008250995
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,10.451145228
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,11.126216229
kv_transfer,southcentralus,historical,6e3b5a2ea0350efc,16384,2.0043062452369855,12.505298065
replay,southcentralus,historical,6e3b5a2ea0350efc,16384,8.707250797300555,8.614970507
kv_transfer,southcentralus,historical,073327e8d946f15c,16384,2.0043062452369855,4.948840156
kv_transfer,southcentralus,historical,073327e8d946f15c,16384,2.0043062452369855,3.809650473
kv_transfer,southcentralus,historical,073327e8d946f15c,16384,2.0043062452369855,5.983169895
kv_transfer,southcentralus,historical,073327e8d946f15c,16384,2.0043062452369855,2.662719438
kv_transfer,australiaeast,historical,073327e8d946f15c,16384,7.472586321649272,9.750232718
kv_transfer,australiaeast,historical,073327e8d946f15c,16384,7.472586321649272,12.998850221
kv_transfer,australiaeast,historical,073327e8d946f15c,16384,7.472586321649272,19.132747825
kv_transfer,southcentralus,historical,073327e8d946f15c,16384,2.0043062452369855,6.977859744
kv_transfer,southcentralus,historical,073327e8d946f15c,16384,2.0043062452369855,7.970824692
replay,australiaeast,historical,a3dc748a869c71d7,16384,8.707250797300555,8.902636475
kv_transfer,southcentralus,historical,aac787fa449f15dc,16384,2.0043062452369855,2.540231884
kv_transfer,southcentralus,historical,aac787fa449f15dc,16384,2.0043062452369855,4.475195816
kv_transfer,southcentralus,historical,aac787fa449f15dc,16384,2.0043062452369855,4.266144245
kv_transfer,southcentralus,historical,2f995408ae2f143d,16384,2.0043062452369855,2.775694984
kv_transfer,southcentralus,historical,2f995408ae2f143d,16384,2.0043062452369855,3.528272668
kv_transfer,southcentralus,historical,2f995408ae2f143d,16384,2.0043062452369855,4.480148721
kv_transfer,southcentralus,historical,2f995408ae2f143d,16384,2.0043062452369855,6.385054018
kv_transfer,southcentralus,historical,2f995408ae2f143d,16384,2.0043062452369855,5.874700573
kv_transfer,southcentralus,historical,b30a935c1d320f27,16384,2.0043062452369855,2.401854516
replay,australiaeast,historical,b30a935c1d320f27,16384,8.707250797300555,8.880482525
kv_transfer,southcentralus,historical,b30a935c1d320f27,16384,2.0043062452369855,3.819744374
replay,southcentralus,historical,9729c10cfcef0960,24576,18.113900252351748,20.197574386
replay,australiaeast,historical,9729c10cfcef0960,24576,18.113900252351748,36.966921359
replay,southcentralus,historical,9729c10cfcef0960,24576,18.113900252351748,35.983129234
replay,australiaeast,historical,9729c10cfcef0960,24576,18.113900252351748,20.662558034
replay,australiaeast,historical,47d016c3cfe2e7a3,16384,8.707250797300555,17.174836622
kv_transfer,southcentralus,historical,47d016c3cfe2e7a3,16384,2.0043062452369855,2.50017182
replay,australiaeast,historical,47d016c3cfe2e7a3,16384,8.707250797300555,11.014509972
kv_transfer,southcentralus,historical,47d016c3cfe2e7a3,16384,2.0043062452369855,4.088652135
kv_transfer,southcentralus,historical,47d016c3cfe2e7a3,16384,2.0043062452369855,4.373298003
kv_transfer,southcentralus,historical,d18552aebaa9931f,16384,2.0043062452369855,2.344780757
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.222485951
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.220458237
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.220623884
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.219078909
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.219273561
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.218117416
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.217688306
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.217298182
kv_transfer,southcentralus,historical,b42371d0683ef0f0,16384,2.0043062452369855,27.216811788
replay,southcentralus,historical,b42371d0683ef0f0,16384,8.707250797300555,27.216699642
replay,southcentralus,historical,b42371d0683ef0f0,16384,8.707250797300555,10.737664803
replay,southcentralus,historical,b42371d0683ef0f0,16384,8.707250797300555,19.182554686
replay,australiaeast,historical,b42371d0683ef0f0,16384,8.707250797300555,8.896503288
replay,southcentralus,historical,a1d7519d4e630654,8192,2.5948304968677127,4.717190126
replay,australiaeast,historical,a1d7519d4e630654,8192,2.5948304968677127,5.079040752
replay,australiaeast,historical,a1d7519d4e630654,8192,2.5948304968677127,7.389036858
replay,australiaeast,historical,a1d7519d4e630654,8192,2.5948304968677127,9.709144949
replay,australiaeast,historical,a1d7519d4e630654,8192,2.5948304968677127,12.533153987
replay,southcentralus,historical,a1d7519d4e630654,8192,2.5948304968677127,7.022339527
replay,southcentralus,historical,a1d7519d4e630654,8192,2.5948304968677127,10.13977041
replay,southcentralus,historical,a1d7519d4e630654,8192,2.5948304968677127,9.800407644
replay,australiaeast,historical,a1d7519d4e630654,8192,2.5948304968677127,12.989780131
replay,australiaeast,historical,563f8271c7c66625,24576,18.113900252351748,20.729619278
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,4.494411278
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,6.616237907
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,7.779560692
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,11.113787418
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,9.129206079
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,11.981065746
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,13.454195812
replay,australiaeast,historical,563f8271c7c66625,24576,18.113900252351748,36.655027868
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,17.088034923
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,14.551105716
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,19.153205554
kv_transfer,southcentralus,historical,563f8271c7c66625,24576,2.8695241378344263,19.57471474
replay,australiaeast,historical,5754d926ba679f3f,16384,8.707250797300555,11.02753434
replay,southcentralus,historical,5754d926ba679f3f,16384,8.707250797300555,18.886427564
replay,australiaeast,historical,5754d926ba679f3f,16384,8.707250797300555,19.316646569
replay,southcentralus,historical,5754d926ba679f3f,16384,8.707250797300555,33.571098139
replay,southcentralus,historical,5754d926ba679f3f,16384,8.707250797300555,27.169831828
replay,southcentralus,historical,5754d926ba679f3f,16384,8.707250797300555,10.645892281
replay,australiaeast,historical,5754d926ba679f3f,16384,8.707250797300555,25.663853314
replay,southcentralus,historical,eb26f6424ec96c23,31488,28.96327586923911,28.808221594
replay,australiaeast,historical,eb26f6424ec96c23,31488,28.96327586923911,29.354165747
kv_transfer,southcentralus,historical,eb26f6424ec96c23,31488,3.599551734713516,60.251967561
kv_transfer,southcentralus,historical,eb26f6424ec96c23,31488,3.599551734713516,60.251581612
replay,southcentralus,historical,eb26f6424ec96c23,31488,28.96327586923911,57.970153367
replay,australiaeast,historical,eb26f6424ec96c23,31488,28.96327586923911,58.05495541
kv_transfer,australiaeast,historical,eb26f6424ec96c23,31488,14.108902506568379,58.70107459
kv_transfer,australiaeast,historical,eb26f6424ec96c23,31488,14.108902506568379,58.700917894
kv_transfer,southcentralus,historical,eb26f6424ec96c23,31488,3.599551734713516,60.89897831
kv_transfer,southcentralus,historical,eb26f6424ec96c23,31488,3.599551734713516,60.898602961
replay,australiaeast,historical,785d630b42cc2a49,8192,2.5948304968677127,5.558391833
replay,australiaeast,historical,785d630b42cc2a49,8192,2.5948304968677127,5.746469497
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,1.666265798
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,2.377635524
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,4.03068438
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,3.259797616
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,2.761260362
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,4.182961581
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,4.718924474
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,5.040190786
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,6.472494809
kv_transfer,southcentralus,historical,785d630b42cc2a49,8192,1.1390883526395454,5.895236
replay,southcentralus,historical,aa91734d8ebd5d0e,16384,8.707250797300555,8.343443345
replay,australiaeast,historical,aa91734d8ebd5d0e,16384,8.707250797300555,10.962190803
replay,australiaeast,historical,aa91734d8ebd5d0e,16384,8.707250797300555,25.881629742
replay,australiaeast,historical,aa91734d8ebd5d0e,16384,8.707250797300555,19.209660666
replay,australiaeast,historical,f3792f522f614ae4,16384,8.707250797300555,8.899130717
kv_transfer,southcentralus,historical,f3792f522f614ae4,16384,2.0043062452369855,2.75827185
kv_transfer,southcentralus,historical,f3792f522f614ae4,16384,2.0043062452369855,5.087050326
kv_transfer,southcentralus,historical,f3792f522f614ae4,16384,2.0043062452369855,4.125170293
kv_transfer,southcentralus,historical,f3792f522f614ae4,16384,2.0043062452369855,6.006204725
kv_transfer,southcentralus,historical,f3792f522f614ae4,16384,2.0043062452369855,8.263938465
kv_transfer,southcentralus,historical,f3792f522f614ae4,16384,2.0043062452369855,7.122183498
kv_transfer,southcentralus,historical,de731ee4d06f41e8,16384,2.0043062452369855,3.869572324
kv_transfer,southcentralus,historical,de731ee4d06f41e8,16384,2.0043062452369855,2.624127837
kv_transfer,southcentralus,historical,de731ee4d06f41e8,16384,2.0043062452369855,4.806292725
kv_transfer,southcentralus,historical,de731ee4d06f41e8,16384,2.0043062452369855,6.903012833
kv_transfer,southcentralus,historical,de731ee4d06f41e8,16384,2.0043062452369855,5.889308376
replay,australiaeast,historical,de731ee4d06f41e8,16384,8.707250797300555,8.914177853
replay,southcentralus,historical,a26c43d352f38a12,16384,8.707250797300555,8.865542384
replay,australiaeast,historical,0a85ce152bec0be4,24576,18.113900252351748,19.088780655
replay,australiaeast,historical,d75f45665d9f297a,31488,28.96327586923911,29.806996302
kv_transfer,southcentralus,historical,d75f45665d9f297a,31488,3.599551734713516,8.560427379
kv_transfer,southcentralus,historical,d75f45665d9f297a,31488,3.599551734713516,4.549693897
kv_transfer,southcentralus,historical,d75f45665d9f297a,31488,3.599551734713516,6.321924546
kv_transfer,southcentralus,historical,d75f45665d9f297a,31488,3.599551734713516,10.2822913
replay,southcentralus,historical,5a439015d271e271,16384,8.707250797300555,8.555587101
kv_transfer,southcentralus,historical,5a439015d271e271,16384,2.0043062452369855,8.765834185
kv_transfer,southcentralus,historical,8af4f350db1b6419,16384,2.0043062452369855,2.178750965
replay,australiaeast,historical,8af4f350db1b6419,16384,8.707250797300555,17.210857451
kv_transfer,southcentralus,historical,8af4f350db1b6419,16384,2.0043062452369855,3.520914414
replay,australiaeast,historical,8af4f350db1b6419,16384,8.707250797300555,11.010361033
kv_transfer,southcentralus,historical,8af4f350db1b6419,16384,2.0043062452369855,4.6637269
kv_transfer,southcentralus,historical,df97db9697a985d0,24576,2.8695241378344263,3.327416014
kv_transfer,southcentralus,historical,df97db9697a985d0,24576,2.8695241378344263,5.604636353
replay,australiaeast,historical,df97db9697a985d0,24576,18.113900252351748,20.667851072
replay,australiaeast,historical,df97db9697a985d0,24576,18.113900252351748,36.370795498
kv_transfer,southcentralus,historical,df97db9697a985d0,24576,2.8695241378344263,6.441934917
kv_transfer,southcentralus,historical,16d52a45834b1d34,16384,2.0043062452369855,2.079109134
replay,australiaeast,historical,69e82590f5dea126,16384,8.707250797300555,11.033804288
replay,australiaeast,historical,69e82590f5dea126,16384,8.707250797300555,19.308955118
replay,australiaeast,historical,69e82590f5dea126,16384,8.707250797300555,26.149269533
replay,australiaeast,historical,c466699d395f1a30,16384,8.707250797300555,17.205378797
kv_transfer,southcentralus,historical,c466699d395f1a30,16384,2.0043062452369855,2.645241727
kv_transfer,southcentralus,historical,c466699d395f1a30,16384,2.0043062452369855,4.005659123
kv_transfer,southcentralus,historical,c466699d395f1a30,16384,2.0043062452369855,5.081651991
kv_transfer,southcentralus,historical,c466699d395f1a30,16384,2.0043062452369855,5.814758175
replay,australiaeast,historical,c466699d395f1a30,16384,8.707250797300555,11.027110058
kv_transfer,southcentralus,historical,c466699d395f1a30,16384,2.0043062452369855,6.888089261
replay,australiaeast,historical,b9937018f5860aec,31488,28.96327586923911,29.328369587
replay,australiaeast,historical,b9937018f5860aec,31488,28.96327586923911,57.987648887
kv_transfer,australiaeast,historical,b9937018f5860aec,31488,14.108902506568379,58.382099285
replay,australiaeast,historical,2959c1bfca1f9af1,16384,8.707250797300555,17.227403946
kv_transfer,southcentralus,historical,2959c1bfca1f9af1,16384,2.0043062452369855,2.72131654
kv_transfer,southcentralus,historical,2959c1bfca1f9af1,16384,2.0043062452369855,3.973389297
replay,australiaeast,historical,2959c1bfca1f9af1,16384,8.707250797300555,11.028695517
kv_transfer,southcentralus,historical,2959c1bfca1f9af1,16384,2.0043062452369855,6.982825157
kv_transfer,southcentralus,historical,2959c1bfca1f9af1,16384,2.0043062452369855,6.100355431
kv_transfer,southcentralus,historical,2959c1bfca1f9af1,16384,2.0043062452369855,5.424942523
kv_transfer,southcentralus,historical,b95887ebb9b86bf0,8192,1.1390883526395454,1.278035218
kv_transfer,australiaeast,historical,b95887ebb9b86bf0,8192,3.873228390845689,6.285718219
kv_transfer,southcentralus,historical,b95887ebb9b86bf0,8192,1.1390883526395454,1.846214908
kv_transfer,australiaeast,historical,b95887ebb9b86bf0,8192,3.873228390845689,9.767364878
kv_transfer,southcentralus,historical,b95887ebb9b86bf0,8192,1.1390883526395454,2.615028595
replay,australiaeast,historical,1c5eadcbc7c5f42f,16384,8.707250797300555,17.285564693
replay,australiaeast,historical,1c5eadcbc7c5f42f,16384,8.707250797300555,11.022076921
kv_transfer,southcentralus,historical,1c5eadcbc7c5f42f,16384,2.0043062452369855,2.204490666
kv_transfer,southcentralus,historical,1c5eadcbc7c5f42f,16384,2.0043062452369855,3.398896275
kv_transfer,southcentralus,historical,6dc403ce26c2135a,16384,2.0043062452369855,2.194468614
kv_transfer,southcentralus,historical,6dc403ce26c2135a,16384,2.0043062452369855,3.582160321
kv_transfer,southcentralus,historical,6dc403ce26c2135a,16384,2.0043062452369855,4.917514048
kv_transfer,australiaeast,historical,6dc403ce26c2135a,16384,7.472586321649272,9.242076131
replay,australiaeast,historical,e5b550cd7412e2c9,8192,2.5948304968677127,5.120502122
kv_transfer,southcentralus,historical,e5b550cd7412e2c9,8192,1.1390883526395454,1.501020427
kv_transfer,southcentralus,historical,e5b550cd7412e2c9,8192,1.1390883526395454,2.213427217
replay,australiaeast,historical,e5b550cd7412e2c9,8192,2.5948304968677127,5.348752928
kv_transfer,southcentralus,historical,e5b550cd7412e2c9,8192,1.1390883526395454,3.11886827
kv_transfer,southcentralus,historical,e5b550cd7412e2c9,8192,1.1390883526395454,2.71400872
kv_transfer,southcentralus,historical,3e138445e9bf71b9,31488,3.599551734713516,7.789453338
kv_transfer,southcentralus,historical,3e138445e9bf71b9,31488,3.599551734713516,5.644841134
kv_transfer,southcentralus,historical,3e138445e9bf71b9,31488,3.599551734713516,9.91170052
kv_transfer,southcentralus,historical,3e138445e9bf71b9,31488,3.599551734713516,12.031595891
