config,F_prefill_tps,G_decode_tps,P0_w,P_max_w,c1_j_per_prefill_tok,c2_j_per_decode_tok,p_pre_w_per_busy_s,p_dec_w_per_busy_s,ell_power_knee,ell_latency_knee,rho_star,s_plat_w_per_ell,p_amort_w_per_ell,amort_over_plat,r2_linear,r2_saturating
gpt-oss-20b-a100_tp1,1448.319999999999,1260.3799999999999,67.12041959182154,424.44649546305266,0.028197803044670608,0.25745287802176875,40.839442105657305,324.48845840107685,2.0527780176849793,0.534657100938009,0.534657100938009,167.01179389947603,466.5474725275923,2.793500157290724,0.846222697569438,0.990062987485255
