scenario_id,action,predicted_s,measured_s
d341bf20f7b4fe5c,replay,54.34170075705524,56.863660134
e9202d25c1a6a7c5,replay,57.92655173847822,58.064469482
466b8179bb003070,kv_transfer,2.0043062452369855,3.049591202
1ac0b7cc93b3bbbf,mixed,54.34170075705524,56.448047038
ae101d9ba946349c,mixed,26.121752391901666,26.125290813
e794a3c77e0dc49e,mixed,17.41450159460111,17.156237136
e73e80b2c5565a2e,kv_transfer,28.217805013136758,26.469570096
a9a138bac65bbeda,replay,43.53625398650277,42.160234694
e1a3353ce27dbe87,kv_transfer,7.472586321649272,7.865817239
b74957da9be468c8,mixed,43.194620816562185,29.207386911
43544237e1cdc97f,replay,57.92655173847822,58.831454458
0b8dee76ccc0b8e0,replay,26.121752391901666,25.491165945
17418df5dbbb4c87,kv_transfer,21.597310408281096,15.190473076
82f199e046d35f2f,replay,28.96327586923911,29.200016643
44b130edc1301d75,mixed,17.41450159460111,17.797865022
430c7915f7bc1ee0,mixed,28.96327586923911,29.513363686
a5d3d72a55807fb9,mixed,57.92655173847822,58.136628283
b4a514bebccae6b4,kv_transfer,8.017224980947942,6.024354081
f76b9cf055fa17cc,kv_transfer,3.4172650579186366,2.628222335
ae9f4a5d3d8931d9,kv_transfer,10.798655204140548,7.821101966
46da44e6e41e0938,mixed,26.121752391901666,25.582953725
7e6896d9f4a63e69,mixed,43.53625398650277,43.034324031
7cbf8f0e2c1bcf45,replay,36.227800504703495,37.050562247
0e36a25ff61a73a6,mixed,8.707250797300555,8.759595042
c3f5773437395929,kv_transfer,2.0043062452369855,2.288294664
b6d60cc1b0d07824,kv_transfer,6.012918735710956,4.776808528
a34d7b5ce34feea5,kv_transfer,13.669060231674544,7.950855693
6a64d8b382616be3,replay,34.82900318920222,34.12734273
1fc7aef55720e2f4,kv_transfer,2.0043062452369855,2.058682275
2e93609a0f32dcf0,mixed,54.34170075705524,54.355448334
4f355644880cc815,replay,26.121752391901666,25.631764679
0e0b2e304100e262,kv_transfer,17.217144827006557,12.198277862
420a99578a65d910,kv_transfer,5.695441763197727,3.731514043
2bc75dea2566d498,mixed,26.121752391901666,26.207266518
a46cbd6c72959d26,mixed,8.707250797300555,8.815195148
6c920754c0f3ba7a,mixed,28.96327586923911,29.884252712
ae590f4e1539ac45,kv_transfer,2.0043062452369855,2.130293376
56f53c1567a02a8e,mixed,8.707250797300555,9.359379789
1165b88645d876f6,mixed,36.227800504703495,36.61585251
a8ed6ab7f65edd27,mixed,12.025837471421914,9.362031529
4d7094f4be03f6a2,kv_transfer,12.025837471421914,9.528157137
c8ad3dcc6be6273b,mixed,28.543135465544836,27.458524875
0425175b0afea7e8,kv_transfer,4.556353410558182,3.488807202
2d1c5ec97dd52667,kv_transfer,6.012918735710956,4.904199568
cf2212ae66599cc3,mixed,8.707250797300555,9.019014097
565fb0641f8dee2c,replay,18.113900252351748,19.535948639
d8e8d28b104030f6,kv_transfer,29.89034528659709,27.29492688
b7758baad1d5a5a1,kv_transfer,14.945172643298545,14.289123773
83e6b2871b53acfc,mixed,52.243504783803324,51.828256133
92dceffce657193a,kv_transfer,28.217805013136758,26.73133606
b5982e8ddad90d56,mixed,26.121752391901666,26.097650848
abd48964645fbd19,replay,17.41450159460111,17.252075353
6332443d502db05d,replay,8.707250797300555,8.496982387
7f42d82394342942,kv_transfer,6.012918735710956,4.93208706
ed2c556866c6ba81,kv_transfer,8.608572413503278,6.99825371
d645ba34b0af37bc,mixed,57.92655173847822,58.61213645
e3142edf506e1610,replay,28.96327586923911,29.38965821
94bde8c34e27bcc7,mixed,8.707250797300555,8.905966375
919efb8b9fdc3fc0,mixed,17.41450159460111,18.16734439
3a55cf6789538c21,mixed,54.34170075705524,55.440991555
b720c635d9ff1877,mixed,7.784491490603138,8.093411011
1888f2557e46f079,kv_transfer,14.945172643298545,14.232984341
e88c38f920441677,mixed,17.41450159460111,17.214359177
974131c70368802d,mixed,57.92655173847822,60.68237093
cd4179d3b940cba9,mixed,34.82900318920222,34.112027733
b4786a2a94cbf143,kv_transfer,4.008612490473971,4.055751441
a7b405b3cbabc499,mixed,20.043062452369856,17.128974305
5e6d48db136a0152,mixed,17.41450159460111,17.777139792
0a75f6ceb7a4960f,replay,17.41450159460111,17.208831072
64758500a1f1bdab,kv_transfer,6.012918735710956,4.287073069
3974f4cbbd6da661,mixed,57.92655173847822,59.219019624
57a5b4d5ed6b7c30,kv_transfer,2.0043062452369855,1.986483439
a2606ac8e187b041,replay,10.37932198747085,10.499529772
6d9326a75cef1d75,kv_transfer,21.597310408281096,15.243603462
fcd2d5db333ebdc8,mixed,8.707250797300555,9.157675309
3d6cfb0fbd784cb3,mixed,8.707250797300555,8.826733662
009a499c2eee2f92,replay,43.53625398650277,42.562835294
ec884555b137a9ab,kv_transfer,28.217805013136758,32.44576874
c8197de6598300f0,kv_transfer,7.472586321649272,9.70813625
bb0008cce8cad471,mixed,57.92655173847822,60.398155092
88663828725de5d9,mixed,26.121752391901666,25.712451851
95267a00fe43a592,replay,17.41450159460111,17.222314784
6e3b5a2ea0350efc,mixed,18.03875620713287,17.041607685
073327e8d946f15c,kv_transfer,22.417758964947815,19.132747825
a3dc748a869c71d7,replay,8.707250797300555,8.902636475
aac787fa449f15dc,kv_transfer,6.012918735710956,4.475195816
2f995408ae2f143d,kv_transfer,10.021531226184928,6.385054018
b30a935c1d320f27,mixed,8.707250797300555,8.880482525
9729c10cfcef0960,replay,36.227800504703495,36.966921359
47d016c3cfe2e7a3,mixed,17.41450159460111,17.174836622
d18552aebaa9931f,kv_transfer,2.0043062452369855,2.344780757
b42371d0683ef0f0,mixed,26.121752391901666,27.222485951
a1d7519d4e630654,replay,12.974152484338564,12.989780131
563f8271c7c66625,mixed,36.227800504703495,36.655027868
5754d926ba679f3f,replay,34.82900318920222,33.571098139
eb26f6424ec96c23,mixed,57.92655173847822,60.89897831
785d630b42cc2a49,mixed,11.390883526395454,6.472494809
aa91734d8ebd5d0e,replay,26.121752391901666,25.881629742
f3792f522f614ae4,mixed,12.025837471421914,8.899130717
de731ee4d06f41e8,mixed,10.021531226184928,8.914177853
a26c43d352f38a12,replay,8.707250797300555,8.865542384
0a85ce152bec0be4,replay,18.113900252351748,19.088780655
d75f45665d9f297a,mixed,28.96327586923911,29.806996302
5a439015d271e271,mixed,8.707250797300555,8.765834185
8af4f350db1b6419,mixed,17.41450159460111,17.210857451
df97db9697a985d0,mixed,36.227800504703495,36.370795498
16d52a45834b1d34,kv_transfer,2.0043062452369855,2.079109134
69e82590f5dea126,replay,26.121752391901666,26.149269533
c466699d395f1a30,mixed,17.41450159460111,17.205378797
b9937018f5860aec,mixed,57.92655173847822,58.382099285
2959c1bfca1f9af1,mixed,17.41450159460111,17.227403946
b95887ebb9b86bf0,kv_transfer,7.746456781691378,9.767364878
1c5eadcbc7c5f42f,mixed,17.41450159460111,17.285564693
6dc403ce26c2135a,kv_transfer,7.472586321649272,9.242076131
e5b550cd7412e2c9,mixed,5.189660993735425,5.348752928
3e138445e9bf71b9,mixed,115.85310347695643,116.319789438
3f3286be3a8fdc77,replay,52.243504783803324,51.00119549
06bed0e2474d5465,mixed,5.189660993735425,5.34332056
0d2d97783e848590,kv_transfer,33.21583275735857,35.603681085
5419d6abd917960f,replay,52.243504783803324,50.427248192
10a1efa2372a56ef,replay,57.92655173847822,58.695188226
e9ba786ff8d4ab0a,kv_transfer,14.398206938854065,17.226336735
f3fa3e6f6a01b1b7,kv_transfer,28.217805013136758,34.220924711
4ce7626a1f20a5c3,mixed,10.021531226184928,8.735973286
8f467ba8f2d7e2bc,replay,34.82900318920222,33.392819959
eb0cf7f493e9ebc3,kv_transfer,2.0043062452369855,2.512238349
aabfd597943272b6,replay,8.707250797300555,8.909116417
4320d4cf70a16119,mixed,54.34170075705524,55.373913141
c46a13b12215b8a4,mixed,8.707250797300555,8.762471516
c83f2a7be543cbdb,kv_transfer,2.0043062452369855,2.521538734
8a64b9662280a37e,mixed,36.227800504703495,36.5534171
1b6b8b72fd80fbf0,mixed,17.41450159460111,17.281259634
7311c0dee37f7fee,mixed,8.707250797300555,8.870465544
4b198f4f03303236,mixed,26.121752391901666,26.871736216
81c37b5c65f67c0d,kv_transfer,7.472586321649272,9.066665922
965621d29845b5ac,mixed,17.41450159460111,17.217175812
a2a651c9cc4ea8f4,replay,8.707250797300555,8.484102405
fd03d8d3c12eb78d,replay,8.707250797300555,8.476789422
6694894fa0bef357,kv_transfer,7.199103469427032,6.091616578
152f9f98935cdf24,mixed,17.41450159460111,17.153757703
a9bee8f3ed80cae1,mixed,36.227800504703495,36.314621171
8207c5de52022c9b,kv_transfer,2.0043062452369855,1.738863185
38f36234d0ecba5c,kv_transfer,4.008612490473971,3.298410473
89172fa675f5924b,replay,10.37932198747085,10.144949644
b7bcb2bf2175c19d,kv_transfer,5.739048275668853,4.845317055
2c8b7b752ba54f6e,mixed,17.41450159460111,17.059098309
2c7aa09fb685bd7d,mixed,18.113900252351748,18.464433642
8685e241db37ee7a,mixed,57.92655173847822,66.797269029
5cab4b3fcd8a382c,replay,10.37932198747085,10.238627106
1646b28ecfd2358e,mixed,36.227800504703495,36.510534687
364c9572e9fce764,mixed,34.82900318920222,35.704793949
ad91bcbe8e0f2d8a,mixed,5.189660993735425,5.21606915
7afa1606c75cdcae,mixed,18.113900252351748,18.61790177
