session_class,source_nodes,jobs,deadline_s,target_frac,target_kw,full_node_kw,method,hit,node_kw,achieved_over_target,active_kw,cost_s,intensity_s_per_kw,requested_intensity_s_per_kw
ordinary_chat,4,1439,300.0,0.3,6.008818194087711,20.02939398029237,random,True,6.014184764801035,1.0008931158407497,0.2503965388105954,378.95253538237137,63.009792715423515,63.06606775942001
ordinary_chat,4,1439,300.0,0.35,7.01028789310233,20.02939398029237,LP relaxation,True,7.010287893102319,0.9999999999999984,0.1519681804570954,52.52058275250676,7.491929511794187,7.491929511794177
ordinary_chat,4,1439,300.0,0.35,7.01028789310233,20.02939398029237,MILP,True,7.010628646636692,1.0000486076377402,0.15197058739427058,52.523255597760595,7.491946620644115,7.492310786471421
ordinary_chat,4,1439,300.0,0.35,7.01028789310233,20.02939398029237,greedy,True,7.0172931279960995,1.0009992792023081,0.2541629197603668,88.95364906435148,12.676347908207395,12.68901511903329
ordinary_chat,4,1439,300.0,0.35,7.01028789310233,20.02939398029237,random,True,7.04396988163916,1.0048046512569007,0.25767050028170224,383.818995618868,54.48901714065134,54.75081786534346
ordinary_chat,4,1439,300.0,0.39999999999999997,8.011757592116947,20.02939398029237,LP relaxation,True,8.011757592116975,1.0000000000000036,0.15904213393146732,61.59103611711682,7.687581084295188,7.687581084295215
ordinary_chat,4,1439,300.0,0.39999999999999997,8.011757592116947,20.02939398029237,MILP,True,8.011783241546851,1.0000032014735356,0.15904231510806588,61.59822490405024,7.688453749549688,7.688478363930896
ordinary_chat,4,1439,300.0,0.39999999999999997,8.011757592116947,20.02939398029237,greedy,True,8.027897898502161,1.002014577475621,0.2613013994713077,93.98040340242997,11.706726292565923,11.730310399668186
ordinary_chat,4,1439,300.0,0.39999999999999997,8.011757592116947,20.02939398029237,random,True,8.048280585578386,1.004558674303548,0.2647645213993355,387.1769534954418,48.10679118086656,48.32609437364892
ordinary_chat,4,1439,300.0,0.44999999999999996,9.013227291131567,20.02939398029237,LP relaxation,True,9.013227291131582,1.0000000000000016,0.21303690415403984,69.10120192249948,7.666643666080682,7.666643666080694
ordinary_chat,4,1439,300.0,0.44999999999999996,9.013227291131567,20.02939398029237,MILP,True,9.014175919614605,1.0001052484811928,0.21304360485977258,69.10717137432627,7.666499077741641,7.667305965125639
ordinary_chat,4,1439,300.0,0.44999999999999996,9.013227291131567,20.02939398029237,greedy,True,9.025928153482973,1.0014091359222574,0.26835105818459304,101.50149018174221,11.245545993247717,11.261392496072203
ordinary_chat,4,1439,300.0,0.44999999999999996,9.013227291131567,20.02939398029237,random,True,9.023351905125088,1.0011233061883928,0.27165200801570977,391.2423536911971,43.35887127143729,43.40757655985823
ordinary_chat,4,1439,300.0,0.49999999999999994,10.014696990146183,20.02939398029237,LP relaxation,True,10.014696990146206,1.0000000000000022,0.2201108576284115,75.94823652650499,7.583677928671531,7.583677928671547
ordinary_chat,4,1439,300.0,0.49999999999999994,10.014696990146183,20.02939398029237,MILP,True,10.014731783332886,1.0000034742126234,0.22011110339259596,75.95264656140641,7.58409193622253,7.584118284970471
ordinary_chat,4,1439,300.0,0.49999999999999994,10.014696990146183,20.02939398029237,greedy,True,10.022048909195806,1.0007341129798393,0.27538722901202983,117.59261615029321,11.733390768268475,11.742004402728988
ordinary_chat,4,1439,300.0,0.49999999999999994,10.014696990146183,20.02939398029237,random,True,10.052668519246792,1.003791580428042,0.278922660184077,395.6470862947082,39.35741893181936,39.506645751139494
ordinary_chat,4,1439,300.0,0.5499999999999999,11.016166689160801,20.02939398029237,LP relaxation,True,11.016166689160833,1.0000000000000029,0.22718481110278327,83.92297563936378,7.618165012148767,7.618165012148789
ordinary_chat,4,1439,300.0,0.5499999999999999,11.016166689160801,20.02939398029237,MILP,True,11.016213680654596,1.0000042656847088,0.2271851430305899,83.92896425312047,7.618676133752456,7.618708632622741
ordinary_chat,4,1439,300.0,0.5499999999999999,11.016166689160801,20.02939398029237,greedy,True,11.050116991550945,1.0030818617172477,0.285062724199645,127.24054500899398,11.51485953554009,11.550346740322155
ordinary_chat,4,1439,300.0,0.5499999999999999,11.016166689160801,20.02939398029237,random,True,11.1705293621075,1.0140123762922524,0.2868187509005502,398.8992665326259,35.709969832384665,36.21035136706102
ordinary_chat,4,1439,300.0,0.6,12.017636388175422,20.02939398029237,LP relaxation,True,12.017636388175422,1.0,0.2928023524973972,93.16984948938526,7.752759900529057,7.752759900529057
ordinary_chat,4,1439,300.0,0.6,12.017636388175422,20.02939398029237,MILP,True,12.017676004516233,1.0000032965168466,0.2928026323302788,93.17747145741717,7.753368573291637,7.753394132401758
ordinary_chat,4,1439,300.0,0.6,12.017636388175422,20.02939398029237,greedy,True,12.028981624304663,1.0009440488764,0.2919770051575421,131.53166330608303,10.93456349125367,10.944886253631513
ordinary_chat,4,1439,300.0,0.6,12.017636388175422,20.02939398029237,random,True,12.056852347059262,1.0032632006508724,0.293079357252379,402.2534032992213,33.36305295281594,33.471923288926654
ordinary_chat,4,1439,300.0,0.65,13.01910608719004,20.02939398029237,LP relaxation,True,13.01910608719007,1.0000000000000022,0.29987630597176906,99.95681756299015,7.677702055238722,7.677702055238739
ordinary_chat,4,1439,300.0,0.65,13.01910608719004,20.02939398029237,MILP,True,13.019545237502353,1.0000337312185161,0.2998794079416842,99.96143503180846,7.6777977424182975,7.67805672389167
ordinary_chat,4,1439,300.0,0.65,13.01910608719004,20.02939398029237,greedy,True,13.04299598996335,1.001834987948736,0.29913956878984366,137.14872651627797,10.515124486875147,10.534419613588023
ordinary_chat,4,1439,300.0,0.65,13.01910608719004,20.02939398029237,random,True,13.023582125830307,1.0003438053742162,0.2999079227936477,405.0776354009192,31.10339624591524,31.11408976070096
ordinary_chat,4,1439,300.0,0.7,14.02057578620466,20.02939398029237,LP relaxation,True,14.020575786204695,1.0000000000000024,0.3069502594461408,107.41120046065225,7.660969285322623,7.6609692853226425
ordinary_chat,4,1439,300.0,0.7,14.02057578620466,20.02939398029237,MILP,True,14.020605090996854,1.0000020901275841,0.30695046644265456,107.41296473187987,7.661079107124533,7.661095119757299
ordinary_chat,4,1439,300.0,0.7,14.02057578620466,20.02939398029237,greedy,True,14.03437485684533,1.0009842014230435,0.30614224494339953,145.35835715891116,10.357309010312772,10.367502688579622
ordinary_chat,4,1439,300.0,0.7,14.02057578620466,20.02939398029237,random,True,14.10802106768297,1.0062369251314451,0.3075679355009823,408.8720310373643,28.981529661446373,29.16228529213957
ordinary_chat,4,1439,300.0,0.75,15.022045485219278,20.02939398029237,LP relaxation,True,15.022045485219282,1.0000000000000002,0.31402421292051225,115.78878452169133,7.7079239731779525,7.707923973177954
ordinary_chat,4,1439,300.0,0.75,15.022045485219278,20.02939398029237,MILP,True,15.022101270423537,1.000003713555808,0.31402460696332735,115.79387361170367,7.708234122990901,7.708262747948497
ordinary_chat,4,1439,300.0,0.75,15.022045485219278,20.02939398029237,greedy,True,15.022787275905808,1.0000493801384944,0.313123967378741,161.53912541936683,10.752939681070384,10.753470662721057
ordinary_chat,4,1439,300.0,0.75,15.022045485219278,20.02939398029237,random,True,15.0797588431063,1.0038419107400391,0.3144318753879282,414.119116522361,27.461919042006116,27.567425283715686
ordinary_chat,4,1439,300.0,0.7999999999999999,16.023515184233894,20.02939398029237,LP relaxation,True,16.02351518423391,1.000000000000001,0.321098166394884,125.57306488122748,7.8367988195738185,7.836798819573827
ordinary_chat,4,1439,300.0,0.7999999999999999,16.023515184233894,20.02939398029237,MILP,True,16.024375571746905,1.0000536953036283,0.32110424380415836,125.58202920350948,7.83693746075992,7.837358267496392
ordinary_chat,4,1439,300.0,0.7999999999999999,16.023515184233894,20.02939398029237,greedy,True,16.040741685416354,1.0010750762853466,0.32121984702886697,169.39428176064393,10.56025245482576,10.571605531807215
ordinary_chat,4,1439,300.0,0.7999999999999999,16.023515184233894,20.02939398029237,random,True,16.0674912519163,1.00274447068429,0.3214087945218031,419.02346110408547,26.078959965458846,26.150532906560823
ordinary_chat,4,1439,300.0,0.85,17.024984883248514,20.02939398029237,LP relaxation,True,17.024984883248514,1.0,0.3281721198692556,136.86235430334733,8.038911942765427,8.038911942765427
ordinary_chat,4,1439,300.0,0.85,17.024984883248514,20.02939398029237,MILP,True,17.025019302089014,1.0000020216664354,0.32817236298921876,136.86612793129484,8.03911734270404,8.039133595117741
ordinary_chat,4,1439,300.0,0.85,17.024984883248514,20.02939398029237,greedy,True,17.027051506378022,1.0001213876631128,0.32818671761083634,173.27657934309929,10.176546378460948,10.177781685644389
ordinary_chat,4,1439,300.0,0.85,17.024984883248514,20.02939398029237,random,True,17.03961839527544,1.0008595315724083,0.3282754847372561,424.25994081099225,24.89844144212915,24.91984243865242
ordinary_chat,4,1439,300.0,0.9,18.026454582263135,20.02939398029237,LP relaxation,True,18.026454582263135,1.0,0.33524607334362727,150.33622797292816,8.3397557343777,8.3397557343777
ordinary_chat,4,1439,300.0,0.9,18.026454582263135,20.02939398029237,MILP,True,18.026461817496216,1.000000401367504,0.3352461244502182,150.33855756893655,8.339881619088455,8.339884966445924
ordinary_chat,4,1439,300.0,0.9,18.026454582263135,20.02939398029237,greedy,True,18.042238417666034,1.0008755928866029,0.33535756360378904,178.63466439750928,9.900914745844362,9.909583916366685
ordinary_chat,4,1439,300.0,0.9,18.026454582263135,20.02939398029237,random,True,18.08824220911063,1.0034276083833085,0.3356825147038013,427.75947413576654,23.64848221240171,23.72953994828546
ordinary_chat,4,1439,300.0,0.95,19.027924281277752,20.02939398029237,LP relaxation,True,19.027924281277816,1.0000000000000033,0.3423200268179994,168.00284820329392,8.829278786262424,8.829278786262455
ordinary_chat,4,1439,300.0,0.95,19.027924281277752,20.02939398029237,MILP,True,19.02797058861692,1.0000024336516418,0.3423203539132302,168.0065370305337,8.829451162334676,8.829472650142995
ordinary_chat,4,1439,300.0,0.95,19.027924281277752,20.02939398029237,greedy,True,19.05740226319885,1.0015491958810296,0.34252824667011567,186.72601892574085,9.798083513529102,9.813262664150244
ordinary_chat,4,1439,300.0,0.95,19.027924281277752,20.02939398029237,random,True,19.037644203743685,1.0005108241089384,0.34238868419162316,433.78813340624333,22.785809460654825,22.797449001469005
long_chat_code,4,285,300.0,0.05,0.9966704366332869,19.93340873266574,LP relaxation,True,0.9966704366332879,1.000000000000001,0.030263788725608764,6.575612364624103,6.597579423381166,6.597579423381173
long_chat_code,4,285,300.0,0.05,0.9966704366332869,19.93340873266574,MILP,True,0.99879241003677,1.00212906225116,0.030278777437843248,6.629309039917392,6.637324206011275,6.6514554824270045
long_chat_code,4,285,300.0,0.05,0.9966704366332869,19.93340873266574,greedy,True,1.0764723384508696,1.08006849494518,0.07646127980788979,12.27026135617696,11.398584912859771,12.311252451337289
long_chat_code,4,285,300.0,0.05,0.9966704366332869,19.93340873266574,random,True,1.0572598993403945,1.060791873100778,0.08984210913461615,196.40617259851325,185.76905519735263,197.0623040269615
long_chat_code,4,285,300.0,0.1,1.9933408732665738,19.93340873266574,LP relaxation,True,1.9933408732665738,1.0,0.036402050071064965,10.211962580082407,5.123038772263583,5.123038772263583
long_chat_code,4,285,300.0,0.1,1.9933408732665738,19.93340873266574,MILP,True,1.9985569608187488,1.0026167564324446,0.03643889428182705,10.271240749814014,5.139328501103214,5.152776872016921
long_chat_code,4,285,300.0,0.1,1.9933408732665738,19.93340873266574,greedy,True,2.0517210248530664,1.0292875906822814,0.08335001926784474,16.762366247485993,8.169905189077266,8.409182028168006
long_chat_code,4,285,300.0,0.1,1.9933408732665738,19.93340873266574,random,True,2.2188969616248087,1.1131548002568203,0.10815452080131527,241.76077187618117,108.95538461558374,121.28420939866514
long_chat_code,4,285,300.0,0.15,2.990011309899861,19.93340873266574,LP relaxation,True,2.99001130989986,0.9999999999999997,0.04344210360934247,16.519782530054506,5.5249899809267875,5.524989980926786
long_chat_code,4,285,300.0,0.15,2.990011309899861,19.93340873266574,MILP,True,2.995657414779801,1.0018883222485635,0.0434819852785247,16.594095394923308,5.539383546680712,5.549843687875236
long_chat_code,4,285,300.0,0.15,2.990011309899861,19.93340873266574,greedy,True,3.0142989884313867,1.0081229386829107,0.09014925816294894,22.81321031563547,7.568330282825478,7.6298073656448855
long_chat_code,4,285,300.0,0.15,2.990011309899861,19.93340873266574,random,True,3.05363673851397,1.0212793270725922,0.11975128217808363,307.763769402824,100.78597939340845,102.93063721325234
long_chat_code,4,285,300.0,0.2,3.9866817465331477,19.93340873266574,LP relaxation,True,3.9866817465331477,1.0,0.07370589233495121,21.57105391548798,5.410779010450571,5.410779010450571
long_chat_code,4,285,300.0,0.2,3.9866817465331477,19.93340873266574,MILP,True,3.990174164295189,1.0008760212086352,0.07373056127978904,21.61170582797309,5.416231206486825,5.4209759398945785
long_chat_code,4,285,300.0,0.2,3.9866817465331477,19.93340873266574,greedy,True,3.991209743004623,1.0011357807719197,0.09704973776134719,32.20717105038956,8.069526064582032,8.078691277124689
long_chat_code,4,285,300.0,0.2,3.9866817465331477,19.93340873266574,random,True,4.067710368914093,1.0203248283993094,0.14134022757365108,349.99587925838273,86.04247783546518,87.7912764325224
long_chat_code,4,285,300.0,0.25,4.983352183166435,19.93340873266574,LP relaxation,True,4.983352183166435,1.0,0.08074594587322872,27.237488379215257,5.465696057208722,5.465696057208722
long_chat_code,4,285,300.0,0.25,4.983352183166435,19.93340873266574,MILP,True,4.984075472345901,1.0001451410923574,0.08075105487853272,27.333807520338823,5.484228252962905,5.485024239842276
long_chat_code,4,285,300.0,0.25,4.983352183166435,19.93340873266574,greedy,True,4.985781816907878,1.0004875500771648,0.10407496936308562,61.87966239150168,12.411225493593442,12.417276587540554
long_chat_code,4,285,300.0,0.25,4.983352183166435,19.93340873266574,random,True,5.202525856962385,1.0439811728611736,0.14935607864967332,361.0733340763262,69.40346747015444,72.45591337012414
long_chat_code,4,285,300.0,0.3,5.980022619799722,19.93340873266574,LP relaxation,True,5.98002261979972,0.9999999999999997,0.08778599941150622,34.2908622793306,5.7342362160628495,5.734236216062849
long_chat_code,4,285,300.0,0.3,5.980022619799722,19.93340873266574,MILP,True,5.984764861965942,1.000793014085017,0.087819496581197,34.32629174833073,5.735612432575145,5.740160854020375
long_chat_code,4,285,300.0,0.3,5.980022619799722,19.93340873266574,greedy,True,6.008943395687482,1.0048362318550443,0.14668757536842827,77.20695087564782,12.848673350968483,12.910812514323496
long_chat_code,4,285,300.0,0.3,5.980022619799722,19.93340873266574,random,True,5.99757930276298,1.0029358890558588,0.15497199602667047,373.93731922163965,62.34804082529985,62.53108775601308
long_chat_code,4,285,300.0,0.35,6.9766930564330085,19.93340873266574,LP relaxation,True,6.976693056433006,0.9999999999999997,0.12495177408295552,41.355584886253936,5.927677275141287,5.927677275141285
long_chat_code,4,285,300.0,0.35,6.9766930564330085,19.93340873266574,MILP,True,6.976778104828636,1.000012190359378,0.12495237482843424,41.41236314251602,5.935743192671483,5.935815551514176
long_chat_code,4,285,300.0,0.35,6.9766930564330085,19.93340873266574,greedy,True,7.051039995197681,1.01065647265306,0.15404849988565467,80.99044926438665,11.48631256091975,11.608716136609692
long_chat_code,4,285,300.0,0.35,6.9766930564330085,19.93340873266574,random,True,7.077909622776667,1.0145078141642379,0.16260298718721114,404.20697609993226,57.10824207181127,57.936757835035415
long_chat_code,4,285,300.0,0.39999999999999997,7.973363493066294,19.93340873266574,LP relaxation,True,7.973363493066294,1.0,0.13199182762123302,47.641852248856885,5.975126092054708,5.975126092054708
long_chat_code,4,285,300.0,0.39999999999999997,7.973363493066294,19.93340873266574,MILP,True,7.974588486832305,1.0001536357607521,0.13200048045308174,47.678235935959194,5.97877069326973,5.979689246253554
long_chat_code,4,285,300.0,0.39999999999999997,7.973363493066294,19.93340873266574,greedy,True,8.024618851509093,1.0064283233151694,0.16092544438028628,87.28520782925041,10.877178024827401,10.947100041927648
long_chat_code,4,285,300.0,0.39999999999999997,7.973363493066294,19.93340873266574,random,True,8.422413757624614,1.056318800083405,0.1720999891488011,414.05628040091983,49.16123718406548,51.92993907288771
long_chat_code,4,285,300.0,0.44999999999999996,8.970033929699582,19.93340873266574,LP relaxation,True,8.970033929699579,0.9999999999999996,0.13903188115951054,54.884651644149656,6.118667117013663,6.11866711701366
long_chat_code,4,285,300.0,0.44999999999999996,8.970033929699582,19.93340873266574,MILP,True,8.970957945452941,1.0001030114000238,0.1390384080114515,54.92819735000591,6.122890964821327,6.123521692391806
long_chat_code,4,285,300.0,0.44999999999999996,8.970033929699582,19.93340873266574,greedy,True,8.980098739349458,1.0011220481136143,0.1676745455052939,98.26152729251315,10.942143304276348,10.95442091552981
long_chat_code,4,285,300.0,0.44999999999999996,8.970033929699582,19.93340873266574,random,True,9.40231984254986,1.0481922271686162,0.17902162647925188,421.0819017836303,44.784894455306585,46.94317826261922
long_chat_code,4,285,300.0,0.49999999999999994,9.966704366332868,19.93340873266574,LP relaxation,True,9.96670436633287,1.0000000000000002,0.18300819728296633,63.7427953152621,6.395574000427135,6.3955740004271355
long_chat_code,4,285,300.0,0.49999999999999994,9.966704366332868,19.93340873266574,MILP,True,9.968781060201367,1.000208363145145,0.1830228661599386,63.7940772736663,6.3993859317818815,6.400719327961625
long_chat_code,4,285,300.0,0.49999999999999994,9.966704366332868,19.93340873266574,greedy,True,9.973100305234853,1.000641730572805,0.17468868371033705,139.52958338279126,13.990592605345858,13.99957079635237
long_chat_code,4,285,300.0,0.49999999999999994,9.966704366332868,19.93340873266574,random,True,10.003083464050844,1.003650062887474,0.1832651636644253,422.7093872028537,42.25790864606797,42.41215267011925
long_chat_code,4,285,300.0,0.5499999999999999,10.963374802966154,19.93340873266574,LP relaxation,True,10.963374802966154,1.0,0.19004825082124388,70.09017811788272,6.393120674750601,6.393120674750601
long_chat_code,4,285,300.0,0.5499999999999999,10.963374802966154,19.93340873266574,MILP,True,10.963703921509934,1.000030019820511,0.1900505755738235,70.10561163914122,6.394336452446464,6.3945284092790535
long_chat_code,4,285,300.0,0.5499999999999999,10.963374802966154,19.93340873266574,greedy,True,11.108804097451248,1.0132650116500395,0.18810804784262403,149.17243882427374,13.428307630206492,13.606434287361495
long_chat_code,4,285,300.0,0.5499999999999999,10.963374802966154,19.93340873266574,random,True,11.095793137463586,1.0120782456932518,0.19098359728086245,424.26646632359876,38.23669575193458,38.698527957724565
long_chat_code,4,285,300.0,0.6,11.960045239599443,19.93340873266574,LP relaxation,True,11.96004523959945,1.0000000000000007,0.19708830435952143,76.95518123240919,6.434355363273397,6.434355363273401
long_chat_code,4,285,300.0,0.6,11.960045239599443,19.93340873266574,MILP,True,11.96462231404487,1.0003826970846459,0.1971206348550996,77.02054092042884,6.43735664184042,6.439820199460078
long_chat_code,4,285,300.0,0.6,11.960045239599443,19.93340873266574,greedy,True,12.055179840009227,1.007954367939579,0.19479284118057139,153.03510096578458,12.694551470554208,12.79552860377892
long_chat_code,4,285,300.0,0.6,11.960045239599443,19.93340873266574,random,True,11.987536323708087,1.0022985769332728,0.19728248961558645,431.3341462519319,35.98188440095654,36.06459153045627
long_chat_code,4,285,300.0,0.65,12.956715676232731,19.93340873266574,LP relaxation,True,12.956715676232733,1.0000000000000002,0.20412835789779887,84.8876619362346,6.551634230266319,6.55163423026632
long_chat_code,4,285,300.0,0.65,12.956715676232731,19.93340873266574,MILP,True,12.9602952486684,1.0002762715895845,0.20415364246596204,84.96632429312707,6.555894187816199,6.557705395124616
long_chat_code,4,285,300.0,0.65,12.956715676232731,19.93340873266574,greedy,True,13.054424527011324,1.0075411742620721,0.20185107812205944,159.7435822416707,12.236738732614386,12.32901811179648
long_chat_code,4,285,300.0,0.65,12.956715676232731,19.93340873266574,random,True,13.077150717556949,1.0092951828483154,0.2049790595015017,436.65316662680885,33.39054325041714,33.70091445533435
long_chat_code,4,285,300.0,0.7,13.953386112866017,19.93340873266574,LP relaxation,True,13.95338611286602,1.0000000000000002,0.2111684114360764,94.53568841185002,6.775107321417942,6.775107321417944
long_chat_code,4,285,300.0,0.7,13.953386112866017,19.93340873266574,MILP,True,13.9551459994254,1.0001261261277476,0.21118084252176325,94.61618889504116,6.78002142714501,6.780876564993661
long_chat_code,4,285,300.0,0.7,13.953386112866017,19.93340873266574,greedy,True,13.986173885080968,1.0023498075628192,0.20843255693788942,172.98199981869647,12.368071585554654,12.397134173703881
long_chat_code,4,285,300.0,0.7,13.953386112866017,19.93340873266574,random,True,13.960106743645152,1.0004816487356383,0.21121588309647388,447.6823496194654,32.06869100934755,32.08413685382578
long_chat_code,4,285,300.0,0.75,14.950056549499305,19.93340873266574,LP relaxation,True,14.950056549499312,1.0000000000000004,0.21820846497435395,106.65822249041122,7.134302277537758,7.134302277537762
long_chat_code,4,285,300.0,0.75,14.950056549499305,19.93340873266574,MILP,True,14.951285356935465,1.0000821941664295,0.21821714474433684,106.71806270537112,7.137718273557513,7.138304952361216
long_chat_code,4,285,300.0,0.75,14.950056549499305,19.93340873266574,greedy,True,15.148838917779317,1.0132964291888695,0.21961257857471725,211.2613581829236,13.945712891235404,14.13114107518202
long_chat_code,4,285,300.0,0.75,14.950056549499305,19.93340873266574,random,True,14.959460905956377,1.000629051564182,0.21827489332470656,452.2092884146849,30.228982933110224,30.247998522107927
long_chat_code,4,285,300.0,0.7999999999999999,15.946726986132589,19.93340873266574,LP relaxation,True,15.946726986132576,0.9999999999999992,0.2252485185126313,121.00286826216872,7.587943806111056,7.587943806111051
long_chat_code,4,285,300.0,0.7999999999999999,15.946726986132589,19.93340873266574,MILP,True,15.947500602519389,1.0000485125497836,0.22525398300779545,121.08359705875657,7.592637873274497,7.593006211497313
long_chat_code,4,285,300.0,0.7999999999999999,15.946726986132589,19.93340873266574,greedy,True,16.0126474536171,1.0041337929433316,0.22571415249082669,214.31451306178064,13.384077410220451,13.439404414971824
long_chat_code,4,285,300.0,0.7999999999999999,15.946726986132589,19.93340873266574,random,True,16.36972053829706,1.0265254150605518,0.22823636398705247,464.55510666175564,28.37892715241694,29.131689974107964
long_chat_code,4,285,300.0,0.85,16.943397422765877,19.93340873266574,LP relaxation,True,16.943397422765884,1.0000000000000004,0.23228857205090897,137.39409358564822,8.109004950863016,8.109004950863019
long_chat_code,4,285,300.0,0.85,16.943397422765877,19.93340873266574,MILP,True,16.943417765547633,1.0000012006318006,0.23228871574361556,137.42997298529676,8.111112816018961,8.111122554478946
long_chat_code,4,285,300.0,0.85,16.943397422765877,19.93340873266574,greedy,True,17.04621045640399,1.0060680293965112,0.23301479933190464,218.84612383791819,12.83840325670162,12.91630706506755
long_chat_code,4,285,300.0,0.85,16.943397422765877,19.93340873266574,random,True,16.987318697678955,1.0025922354187398,0.2325988131451486,471.47492567453395,27.754522892359315,27.826469149631112
long_chat_code,4,285,300.0,0.9,17.940067859399164,19.93340873266574,LP relaxation,True,17.94006785939916,0.9999999999999998,0.23932862558918644,159.83072076454528,8.909148059928144,8.909148059928143
long_chat_code,4,285,300.0,0.9,17.940067859399164,19.93340873266574,MILP,True,17.943649687794984,1.000199655231178,0.2393539260924868,159.93234211819666,8.913033017300844,8.91481255096841
long_chat_code,4,285,300.0,0.9,17.940067859399164,19.93340873266574,greedy,True,17.970461157003776,1.0016941573377989,0.23954331083967303,223.98099136252048,12.463842157730411,12.484957867379098
