sweep,deadline_s,plan_deadline_s,source_nodes,jobs,mode,variant,ordering,target_basis,target_frac,full_node_kw,target_kw,cost_s,selected_node_kw,selected_active_kw,selected_over_target,selected_hit,selected_node_s_per_kw,selected_active_s_per_kw,egress_realized_node_kw,egress_realized_active_kw,egress_realized_over_target,egress_realized_hit,egress_realized_node_s_per_kw,egress_realized_active_s_per_kw,rebuild_realized_node_kw,rebuild_realized_active_kw,rebuild_realized_over_target,rebuild_realized_hit,rebuild_realized_node_s_per_kw,rebuild_realized_active_s_per_kw
fixed_plan_replay,5.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.0,0.0,0.0,False,nan,nan
fixed_plan_replay,6.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.12303832099727514,2.8470924627041176,0.013355038123608668,False,2130.565063925097,92.07328236604552
fixed_plan_replay,6.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.2591723064477301,5.823198697583443,0.02813152849566013,False,1011.4550888316643,45.016693033260495
fixed_plan_replay,6.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.2591723064477301,5.823198697583443,0.02813152849566013,False,1011.4550888316643,45.016693033260495
fixed_plan_replay,6.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.10588077916436305,2.445079382837579,0.011492694559191642,False,2451.083141259297,106.14076361479358
fixed_plan_replay,6.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.19651879354705853,4.414061497354886,0.021330882594575322,False,1320.5993590176577,58.794512253326566
fixed_plan_replay,6.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.19651879354705853,4.414061497354886,0.021330882594575322,False,1320.5993590176577,58.794512253326566
fixed_plan_replay,8.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.13184091002468631,3.008185808967869,0.014310503958111878,False,1988.314159783272,87.14260517395991
fixed_plan_replay,8.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.30105333886486735,6.648180854969947,0.03267745191247387,False,870.7465236200634,39.4305079779574
fixed_plan_replay,8.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.30105333886486735,6.648180854969947,0.03267745191247387,False,870.7465236200634,39.4305079779574
fixed_plan_replay,8.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.1146833681917742,2.6061727291013304,0.012448160393694853,False,2262.9488206100964,99.57996639871924
fixed_plan_replay,8.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2478790430341396,5.37126593635923,0.02690571557651443,False,1046.9727073999784,48.316839245736425
fixed_plan_replay,8.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2478790430341396,5.37126593635923,0.02690571557651443,False,1046.9727073999784,48.316839245736425
fixed_plan_replay,10.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
fixed_plan_replay,10.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3446912632194526,7.3584372681043835,0.03741407493095235,False,760.5099873793444,35.6245679197489
fixed_plan_replay,10.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3446912632194526,7.3584372681043835,0.03741407493095235,False,760.5099873793444,35.6245679197489
fixed_plan_replay,10.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348
fixed_plan_replay,10.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.28247390936555256,5.9549092940263275,0.03066077135907341,False,918.7488974683247,43.58128394222717
fixed_plan_replay,10.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.28247390936555256,5.9549092940263275,0.03066077135907341,False,918.7488974683247,43.58128394222717
fixed_plan_replay,12.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
fixed_plan_replay,12.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,12.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,12.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348
fixed_plan_replay,12.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,12.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,14.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
fixed_plan_replay,14.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,14.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,14.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348
fixed_plan_replay,14.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,14.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,16.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
fixed_plan_replay,16.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,16.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,16.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348
fixed_plan_replay,16.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,16.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,18.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
fixed_plan_replay,18.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,18.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,18.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348
fixed_plan_replay,18.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,18.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,20.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
fixed_plan_replay,20.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,20.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,20.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348
fixed_plan_replay,20.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,20.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,22.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
fixed_plan_replay,22.0,300.0,4,74,sf,active-knee MILP,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,22.0,300.0,4,74,sf,active-knee MILP,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035,0.3536879518675023,7.495475400841598,0.03839060906200248,False,741.1650491815419,34.973251758169035
fixed_plan_replay,22.0,300.0,4,74,sf,active-knee LP relaxation,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348,0.14261451632205535,3.0747112873495945,0.01547991135626144,False,1819.7487849491356,84.40551601086348
fixed_plan_replay,22.0,300.0,4,74,sf,active-knee LP relaxation,certified_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,22.0,300.0,4,74,sf,active-knee LP relaxation,node_marginal_pd,full_node_expected,0.45,20.47305957305462,9.21287680787458,259.5225927931689,9.212876807874588,7.163899639653879,1.0000000000000009,True,28.169549881677053,36.22644172130078,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554,0.2914705980136032,6.091947426763542,0.03163730549012364,False,890.3902985818718,42.60092456691554
fixed_plan_replay,24.0,300.0,4,74,sf,active-knee MILP,fifo,full_node_expected,0.45,20.47305957305462,9.21287680787458,262.14114824079616,9.213782661439415,8.567427613731935,1.000098324723507,True,28.450980218784906,30.597416174329204,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935,0.15827230824067737,3.45178689371331,0.017179466472990967,False,1656.2666656896813,75.94360727141935
