condition,replicate,destination_load_budget_ell,admission_feasible,sessions,deadline_s,target_w,planned_source_drop_w,source_baseline_w,source_post_w,measured_source_drop_w,sink_baseline_w,sink_post_w,measured_sink_rise_w,baseline_samples,post_samples,total_completion_s,deadline_hit,planned_hit,power_hit
admission,0,0.534657100938009,true,8,120.0,182.0318077276768,21.605191879351594,282.7452916666667,265.09725,17.6480416666667,82.93970833333333,194.2326666666667,111.29295833333336,240,240,10.823801755905151,true,false,false
admission,1,0.534657100938009,true,8,120.0,182.0318077276768,21.605191879351594,297.24941666666666,267.514625,29.734791666666638,82.56083333333332,191.21120833333333,108.65037500000001,240,240,3.758113145828247,true,false,false
admission,2,0.534657100938009,true,8,120.0,182.0318077276768,21.605191879351594,287.06516666666664,263.96683333333334,23.0983333333333,83.22641666666665,188.62091666666666,105.39450000000001,240,240,5.65739893913269,true,false,false
mechanism_only,0,2.0,false,8,120.0,182.0318077276768,194.2160185749597,294.16337500000003,133.64171548117156,160.52165951882847,82.68475000000002,307.14778242677824,224.46303242677823,240,239,6.640879154205322,true,true,false
mechanism_only,1,2.0,false,8,120.0,182.0318077276768,194.2160185749597,295.5047083333333,134.17669456066946,161.32801377266387,83.47154166666665,302.0007531380753,218.52921147140864,240,239,10.697895288467407,true,true,false
mechanism_only,2,2.0,false,8,120.0,182.0318077276768,194.2160185749597,301.76366666666667,135.83384937238495,165.92981729428172,83.48299999999999,307.7386610878661,224.2556610878661,240,239,6.571103811264038,true,true,false
