run_id,model_profile,profile_case,workload_profile,solver,seed,sessions,source_nodes,destination_nodes,power_limit_w,deadline_s,end_s,controller_delay_s,solve_s,planned_moves,plan_feasible,initial_source_power_w,requested_source_drop_w,planned_source_power_w,expected_source_power_at_deadline_w,modeled_source_power_at_deadline_w,modeled_source_drop_at_deadline_w,power_met,moves_committed_by_deadline,requests_started_by_deadline,accepted,completed_by_end,makespan_s,total_pause_s,p95_pause_s,total_wake_s,unresumed_after_deadline_s,deferred_sessions,request_arrivals,requests_completed_by_end,unfinished_requests,total_request_wait_s,p95_request_wait_s,network_bytes,network_duration_s,excess_energy_j,job_type,requested_fraction_of_available_drop,migration_completion_s,control_p95_request_wait_s
interactive-coding-live-20260714-lowest-context:1.0:random,gpt-oss-20b-a100-tp1-20260715,central,interactive-coding-live-20260714-lowest-context,random,3,50,1,1,536.9633567344,10,15,0.0,0.0052659171633422375,50,False,625.8597559126537,88.89639917825366,536.9633567344,622.5537784254138,622.5537784254138,3.3059774872398293,False,False,True,False,5,13.010053447371755,0.49999999999999856,0.09999999999999994,0,0.09999999999999964,26,8,8,0,0.24068758998018502,0.15644693348712013,156136,12.910365719371756,415.67903282999856,interactive_coding,1.0,15,0.15644693348712013
interactive-coding-live-20260714-lowest-context:1.0:load_only,gpt-oss-20b-a100-tp1-20260715,central,interactive-coding-live-20260714-lowest-context,load_only,3,50,1,1,536.9633567344,10,15,0.0,0.00812808284536004,50,True,625.8597559126537,88.89639917825366,536.9633567344,536.9633567344,536.9633567344,88.89639917825366,True,True,False,False,50,4.999999999999998,4.999999999999998,0.10000000000000009,11.211948026238403,0.0,50,8,2,6,11.211948026238403,6.898334590714956,312272,10.904019492735573,0.0,interactive_coding,1.0,4.999999999999998,0.15644693348712013
interactive-coding-live-20260714-lowest-context:1.0:node_aware,gpt-oss-20b-a100-tp1-20260715,central,interactive-coding-live-20260714-lowest-context,node_aware,3,50,1,1,536.9633567344,10,15,0.0,0.007951166946440935,50,True,625.8597559126537,88.89639917825366,536.9633567344,536.9633567344,536.9633567344,88.89639917825366,True,True,False,False,50,4.999999999999998,4.999999999999998,0.10000000000000009,11.211948026238403,0.0,50,8,2,6,11.211948026238403,6.898334590714956,312272,10.904019492735573,0.0,interactive_coding,1.0,4.999999999999998,0.15644693348712013
interactive-coding-live-20260714-lowest-context:1.0:node_drain,gpt-oss-20b-a100-tp1-20260715,central,interactive-coding-live-20260714-lowest-context,node_drain,3,50,1,1,536.9633567344,10,15,0.0,0.00771845830604434,50,True,625.8597559126537,88.89639917825366,536.9633567344,536.9633567344,536.9633567344,88.89639917825366,True,True,False,False,50,4.999999999999998,4.999999999999998,0.10000000000000009,10.522902665430369,0.0,50,8,3,5,10.522902665430369,6.134598146254864,273238,9.60622634360222,0.0,interactive_coding,1.0,4.999999999999998,0.15644693348712013
coding-live-20260714-lowest-context:0.25:random,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,random,3,50,1,1,693.9365922541865,10,15,0.0,0.003532667178660631,19,False,746.2610040941154,52.32441183992887,691.1010625730187,732.0411681942095,732.0411681942095,14.219835899905888,False,False,True,False,4,11.647694211541753,0.7417571654126206,0.390493590600728,0,0.44175716541262133,8,8,7,1,1.6302415538249226,0.8347450041526803,159913,11.648112475541753,173.0524087574152,coding,0.25,15,0.8347450041526803
coding-live-20260714-lowest-context:0.25:load_only,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,load_only,3,50,1,1,693.9365922541865,10,15,0.0,0.004511208273470402,21,True,746.2610040941154,52.32441183992887,689.3100709967092,689.3100709967092,689.3100709967092,56.950933097406164,True,True,False,False,21,2.0000000000000004,2.1000000000000005,0.10000000000000009,13.524483042118955,0.0,21,8,4,4,13.524483042118955,7.341773454056934,209132,7.2425485955518845,0.0,coding,0.25,2.0000000000000004,0.8347450041526803
coding-live-20260714-lowest-context:0.25:node_aware,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_aware,3,50,1,1,693.9365922541865,10,15,0.0,0.004074874799698591,15,True,746.2610040941154,52.32441183992887,693.1550917673272,693.1550917673272,693.1550917673272,53.10591232678814,True,True,False,False,15,1.0999999999999999,1.5,0.10000000000000003,5.603177655064565,0.0,15,8,5,3,5.603177655064565,4.202383241298424,156849,3.9579169364771456,0.0,coding,0.25,1.0999999999999999,0.8347450041526803
coding-live-20260714-lowest-context:0.25:node_drain,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_drain,3,50,1,1,693.9365922541865,10,15,0.0,0.007499999832361937,50,True,746.2610040941154,52.32441183992887,536.9633567344,536.9633567344,536.9633567344,209.29764735971537,True,True,False,False,50,4.6,4.999999999999998,0.10000000000000009,11.20635531012913,0.0,50,8,3,5,11.20635531012913,5.603177655064565,365981,9.60633233560222,0.0,coding,0.25,4.6,0.8347450041526803
coding-live-20260714-lowest-context:0.5:random,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,random,3,50,1,1,641.6121804142576,10,15,0.0,0.0042442502453923225,33,False,746.2610040941154,104.64882367985774,637.436098744661,726.1333354284579,726.1333354284579,20.12766866565744,False,False,True,False,5,11.647694211541753,0.8417571654126202,0.373405732330097,0,0.44175716541262133,16,8,7,1,1.6302415538249226,0.8347450041526803,159913,11.648112475541753,398.62315630416936,coding,0.5,15,0.8347450041526803
coding-live-20260714-lowest-context:0.5:load_only,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,load_only,3,50,1,1,641.6121804142576,10,15,0.0,0.006397124845534563,33,True,746.2610040941154,104.64882367985774,640.2802805738098,640.2802805738098,640.2802805738098,105.98072352030556,True,True,False,False,33,3.1000000000000014,3.3000000000000016,0.10000000000000009,13.524483042118955,0.0,33,8,3,5,13.524483042118955,7.573586227255916,313698,10.904125484735573,0.0,coding,0.5,3.1000000000000014,0.8347450041526803
coding-live-20260714-lowest-context:0.5:node_aware,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_aware,3,50,1,1,641.6121804142576,10,15,0.0,0.00582541711628437,32,True,746.2610040941154,104.64882367985774,638.9307191605277,638.9307191605277,638.9307191605277,107.33028493358768,True,True,False,False,32,2.800000000000001,3.200000000000001,0.10000000000000009,11.20635531012913,0.0,32,8,5,3,11.20635531012913,5.603177655064565,261415,10.904125484735573,0.0,coding,0.5,2.800000000000001,0.8347450041526803
coding-live-20260714-lowest-context:0.5:node_drain,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_drain,3,50,1,1,641.6121804142576,10,15,0.0,0.008038833271712065,50,True,746.2610040941154,104.64882367985774,536.9633567344,536.9633567344,536.9633567344,209.29764735971537,True,True,False,False,50,4.6,4.999999999999998,0.10000000000000009,11.20635531012913,0.0,50,8,3,5,11.20635531012913,5.603177655064565,365981,9.60633233560222,0.0,coding,0.5,4.6,0.8347450041526803
coding-live-20260714-lowest-context:0.75:random,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,random,3,50,1,1,589.2877685743289,10,15,0.0,0.004761542193591595,43,False,746.2610040941154,156.9732355197865,585.6238650251968,726.1333354284579,726.1333354284579,20.12766866565744,False,False,True,False,5,11.647694211541753,0.8417571654126202,0.373405732330097,0,0.44175716541262133,22,8,7,1,1.6302415538249226,0.8347450041526803,159913,11.648112475541753,660.2452155038131,coding,0.75,15,0.8347450041526803
coding-live-20260714-lowest-context:0.75:load_only,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,load_only,3,50,1,1,589.2877685743289,10,15,0.0,0.007212541066110134,43,True,746.2610040941154,156.9732355197865,585.6238650251968,585.6238650251968,585.6238650251968,160.6371390689186,True,True,False,False,43,4.000000000000002,4.300000000000001,0.10000000000000009,19.127660697183522,0.0,43,8,3,5,19.127660697183522,7.573586227255916,365981,10.904125484735573,0.0,coding,0.75,4.000000000000002,0.8347450041526803
coding-live-20260714-lowest-context:0.75:node_aware,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_aware,3,50,1,1,589.2877685743289,10,15,0.0,0.007074082735925913,43,True,746.2610040941154,156.9732355197865,584.4265945686201,584.4265945686201,584.4265945686201,161.8344095254953,True,True,False,False,43,3.900000000000002,4.300000000000001,0.10000000000000009,11.20635531012913,0.0,43,8,4,4,11.20635531012913,5.603177655064565,313698,10.904125484735573,0.0,coding,0.75,3.900000000000002,0.8347450041526803
coding-live-20260714-lowest-context:0.75:node_drain,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_drain,3,50,1,1,589.2877685743289,10,15,0.0,0.008061542175710201,50,True,746.2610040941154,156.9732355197865,536.9633567344,536.9633567344,536.9633567344,209.29764735971537,True,True,False,False,50,4.6,4.999999999999998,0.10000000000000009,11.20635531012913,0.0,50,8,3,5,11.20635531012913,5.603177655064565,365981,9.60633233560222,0.0,coding,0.75,4.6,0.8347450041526803
coding-live-20260714-lowest-context:1.0:random,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,random,3,50,1,1,536.9633567344,10,15,0.0,0.004996415693312883,50,False,746.2610040941154,209.29764735971537,536.9633567344,726.1333354284579,726.1333354284579,20.12766866565744,False,False,True,False,4,5.903177655064565,0.3999999999999989,0.09999999999999995,0,3.794062953870869,26,8,7,1,1.6302415538249226,0.8347450041526803,159913,11.20596155812913,928.4765286970674,coding,1.0,15,0.8347450041526803
coding-live-20260714-lowest-context:1.0:load_only,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,load_only,3,50,1,1,536.9633567344,10,15,0.0,0.007819999940693378,50,True,746.2610040941154,209.29764735971537,536.9633567344,536.9633567344,536.9633567344,209.29764735971537,True,True,False,False,50,4.6,4.999999999999998,0.10000000000000009,19.127660697183522,0.0,50,8,2,6,19.127660697183522,7.689492613855408,418264,10.904125484735573,0.0,coding,1.0,4.6,0.8347450041526803
coding-live-20260714-lowest-context:1.0:node_aware,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_aware,3,50,1,1,536.9633567344,10,15,0.0,0.007682707626372576,50,True,746.2610040941154,209.29764735971537,536.9633567344,536.9633567344,536.9633567344,209.29764735971537,True,True,False,False,50,4.6,4.999999999999998,0.10000000000000009,11.20635531012913,0.0,50,8,2,6,11.20635531012913,5.603177655064565,418264,10.904125484735573,0.0,coding,1.0,4.6,0.8347450041526803
coding-live-20260714-lowest-context:1.0:node_drain,gpt-oss-20b-a100-tp1-20260715,central,coding-live-20260714-lowest-context,node_drain,3,50,1,1,536.9633567344,10,15,0.0,0.007766874972730875,50,True,746.2610040941154,209.29764735971537,536.9633567344,536.9633567344,536.9633567344,209.29764735971537,True,True,False,False,50,4.6,4.999999999999998,0.10000000000000009,11.20635531012913,0.0,50,8,3,5,11.20635531012913,5.603177655064565,365981,9.60633233560222,0.0,coding,1.0,4.6,0.8347450041526803
agentic-tool-loop-live-20260714-lowest-context:0.25:random,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,random,3,50,4,4,5067.622178045729,10,15,0.0,0.005059999879449606,16,True,6040.878428415106,973.2562503693771,5053.8883106546,5053.888310654601,5053.888310654601,986.9901177605052,True,True,False,False,16,2.182722450229808,1.6000000000000012,0.10000000000000009,7.92715744891923,0.0,5,64,61,3,10.181643178314278,1.823209728530642,437385,7.8871215262932015,0.0,agentic_tool_loop,0.25,2.182722450229808,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.25:load_only,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,load_only,3,50,4,4,5067.622178045729,10,15,0.0,0.004436667077243328,14,True,6040.878428415106,973.2562503693771,4993.961075120121,4993.961075120124,4993.961075120124,1046.9173532949817,True,True,False,False,14,0.2,1.4000000000000001,0.1,25.7632617089875,0.0,14,63,60,3,28.171825798477315,1.981789362229808,379067,8.364052007055927,0.0,agentic_tool_loop,0.25,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.25:node_aware,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_aware,3,50,4,4,5067.622178045729,10,15,0.0,0.0041265422478318214,14,True,6040.878428415106,973.2562503693771,4993.961075120121,4993.961075120124,4993.961075120124,1046.9173532949817,True,True,False,False,14,0.2,1.4000000000000001,0.1,25.7632617089875,0.0,14,63,60,3,28.171825798477315,1.981789362229808,379067,8.364052007055927,0.0,agentic_tool_loop,0.25,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.25:node_drain,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_drain,3,50,4,4,5067.622178045729,10,15,0.0,0.0046302080154418945,16,True,6040.878428415106,973.2562503693771,4795.110427942304,4795.11042794231,4795.11042794231,1245.7680004727963,True,True,False,False,16,0.2,1.6000000000000003,0.1,23.781472346757692,0.0,16,65,60,5,26.877224765244662,1.981789362229808,379067,11.997995424223607,0.0,agentic_tool_loop,0.25,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.5:random,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,random,3,50,4,4,4094.3659276763524,10,15,0.0,0.006680625025182962,29,True,6040.878428415106,1946.5125007387537,4063.266633829807,4063.2666338298122,4063.2666338298122,1977.6117945852939,True,True,False,False,29,4.064511812459616,2.9000000000000017,0.10000000000000009,25.7632617089875,0.0,15,63,60,3,25.96663000799439,1.981789362229808,787293,10.729345376322266,0.0,agentic_tool_loop,0.5,4.064511812459616,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.5:load_only,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,load_only,3,50,4,4,4094.3659276763524,10,15,0.0,0.005522249732166529,26,True,6040.878428415106,1946.5125007387537,4059.635074765519,4059.6350747655283,4059.6350747655283,1981.2433536495778,True,True,False,False,26,0.2,2.600000000000001,0.1,39.635787244596145,0.0,26,63,58,5,41.89027297399118,1.981789362229808,583180,8.364052007055927,0.0,agentic_tool_loop,0.5,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.5:node_aware,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_aware,3,50,4,4,4094.3659276763524,10,15,0.0,0.0060379160568118095,26,True,6040.878428415106,1946.5125007387537,4059.635074765519,4059.6350747655283,4059.6350747655283,1981.2433536495778,True,True,False,False,26,0.2,2.600000000000001,0.1,39.635787244596145,0.0,26,63,58,5,41.89027297399118,1.981789362229808,583180,8.364052007055927,0.0,agentic_tool_loop,0.5,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.5:node_drain,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_drain,3,50,4,4,4094.3659276763524,10,15,0.0,0.006268291734158993,32,True,6040.878428415106,1946.5125007387537,3549.3424274695017,3549.342427469512,3549.342427469512,2491.536000945594,True,True,False,False,32,0.2,3.2000000000000015,0.1,55.16854373711243,0.0,32,59,55,4,56.82734571379382,2.0106894721483766,816452,11.997995424223607,0.0,agentic_tool_loop,0.5,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.75:random,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,random,3,50,4,4,3121.1096773069758,10,15,0.0,0.008022583089768887,41,True,6040.878428415106,2919.7687511081303,3042.6813392377753,3042.681339237781,3042.681339237781,2998.1970891773253,True,True,False,False,41,4.473998494616321,4.5099532261567035,0.10000000000000009,35.672208520136536,0.0,22,61,58,3,38.77881674742746,1.9817893622298088,1083867,10.729345376322266,0.0,agentic_tool_loop,0.75,4.473998494616321,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.75:load_only,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,load_only,3,50,4,4,3121.1096773069758,10,15,0.0,0.007197041064500809,39,True,6040.878428415106,2919.7687511081303,3069.013397940725,3069.0133979407346,3069.0133979407346,2971.8650304743715,True,True,False,False,39,0.2,3.900000000000002,0.1,65.68456814099281,0.0,39,63,56,7,67.53929222337493,2.399117849043038,903929,8.428311019232751,0.0,agentic_tool_loop,0.75,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.75:node_aware,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_aware,3,50,4,4,3121.1096773069758,10,15,0.0,0.007220416329801083,39,True,6040.878428415106,2919.7687511081303,3069.013397940725,3069.0133979407346,3069.0133979407346,2971.8650304743715,True,True,False,False,39,0.2,3.900000000000002,0.1,65.68456814099281,0.0,39,63,56,7,67.53929222337493,2.399117849043038,903929,8.428311019232751,0.0,agentic_tool_loop,0.75,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:0.75:node_drain,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_drain,3,50,4,4,3121.1096773069758,10,15,0.0,0.008231041021645069,48,True,6040.878428415106,2919.7687511081303,2303.574426996699,2303.574426996711,2303.574426996711,3737.3040014183953,True,True,False,False,48,0.2,4.799999999999999,0.1,80.3947408819064,0.0,48,59,52,7,81.24507527891276,2.4694976768427095,1137201,11.997995424223607,0.0,agentic_tool_loop,0.75,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:1.0:random,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,random,3,50,4,4,2147.8534269375987,10,15,0.0,0.008565582800656557,50,False,6040.878428415106,3893.0250014775074,2147.8534269376055,2147.8534269376105,2147.85342693761,3893.025001477496,False,True,False,False,50,4.574231766616322,5.819906452313406,0.10000000000000009,39.635787244596145,0.0,26,61,56,5,43.88193168456994,2.5806397720083782,1322123,13.368043853364753,5.6843418860808015e-11,agentic_tool_loop,1.0,4.574231766616322,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:1.0:load_only,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,load_only,3,50,4,4,2147.8534269375987,10,15,0.0,0.008528625126928091,50,False,6040.878428415106,3893.0250014775074,2147.853426937601,2147.8534269376114,2147.8534269376114,3893.0250014774947,False,True,False,False,50,0.2,4.999999999999998,0.1,85.88549553358621,0.0,50,59,51,8,87.9932822429372,3.1655512865527413,1195519,11.997995424223607,6.366462912410498e-11,agentic_tool_loop,1.0,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:1.0:node_aware,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_aware,3,50,4,4,2147.8534269375987,10,15,0.0,0.00869304221123457,50,False,6040.878428415106,3893.0250014775074,2147.853426937601,2147.8534269376114,2147.8534269376114,3893.0250014774947,False,True,False,False,50,0.2,4.999999999999998,0.1,85.88549553358621,0.0,50,59,51,8,87.9932822429372,3.1655512865527413,1195519,11.997995424223607,6.366462912410498e-11,agentic_tool_loop,1.0,0.2,0.5592983508367317
agentic-tool-loop-live-20260714-lowest-context:1.0:node_drain,gpt-oss-20b-a100-tp1-20260715,central,agentic-tool-loop-live-20260714-lowest-context,node_drain,3,50,4,4,2147.8534269375987,10,15,0.0,0.009390166029334068,50,False,6040.878428415106,3893.0250014775074,2147.8534269375987,2147.853426937611,2147.853426937611,3893.025001477495,False,True,False,False,50,0.2,4.999999999999998,0.1,85.85900515555171,0.0,50,59,52,7,86.3104000495668,3.1828906121097345,1195519,11.997995424223607,6.139089236967266e-11,agentic_tool_loop,1.0,0.2,0.5592983508367317
