total_jobs,D_s,Z_star,phi_star,H_star_s,r_q_median_s
10000,10,3555.880697423195,0.9999999999999983,19.999999999999815,0.06519324746140633
10000,20,2396.3725720115217,1.0000000000005618,40.000000000003624,0.06769487477098418
10000,30,1755.805002551365,0.9999999999999915,60.000000000000135,0.0732976724175308
10000,45,1211.5704796718085,1.000000000000013,90.00000000000013,0.09312626049882132
10000,60,886.2923885759394,0.9999999999999867,119.99999999999999,0.11015336654179438
10000,90,503.9519222579027,0.9999999999999898,179.9999999999995,0.13813712424946661
10000,120,304.31032522598366,0.9999999999999922,239.99999999999932,0.15514930755932177
10000,180,106.75096856606127,1.0000000000000064,359.99999999999994,0.18353481413079104
10000,300,0.0,0.9255761097450882,10.765826418916982,0.2191191146574321
10000,600,0.0,0.46278794047894267,10.520813392477715,0.21291829303438806
10000,900,0.0,0.3085251241804844,10.401052011658066,0.20906188110525256
