total_jobs,D_s,Z_star,phi_star,H_star_s,V_star_s,sigma_s2_s,sigma_s3_s,sigma_s4_s
10000,10,3555.880697423195,0.9999999999999983,19.999999999999815,12.861272267283361,9.552958128829385,9.552958066013668,9.552960130680683
10000,20,2396.3725720115217,1.0000000000005618,40.000000000003624,30.36337248250809,17.044838398430713,17.044837664917633,17.044837913144942
10000,30,1755.805002551365,0.9999999999999915,60.000000000000135,49.389861863168036,22.79070882894168,22.790699980964295,22.790699123873754
10000,45,1211.5704796718085,1.000000000000013,90.00000000000013,78.9843012225412,29.323412279982243,29.323411107631227,29.323412932582734
10000,60,886.2923885759394,0.9999999999999867,119.99999999999999,109.21667053705035,34.055001803029256,34.054993201945614,34.05499981945828
10000,90,503.9519222579027,0.9999999999999898,179.9999999999995,170.7085319186309,39.3250689711206,39.325063554012225,39.32507157346693
10000,120,304.31032522598366,0.9999999999999922,239.99999999999932,232.40370603160352,41.16004628955142,41.160062567897704,41.160028971991615
10000,180,106.75096856606127,1.0000000000000064,359.99999999999994,355.7190936000532,36.92459726475967,36.92455534461456,36.9244214560999
10000,300,0.0,0.9255761097450882,10.765826418916982,10.091870780404436,1.2036856611694091,1.203113428828604,1.207909804456291
10000,600,0.0,0.46278794047894267,10.520813392477715,9.846857740450938,1.2074494687314803,1.2011051688582468,1.1917143800324093
10000,900,0.0,0.3085251241804844,10.401052011658066,9.727096571737276,1.2287888214714027,1.2625394707937685,1.2042267057871925
