agent_scaffold,end_wall_time,final_success,final_success_source,finish_seconds,finish_step,has_real_wallclock,ledger_event_count,ledger_path,model_name,notes,run_id,source,start_wall_time,task_family,task_id,timeout
,,,missing,,,False,0,,,malformed_run: FileNotFoundError: ledger.jsonl missing: /Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/plots/ledger.jsonl,plots,swe_agent_pilot,,,,False
swe_agent,,False,swe_agent_target,,16.0,False,8,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_01/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_01,swe_agent_pilot,,,WIPACrepo__iceprod-339,False
swe_agent,,False,swe_agent_target,,17.0,False,5,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_02/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_02,swe_agent_pilot,,,asottile__pyupgrade-933,False
swe_agent,,False,swe_agent_target,,22.0,False,5,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_03/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_03,swe_agent_pilot,,,asottile__setup-cfg-fmt-132,False
swe_agent,,False,swe_agent_target,,18.0,False,8,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_04/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_04,swe_agent_pilot,,,dfm__emcee-510,False
swe_agent,,False,swe_agent_target,,32.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_05/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_05,swe_agent_pilot,,,fairlearn__fairlearn-967,False
swe_agent,,False,swe_agent_target,,32.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_06/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_06,swe_agent_pilot,,,googleapis__python-spanner-317,False
swe_agent,,False,swe_agent_target,,40.0,False,7,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_07/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_07,swe_agent_pilot,,,openstack-charmers__zaza-36,False
swe_agent,,False,swe_agent_target,,64.0,False,15,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_08/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_08,swe_agent_pilot,,,pydantic__pydantic-740,False
swe_agent,,False,swe_agent_target,,40.0,False,14,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_09/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_09,swe_agent_pilot,,,python-cmd2__cmd2-681,False
swe_agent,,False,swe_agent_target,,28.0,False,7,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_f_10/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_f_10,swe_agent_pilot,,,walles__px-50,False
swe_agent,,True,swe_agent_target,,42.0,False,13,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_01/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_01,swe_agent_pilot,,,Melevir__cognitive_complexity-15,False
swe_agent,,True,swe_agent_target,,26.0,False,11,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_02/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_02,swe_agent_pilot,,,geomet__geomet-101,False
swe_agent,,True,swe_agent_target,,36.0,False,15,/Users/grantwilkins/houdini/coding-progress-ledger/runs/swe_agent_pilot/swe_agent_pilot_s_03/ledger.jsonl,swe-agent-llama-70b,,swe_agent_pilot_s_03,swe_agent_pilot,,,hsahovic__poke-env-68,False
