phase,gpu,samples,power_mean_w
baseline,0,120,345.45550000000003
baseline,1,120,85.44641666666668
drain,0,1366,333.6771595900439
drain,1,1366,219.15598096632505
post,0,119,298.28268907563023
post,1,119,181.8849579831933
