phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,125.60566666666666
baseline,1,240,240,1.0,82.69725
drain,0,45,45,1.0,93.5728888888889
drain,1,45,45,1.0,261.33666666666664
post,0,239,239,1.0,132.11493723849372
post,1,239,239,1.0,87.43150627615064
