phase,gpu,samples,power_mean_w
baseline,0,479,358.4455949895616
baseline,1,479,82.7491440501044
drain,0,161,355.57254658385096
drain,1,161,216.8626086956522
post,0,479,268.1040083507307
post,1,479,122.29960334029228
