bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,0.08148429714693857,143.45850000000002,20
0,0.0,5.0,1,sink,0,82.43499999999999,20
1,5.0,10.0,0,source,0.08148429714693857,139.4365,20
1,5.0,10.0,1,sink,0,82.3845,20
2,10.0,15.0,0,source,0.08148429714693857,294.245,20
2,10.0,15.0,1,sink,0,82.4615,20
3,15.0,20.0,0,source,0.08148429714693857,145.352,20
3,15.0,20.0,1,sink,0,82.74049999999998,20
4,20.0,25.0,0,source,0.08148429714693857,109.81200000000001,20
4,20.0,25.0,1,sink,0,82.59350000000002,20
5,25.0,30.0,0,source,0.08148429714693857,92.72200000000002,20
5,25.0,30.0,1,sink,0,82.604,20
6,30.0,35.0,0,source,0.08148429714693857,86.87,20
6,30.0,35.0,1,sink,0,82.60899999999998,20
7,35.0,40.0,0,source,0.08148429714693857,86.3905,20
7,35.0,40.0,1,sink,0,82.63499999999998,20
8,40.0,45.0,0,source,0.08148429714693857,144.51500000000001,20
8,40.0,45.0,1,sink,0,82.7095,20
9,45.0,50.0,0,source,0.08148429714693857,97.70450000000001,20
9,45.0,50.0,1,sink,0,82.81849999999999,20
10,50.0,55.0,0,source,0.08148429714693857,86.22749999999999,20
10,50.0,55.0,1,sink,0,82.83600000000001,20
11,55.0,60.0,0,source,0.08148429714693857,129.7095,20
11,55.0,60.0,1,sink,0,82.90500000000002,20
12,60.0,65.0,0,source,0.08148429714693857,114.48150000000001,20
12,60.0,65.0,1,sink,0,82.8845,20
13,65.0,70.0,0,source,0.08148429714693857,110.40050000000001,20
13,65.0,70.0,1,sink,0,82.55199999999999,20
14,70.0,75.0,0,source,0.08148429714693857,86.292,20
14,70.0,75.0,1,sink,0,82.57999999999998,20
15,75.0,80.0,0,source,0.08148429714693857,106.9115,20
15,75.0,80.0,1,sink,0,82.53099999999999,20
16,80.0,85.0,0,source,0.08148429714693857,103.6265,20
16,80.0,85.0,1,sink,0,82.59449999999998,20
17,85.0,90.0,0,source,0.08148429714693857,86.21849999999999,20
17,85.0,90.0,1,sink,0,226.82900000000004,20
18,90.0,95.0,0,source,0.055726486502508554,86.169,20
18,90.0,95.0,1,sink,0.025757810644430012,133.3375,20
19,95.0,100.0,0,source,0.055726486502508554,85.95299999999997,20
19,95.0,100.0,1,sink,0.025757810644430012,83.32300000000001,20
20,100.0,105.0,0,source,0.055726486502508554,85.704,20
20,100.0,105.0,1,sink,0.025757810644430012,83.07000000000001,20
21,105.0,110.0,0,source,0.055726486502508554,129.0675,20
21,105.0,110.0,1,sink,0.025757810644430012,83.05850000000001,20
22,110.0,115.0,0,source,0.055726486502508554,129.4015,20
22,110.0,115.0,1,sink,0.025757810644430012,86.5795,20
23,115.0,120.0,0,source,0.055726486502508554,86.09700000000001,20
23,115.0,120.0,1,sink,0.025757810644430012,82.96199999999999,20
24,120.0,125.0,0,source,0.055726486502508554,129.18449999999999,20
24,120.0,125.0,1,sink,0.025757810644430012,82.92949999999999,20
25,125.0,130.0,0,source,0.055726486502508554,87.36749999999998,20
25,125.0,130.0,1,sink,0.025757810644430012,82.922,20
26,130.0,135.0,0,source,0.042834808383700615,116.20549999999999,20
26,130.0,135.0,1,sink,0.038649488763237955,233.12150000000003,20
27,135.0,140.0,0,source,0.042834808383700615,98.9005,20
27,135.0,140.0,1,sink,0.038649488763237955,241.0695,20
28,140.0,145.0,0,source,0.025203914880359918,104.01100000000001,20
28,140.0,145.0,1,sink,0.05628038226657865,353.5235,20
29,145.0,150.0,0,source,0.025203914880359918,86.278,20
29,145.0,150.0,1,sink,0.05628038226657865,254.054,20
30,150.0,155.0,0,source,0.0,86.42,20
30,150.0,155.0,1,sink,0.08148429714693857,175.3675,20
31,155.0,160.0,0,source,0.0,86.57842105263158,19
31,155.0,160.0,1,sink,0.08148429714693857,84.7942105263158,19
32,160.0,165.0,0,source,0.0,86.52000000000001,20
32,160.0,165.0,1,sink,0.08148429714693857,127.84350000000002,20
33,165.0,170.0,0,source,0.0,86.4625,20
33,165.0,170.0,1,sink,0.08148429714693857,84.1045,20
34,170.0,175.0,0,source,0.0,86.14500000000001,20
34,170.0,175.0,1,sink,0.08148429714693857,83.65100000000002,20
35,175.0,180.0,0,source,0.0,85.96950000000001,20
35,175.0,180.0,1,sink,0.08148429714693857,83.48150000000001,20
36,180.0,185.0,0,source,0.0,85.93199999999999,20
36,180.0,185.0,1,sink,0.08148429714693857,83.35050000000001,20
37,185.0,190.0,0,source,0.0,85.9185,20
37,185.0,190.0,1,sink,0.08148429714693857,83.2325,20
38,190.0,195.0,0,source,0.0,85.83749999999998,20
38,190.0,195.0,1,sink,0.08148429714693857,83.224,20
39,195.0,200.0,0,source,0.0,85.88550000000001,20
39,195.0,200.0,1,sink,0.08148429714693857,83.42550000000001,20
40,200.0,205.0,0,source,0.0,85.9335,20
40,200.0,205.0,1,sink,0.08148429714693857,82.83850000000001,20
41,205.0,210.0,0,source,0.0,85.81499999999997,20
41,205.0,210.0,1,sink,0.08148429714693857,82.77149999999997,20
42,210.0,212.10369682312012,0,source,0.0,85.8,9
42,210.0,212.10369682312012,1,sink,0.08148429714693857,82.72111111111111,9
