phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,131.22258333333332
baseline,1,240,240,1.0,82.80449999999998
drain,0,49,49,1.0,102.0604081632653
drain,1,49,49,1.0,291.7497959183674
post,0,240,240,1.0,95.48329166666666
post,1,240,240,1.0,116.54654166666667
