phase,gpu,samples,power_mean_w
baseline,0,120,339.4221666666666
baseline,1,120,83.63674999999999
drain,0,1608,331.62922263681594
drain,1,1608,240.09254975124378
post,0,120,89.96441666666668
post,1,120,153.95133333333334
