phase,gpu,samples,power_mean_w
baseline,0,479,344.8030688935282
baseline,1,479,82.15035490605429
drain,0,380,187.9052894736842
drain,1,380,211.04715789473684
post,0,479,88.71367432150315
post,1,479,248.08478079331942
