phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,303.27430962343095
baseline,1,239,239,1.0,82.92849372384936
drain,0,303,303,1.0,101.1657095709571
drain,1,303,303,1.0,342.1046864686469
post,0,240,240,1.0,88.20262499999998
post,1,240,240,1.0,330.4608333333333
