bandwidth_mbps,cache_hit_tokens,campaign,commit_ns,copied_blocks_after,copied_blocks_before,copy_policy,destination_ready_ns,duplicate_body_bytes,error,first_body_ns,last_body_ns,logical_body_bytes,measured_prompt_tokens,method,move_concurrency,newly_created_tokens,pause_ns,phase,processed_tail_tokens,protocol_bytes,repeat,route_switch_ns,scenario_id,serving_concurrency,session_id,split,stage_index,start_ns,success,wire_body_bytes,wire_bytes
1000,4235,parallel_surface,5886790508486455,,,initial_final,5886790508235158,0,,5886782279975329,5886783580296588,208158720,4235,kv_transfer,4,0,5886790508241268,initial,0,1404,0,5886790508398066,m-7a07de6e79b9f0fa,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,train,-1,5886782187986013,True,163577856,163579260
1000,4244,parallel_surface,5886790602520479,,,initial_final,5886790602317031,0,,5886783581150788,5886789759308640,208601088,4244,kv_transfer,4,0,5886790602318751,initial,0,2268,0,5886790602438070,m-7a07de6e79b9f0fa,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,train,-1,5886782189115821,True,253181952,253184220
1000,4242,parallel_surface,5886791549406159,,,initial_final,5886791549188591,0,,5886784718158124,5886786377603650,208502784,4242,kv_transfer,4,0,5886791549190831,initial,0,1836,0,5886791549320620,m-7a07de6e79b9f0fa,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,-1,5886782189769724,True,208502784,208504620
1000,4241,parallel_surface,5886790522756403,,,initial_final,5886790522538605,0,,5886786409028124,5886788068299182,208453632,4241,kv_transfer,4,0,5886790522540315,initial,0,1836,0,5886790522670004,m-7a07de6e79b9f0fa,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,train,-1,5886782190386438,True,208453632,208455468
1000,16384,parallel_surface,5889891171865885,,,initial_final,5889891171585029,0,,5889876658476849,5889881779436645,805306368,16523,kv_transfer,2,0,5889891171587039,initial,139,5400,1,5889891171743557,m-94712322a9cc6c4f,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,train,-1,5889876401177718,True,629145600,629151000
1000,16384,parallel_surface,5889898865285485,,,initial_final,5889898864975169,0,,5889881884711196,5889889726612601,805306368,16532,kv_transfer,2,0,5889898864977229,initial,148,8316,1,5889898865163597,m-94712322a9cc6c4f,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,train,-1,5889876402085079,True,968884224,968892540
1000,16384,parallel_surface,5889906164845229,,,initial_final,5889906164567942,0,,5889891336716530,5889897773091513,805306368,16530,kv_transfer,2,0,5889906164570212,initial,146,6912,1,5889906164722780,m-94712322a9cc6c4f,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,train,-1,5889891172043623,True,805306368,805313280
1000,16384,parallel_surface,5889906186928741,,,initial_final,5889906186498876,0,,5889899021231295,5889905463391857,805306368,16529,kv_transfer,2,0,5889906186503716,initial,145,6912,1,5889906186751393,m-94712322a9cc6c4f,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,train,-1,5889898865461153,True,805306368,805313280
1000,0,staged_append,5895058248123418,,,initial_final,5895053836439965,0,,,,0,28139,replay,1,0,5895053836443545,initial,28139,0,0,5895058247709562,m-b35dec3b9a228389,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,train,-1,5895046323656132,True,0,0
1000,0,staged_append,5895058248123418,,,initial_final,5895058247709122,0,,,,0,30295,replay,1,512,5895053836443545,catch_up,30295,0,0,5895058247709562,m-b35dec3b9a228389,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,train,0,5895056790550197,True,0,0
