activity,bandwidth_mbps,catch_up_new_tokens,concurrency,continuation_difference_s,continuation_ttft_s,deadline_met,deadline_s,destination_added_energy_j,destination_added_power_w,destination_baseline_power_w,destination_mean_power_w,elapsed_s,initial_requests_s,initial_time_to_first_responses_s,kind,kv_network_window_s,match_id,measured_kv_payload_bytes,measured_kv_throughput_mbps,measured_kv_wire_bytes,measured_processed_tokens,measured_prompt_tokens,measured_replay_throughput_tokens_s,median_service_pause_s,method,migration_s,repeat,scenario_id,service_window_s,session_set,source_added_energy_j,source_added_power_w,source_baseline_power_w,source_mean_power_w,status,total_added_energy_j
none,10000,0,1,-1.137286473,0.3960225635,True,900,151.99686735559987,21.179734717580573,82.29,103.46973471758058,22.73971748,7.176280565,6.569773798,migration,7.176523662,859e02e9ce7fba13,3221225472,3590.881329975053,3221255604,578,66114,0.0,0.000249852,kv_transfer,7.176523662,2,m-0fd031e2839b6be2,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",21.53759634156998,3.001118278981295,90.12,93.1211182789813,complete,173.53446369716985
none,10000,0,2,-0.522974319,0.338814636,True,900,65.06336845828997,23.596385468634807,82.29,105.88638546863481,8.395892397,2.757219483,1.902686156,migration,2.757344702,f4ddc1c2c69765cf,833716224,2418.918982150531,833724180,0,16962,0.0,0.005220273,kv_transfer,2.757344702,2,m-2ffa148910e42d26,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",2.985124461019978,1.082608372777898,90.12,91.2026083727779,complete,68.04849291930995
one_turn,10000,2156,1,0.166055607,0.749815625,True,900,1980.0626036434596,159.1443856081287,82.29,241.4343856081287,21.24400857,7.289652563,6.617631092,migration,0.037846834,42b5d498405740a0,0,0.821838888822246,3888,28139,28139,4252.125814933535,5.152270666,replay,12.441925589,0,m-7284e408dab69dc0,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,350.5964768420903,28.17863475666944,90.12,118.29863475666944,complete,2330.65908048555
none,1000,0,1,,0.436305356,True,900,,,,,15.796113546,0.0,0.0,control,0.0,b182bb88b660801d,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,1,c-b182bb88b660801d,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",,,,,complete,
one_turn,1000,0,1,-1.281386769,0.493651413,True,900,198.9860033163195,10.742251056001493,82.29,93.0322510560015,26.74621044,12.079312659,11.41944076,migration,18.52367835,6cf91c0f18583e03,1383088128,640.8157343112147,1483783068,0,28139,0.0,0.001647812,kv_transfer,18.52367835,1,m-3ad8f158caef1622,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,355.7945840230697,19.20755571870906,90.12,109.32755571870906,complete,554.7805873393893
none,10000,0,2,-0.07268003900000009,0.5038922484999999,True,900,96.88400429951994,10.767508590594957,82.29,93.05750859059496,45.549367962,8.997394462,8.060740883,migration,8.997810727,063565740025b8d1,5926649856,5269.46192741358,5926702632,0,120578,0.0,0.001173388,kv_transfer,8.997810727,0,m-6801171e70b2e051,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",48.352860321879795,5.373847237838191,90.12,95.4938472378382,complete,145.23686462139975
none,10000,0,4,-0.1332424645,0.486795502,True,900,83.5506617668,9.448455215586165,82.29,91.73845521558617,45.684437288,8.842377807,6.973557913,migration,8.842785393,5ffede37a42d8b4b,5926649856,5361.844547028463,5926705080,0,120578,0.0,0.022169893500000003,kv_transfer,8.842785393,2,m-31bd874a99f9e8c5,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",42.99097235427991,4.8617002950576875,90.12,94.98170029505769,complete,126.54163412107991
none,10000,0,2,-1.134932957,0.3983760795,True,900,126.1491642987199,18.353509837350742,82.29,100.64350983735075,22.929275519,6.873034353,5.890848743,migration,6.87329919,859e02e9ce7fba13,3221225472,3749.2976981844436,3221255604,578,66114,0.0,0.013012016000000001,kv_transfer,6.87329919,2,m-b04dbfcc5218290d,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",30.469540085769918,4.433029793043232,90.12,94.55302979304324,complete,156.6187043844898
none,1000,0,2,-0.144907624,0.514278232,True,900,64.94598304411075,1.286987850830144,82.29,83.57698785083015,87.014360592,50.463143364,49.441679098,migration,49.464267814,68757ca6403bf6d6,5926649856,958.5425753048426,5926700832,0,120578,0.0,0.005538584,kv_transfer,50.46355566,1,m-db8ec4683222b147,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",66.12093558082255,1.3102710404775024,90.12,91.4302710404775,complete,131.0669186249333
one_turn,1000,0,1,,0.583760018,True,900,-7.4392504373599975,-1.0645447302320292,82.29,81.22545526976798,17.881396683,0.0,0.0,control,0.0,42b5d498405740a0,0,0.0,0,0,0,0.0,0.0,replay,0.0,0,c-42b5d498405740a0,6.988199017,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,367.15751143914025,52.53964727477941,90.12,142.65964727477942,complete,359.71826100178026
one_turn,1000,2156,1,-0.108973936,0.474786082,True,900,59.95316902563953,3.4607536632781972,82.29,85.7507536632782,25.686545839,12.188763658,11.34364167,migration,17.323732013,42b5d498405740a0,1383088128,691.008348952575,1496355432,0,28139,0.0,5.134965975,kv_transfer,17.323732013,0,m-901df83039269cb7,,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,428.27196445826036,24.721691846588158,90.12,114.84169184658816,complete,488.22513348389987
none,10000,0,4,-0.023552166999999957,0.412753189,True,900,153.07267242589987,24.889934956943506,82.29,107.17993495694351,21.914959619,6.149684715,3.771019184,migration,6.149982822,b182bb88b660801d,3221225472,4190.262896314802,3221255604,578,66114,0.0,0.0628863245,kv_transfer,6.149982822,1,m-4fdd58759f616998,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",17.880744764549934,2.907446294091443,90.12,93.02744629409145,complete,170.9534171904498
none,10000,0,4,-0.9581372720000001,0.3394030815,True,900,33.19038030190995,10.743592795499126,82.29,93.03359279549913,8.899260597,3.089158252,0.857294094,migration,3.08931853,76711adfd9d55714,833716224,2158.985347490212,833724180,0,16962,0.0,0.000298917,kv_transfer,3.08931853,0,m-e3d9316dc6a2b5a5,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",14.639909956139954,4.738880052015858,90.12,94.85888005201586,complete,47.8302902580499
none,1000,0,4,-0.15837115400000001,0.500814702,True,900,38.66018288791983,0.7597785366326235,82.29,83.04977853663263,87.499204031,50.883076875,48.35666426,migration,50.883489101,68757ca6403bf6d6,5926649856,931.807969101478,5926705080,0,120578,0.0,0.014119998,kv_transfer,50.883489101,1,m-d334c0a7be22bb67,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",44.74130028968037,0.8792891580385174,90.12,90.99928915803852,complete,83.4014831776002
one_turn,1000,0,1,,0.581920491,True,900,-5.823607633400061,-0.7838872616648729,82.29,81.50611273833513,18.313639023,0.0,0.0,control,0.0,476c4b17360f0f6a,0,0.0,0,0,0,0.0,0.0,replay,0.0,2,c-476c4b17360f0f6a,7.429139263,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,417.32836902039986,56.17452496803463,90.12,146.29452496803464,complete,411.5047613869998
none,1000,0,1,-0.17997866149999997,0.47920719450000004,True,900,90.02297689078041,1.7425943178137686,82.29,84.03259431781377,88.244961607,51.659592752,50.760344427,migration,50.67537874,68757ca6403bf6d6,5926649856,935.6339870544399,5926700832,0,120578,0.0,0.0005837895,kv_transfer,51.660318165,1,m-e17a0d2c9af1620b,,"claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0",11.340258046168191,0.21951583824838394,90.12,90.33951583824839,complete,101.3632349369486
