commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,repeat,required_deadline_s,sample_id,scenario_id,status,token_distribution
17.515511867,9.464148653,17.515511867,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,180.0,36,c0c05fc746e0a8f6,True,8,queue_haul_deadline_blind,17.323968686,9.270643968,17.323968686,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,complete,uniform_range
14.13914797,6.235170697,14.13914797,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,180.0,36,c0c05fc746e0a8f6,True,8,queue_haul_power_blind,13.886258481,6.057942127,13.886258481,36,19.0,8d9fab9c9c062e5e,p-a2573a68ea8fb982,complete,uniform_range
16.863307686,9.035086116,16.863307686,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,180.0,36,c0c05fc746e0a8f6,True,8,isolated_fastest,16.634165207,8.810430363,16.634165207,36,19.0,8d9fab9c9c062e5e,p-a5aa10dde5ab85e7,complete,uniform_range
19.672650398,10.717331331,19.672650398,8,coding-uniform_range-5000mbps-30s,coding,180.0,17,40df8fd1f3a9a224,True,8,queue_haul_deadline_blind,19.49109918,10.529082957,19.49109918,17,30.0,0d60f79a46480bab,p-e7c0ad51f37e828c,complete,uniform_range
19.697647565,10.843097505,19.697647565,8,coding-uniform_range-5000mbps-30s,coding,180.0,17,40df8fd1f3a9a224,True,8,isolated_fastest,19.509435371,10.647412878,19.509435371,17,30.0,0d60f79a46480bab,p-98fd8207b536e70d,complete,uniform_range
15.848527149,6.698736499,15.848527149,8,coding-uniform_range-5000mbps-30s,coding,180.0,17,40df8fd1f3a9a224,True,8,queue_haul_power_blind,15.643925155,6.539282365,15.643925155,17,30.0,0d60f79a46480bab,p-01e7cbfedd2edb40,complete,uniform_range
9.022450996,4.730757997,9.022450996,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,180.0,31,acae31cec912ad4e,True,8,queue_haul_power_blind,8.82227474,4.370782812,8.82227474,31,19.0,1ace3bff016800ba,p-67cc525507ad7709,complete,uniform_support
9.568209814,5.411914968,9.568209814,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,180.0,31,acae31cec912ad4e,True,8,isolated_fastest,9.367624305,5.210204367,9.367624305,31,19.0,1ace3bff016800ba,p-3d4d25ee6c3d5be4,complete,uniform_support
9.663210416,5.428901019,9.663210416,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,180.0,31,acae31cec912ad4e,True,8,queue_haul_deadline_blind,9.451652425,5.217560956,9.451652425,31,19.0,1ace3bff016800ba,p-934d5875b43114c3,complete,uniform_support
17.394764072,7.988338208,17.394764072,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,180.0,40,d0e61178d486fec7,True,8,queue_haul_power_blind,17.195952653,7.828788622,17.195952653,40,30.0,9b2ac03a155c9958,p-4b12e7145300d25f,complete,uniform_range
18.264935799,9.141949773,18.264935799,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,180.0,40,d0e61178d486fec7,True,8,queue_haul_deadline_blind,18.040308065,8.934437668,18.040308065,40,30.0,9b2ac03a155c9958,p-fe983664a6ea9bce,complete,uniform_range
18.401052071,9.320062878,18.401052071,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,180.0,40,d0e61178d486fec7,True,8,isolated_fastest,18.176506232,9.082942406,18.176506232,40,30.0,9b2ac03a155c9958,p-9d0e9a9ef9af5eae,complete,uniform_range
18.54485917,9.119157082,18.54485917,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,180.0,41,0ad343c57832d628,True,8,queue_haul_deadline_blind,18.199782045,8.88145944,18.199782045,41,30.0,18d0936d67b4d0ad,p-4115a9a533dcf834,complete,uniform_range
16.31324888,6.901740696,16.31324888,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,180.0,41,0ad343c57832d628,True,8,queue_haul_power_blind,15.986291027,6.655429324,15.986291027,41,30.0,18d0936d67b4d0ad,p-25e25426d2a93ce6,complete,uniform_range
18.003195487,8.507947139,18.003195487,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,180.0,41,0ad343c57832d628,True,8,isolated_fastest,17.651603925,8.250008947,17.651603925,41,30.0,18d0936d67b4d0ad,p-77daa1e074bcb75f,complete,uniform_range
11.474654393,5.958324643,11.474654393,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,180.0,32,09065de5c0bd4b92,True,8,queue_haul_deadline_blind,11.322731994,5.770182161,11.322731994,32,19.0,a6480ed00063b837,p-2ebfb0f8ff7a3855,complete,uniform_support
10.960618406,6.429899473,10.960618406,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,180.0,32,09065de5c0bd4b92,True,8,isolated_fastest,10.749392264,6.198703685,10.749392264,32,19.0,a6480ed00063b837,p-8f3e528815daa7fe,complete,uniform_support
