catch_up_finish_s,catch_up_start_s,condition,context_profile,context_tokens,continuation_start_s,continuation_ttft_delta_s,continuation_ttft_s,episode,first_token_s,match_id,method,migration_finish_s,migration_start_s,migration_ttft_s,order,policy,quiesce_s,reaction_commit_s,reaction_readiness_s,repeat,required_deadline_s,sample_id,scenario_id,scheduler_wait_s,service_pause_s,session_id,token_distribution
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,20224,17.51969371,0.09149095200000001,0.818599955,36,18.338293665,c0c05fc746e0a8f6,kv_transfer,2.636111826,0.00108136,2.444574335,0,queue_haul_deadline_blind,2.636113466,2.636386834,2.445655695,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.00108136,0.000273368,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,20480,17.519860419,0.02133320400000005,0.752948617,36,18.272809036,c0c05fc746e0a8f6,kv_transfer,5.74463504,0.002125651,5.550095224,1,queue_haul_deadline_blind,5.74463668,5.745114525,5.552220875,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.002125651,0.000477845,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22528,17.519212205,0.08639920700000003,0.818570025,36,18.33778223,c0c05fc746e0a8f6,kv_transfer,7.552885955,0.002892805,7.352687498,2,queue_haul_deadline_blind,7.552888735,7.553255472,7.355580303,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.002892805,0.000366737,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22784,17.521465975,-0.09012760499999994,0.7514431,36,18.272909075,c0c05fc746e0a8f6,kv_transfer,9.463854286,0.004000545,9.266643423,3,queue_haul_deadline_blind,9.463855855,9.464148653,9.270643968,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.004000545,0.000292798,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,24320,17.52207757,0.08797084200000005,0.815549881,36,18.337627451,c0c05fc746e0a8f6,kv_transfer,11.31853141,0.004667429,11.166596955,4,queue_haul_deadline_blind,11.31853297,11.318856377,11.171264384,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.004667429,0.000323407,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,25088,17.518196173,-0.00497471599999999,0.820181982,36,18.338378155,c0c05fc746e0a8f6,kv_transfer,13.362181417,0.005505542,13.210717798,5,queue_haul_deadline_blind,13.362182897,13.362503395,13.21622334,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.005505542,0.000320498,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,26368,17.521834922,-0.024391866999999956,0.815849579,36,18.337684501,c0c05fc746e0a8f6,kv_transfer,15.44887582,0.006127836,15.293491395,6,queue_haul_deadline_blind,15.44887709,15.449200737,15.299619231,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.006127836,0.000323647,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,27392,17.517545959,-0.03048234499999991,0.820530398,36,18.338076357,c0c05fc746e0a8f6,kv_transfer,17.5151736,0.006579752,17.317388934,7,queue_haul_deadline_blind,17.5151764,17.515511867,17.323968686,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,0.006579752,0.000335467,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22784,14.146786813,-0.07331708399999992,0.768253621,36,14.915040434,c0c05fc746e0a8f6,kv_transfer,4.646505842,0.000860112,4.426633195,0,queue_haul_power_blind,4.646506842,4.647251965,4.427493307,36,19.0,8d9fab9c9c062e5e,p-a2573a68ea8fb982,0.000860112,0.000745123,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,24320,14.146458856,0.02308691500000004,0.750665954,36,14.89712481,c0c05fc746e0a8f6,kv_transfer,6.2348696,0.001844244,6.056097883,1,queue_haul_power_blind,6.23487082,6.235170697,6.057942127,36,19.0,8d9fab9c9c062e5e,p-a2573a68ea8fb982,0.001844244,0.000299877,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,25088,14.141845246,0.011654162999999995,0.836810861,36,14.978656107,c0c05fc746e0a8f6,kv_transfer,8.259258935,0.002562437,8.05061277,2,queue_haul_power_blind,8.259260065,8.259618872,8.053175207,36,19.0,8d9fab9c9c062e5e,p-a2573a68ea8fb982,0.002562437,0.000358807,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,26368,14.145350735,-0.0706019269999999,0.769639519,36,14.914990254,c0c05fc746e0a8f6,kv_transfer,10.394757158,0.004030495,10.199065249,3,queue_haul_power_blind,10.394758378,10.395081975,10.203095744,36,19.0,8d9fab9c9c062e5e,p-a2573a68ea8fb982,0.004030495,0.000323597,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,20224,14.144062577,4.559429811,5.286538814,36,19.430601391,c0c05fc746e0a8f6,replay,4.522755984,0.005281374,4.330564045,4,queue_haul_power_blind,4.522757494,4.52316747,4.335845419,36,19.0,8d9fab9c9c062e5e,p-a2573a68ea8fb982,0.005281374,0.000409976,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
