committed_before_power_window,committed_by_deadline,condition,context_profile,episode,hit_power_target,match_id,policy,power_attainment_fraction,power_target_fraction,repeat,required_deadline_s,sample_id,scenario_id,token_distribution
6,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,36,False,c0c05fc746e0a8f6,queue_haul_deadline_blind,0.8086406777191143,1.0,36,19.0,8d9fab9c9c062e5e,p-97044cfd526c3b63,uniform_range
7,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,36,False,c0c05fc746e0a8f6,queue_haul_power_blind,0.9943697574551815,1.0,36,19.0,8d9fab9c9c062e5e,p-a2573a68ea8fb982,uniform_range
6,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,36,False,c0c05fc746e0a8f6,isolated_fastest,0.8518221202069279,1.0,36,19.0,8d9fab9c9c062e5e,p-a5aa10dde5ab85e7,uniform_range
8,8,coding-uniform_range-5000mbps-30s,coding,17,True,40df8fd1f3a9a224,queue_haul_deadline_blind,1,1.0,17,30.0,0d60f79a46480bab,p-e7c0ad51f37e828c,uniform_range
8,8,coding-uniform_range-5000mbps-30s,coding,17,True,40df8fd1f3a9a224,isolated_fastest,1,1.0,17,30.0,0d60f79a46480bab,p-98fd8207b536e70d,uniform_range
8,8,coding-uniform_range-5000mbps-30s,coding,17,True,40df8fd1f3a9a224,queue_haul_power_blind,1,1.0,17,30.0,0d60f79a46480bab,p-01e7cbfedd2edb40,uniform_range
8,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,31,True,acae31cec912ad4e,queue_haul_power_blind,1,1.0,31,19.0,1ace3bff016800ba,p-67cc525507ad7709,uniform_support
8,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,31,True,acae31cec912ad4e,isolated_fastest,1,1.0,31,19.0,1ace3bff016800ba,p-3d4d25ee6c3d5be4,uniform_support
8,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,31,True,acae31cec912ad4e,queue_haul_deadline_blind,1,1.0,31,19.0,1ace3bff016800ba,p-934d5875b43114c3,uniform_support
8,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,40,True,d0e61178d486fec7,queue_haul_power_blind,1,1.0,40,30.0,9b2ac03a155c9958,p-4b12e7145300d25f,uniform_range
8,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,40,True,d0e61178d486fec7,queue_haul_deadline_blind,1,1.0,40,30.0,9b2ac03a155c9958,p-fe983664a6ea9bce,uniform_range
8,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,40,True,d0e61178d486fec7,isolated_fastest,1,1.0,40,30.0,9b2ac03a155c9958,p-9d0e9a9ef9af5eae,uniform_range
8,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,41,True,0ad343c57832d628,queue_haul_deadline_blind,1,1.0,41,30.0,18d0936d67b4d0ad,p-4115a9a533dcf834,uniform_range
8,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,41,True,0ad343c57832d628,queue_haul_power_blind,1,1.0,41,30.0,18d0936d67b4d0ad,p-25e25426d2a93ce6,uniform_range
8,8,interactive_coding-uniform_range-5000mbps-30s,interactive_coding,41,True,0ad343c57832d628,isolated_fastest,1,1.0,41,30.0,18d0936d67b4d0ad,p-77daa1e074bcb75f,uniform_range
8,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,32,True,09065de5c0bd4b92,queue_haul_deadline_blind,1,1.0,32,19.0,a6480ed00063b837,p-2ebfb0f8ff7a3855,uniform_support
8,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,32,True,09065de5c0bd4b92,isolated_fastest,1,1.0,32,19.0,a6480ed00063b837,p-8f3e528815daa7fe,uniform_support
8,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,32,True,09065de5c0bd4b92,queue_haul_power_blind,1,1.0,32,19.0,a6480ed00063b837,p-653b7ba51c9c53c0,uniform_support
8,8,agentic_tool_loop-uniform_range-5000mbps-30s,agentic_tool_loop,64,True,b4d5b91481666125,isolated_fastest,1,1.0,64,30.0,7d4087ac933234e8,p-3cab6373675462cf,uniform_range
8,8,agentic_tool_loop-uniform_range-5000mbps-30s,agentic_tool_loop,64,True,b4d5b91481666125,queue_haul_deadline_blind,1,1.0,64,30.0,7d4087ac933234e8,p-16b98278558df228,uniform_range
8,8,agentic_tool_loop-uniform_range-5000mbps-30s,agentic_tool_loop,64,True,b4d5b91481666125,queue_haul_power_blind,1,1.0,64,30.0,7d4087ac933234e8,p-65940c3e6a071b45,uniform_range
8,8,agentic_tool_loop-uniform_support-5000mbps-30s,agentic_tool_loop,53,True,72dbbd30660430ef,queue_haul_power_blind,1,1.0,53,30.0,5a20eb22f011ad34,p-fdbdc624b43db629,uniform_support
8,8,agentic_tool_loop-uniform_support-5000mbps-30s,agentic_tool_loop,53,True,72dbbd30660430ef,queue_haul_deadline_blind,1,1.0,53,30.0,5a20eb22f011ad34,p-9d99a92020b72ad8,uniform_support
8,8,agentic_tool_loop-uniform_support-5000mbps-30s,agentic_tool_loop,53,True,72dbbd30660430ef,isolated_fastest,1,1.0,53,30.0,5a20eb22f011ad34,p-2be6217d6d24fb06,uniform_support
8,8,coding-uniform_support-5000mbps-30s,coding,4,True,8914ac8e339a4c12,isolated_fastest,1,1.0,4,30.0,db2cb3dabc3d77dc,p-f3775f1870945c32,uniform_support
8,8,coding-uniform_support-5000mbps-30s,coding,4,True,8914ac8e339a4c12,queue_haul_power_blind,1,1.0,4,30.0,db2cb3dabc3d77dc,p-0609e1fcffbb5dd4,uniform_support
