connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
e688743a034dc020,kv/east,,1816614951542,1816616092082,0,0,17,8,10,0,30,21,10,0
14e426ba9ec2b705,kv/germany,,1816615400490,1816616258803,0,0,14,7,10,0,20,14,10,0
9ad8429200123d43,api/germany,,1964095561794,1964195432055,125,53045,,,,,,,,
e11f589019bbd520,api/germany,,1964296474718,1964400383527,125,53103,,,,,,,,
e9398a7e047ebd61,api/east,,1964094741476,1964493296475,125,53051,,,,,,,,
5423103ae9f8d309,api/germany,,1964501338065,1964605688124,125,53137,,,,,,,,
72a3ece22f6fee78,api/germany,,1964706672407,1964812688297,125,53151,,,,,,,,
b809fa5275e2b779,api/east,,1964594333957,1965009629674,125,53145,,,,,,,,
ac778749623b879c,api/germany,,1964913717454,1965018064799,125,53139,,,,,,,,
3f9f6dd2e6906d72,api/germany,,1965118856051,1965223403890,125,53152,,,,,,,,
b707c685c707f452,api/germany,,1965324406337,1965424355446,125,53151,,,,,,,,
76789bbcb14ad58b,api/east,,1965110519971,1965508850672,125,53162,,,,,,,,
26be4ef1d8a50ce6,api/germany,,1965525229884,1965631467188,125,53152,,,,,,,,
2f5887b33ee94e9e,api/germany,,1965732485003,1965837141725,125,53139,,,,,,,,
cf7640cc51a6a007,api/east,,1965609569649,1966009304682,125,53161,,,,,,,,
ce878b1daf71f746,api/germany,,1965938119787,1966045455923,125,53159,,,,,,,,
efdfbb0479bc9924,api/germany,,1964070364401,1966103889672,1541,15266,,,,,,,,
b7c922f9d7a1abdf,api/east,,1964069382112,1966245683632,1541,15265,,,,,,,,
73474ebd5b476c2f,api/germany,,1966146317857,1966250430488,125,54563,,,,,,,,
1a84b7d8bfc13414,api/germany,,1966351610412,1966455847279,125,54564,,,,,,,,
7f1d381da063107c,api/east,,1966110380946,1966516378691,125,54570,,,,,,,,
f5f67119fb15fcd7,api/germany,,1966556831827,1966656398903,125,54577,,,,,,,,
00bd7f083bb8596b,api/germany,,1964778860336,1966736833014,1541,15270,,,,,,,,
d273a1ffacccf163,api/germany,,1966757489860,1966861358150,125,54568,,,,,,,,
de506de963ce16ad,api/east,,1964776895901,1966869471163,1541,15281,,,,,,,,
23ec1244f99ad8cb,api/east,,1966617259671,1967015382774,125,54581,,,,,,,,
e9198088e932b0cc,api/germany,,1966962308780,1967067778425,125,54581,,,,,,,,
5b6ab112327b8295,api/germany,,1967168664435,1967265724589,125,54574,,,,,,,,
251153f62d109768,api/germany,,1965484529145,1967435754381,1541,15287,,,,,,,,
d5e2b2f56b025b4b,api/germany,,1967366554082,1967473119510,125,54594,,,,,,,,
a4435df27ec671b3,api/east,,1967116396592,1967516361935,125,54590,,,,,,,,
ad91cf3285deb26e,api/east,,1965483821754,1967560169317,1541,15264,,,,,,,,
67fe3556344ca447,api/germany,,1967574286503,1967678577102,125,54589,,,,,,,,
c75b40be928b0903,api/germany,,1967779666772,1967879790096,125,54577,,,,,,,,
a383e2333b5896a3,api/east,,1967617236764,1968033576750,125,54595,,,,,,,,
096f66fe789a5bce,api/germany,,1967980810727,1968080724610,125,54590,,,,,,,,
c8b5312a91daf898,api/germany,,1966191159676,1968115436283,1541,14051,,,,,,,,
572e8f5f019cf218,api/east,,1966190883339,1968265246561,1541,14051,,,,,,,,
0713134233a933fc,api/germany,,1968181564574,1968287908417,125,54592,,,,,,,,
83276b96878672c4,api/germany,,1968389031299,1968496327470,125,54578,,,,,,,,
b37da1833bb10152,api/east,,1968134618290,1968532082035,125,54584,,,,,,,,
215452c235982b81,api/germany,,1968597532811,1968705058487,125,54579,,,,,,,,
72f710103bb00748,api/germany,,1966898105891,1968831334348,1541,14034,,,,,,,,
c442d02963068699,api/germany,,1968806269834,1968905437383,125,54577,,,,,,,,
431e8ca1c1e67b05,api/east,,1966897627983,1968933720159,1541,13525,,,,,,,,
4e1f24db417c9def,api/east,,1968633087083,1969030841867,125,54584,,,,,,,,
c469a3323bf7aac2,api/germany,,1969006268621,1969111932965,125,54577,,,,,,,,
7e1dc842a7328026,api/germany,,1969212893393,1969317251727,125,54578,,,,,,,,
9e316f14e39d033b,api/germany,,1969418419261,1969524788019,125,54591,,,,,,,,
257a8a623734eceb,api/east,,1969131836760,1969529022428,125,54595,,,,,,,,
8a6b138d2fe3da65,api/germany,,1967605161500,1969530875108,1541,15276,,,,,,,,
abb00c9197c2942f,api/east,,1967604657093,1969652445028,1541,15274,,,,,,,,
aa5ef6bee86187c0,api/germany,,1969625751461,1969729718174,125,54595,,,,,,,,
1de03c3dbe2057c3,api/germany,,1969830904893,1969928865061,125,54584,,,,,,,,
e2109dd589114210,api/east,,1969629884601,1970052244240,125,54584,,,,,,,,
293f2418ec32b1be,api/germany,,1970029910466,1970135785523,125,54597,,,,,,,,
a4c266f21f665e9e,api/germany,,1968312231276,1970251395877,1541,15289,,,,,,,,
554e785d1b4eedc8,api/germany,,1970236756449,1970341201730,125,54583,,,,,,,,
5637e8941f015171,api/east,,1968311716935,1970369367486,1541,15289,,,,,,,,
62f0cabdf2006a03,api/germany,,1970442152169,1970547474983,125,54597,,,,,,,,
7b6a9412d722f03a,api/east,,1970153105051,1970550428550,125,54596,,,,,,,,
5942e46ba4f8d2c4,api/germany,,1970648406115,1970752583355,125,54599,,,,,,,,
77df674b18fc394f,api/germany,,1970853467630,1970957444992,125,54598,,,,,,,,
4dbf5a420cead3eb,api/germany,,1969019086330,1970970427079,1541,15257,,,,,,,,
1c2dde535337a9ef,api/east,,1969018616583,1971029538323,1541,13525,,,,,,,,
ef99778da93da3a0,api/east,,1970651308887,1971048665637,125,54600,,,,,,,,
3ae9d0b31aedc380,api/germany,,1971058241302,1971163072649,125,54597,,,,,,,,
f95c9ffdd74a28cd,api/germany,,1971264233685,1971364721590,125,54599,,,,,,,,
db701e698439a9be,api/east,,1971149585548,1971565445624,125,54601,,,,,,,,
c755b5b94af11a8f,api/germany,,1971465547541,1971569285425,125,54598,,,,,,,,
58ef1f8ce849266e,api/germany,,1969726114663,1971661006235,1541,14032,,,,,,,,
ce9fd88259a674cc,api/germany,,1971670042292,1971774574600,125,54613,,,,,,,,
6d6cba172b2f2f42,api/east,,1969725610462,1971783293685,1541,15275,,,,,,,,
8acf412fa1a2b66e,api/germany,,1971875588257,1971979724896,125,54627,,,,,,,,
6ac42aeacb3f8f5c,api/east,,1971666721410,1972066746238,125,54615,,,,,,,,
6653d1adbc2c0feb,api/germany,,1972080757367,1972185176935,125,54613,,,,,,,,
43f4de354438f2dd,api/germany,,1970433077339,1972377694090,1541,15275,,,,,,,,
f511bda4b043cbf9,api/germany,,1972286035241,1972392184254,125,54613,,,,,,,,
050fd15c36a7601b,api/east,,1970432679907,1972498318264,1541,15275,,,,,,,,
a25c7b167e16e3e4,api/east,,1972167715822,1972565543973,125,54629,,,,,,,,
e2e6bc0a494b5075,api/germany,,1972493298278,1972593078139,125,54800,,,,,,,,
4b6fedadf9d536c5,api/germany,,1972693847079,1972794792588,125,54788,,,,,,,,
98c2256d111408e8,api/germany,,1972895730728,1972992226015,125,54801,,,,,,,,
aba8a40e5ac7a91f,api/germany,,1971140357121,1973055700810,1543,15275,,,,,,,,
070d3ee99024d596,api/east,,1972666561096,1973064561289,125,54792,,,,,,,,
017e4421730aaf1f,api/germany,,1973093186523,1973200953332,125,54790,,,,,,,,
ff44b12dd38d69eb,api/east,,1971139717105,1973207444175,1543,14043,,,,,,,,
982e82981faac361,api/germany,,1973301907522,1973401414595,125,54802,,,,,,,,
c6c8baa6166b47b8,api/east,,1973165492551,1973579805391,125,54807,,,,,,,,
61c3eb67bd564555,api/germany,,1973502381734,1973608162193,125,54789,,,,,,,,
791f3f8f70dfdf69,api/germany,,1971847315711,1973769963505,1543,14061,,,,,,,,
f07c1999e7c9c68a,api/germany,,1973709042821,1973808613964,125,54788,,,,,,,,
07b04a6ce49da46c,api/east,,1971846766330,1973927560875,1543,14049,,,,,,,,
8ae4c7988eeee566,api/germany,,1973909408361,1974013245746,125,54800,,,,,,,,
50104f52a5103d4b,api/east,,1973680908695,1974080635783,125,54791,,,,,,,,
a6abec0510fa9208,api/germany,,1974113966966,1974212287147,125,54787,,,,,,,,
a1ef2b0b2867c101,api/germany,,1974314675921,1974419622979,125,54787,,,,,,,,
9dc2f33fd47ee5d9,api/germany,,1972554357530,1974483174727,1543,14032,,,,,,,,
e07cd117d8457a77,api/east,,1974181301650,1974587413132,125,54792,,,,,,,,
06d8661e77cdcd78,api/germany,,1974520641015,1974626705930,125,54790,,,,,,,,
509a8cefeac71005,api/east,,1972553778188,1974631684078,1543,14022,,,,,,,,
e2d063c3888ca00e,api/germany,,1974727555740,1974831707478,125,54789,,,,,,,,
5d23af9c919684ea,api/germany,,1974932798879,1975037078054,125,54791,,,,,,,,
886b602c27da10e4,api/east,,1974688525472,1975085964601,125,54806,,,,,,,,
ae5e275523aa8583,api/germany,,1973261228384,1975203448099,1543,14032,,,,,,,,
e1aaa23b901735c2,api/germany,,1975138035806,1975244469997,125,54789,,,,,,,,
1b81c9d3ad161040,api/east,,1973260607680,1975317413295,1543,14032,,,,,,,,
9f0525d7bfc1c134,api/germany,,1975345207026,1975452421559,125,54790,,,,,,,,
0afce284b07919a0,api/east,,1975187029593,1975623549420,125,54807,,,,,,,,
6a08afaab1564a3f,api/germany,,1975553310694,1975657229485,125,54806,,,,,,,,
f90cd9c5b3f075bf,api/germany,,1975758090416,1975861604113,125,54794,,,,,,,,
9f7004d872987615,api/germany,,1973968232494,1975883400873,1543,14043,,,,,,,,
f814b6e5bc090609,api/east,,1973967793824,1976033292881,1543,15278,,,,,,,,
56d25e4cf419b3ae,api/germany,,1975962484199,1976067042927,125,54810,,,,,,,,
13c278545705b3c0,api/east,,1975724670467,1976122350106,125,54799,,,,,,,,
3eadb7adf3d74a42,api/germany,,1976168159545,1976274445690,125,54810,,,,,,,,
e753f74cb4eb85de,api/germany,,1976375552149,1976480716473,125,54810,,,,,,,,
d0d06c3b4ccef0ca,api/germany,,1974675272108,1976598582905,1543,15277,,,,,,,,
f52eba1c73e5e462,api/east,,1976223364684,1976621037605,125,54820,,,,,,,,
86128b18e7e1d6c4,api/germany,,1976581473209,1976687337365,125,54814,,,,,,,,
321a86522ecc1d01,api/east,,1974674906065,1976754693638,1543,14032,,,,,,,,
15eabfab0aa34964,api/germany,,1976788327778,1976894214937,125,54815,,,,,,,,
b60456b5cc611d71,api/germany,,1976995369436,1977100082311,125,54815,,,,,,,,
65f8b8fbe5c6ad0d,api/east,,1976722473029,1977120313328,125,54824,,,,,,,,
310706f9044e929c,api/germany,,1975382337296,1977257827332,1543,13525,,,,,,,,
1371a467b2095c68,api/germany,,1977200970394,1977308467565,125,54814,,,,,,,,
1893f0743e96b9ff,api/east,,1975381869482,1977478219227,1543,14022,,,,,,,,
9c93bb2c6ff8e9a9,api/germany,,1977409538279,1977513451306,125,54816,,,,,,,,
69b7b3ab1df78512,api/east,,1977221179829,1977619397917,125,54824,,,,,,,,
3eb624f81cbf4e01,api/germany,,1977614416263,1977718137282,125,54816,,,,,,,,
30bfc9d76880e96a,api/germany,,1977819017986,1977916547977,125,54816,,,,,,,,
15b10e2bd6398152,api/germany,,1976089298945,1978038643931,1543,15278,,,,,,,,
903b721da7c95c81,api/germany,,1978017551606,1978124523401,125,54824,,,,,,,,
6feb8e7f8c347ec3,api/east,,1977720405093,1978155610013,125,54825,,,,,,,,
