scenario_id,condition,policy,repeat,migration_s,deadline_met,route,before_arrival_requests,before_crossing_migration_start,before_complete_requests,during_arrival_requests,during_successful_requests,before_arrival_success_p50_response_s,before_arrival_success_p90_response_s,before_failed_requests,before_completed_success_p50_response_s,during_arrival_success_p50_response_s,before_completed_success_p90_response_s,during_arrival_success_p90_response_s,during_failed_requests,evidence
37398b8ce99b6765,free-service,oracle_germany_only,0,17.893162233,True,germany,55,4,51,7,7,1.962376886,1.9751245832,0,1.961306169,16.481249933,1.972598277,17.78230642,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/37398b8ce99b6765/attempt-0001/sink_load_germany.jsonl
7e51b5e16a607c1b,free-service,oracle_germany_only,1,19.099570137,True,east,56,5,51,35,35,2.4989197130000003,2.5117987205,0,2.49949199,2.493918563,2.512155595,2.512107087,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/7e51b5e16a607c1b/attempt-0001/sink_load_east.jsonl
7e51b5e16a607c1b,free-service,oracle_germany_only,1,19.099570137,True,germany,56,4,52,14,14,1.965348363,1.976977557,0,1.9631978685,2.9727806489999997,1.9757483996,16.4242149916,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/7e51b5e16a607c1b/attempt-0001/sink_load_germany.jsonl
a55ea3a97fdb440e,free-service,queue_haul,1,20.262972596,True,east,55,5,50,22,22,2.497502931,2.5117509561999998,0,2.4965970564999997,3.2368051749999998,2.5088377879,14.0995225613,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/a55ea3a97fdb440e/attempt-0001/sink_load_east.jsonl
a55ea3a97fdb440e,free-service,queue_haul,1,20.262972596,True,germany,55,4,51,16,16,1.957025955,1.9704268064000001,0,1.956213908,3.0309012975,1.969786428,16.3308979325,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/a55ea3a97fdb440e/attempt-0001/sink_load_germany.jsonl
286ffa57a0df5207,free-service,queue_haul_robust,1,18.65225044,True,east,55,5,50,21,21,2.518111788,2.5382973412,0,2.5176002755,2.718555645,2.5337168728000004,14.498321046,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/286ffa57a0df5207/attempt-0001/sink_load_east.jsonl
286ffa57a0df5207,free-service,queue_haul_robust,1,18.65225044,True,germany,55,4,51,14,14,1.969882424,1.9790834612000001,0,1.9657876,3.0134064835,1.978355595,15.9462778873,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/286ffa57a0df5207/attempt-0001/sink_load_germany.jsonl
7b2b1db904f0d159,free-service,queue_haul_robust,2,19.517555772,True,east,55,4,51,21,21,2.507311836,2.5217031452,0,2.505158806,3.329583735,2.518728323,14.263315394,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/7b2b1db904f0d159/attempt-0001/sink_load_east.jsonl
7b2b1db904f0d159,free-service,queue_haul_robust,2,19.517555772,True,germany,55,3,52,16,16,1.963012801,1.9757295422,0,1.9608480495,2.2254607159999997,1.9739928578000001,16.812911946,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/7b2b1db904f0d159/attempt-0001/sink_load_germany.jsonl
b82f2694f9690914,free-service,queue_haul,2,19.309236886,True,east,55,5,50,21,21,2.510473452,2.5293380506,0,2.5092546625,3.305701816,2.5211787939,14.194768548,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/b82f2694f9690914/attempt-0001/sink_load_east.jsonl
b82f2694f9690914,free-service,queue_haul,2,19.309236886,True,germany,55,4,51,14,14,1.96031389,1.9713295148,0,1.95935647,3.0043034075,1.97028757,16.661579785500003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/b82f2694f9690914/attempt-0001/sink_load_germany.jsonl
ec3a147a729f3b2d,free-service,oracle_germany_only,2,17.818104989,True,east,55,5,50,33,33,2.511617283,2.521716767,0,2.5131534765000003,2.504676236,2.5220897757,2.5348744472,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/ec3a147a729f3b2d/attempt-0001/sink_load_east.jsonl
ec3a147a729f3b2d,free-service,oracle_germany_only,2,17.818104989,True,germany,55,4,51,7,7,1.955749091,1.9677725082,0,1.955288689,16.540351475,1.966525637,17.8134007474,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/ec3a147a729f3b2d/attempt-0001/sink_load_germany.jsonl
0d3d3ad384024b70,free-bandwidth,queue_haul,0,17.439083409,True,east,56,5,51,14,14,2.508418204,2.5347467540000004,0,2.505642484,2.6468357525,2.517558919,14.7478602751,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0d3d3ad384024b70/attempt-0001/sink_load_east.jsonl
0d3d3ad384024b70,free-bandwidth,queue_haul,0,17.439083409,True,germany,118,8,110,5,5,2.0441669325,2.0466869927999998,0,2.0440837385,2.926072004,2.0457588619,3.7406753612,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0d3d3ad384024b70/attempt-0001/sink_load_germany.jsonl
79562f760ef4f78e,free-bandwidth,oracle_kv_only,0,19.615313172,True,east,55,4,51,37,37,2.506759663,2.535632535,0,2.506235668,2.632428262,2.529723432,2.6880591994,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/79562f760ef4f78e/attempt-0001/sink_load_east.jsonl
79562f760ef4f78e,free-bandwidth,oracle_kv_only,0,19.615313172,True,germany,116,8,108,70,70,2.0463932565,2.0501361840000003,0,2.046313526,2.047198856,2.0488364313,2.7398636805,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/79562f760ef4f78e/attempt-0001/sink_load_germany.jsonl
4f37b3c92058cdb6,free-bandwidth,queue_haul_robust,0,16.873265621,True,east,55,4,51,14,14,2.500213613,2.5180940724000003,0,2.500036382,2.654077052,2.515958703,15.094692681400002,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4f37b3c92058cdb6/attempt-0001/sink_load_east.jsonl
4f37b3c92058cdb6,free-bandwidth,queue_haul_robust,0,16.873265621,True,germany,119,8,111,3,3,2.045127284,2.0483592572,0,2.045057881,2.683356922,2.046745315,3.2815860380000004,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4f37b3c92058cdb6/attempt-0001/sink_load_germany.jsonl
33be0718e2c84f30,free-bandwidth,oracle_kv_only,1,19.664055767,True,east,56,5,51,36,36,2.5034004195,2.5253801989999998,0,2.502777875,2.6221870525,2.518349781,2.6612923950000003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/33be0718e2c84f30/attempt-0001/sink_load_east.jsonl
33be0718e2c84f30,free-bandwidth,oracle_kv_only,1,19.664055767,True,germany,117,8,109,68,68,2.04824958,2.0535212722,0,2.047963823,2.0625947350000002,2.0507745924,2.7126669017000005,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/33be0718e2c84f30/attempt-0001/sink_load_germany.jsonl
16d6fc773ea1a4c4,free-bandwidth,queue_haul_robust,1,16.880012455,True,east,56,5,51,14,14,2.4869521995,2.504076424,0,2.486561027,2.6533735614999996,2.500144289,14.3808147189,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/16d6fc773ea1a4c4/attempt-0001/sink_load_east.jsonl
16d6fc773ea1a4c4,free-bandwidth,queue_haul_robust,1,16.880012455,True,germany,118,8,110,4,4,2.0485781970000003,2.0500532402,0,2.0485133665,6.8209150765,2.0495329362000003,15.7107302513,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/16d6fc773ea1a4c4/attempt-0001/sink_load_germany.jsonl
4d9849316562b4c6,free-bandwidth,queue_haul,1,17.466273144,True,east,56,5,51,15,15,2.4846144635,2.4997271455,0,2.483711233,2.635579466,2.496937154,14.424536596,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4d9849316562b4c6/attempt-0001/sink_load_east.jsonl
4d9849316562b4c6,free-bandwidth,queue_haul,1,17.466273144,True,germany,118,8,110,4,4,2.0429364469999998,2.0444926658,0,2.042881473,3.0644371015000003,2.0442670924999997,3.9340777029000003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4d9849316562b4c6/attempt-0001/sink_load_germany.jsonl
c2a00ec4c79795d2,free-bandwidth,queue_haul_robust,2,16.861727741,True,east,56,5,51,14,14,2.485149825,2.5008237199999996,0,2.484195326,2.6899100584999998,2.498592211,14.410173866100001,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c2a00ec4c79795d2/attempt-0001/sink_load_east.jsonl
c2a00ec4c79795d2,free-bandwidth,queue_haul_robust,2,16.861727741,True,germany,118,8,110,5,5,2.0427920615,2.0460866047999997,0,2.0427263875,2.807516836,2.0445255026,4.3541387832,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c2a00ec4c79795d2/attempt-0001/sink_load_germany.jsonl
374b0127a3b18a60,free-bandwidth,queue_haul,2,16.851992083,True,east,56,5,51,13,13,2.4912675465,2.509124556,0,2.488644885,2.641649961,2.505407415,14.7641818018,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/374b0127a3b18a60/attempt-0001/sink_load_east.jsonl
374b0127a3b18a60,free-bandwidth,queue_haul,2,16.851992083,True,germany,119,8,111,3,3,2.047390849,2.0493824966000003,0,2.047154782,2.813106222,2.048776729,3.4342051860000002,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/374b0127a3b18a60/attempt-0001/sink_load_germany.jsonl
7c6d261b0b1d32d0,free-bandwidth,oracle_kv_only,2,21.817234153,True,east,56,5,51,40,40,2.4886091439999998,2.504868615,0,2.487932291,2.6171755155,2.503738163,2.6877042616,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/7c6d261b0b1d32d0/attempt-0001/sink_load_east.jsonl
7c6d261b0b1d32d0,free-bandwidth,oracle_kv_only,2,21.817234153,True,germany,116,8,108,77,77,2.05559373,2.0594110005,0,2.055464909,2.051301757,2.0587899587,2.6113441964000006,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/7c6d261b0b1d32d0/attempt-0001/sink_load_germany.jsonl
63de104bd2e8aacb,all-release,queue_haul,0,25.444728156,True,east,55,5,50,37,37,2.499119899,2.5162856028,0,2.4973584124999997,2.736582289,2.5109735089000003,7.783690690399984,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/63de104bd2e8aacb/attempt-0001/sink_load_east.jsonl
63de104bd2e8aacb,all-release,queue_haul,0,25.444728156,True,germany,55,4,51,37,37,1.935549615,1.9492837546,0,1.935168509,2.152310369,1.947718796,15.378011934,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/63de104bd2e8aacb/attempt-0001/sink_load_germany.jsonl
8af0252e23d1ba3c,all-release,oracle_germany_only,0,17.199207418,True,east,55,5,50,32,32,2.486234692,2.5024084224,0,2.486387231,2.482714099,2.5030371149999997,2.4972974337,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/8af0252e23d1ba3c/attempt-0001/sink_load_east.jsonl
8af0252e23d1ba3c,all-release,oracle_germany_only,0,17.199207418,True,germany,55,4,51,6,6,1.948087391,1.9619926264,0,1.945936037,16.545052459,1.959146245,17.631158958999997,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/8af0252e23d1ba3c/attempt-0001/sink_load_germany.jsonl
d77c74ad1d6cb0c6,all-release,queue_haul_stale,0,25.627795635,True,east,55,5,50,37,37,2.500728352,2.5230717978,0,2.500608937,2.773603815,2.5174777153,13.585568897199998,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/d77c74ad1d6cb0c6/attempt-0001/sink_load_east.jsonl
d77c74ad1d6cb0c6,all-release,queue_haul_stale,0,25.627795635,True,germany,55,3,52,37,37,1.937623049,1.9512168762000002,0,1.9371950144999999,2.152727784,1.9499883497,15.762839463999999,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/d77c74ad1d6cb0c6/attempt-0001/sink_load_germany.jsonl
c4c1b896983d6345,all-release,queue_haul_robust,0,17.649122494,True,east,55,5,50,15,15,2.499543429,2.5149223785999997,0,2.4967357745000003,2.640595493,2.5119270023,14.6031546008,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c4c1b896983d6345/attempt-0001/sink_load_east.jsonl
c4c1b896983d6345,all-release,queue_haul_robust,0,17.649122494,True,germany,55,4,51,8,8,1.949625589,1.9606293875999998,0,1.946361164,15.464284834,1.95855065,16.9827747732,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/c4c1b896983d6345/attempt-0001/sink_load_germany.jsonl
9e34aa76062fb604,all-release,oracle_germany_only,1,16.596724119,True,east,56,5,51,30,30,2.503147271,2.5090384045,0,2.502823082,2.5067637019999998,2.507639656,2.52109737,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/9e34aa76062fb604/attempt-0001/sink_load_east.jsonl
9e34aa76062fb604,all-release,oracle_germany_only,1,16.596724119,True,germany,56,4,52,6,6,1.9399409925,1.9533807145,0,1.9391025284999999,15.9969966695,1.9507600313,17.0822265865,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/9e34aa76062fb604/attempt-0001/sink_load_germany.jsonl
b5c1a9562339df98,all-release,queue_haul_robust,1,17.496404633,True,east,55,5,50,15,15,2.515365951,2.5265870464,0,2.5140599239999997,2.647965348,2.5247623475000003,14.752007986799999,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/b5c1a9562339df98/attempt-0001/sink_load_east.jsonl
b5c1a9562339df98,all-release,queue_haul_robust,1,17.496404633,True,germany,55,4,51,8,8,1.948040077,1.9617004846,0,1.947079944,15.3721208795,1.957844296,16.8914516262,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/b5c1a9562339df98/attempt-0001/sink_load_germany.jsonl
aa7ca229a5e3345e,all-release,queue_haul_stale,1,25.783881436,True,east,55,4,51,38,38,2.499911549,2.5160386028,0,2.499076034,2.7632516895,2.513976898,13.998070647000002,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/aa7ca229a5e3345e/attempt-0001/sink_load_east.jsonl
aa7ca229a5e3345e,all-release,queue_haul_stale,1,25.783881436,True,germany,55,3,52,37,37,1.943398012,1.9564468672000002,0,1.942626705,2.125221523,1.9527017339,16.975147570399997,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/aa7ca229a5e3345e/attempt-0001/sink_load_germany.jsonl
0280f6f4837e5af6,all-release,queue_haul,1,25.443306099,True,east,55,4,51,37,37,2.509248966,2.5330918629999997,0,2.508107746,2.729411805,2.528723747,13.9750120394,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0280f6f4837e5af6/attempt-0001/sink_load_east.jsonl
0280f6f4837e5af6,all-release,queue_haul,1,25.443306099,True,germany,55,3,52,38,38,1.938116817,1.9509802232,0,1.9374574944999998,2.143854823,1.9491503624,15.535115705500003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/0280f6f4837e5af6/attempt-0001/sink_load_germany.jsonl
291e3d9f59ce55a6,all-release,queue_haul_robust,2,18.670631307,True,east,55,5,50,21,21,2.503827636,2.520867034,0,2.5023863105,2.684469392,2.5159313297,14.487851393,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/291e3d9f59ce55a6/attempt-0001/sink_load_east.jsonl
291e3d9f59ce55a6,all-release,queue_haul_robust,2,18.670631307,True,germany,55,4,51,14,14,1.937554606,1.9491481532,0,1.936237623,2.8999801615000003,1.947733716,16.0865409934,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/291e3d9f59ce55a6/attempt-0001/sink_load_germany.jsonl
3d4b9702e320ea59,all-release,queue_haul,2,25.492134283,True,east,56,5,51,36,36,2.5005612355,2.515193603,0,2.499060855,2.7152081355,2.510898777,8.9388175345,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3d4b9702e320ea59/attempt-0001/sink_load_east.jsonl
3d4b9702e320ea59,all-release,queue_haul,2,25.492134283,True,germany,56,4,52,37,37,1.949149703,1.9634160525,0,1.947530198,2.148229987,1.9595119346,9.441388833999984,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/3d4b9702e320ea59/attempt-0001/sink_load_germany.jsonl
4f385a0bdef92dc1,all-release,queue_haul_stale,2,26.1248306,True,east,55,4,51,38,38,2.503802179,2.523444815,0,2.502639227,2.7290381564999997,2.522908931,14.179008602500002,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4f385a0bdef92dc1/attempt-0002/sink_load_east.jsonl
4f385a0bdef92dc1,all-release,queue_haul_stale,2,26.1248306,True,germany,55,3,52,38,38,1.934662485,1.9457330492,0,1.9341011950000002,2.1501172195000002,1.9449650943,15.954204417500002,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/4f385a0bdef92dc1/attempt-0002/sink_load_germany.jsonl
e3960b44816210f1,all-release,oracle_germany_only,2,17.235807601,True,east,56,5,51,31,31,2.5140601085,2.530136545,0,2.515132999,2.512286912,2.530775061,2.528964356,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e3960b44816210f1/attempt-0001/sink_load_east.jsonl
e3960b44816210f1,all-release,oracle_germany_only,2,17.235807601,True,germany,56,4,52,6,6,1.9428262835,1.9522552979999999,0,1.940707224,16.556120962,1.9512045458999998,17.640457855500003,0,/datadrive/queue-haul-network/hardware-gap-h100-002/scenarios/e3960b44816210f1/attempt-0001/sink_load_germany.jsonl
