phase,gpu,samples,power_mean_w
baseline,0,479,349.13891440501044
baseline,1,479,81.53440501043842
drain,0,345,271.0648405797101
drain,1,345,223.173652173913
post,0,479,142.70413361169102
post,1,479,205.1078705636743
