phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,289.1712133891213
baseline,1,239,239,1.0,82.91974895397489
drain,0,307,307,1.0,119.07501628664495
drain,1,307,307,1.0,344.14657980456025
post,0,240,240,1.0,88.39845833333332
post,1,240,240,1.0,313.08591666666666
