pack_id,sweep,level,bandwidth_cap_gbps,prefill_available_tps,target_met,planned_shed_w,power_shortfall_w,failure,replay_count,kv_transfer_count,not_moved_count
1,bandwidth,0,0.1,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,1,0.27619007338542506,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,2,0.45238014677085014,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,3,0.6285702201562753,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,4,0.8047602935417003,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,5,0.9809503669271255,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,6,1.1571404403125505,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,7,1.3333305136979756,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,8,1.5095205870834005,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,9,1.6857106604688257,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,10,1.8619007338542508,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,11,2.038090807239676,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,12,2.214280880625101,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,13,2.390470954010526,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,14,2.566661027395951,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,15,2.7428511007813765,5839.4091324275805,True,25.64571181726329,0.0,,8,0,0
1,bandwidth,16,2.9190411741668014,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,17,3.0952312475522263,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,18,3.2714213209376513,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,19,3.4476113943230766,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,20,3.6238014677085015,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,21,3.7999915410939265,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,22,3.976181614479352,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,23,4.152371687864777,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,24,4.328561761250202,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,25,4.504751834635627,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,26,4.680941908021052,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,27,4.857131981406477,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,28,5.033322054791903,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,29,5.209512128177328,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,30,5.3857022015627525,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,31,5.561892274948177,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,32,5.738082348333602,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,33,5.914272421719028,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,34,6.090462495104452,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,35,6.266652568489878,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,36,6.442842641875303,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,37,6.619032715260728,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,38,6.795222788646154,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,39,6.971412862031578,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,40,7.147602935417003,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,41,7.323793008802428,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,42,7.499983082187853,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,43,7.676173155573278,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,44,7.852363228958704,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,45,8.028553302344129,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,46,8.204743375729555,5839.4091324275805,True,25.64571181726329,0.0,,7,1,0
1,bandwidth,47,8.380933449114979,5839.4091324275805,True,25.64571181726329,0.0,,6,2,0
1,bandwidth,48,8.557123522500405,5839.4091324275805,True,25.64571181726329,0.0,,6,2,0
1,bandwidth,49,8.733313595885829,5839.4091324275805,True,25.64571181726329,0.0,,6,2,0
1,prefill,0,8.733313595885829,58.394091324275855,False,0.0,25.64571181726329,target_unmet,0,0,8
1,prefill,1,8.733313595885829,176.37399012230247,False,4.626313801277092,21.019398015986198,target_unmet,2,2,4
