case_id,bound_constraint,constraints,replicate,sessions,target_w,power_bootstrap_index,timing_fit_sha256,bandwidth_projection_regions,fractional_lp_opportunity_w,target_met,feasible,power_shortfall_w,planned_shed_w,predicted_migration_makespan_s,loaded_candidate_count,loaded_pool_count,loaded_selected_count,loaded_context_below_session_count,loaded_context_above_session_count,loaded_context_below_candidate_count,loaded_context_above_candidate_count,loaded_context_below_selected_count,loaded_context_above_selected_count,loaded_bandwidth_below_pool_count,loaded_bandwidth_above_pool_count,loaded_bandwidth_below_candidate_count,loaded_bandwidth_above_candidate_count,loaded_bandwidth_below_selected_count,loaded_bandwidth_above_selected_count,loaded_context_below_replay_selected_count,loaded_context_above_replay_selected_count,loaded_bandwidth_below_replay_selected_count,loaded_bandwidth_above_replay_selected_count,loaded_context_below_kv_transfer_selected_count,loaded_context_above_kv_transfer_selected_count,loaded_bandwidth_below_kv_transfer_selected_count,loaded_bandwidth_above_kv_transfer_selected_count,candidate_matched_pairs,candidate_replay_only,candidate_kv_only,candidate_neither,candidate_replay_dominates,candidate_kv_dominates,candidate_equivalent,candidate_incomparable,replay_count,kv_transfer_count,not_moved_count,replay,kv_transfer,not_moved,route_utilization,service_utilization,hbm_utilization,migration_utilization,binding_resources,failure
hbm,HBM,hbm,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,23.0013576320936,True,True,0.0,57.92062794155048,24.767938487521146,112,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,45,0,0,11,17,11,0,0.6071428571428571,0.39285714285714285,0.0,0.14355361207814146,0.14165648026413605,0.875,0.9907175395008456,,
bandwidth,Bandwidth,bandwidth,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,23.001357632093605,True,True,0.0,57.92062794155048,24.767938487521146,112,2,28,0,0,0,0,0,0,1,0,56,0,11,0,0,0,11,0,0,0,0,0,56,0,0,0,45,0,0,11,17,11,0,0.6071428571428571,0.39285714285714285,0.0,0.1661292080176577,0.14165648026413605,0.0874534821903243,0.9907175395008456,,
dest_compute,Dest. compute,dest_compute,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,22.185261110619223,True,True,0.0,41.076513529911125,20.87922790461278,112,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,39,0,0,17,14,7,7,0.5,0.25,0.25,0.1411790213752747,0.9905732178370769,0.07549175970228603,0.8351691161845108,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,23.0013576320936,True,True,0.0,57.92062794155048,24.767938487521146,112,2,28,0,0,0,0,0,0,1,0,56,0,11,0,0,0,11,0,0,0,0,0,56,0,0,0,45,0,0,11,17,11,0,0.6071428571428571,0.39285714285714285,0.0,0.1661292080176577,0.14165648026413605,0.875,0.9907175395008456,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,22.185261110619223,True,True,0.0,41.076513529911125,20.87922790461278,112,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,39,0,0,17,14,7,7,0.5,0.25,0.25,0.14117902137527466,0.9905732178370769,0.7553191489361701,0.8351691161845108,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,22.185261110619223,True,True,0.0,41.076513529911125,20.87922790461278,112,2,21,0,0,0,0,0,0,1,0,56,0,7,0,0,0,7,0,0,0,0,0,56,0,0,0,39,0,0,17,14,7,7,0.5,0.25,0.25,0.16338118331021514,0.9905732178370769,0.07549175970228603,0.8351691161845108,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,22.185261110619223,True,True,0.0,41.076513529911125,20.87922790461278,112,2,21,0,0,0,0,0,0,1,0,56,0,7,0,0,0,7,0,0,0,0,0,56,0,0,0,39,0,0,17,14,7,7,0.5,0.25,0.25,0.16338118331021514,0.9905732178370769,0.7553191489361701,0.8351691161845108,,
none,None bound,none,0,28,38.61375196103365,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc,0,23.001357632093605,True,True,0.0,57.92062794155048,24.767938487521146,112,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,45,0,0,11,17,11,0,0.6071428571428571,0.39285714285714285,0.0,0.14355361207814146,0.14165648026413605,0.0874534821903243,0.9907175395008456,,
hbm,HBM,hbm,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.229395252428688,True,True,0.0,26.85263258040996,10.552578021359455,112,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,8,0,20,0.2857142857142857,0.0,0.7142857142857143,5.785912940767076e-06,0.1019153523490766,0.300531914893617,0.4221031208543782,,
bandwidth,Bandwidth,bandwidth,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.229395252428688,True,True,0.0,26.85263258040996,10.552578021359455,112,2,8,0,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,8,0,20,0.2857142857142857,0.0,0.7142857142857143,5.799894551877623e-06,0.1019153523490766,0.030037214247740564,0.4221031208543782,,
dest_compute,Dest. compute,dest_compute,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.187333933639795,True,True,0.0,26.85263258040996,9.889748682200002,112,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,46,0,0,10,2,6,20,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.07930533090279135,0.9009898511558511,0.024720893141945775,0.395589947288,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.229395252428684,True,True,0.0,26.85263258040996,10.552578021359455,112,2,8,0,0,0,0,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,8,0,20,0.2857142857142857,0.0,0.7142857142857143,5.799894551877623e-06,0.1019153523490766,0.300531914893617,0.4221031208543782,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.187333933639795,True,True,0.0,26.85263258040996,9.889748682200002,112,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,46,0,0,10,2,6,20,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.07930533090279135,0.9009898511558511,0.24734042553191488,0.395589947288,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.187333933639795,True,True,0.0,26.85263258040996,9.889748682200002,112,2,8,0,0,0,0,0,0,1,0,56,0,1,0,0,0,1,0,0,0,0,0,56,0,0,0,46,0,0,10,2,6,20,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.07949697158370507,0.9009898511558511,0.024720893141945775,0.395589947288,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.187333933639795,True,True,0.0,26.85263258040996,9.889748682200002,112,2,8,0,0,0,0,0,0,1,0,56,0,1,0,0,0,1,0,0,0,0,0,56,0,0,0,46,0,0,10,2,6,20,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.07949697158370507,0.9009898511558511,0.24734042553191488,0.395589947288,,
none,None bound,none,1,28,19.8382051154284,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575,0,21.229395252428688,True,True,0.0,26.85263258040996,10.552578021359455,112,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,8,0,20,0.2857142857142857,0.0,0.7142857142857143,5.785912940767076e-06,0.1019153523490766,0.030037214247740564,0.4221031208543782,,
hbm,HBM,hbm,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,25.920112912111076,True,True,0.0,42.58361718180318,23.75161618714937,112,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,52,0,0,4,23,4,1,0.8214285714285714,0.14285714285714285,0.03571428571428571,0.05591827053501919,0.1220988773535747,0.9335106382978722,0.9500646474859747,,
bandwidth,Bandwidth,bandwidth,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,25.92011291211108,True,True,0.0,42.84216548824581,24.43705315784153,112,2,28,0,0,0,0,0,0,1,0,56,0,13,0,0,0,13,0,0,0,0,0,56,0,0,0,52,0,0,4,24,4,0,0.8571428571428571,0.14285714285714285,0.0,0.055925753786849074,0.14716877312567495,0.1297182349813929,0.9774821263136612,,
dest_compute,Dest. compute,dest_compute,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,24.329508759343053,False,False,6.647690630423213,21.913753028407328,23.654304839088848,112,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,46,0,0,10,17,8,3,0.6071428571428571,0.2857142857142857,0.10714285714285714,0.10531844440354847,0.9190372112713745,0.09064327485380118,0.9461721935635539,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,25.920112912111076,True,True,0.0,42.58361718180318,23.75161618714937,112,2,27,0,0,0,0,0,0,1,0,56,0,11,0,0,0,11,0,0,0,0,0,56,0,0,0,52,0,0,4,23,4,1,0.8214285714285714,0.14285714285714285,0.03571428571428571,0.05591827053501919,0.1220988773535747,0.9335106382978722,0.9500646474859747,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,24.329508759343053,False,False,6.647690630423213,21.913753028407328,23.654304839088848,112,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,46,0,0,10,17,8,3,0.6071428571428571,0.2857142857142857,0.10714285714285714,0.10531844440354847,0.9190372112713745,0.9069148936170214,0.9461721935635539,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,24.329508759343053,False,False,6.647690630423213,21.913753028407328,23.654304839088848,112,2,25,0,0,0,0,0,0,1,0,56,0,11,0,0,0,11,0,0,0,0,0,56,0,0,0,46,0,0,10,17,8,3,0.6071428571428571,0.2857142857142857,0.10714285714285714,0.10531844440354847,0.9190372112713745,0.09064327485380118,0.9461721935635539,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,24.32950875934305,False,False,6.647690630423213,21.913753028407328,23.654304839088848,112,2,25,0,0,0,0,0,0,1,0,56,0,11,0,0,0,11,0,0,0,0,0,56,0,0,0,46,0,0,10,17,8,3,0.6071428571428571,0.2857142857142857,0.10714285714285714,0.10531844440354847,0.9190372112713745,0.9069148936170214,0.9461721935635539,,target_unmet
none,None bound,none,2,28,28.56144365883054,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9,1,25.92011291211108,True,True,0.0,42.84216548824581,24.43705315784153,112,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,52,0,0,4,24,4,0,0.8571428571428571,0.14285714285714285,0.0,0.055925753786849074,0.14716877312567495,0.1297182349813929,0.9774821263136612,,
hbm,HBM,hbm,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,26.293809790163845,True,True,0.0,47.30282170718168,24.785339512963056,112,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,27,0,1,0.9642857142857143,0.0,0.03571428571428571,4.7500871788148875e-05,0.12976699563591995,0.9840425531914893,0.9914135805185222,,
bandwidth,Bandwidth,bandwidth,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,26.3038995329116,True,True,0.0,47.35061142070727,24.02497757313321,112,2,28,0,0,0,0,0,0,1,0,56,0,14,0,0,0,14,0,0,0,0,0,56,0,0,0,56,0,0,0,28,0,0,1.0,0.0,0.0,5.148621435067801e-05,0.11293730709762524,0.1501860712387028,0.9609991029253284,,
dest_compute,Dest. compute,dest_compute,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,24.229544902367486,True,True,0.0,39.99077124880736,23.95557892427653,112,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,46,0,0,10,14,8,6,0.5,0.2857142857142857,0.21428571428571427,0.09297624936457871,0.987251026879245,0.08931419457735247,0.9582231569710612,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,26.29380979016385,True,True,0.0,47.30282170718168,24.785339512963056,112,2,27,0,0,0,0,0,0,1,0,56,0,8,0,0,0,8,0,0,0,0,0,56,0,0,0,56,0,0,0,27,0,1,0.9642857142857143,0.0,0.03571428571428571,8.609149090417876e-05,0.12976699563591995,0.9840425531914893,0.9914135805185222,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,24.229544902367486,True,True,0.0,39.99077124880736,23.95557892427653,112,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,46,0,0,10,14,8,6,0.5,0.2857142857142857,0.21428571428571427,0.09297624936457871,0.987251026879245,0.8936170212765957,0.9582231569710612,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,24.229544902367486,True,True,0.0,39.99077124880736,23.95557892427653,112,2,22,0,0,0,0,0,0,1,0,56,0,7,0,0,0,7,0,0,0,0,0,56,0,0,0,46,0,0,10,14,8,6,0.5,0.2857142857142857,0.21428571428571427,0.11583106958676621,0.987251026879245,0.08931419457735247,0.9582231569710612,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,24.22954490236749,True,True,0.0,39.99077124880736,23.95557892427653,112,2,22,0,0,0,0,0,0,1,0,56,0,7,0,0,0,7,0,0,0,0,0,56,0,0,0,46,0,0,10,14,8,6,0.5,0.2857142857142857,0.21428571428571427,0.11583106958676621,0.987251026879245,0.8936170212765957,0.9582231569710612,,
none,None bound,none,3,28,31.56707428047151,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3,0,26.3038995329116,True,True,0.0,47.35061142070727,24.02497757313321,112,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,28,0,0,1.0,0.0,0.0,2.8407453989276884e-05,0.11293730709762524,0.1501860712387028,0.9609991029253284,,
hbm,HBM,hbm,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,23.298013536376757,True,True,0.0,45.37744444308386,24.607085069803567,112,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,48,0,0,8,18,8,2,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.12590975393535478,0.163228108068192,1.0,0.9842834027921427,kv:pool/germany,
bandwidth,Bandwidth,bandwidth,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,23.317795351009295,True,True,0.0,42.33604532172582,23.301206869556534,112,2,27,0,0,0,0,0,0,1,0,56,0,13,0,0,0,13,0,0,0,0,0,56,0,0,0,48,0,0,8,19,8,1,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.12591201127850513,0.10923279537219083,0.10978203083466243,0.9320482747822614,,
dest_compute,Dest. compute,dest_compute,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,22.03856942649927,True,True,0.0,38.227442661493754,24.517548342133313,112,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,39,0,0,17,15,9,4,0.5357142857142857,0.32142857142857145,0.14285714285714285,0.2574554621557432,0.9985377047990317,0.09463051568314727,0.9807019336853325,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,23.298013536376757,True,True,0.0,45.37744444308386,24.607085069803567,112,2,26,0,0,0,0,0,0,1,0,56,0,7,0,0,0,7,0,0,0,0,0,56,0,0,0,48,0,0,8,18,8,2,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.12590975393535478,0.163228108068192,1.0,0.9842834027921427,kv:pool/germany,
dest_compute-hbm,HBM + compute,dest_compute+hbm,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,22.03856942649927,True,True,0.0,38.227442661493754,24.517548342133313,112,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,39,0,0,17,15,9,4,0.5357142857142857,0.32142857142857145,0.14285714285714285,0.2574554621557432,0.9985377047990317,0.9468085106382977,0.9807019336853325,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,22.03856942649927,True,True,0.0,38.227442661493754,24.517548342133313,112,2,24,0,0,0,0,0,0,1,0,56,0,8,0,0,0,8,0,0,0,0,0,56,0,0,0,39,0,0,17,15,9,4,0.5357142857142857,0.32142857142857145,0.14285714285714285,0.2574554621557432,0.9985377047990317,0.09463051568314727,0.9807019336853325,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,22.03856942649927,True,True,0.0,38.227442661493754,24.517548342133313,112,2,24,0,0,0,0,0,0,1,0,56,0,8,0,0,0,8,0,0,0,0,0,56,0,0,0,39,0,0,17,15,9,4,0.5357142857142857,0.32142857142857145,0.14285714285714285,0.2574554621557432,0.9985377047990317,0.9468085106382977,0.9807019336853325,,
none,None bound,none,4,28,30.321953535574444,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4,1,23.317795351009295,True,True,0.0,42.33604532172582,23.301206869556534,112,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,48,0,0,8,19,8,1,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.12591201127850513,0.10923279537219083,0.10978203083466243,0.9320482747822614,,
hbm,HBM,hbm,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,23.791371519619688,True,True,0.0,39.24049268402071,22.973666786405616,112,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,25,0,3,0.8928571428571429,0.0,0.10714285714285714,4.809850856221279e-05,0.11456130248323752,0.9867021276595744,0.9189466714562247,,
bandwidth,Bandwidth,bandwidth,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,23.829110219767713,True,True,0.0,39.324779799698305,24.4125660490891,112,2,27,0,0,0,0,0,0,1,0,56,0,14,0,0,0,14,0,0,0,0,0,56,0,0,0,56,0,0,0,27,0,1,0.9642857142857143,0.0,0.03571428571428571,5.618656552630765e-05,0.12937407057362732,0.1605528973950027,0.976502641963564,,
dest_compute,Dest. compute,dest_compute,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,20.91034852095798,True,True,0.0,29.712168385500902,23.703585645168108,112,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,42,0,0,14,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857,0.0494427043787751,0.9977050474117094,0.08745348219032431,0.9481434258067243,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,23.79137151961969,True,True,0.0,39.24049268402071,22.973666786405616,112,2,25,0,0,0,0,0,0,1,0,56,0,8,0,0,0,8,0,0,0,0,0,56,0,0,0,56,0,0,0,25,0,3,0.8928571428571429,0.0,0.10714285714285714,8.577087332736827e-05,0.11456130248323752,0.9867021276595744,0.9189466714562247,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,20.910348520957974,True,True,0.0,29.712168385500902,23.703585645168108,112,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,42,0,0,14,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857,0.0494427043787751,0.9977050474117094,0.875,0.9481434258067243,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,20.910348520957974,True,True,0.0,29.712168385500902,23.703585645168108,112,2,20,0,0,0,0,0,0,1,0,56,0,9,0,0,0,9,0,0,0,0,0,56,0,0,0,42,0,0,14,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857,0.07002624081125092,0.9977050474117094,0.08745348219032431,0.9481434258067243,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,20.910348520957978,True,True,0.0,29.712168385500902,23.703585645168108,112,2,20,0,0,0,0,0,0,1,0,56,0,9,0,0,0,9,0,0,0,0,0,56,0,0,0,42,0,0,14,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857,0.07002624081125092,0.9977050474117094,0.875,0.9481434258067243,,
none,None bound,none,5,28,26.244653614078345,4,fb9304964c7611ab8568a9fa0bfef55011f594d35b29885a10c2d1427ebb0c56,0,23.829110219767713,True,True,0.0,39.324779799698305,24.4125660490891,112,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,56,0,0,0,27,0,1,0.9642857142857143,0.0,0.03571428571428571,3.1508248642095984e-05,0.12937407057362732,0.1605528973950027,0.976502641963564,,
hbm,HBM,hbm,6,28,38.004780485902614,84,c4e39ad18fea7afd8e37b59b4493535848baa31f9e2006329ea0acf3e6cde4a2,1,23.72122909995511,True,True,0.0,56.89489229924787,24.76850148191506,112,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,48,0,0,8,19,8,1,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.13198223585158,0.17389433773371873,0.9707446808510639,0.9907400592766022,,
bandwidth,Bandwidth,bandwidth,6,28,38.004780485902614,84,c4e39ad18fea7afd8e37b59b4493535848baa31f9e2006329ea0acf3e6cde4a2,1,23.727546039979014,True,True,0.0,57.00717072885392,24.828965282389262,112,2,28,0,0,0,0,0,0,1,0,56,0,13,0,0,0,13,0,0,0,0,0,56,0,0,0,48,0,0,8,20,8,0,0.7142857142857143,0.2857142857142857,0.0,0.13198692569872783,0.14750830612198382,0.1182881446039341,0.9931586112955704,,
dest_compute,Dest. compute,dest_compute,6,28,38.004780485902614,84,c4e39ad18fea7afd8e37b59b4493535848baa31f9e2006329ea0acf3e6cde4a2,1,21.54820600412998,False,False,5.133086099854708,32.871694386047906,18.449042401718714,112,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,41,0,0,15,10,8,10,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.17829815454228318,0.9963254135996643,0.055821371610845306,0.7379616960687486,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,6,28,38.004780485902614,84,c4e39ad18fea7afd8e37b59b4493535848baa31f9e2006329ea0acf3e6cde4a2,1,23.72122909995511,True,True,0.0,56.89489229924787,24.76850148191506,112,2,27,0,0,0,0,0,0,1,0,56,0,10,0,0,0,10,0,0,0,0,0,56,0,0,0,48,0,0,8,19,8,1,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.13198223585158,0.17389433773371873,0.9707446808510639,0.9907400592766022,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,6,28,38.004780485902614,84,c4e39ad18fea7afd8e37b59b4493535848baa31f9e2006329ea0acf3e6cde4a2,1,21.548206004129984,False,False,5.133086099854708,32.871694386047906,18.449042401718714,112,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,41,0,0,15,10,8,10,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.17829815454228318,0.9963254135996643,0.5585106382978723,0.7379616960687486,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,6,28,38.004780485902614,84,c4e39ad18fea7afd8e37b59b4493535848baa31f9e2006329ea0acf3e6cde4a2,1,21.548206004129984,False,False,5.133086099854708,32.871694386047906,18.449042401718714,112,2,18,0,0,0,0,0,0,1,0,56,0,8,0,0,0,8,0,0,0,0,0,56,0,0,0,41,0,0,15,10,8,10,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.17829815454228318,0.9963254135996643,0.055821371610845306,0.7379616960687486,,target_unmet
