case_id,bound_constraint,constraints,replicate,sessions,target_w,power_bootstrap_index,timing_fit_sha256,bandwidth_projection_regions,fractional_lp_opportunity_w,target_met,feasible,power_shortfall_w,planned_shed_w,predicted_migration_makespan_s,loaded_candidate_count,loaded_pool_count,loaded_selected_count,loaded_context_below_session_count,loaded_context_above_session_count,loaded_context_below_candidate_count,loaded_context_above_candidate_count,loaded_context_below_selected_count,loaded_context_above_selected_count,loaded_bandwidth_below_pool_count,loaded_bandwidth_above_pool_count,loaded_bandwidth_below_candidate_count,loaded_bandwidth_above_candidate_count,loaded_bandwidth_below_selected_count,loaded_bandwidth_above_selected_count,loaded_context_below_replay_selected_count,loaded_context_above_replay_selected_count,loaded_bandwidth_below_replay_selected_count,loaded_bandwidth_above_replay_selected_count,loaded_context_below_kv_transfer_selected_count,loaded_context_above_kv_transfer_selected_count,loaded_bandwidth_below_kv_transfer_selected_count,loaded_bandwidth_above_kv_transfer_selected_count,candidate_matched_pairs,candidate_replay_only,candidate_kv_only,candidate_neither,candidate_replay_dominates,candidate_kv_dominates,candidate_equivalent,candidate_incomparable,replay_count,kv_transfer_count,not_moved_count,replay,kv_transfer,not_moved,replay_phase_load,kv_transfer_phase_load,not_moved_phase_load,route_utilization,service_utilization,hbm_utilization,migration_utilization,binding_resources,failure
hbm,HBM,hbm,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,35.8538473267227,False,False,7.927357541124621,28.888227482757088,8.811716425487312,92,2,12,2,12,8,28,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,0,10,45,0,0,1,12,0,16,0.42857142857142855,0.0,0.5714285714285714,0.7548325097399681,0.0,0.24516749026003193,8.789631616439818e-06,0.08108387245662964,0.9333333333333335,0.3524686570194925,,target_unmet
bandwidth,Bandwidth,bandwidth,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,53.538617473849314,True,True,0.0,37.03839889719195,12.715148710514878,112,2,9,2,12,8,48,1,1,1,0,56,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,50,0,0,6,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8511163792946477,0.0,0.14888362070535233,2.5023360000000002e-05,0.17375086109980994,0.04173312068048911,0.508605948420595,,
dest_compute,Dest. compute,dest_compute,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,31.48511768975078,False,False,6.642640014303879,30.17294500957783,13.424908811567004,112,2,14,2,12,8,48,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,56,0,0,0,33,0,0,23,6,8,14,0.21428571428571427,0.2857142857142857,0.5,0.3602750825909535,0.4114502709091459,0.2282746464999006,0.1260141435984973,0.9997563938109914,0.04120148856990963,0.5369963524626801,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,35.8538473267227,False,False,7.927357541124621,28.888227482757088,8.811716425487312,92,2,12,2,12,8,28,2,0,1,0,46,0,5,0,2,0,5,0,0,0,0,0,46,0,0,10,45,0,0,1,12,0,16,0.42857142857142855,0.0,0.5714285714285714,0.7548325097399681,0.0,0.24516749026003193,1.577774456939226e-05,0.08108387245662964,0.9333333333333335,0.3524686570194925,,target_unmet
dest_compute-hbm,HBM + compute,dest_compute+hbm,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,31.437478652555214,False,False,7.927357541124621,28.888227482757088,11.872742305245026,92,2,12,2,12,8,28,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,46,0,0,10,28,0,0,18,6,6,16,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.3550132184475799,0.3998192912923882,0.24516749026003193,0.06203741525333333,0.9986175854161218,0.9333333333333335,0.47490969220980095,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,31.48511768975078,False,False,6.642640014303879,30.17294500957783,15.265726941033323,112,2,14,2,12,8,48,2,1,1,0,56,0,5,0,2,1,5,0,0,0,0,0,56,0,0,0,33,0,0,23,14,0,14,0.5,0.0,0.5,0.7717253535000993,0.0,0.2282746464999007,2.438784e-05,0.9997563938109914,0.04120148856990963,0.6106290776413329,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,31.437478652555214,False,False,7.927357541124621,28.888227482757088,11.872742305245026,92,2,12,2,12,8,28,2,0,1,0,46,0,6,0,2,0,6,0,0,0,0,0,46,0,0,10,28,0,0,18,12,0,16,0.42857142857142855,0.0,0.5714285714285714,0.7548325097399681,0.0,0.24516749026003193,1.567538663428036e-05,0.9986175854161218,0.9333333333333335,0.47490969220980095,,target_unmet
none,None bound,none,70,28,36.81558502388172,58,5a86efe562c452425137a78081937d0cf9ee34d7a92c1f31606ea97f4113dd94,0,53.71171064656539,True,True,0.0,41.05558710163535,14.732748184452147,112,2,9,2,12,8,48,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,56,0,0,0,50,0,0,6,8,1,19,0.2857142857142857,0.03571428571428571,0.6785714285714286,0.8297261678618264,0.06078572130686972,0.10948811083130383,0.08336849634620781,0.21637671300044856,0.06273258904837853,0.5893099273780859,,
hbm,HBM,hbm,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,49.500564141631074,True,True,0.0,47.91087979013241,6.644887638016731,84,2,6,0,12,0,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,0,0,14,38,0,0,4,6,0,22,0.21428571428571427,0.0,0.7857142857142857,0.916127292182908,0.0,0.083872707817092,7.549389342479706e-06,0.10404802042780813,0.7733333333333334,0.2657955055206692,,
bandwidth,Bandwidth,bandwidth,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,58.548920540168865,True,True,0.0,47.91087979013241,8.970026870439261,112,2,6,0,12,0,48,0,1,1,0,56,0,0,0,0,1,0,0,0,0,0,0,56,0,0,0,45,0,0,11,6,0,22,0.21428571428571427,0.0,0.7857142857142857,0.916127292182908,0.0,0.083872707817092,1.772544e-05,0.19978617844991306,0.029505582137161084,0.35880107481757034,,
dest_compute,Dest. compute,dest_compute,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,36.51528480786561,False,False,11.595076742543512,27.596216787921918,16.150284811976054,108,2,14,0,12,0,44,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,54,0,0,2,31,0,0,23,11,3,14,0.39285714285714285,0.10714285714285714,0.5,0.46952535057691497,0.21736785326084435,0.3131067961622407,0.10699618103749288,0.9978179933308567,0.07363104731525785,0.646011392479042,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,49.50056414163106,True,True,0.0,47.91087979013241,6.644887638016731,84,2,6,0,12,0,20,0,1,1,0,42,0,1,0,0,1,1,0,0,0,0,0,42,0,0,14,38,0,0,4,6,0,22,0.21428571428571427,0.0,0.7857142857142857,0.916127292182908,0.0,0.083872707817092,1.3522274778031712e-05,0.10404802042780813,0.7733333333333334,0.2657955055206692,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,35.31431236720441,False,False,4.401195103930931,34.7900984265345,8.14806714524709,80,2,8,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,16,24,0,0,16,5,3,20,0.17857142857142858,0.10714285714285714,0.7142857142857143,0.4606256741468481,0.32173678528861877,0.21763754056453322,0.034096908292241816,0.9838447508755426,0.9866666666666667,0.3259226858098836,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,36.51528480786561,False,False,11.595076742543512,27.596216787921918,17.50387139093704,108,2,14,0,12,0,44,0,2,1,0,54,0,5,0,0,2,5,0,0,0,0,0,54,0,0,2,31,0,0,23,14,0,14,0.5,0.0,0.5,0.6868932038377593,0.0,0.3131067961622407,4.495615999999999e-05,0.9978179933308567,0.07363104731525785,0.7001548556374816,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,35.31431236720441,False,False,16.052638704203105,23.138654826262325,7.752713546541486,80,2,7,0,12,0,16,0,1,1,0,40,0,2,0,0,1,2,0,0,0,0,0,40,0,0,16,24,0,0,16,7,0,21,0.25,0.0,0.75,0.6167745414567205,0.0,0.3832254585432795,1.7296802381637947e-05,0.9242255559642034,1.0,0.3101085418616594,kv:pool/east,target_unmet
none,None bound,none,71,28,39.19129353046544,64,2cc1236138b260f66e7c4e667e6f40a6d9fde1202f44e0b1456414e6b93c541a,0,58.5625981098342,True,True,0.0,47.91087979013241,8.970026870439261,112,2,6,0,12,0,48,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,0,45,0,0,11,6,0,22,0.21428571428571427,0.0,0.7857142857142857,0.916127292182908,0.0,0.083872707817092,5.1755602022933964e-06,0.19978617844991306,0.029505582137161084,0.35880107481757034,,
hbm,HBM,hbm,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,38.35769683316653,True,True,0.0,35.4816017894658,8.128795096834056,80,2,8,1,10,4,8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,16,36,0,0,4,5,3,20,0.17857142857142858,0.10714285714285714,0.7142857142857143,0.5146062820772302,0.32534161705197623,0.16005210087079358,0.03586646212180569,0.07877582294576524,0.92,0.32515180387336223,,
bandwidth,Bandwidth,bandwidth,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,51.122585243186705,True,True,0.0,36.2711695372263,11.99019170376929,112,2,8,1,10,4,40,1,1,1,0,56,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,44,0,0,12,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.8491911658985413,0.0,0.15080883410145873,2.238592e-05,0.1512802353073092,0.03748006379585328,0.47960766815077155,,
dest_compute,Dest. compute,dest_compute,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,34.8202945229438,False,False,3.17244718573491,31.617931933019534,17.578677540600243,112,2,16,1,10,4,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,56,0,0,0,37,0,0,19,10,6,12,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.43665558265143983,0.3549248038740556,0.20841961347450455,0.05816371905232748,0.9928957706767517,0.0558213716108453,0.7031471016240095,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,38.35769683316654,True,True,0.0,35.4816017894658,8.203504771350522,80,2,8,1,10,4,8,1,1,1,0,40,0,2,0,1,1,2,0,0,0,0,0,40,0,0,16,36,0,0,4,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.8399478991292064,0.0,0.16005210087079358,1.6026289569617788e-05,0.07877582294576524,0.92,0.32814019085402085,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,34.82029452294378,False,False,5.067542982490224,29.72283613626422,8.22219412832162,80,2,10,1,10,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,0,0,16,29,0,0,11,4,6,18,0.14285714285714285,0.21428571428571427,0.6428571428571429,0.4108366068011653,0.3549248038740556,0.23423858932477915,0.0581600768,0.7916759009411019,0.88,0.3288877651328648,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,34.82029452294378,False,False,3.17244718573491,31.617931933019534,17.578677540600243,112,2,16,1,10,4,40,1,1,1,0,56,0,6,0,1,1,6,0,0,0,0,0,56,0,0,0,37,0,0,19,16,0,12,0.5714285714285714,0.0,0.42857142857142855,0.7915803865254957,0.0,0.20841961347450433,4.871532164326802e-05,0.9928957706767517,0.0558213716108453,0.7031471016240095,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,34.8202945229438,False,False,5.067542982490224,29.72283613626422,9.848267744695484,80,2,10,1,10,4,8,1,0,1,0,40,0,4,0,1,0,4,0,0,0,0,0,40,0,0,16,29,0,0,11,10,0,18,0.35714285714285715,0.0,0.6428571428571429,0.765761410675221,0.0,0.23423858932477903,1.4373535345422483e-05,0.7916759009411019,0.88,0.39393070978781924,,target_unmet
none,None bound,none,72,28,34.790379118754444,61,8ddb6d5e6b8ca7b505c29030bac2315f11a55503d20ec6f8ef18b1ad3c25b065,0,51.35302032227568,True,True,0.0,36.2711695372263,11.915482029252823,112,2,8,1,10,4,40,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,44,0,0,12,5,3,20,0.17857142857142858,0.10714285714285714,0.7142857142857143,0.5238495488465651,0.32534161705197623,0.15080883410145862,0.03586926530026787,0.1512802353073092,0.03748006379585328,0.47661928117011293,,
hbm,HBM,hbm,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,13.210678823843537,False,False,4.887481912081441,12.876221659000976,6.438632432758198,76,2,7,1,11,4,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,18,38,0,0,0,7,0,21,0.25,0.0,0.75,0.5633237820278755,0.0,0.4366762179721245,9.327068615047133e-06,0.043950732575307155,0.9733333333333334,0.25754529731032794,,target_unmet
bandwidth,Bandwidth,bandwidth,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,25.918616726072855,True,True,0.0,17.83706982656527,11.0248999473322,112,2,6,1,11,4,44,1,1,1,0,56,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,47,0,0,9,6,0,22,0.21428571428571427,0.0,0.7857142857142857,0.7363896839982169,0.0,0.2636103160017831,2.7113599999999997e-05,0.11379923050988909,0.044657097288676235,0.4409959978932879,,
dest_compute,Dest. compute,dest_compute,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,17.628824976725213,False,False,1.314411157510932,16.449292413571484,24.71649630883408,108,2,19,1,11,4,40,1,6,0,0,0,0,0,0,1,0,0,0,0,6,0,0,54,0,0,2,37,0,0,17,13,6,9,0.4642857142857143,0.21428571428571427,0.32142857142857145,0.595988538502716,0.09398280796644551,0.3100286535308384,0.7379237362509188,0.9322812330752255,0.1645401382243488,0.9886598523533632,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,13.210678823843537,False,False,4.887481912081441,12.876221659000976,6.438632432758198,76,2,7,1,11,4,8,1,0,1,0,38,0,2,0,1,0,2,0,0,0,0,0,38,0,0,18,38,0,0,0,7,0,21,0.25,0.0,0.75,0.5633237820278755,0.0,0.4366762179721245,1.6922552038598944e-05,0.043950732575307155,0.9733333333333334,0.25754529731032794,,target_unmet
dest_compute-hbm,HBM + compute,dest_compute+hbm,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,13.210678823843537,False,False,4.887481912081441,12.876221659000976,6.869593697569621,76,2,7,1,11,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,18,29,0,0,9,3,4,21,0.10714285714285714,0.14285714285714285,0.75,0.13868194871058057,0.424641833317295,0.4366762179721244,0.04063328400289385,0.6592609886296068,0.9733333333333334,0.2747837479027848,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,17.50716194119947,False,False,1.583381941545781,16.180321629536635,24.691270094572417,108,2,18,1,11,4,40,1,5,1,0,54,0,9,0,0,3,9,0,1,2,0,0,54,0,0,2,37,0,0,17,12,6,10,0.42857142857142855,0.21428571428571427,0.35714285714285715,0.2257879658930622,0.45501432612436365,0.3191977079825742,0.9301644070399999,0.9995936238835083,0.12094630515683148,0.9876508037828966,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,13.210678823843537,False,False,4.887481912081441,12.876221659000976,7.859839632499358,76,2,7,1,11,4,8,1,0,1,0,38,0,2,0,1,0,2,0,0,0,0,0,38,0,0,18,29,0,0,9,7,0,21,0.25,0.0,0.75,0.5633237820278755,0.0,0.4366762179721245,1.6922552038598944e-05,0.6592609886296068,0.9733333333333334,0.3143935852999743,,target_unmet
none,None bound,none,73,28,17.76370357108242,126,da767e3601bb778fa39d29959707c15ba7ea709c8bffb77c8a5874002526366a,1,26.090668279708567,True,True,0.0,17.83706982656527,10.158469311258198,112,2,6,1,11,4,44,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,56,0,0,0,47,0,0,9,5,1,22,0.17857142857142858,0.03571428571428571,0.7857142857142857,0.5037249278569458,0.23266475614127113,0.2636103160017831,0.12976228099560264,0.11379923050988909,0.044657097288676235,0.4063387724503279,,
hbm,HBM,hbm,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,15.922278129295407,False,False,0.6385289179168581,15.78830449401842,7.672780353300078,72,2,8,1,11,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,20,35,0,0,1,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.7024896256307254,0.0,0.29751037436927463,9.07372652155876e-06,0.024491717915115785,0.9466666666666667,0.3069112141320031,,target_unmet
bandwidth,Bandwidth,bandwidth,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,23.826954138183567,True,True,0.0,16.732558864292187,12.918417579956518,112,2,8,1,11,4,44,1,1,1,0,56,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,51,0,0,5,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.7369294596128679,0.0,0.26307054038713207,3.05856e-05,0.057575263004923674,0.050770866560340244,0.5167367031982607,,
dest_compute,Dest. compute,dest_compute,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,23.235243500682046,True,True,0.0,16.732558864292187,13.755466579369147,108,2,8,1,11,4,44,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,54,0,0,2,36,0,0,18,2,6,20,0.07142857142857142,0.21428571428571427,0.7142857142857143,0.0871369293981158,0.649792530214752,0.2630705403871322,0.16771127240353856,0.8636289450738545,0.050770866560340244,0.5502186631747659,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,15.922278129295407,False,False,0.6385289179168581,15.78830449401842,7.672780353300078,72,2,8,1,11,4,4,1,0,1,0,36,0,2,0,1,0,2,0,0,0,0,0,36,0,0,20,35,0,0,1,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.7024896256307254,0.0,0.29751037436927463,1.6252628884143593e-05,0.024491717915115785,0.9466666666666667,0.3069112141320031,,target_unmet
dest_compute-hbm,HBM + compute,dest_compute+hbm,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,15.922278129295407,False,False,0.6385289179168581,15.78830449401842,8.166745616534266,68,2,8,1,11,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,0,0,22,26,0,0,8,3,5,20,0.10714285714285714,0.17857142857142858,0.7142857142857143,0.12863070530616857,0.5738589203245569,0.2975103743692745,0.05590395804616145,0.3673757687267364,0.9466666666666667,0.3266698246613706,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,23.103455604235748,True,True,0.0,16.732558864292187,15.769993470878319,108,2,8,1,11,4,44,1,1,1,0,54,0,0,0,1,1,0,0,0,0,0,0,54,0,0,2,36,0,0,18,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.7369294596128679,0.0,0.26307054038713207,3.05856e-05,0.8636289450738545,0.050770866560340244,0.6307997388351327,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,15.922278129295407,False,False,0.6385289179168581,15.78830449401842,9.36640093757129,68,2,8,1,11,4,4,1,0,1,0,34,0,2,0,1,0,2,0,0,0,0,0,34,0,0,22,26,0,0,8,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.7024896256307254,0.0,0.29751037436927463,1.6252628884143593e-05,0.3673757687267364,0.9466666666666667,0.3746560375028516,,target_unmet
none,None bound,none,74,28,16.42683341193528,0,3793d4cecbde36c2af773f690f2607a0421a9c045e87b460b3e545dd7ffc6048,0,23.826954138183567,True,True,0.0,16.732558864292187,12.918417579956518,112,2,8,1,11,4,44,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,51,0,0,5,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.7369294596128679,0.0,0.26307054038713207,9.875313551402091e-06,0.057575263004923674,0.050770866560340244,0.5167367031982607,,
hbm,HBM,hbm,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,34.078607740839956,False,False,2.303955165249363,32.06114170523618,6.222319698088682,72,2,7,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,20,34,0,0,2,7,0,21,0.25,0.0,0.75,0.7908175117775038,0.0,0.2091824882224962,6.4353457832887414e-06,0.06997511273658112,0.7466666666666668,0.24889278792354724,,target_unmet
bandwidth,Bandwidth,bandwidth,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,47.99710403003205,True,True,0.0,34.9383746059453,11.089571727638239,112,2,8,0,12,0,48,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,44,0,0,12,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.8285751170277413,0.0,0.17142488297225866,2.875456e-05,0.11753785508135352,0.04758107389686337,0.4435828691055295,,
dest_compute,Dest. compute,dest_compute,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,38.78152459506704,True,True,0.0,34.9383746059453,7.346744081867959,112,2,8,0,12,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,38,0,0,18,5,3,20,0.17857142857142858,0.10714285714285714,0.7142857142857143,0.3657175407965095,0.46285757623123197,0.17142488297225855,0.03670268512254404,0.9717527844784593,0.024455077086656035,0.29386976327471837,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,34.078607740839956,False,False,2.303955165249363,32.06114170523618,6.222319698088682,72,2,7,0,12,0,8,0,0,1,0,36,0,2,0,0,0,2,0,0,0,0,0,36,0,0,20,34,0,0,2,7,0,21,0.25,0.0,0.75,0.7908175117775038,0.0,0.2091824882224962,1.1432409480754241e-05,0.06997511273658112,0.7466666666666668,0.24889278792354724,,target_unmet
dest_compute-hbm,HBM + compute,dest_compute+hbm,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,34.078607740839956,False,False,1.6667774782389273,32.69831939224662,6.557548324233481,72,2,8,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,20,28,0,0,8,5,3,20,0.17857142857142858,0.10714285714285714,0.7142857142857143,0.3365801887325199,0.46285757623123197,0.20056223503624815,0.036701289524497104,0.7803662194305651,0.8800000000000001,0.26230193296933924,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,38.78152459506704,True,True,0.0,34.9383746059453,8.767718624899805,112,2,8,0,12,0,48,0,0,1,0,56,0,3,0,0,0,3,0,0,0,0,0,56,0,0,0,38,0,0,18,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.8285751170277414,0.0,0.17142488297225855,2.07488e-05,0.9397684659424665,0.03402445507708666,0.3507087449959922,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,34.07860774083997,False,False,1.9159342495665328,32.44916262091901,7.4059372113189985,72,2,7,0,12,0,8,0,0,1,0,36,0,2,0,0,0,2,0,0,0,0,0,36,0,0,20,28,0,0,8,7,0,21,0.25,0.0,0.75,0.7960850945525808,0.0,0.2039149054474192,1.3080757043015808e-05,0.7803662194305651,0.8800000000000001,0.29623748845275993,,target_unmet
none,None bound,none,75,28,34.365096870485544,116,e58cff230c22d7cb11f118096ae47d28b9e38d661835f239d410aa026189247f,0,48.20279646241809,True,True,0.0,34.9383746059453,11.089571727638239,112,2,8,0,12,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,44,0,0,12,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.8285751170277413,0.0,0.17142488297225866,9.360027563929026e-06,0.11753785508135352,0.04758107389686337,0.4435828691055295,,
hbm,HBM,hbm,76,28,29.49098177052469,183,61d16b25429e1b0481de174e9cc2519f17f6ce3321c726348d60d50bad1aa54d,0,28.734283175493957,False,False,1.2846650667512591,28.206316703773425,8.790732298479956,84,2,11,2,11,8,16,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,42,0,0,14,40,0,0,2,10,1,17,0.35714285714285715,0.03571428571428571,0.6071428571428571,0.6320305421259298,0.1509029470598872,0.21706651081418304,0.010664935584349092,0.08259296482057134,0.9733333333333334,0.35162929193919823,,target_unmet
