case_id,bound_constraint,constraints,replicate,sessions,target_w,power_bootstrap_index,timing_fit_sha256,bandwidth_projection_regions,fractional_lp_opportunity_w,target_met,feasible,power_shortfall_w,planned_shed_w,predicted_migration_makespan_s,loaded_candidate_count,loaded_pool_count,loaded_selected_count,loaded_context_below_session_count,loaded_context_above_session_count,loaded_context_below_candidate_count,loaded_context_above_candidate_count,loaded_context_below_selected_count,loaded_context_above_selected_count,loaded_bandwidth_below_pool_count,loaded_bandwidth_above_pool_count,loaded_bandwidth_below_candidate_count,loaded_bandwidth_above_candidate_count,loaded_bandwidth_below_selected_count,loaded_bandwidth_above_selected_count,loaded_context_below_replay_selected_count,loaded_context_above_replay_selected_count,loaded_bandwidth_below_replay_selected_count,loaded_bandwidth_above_replay_selected_count,loaded_context_below_kv_transfer_selected_count,loaded_context_above_kv_transfer_selected_count,loaded_bandwidth_below_kv_transfer_selected_count,loaded_bandwidth_above_kv_transfer_selected_count,candidate_matched_pairs,candidate_replay_only,candidate_kv_only,candidate_neither,candidate_replay_dominates,candidate_kv_dominates,candidate_equivalent,candidate_incomparable,replay_count,kv_transfer_count,not_moved_count,replay,kv_transfer,not_moved,replay_phase_load,kv_transfer_phase_load,not_moved_phase_load,route_utilization,service_utilization,hbm_utilization,migration_utilization,binding_resources,failure
none,None bound,none,373,28,29.933990168720413,47,1ecd3c1a7ff488e3d37a340db5ee3a1d4174d07390bb4beae4d746d7dc3ed58a,0,44.14956748281527,True,True,0.0,32.01629434167707,10.464243667171878,112,2,7,2,12,8,48,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,56,0,0,0,43,0,0,13,6,1,21,0.21428571428571427,0.03571428571428571,0.75,0.6793536773163744,0.11906538319055515,0.20158093949307043,0.015429145626074217,0.11609082632590968,0.0430622009569378,0.41856974668687513,,
hbm,HBM,hbm,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,41.278132992056726,True,True,0.0,34.47275124535493,9.023906442012272,84,2,9,3,11,12,16,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,42,0,0,14,37,0,0,5,8,1,19,0.2857142857142857,0.03571428571428571,0.6785714285714286,0.7129626212328801,0.08008999698913594,0.20694738177798389,0.01528640331841152,0.07199960930855316,0.9200000000000002,0.3609562576804909,,
bandwidth,Bandwidth,bandwidth,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,50.49387810864465,True,True,0.0,36.00098598850339,11.370804461177531,112,2,9,3,11,12,44,3,0,1,0,56,0,0,0,3,0,0,0,0,0,0,0,56,0,0,0,44,0,0,12,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8149657544507755,0.0,0.18503424554922454,1.4311039999999997e-05,0.08490753131696534,0.024455077086656035,0.4548321784471012,,
dest_compute,Dest. compute,dest_compute,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,43.83983711442754,True,True,0.0,34.47275124535493,10.49644743007353,112,2,9,3,11,12,44,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,56,0,0,0,33,0,0,23,3,6,19,0.10714285714285714,0.21428571428571427,0.6785714285714286,0.2734953060916665,0.5195573121303496,0.20694738177798389,0.061137228776420624,0.9751333480933411,0.024189261031366295,0.41985789720294114,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,41.278132992056726,True,True,0.0,34.47275124535493,9.066907842043872,84,2,9,3,11,12,16,2,0,1,0,42,0,2,0,2,0,2,0,0,0,0,0,42,0,0,14,37,0,0,5,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.7930526182220161,0.0,0.20694738177798389,1.064704e-05,0.07199960930855316,0.9200000000000002,0.3626763136817548,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,40.858378994962806,True,True,0.0,34.47275124535493,9.128023412446474,84,2,9,3,11,12,16,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,0,0,14,26,0,0,16,3,6,19,0.10714285714285714,0.21428571428571427,0.6785714285714286,0.2734953060916665,0.5195573121303496,0.20694738177798389,0.06113638543069586,0.9530064313797719,0.9733333333333334,0.36512093649785893,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,43.83983711442754,True,True,0.0,34.47275124535493,12.115184682684376,112,2,9,3,11,12,44,2,0,1,0,56,0,1,0,2,0,1,0,0,0,0,0,56,0,0,0,33,0,0,23,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.7930526182220161,0.0,0.20694738177798389,1.424448e-05,0.975133348093341,0.0241892610313663,0.484607387307375,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,40.858378994962806,True,True,0.0,34.47275124535493,10.746760665057321,84,2,9,3,11,12,16,2,0,1,0,42,0,2,0,2,0,2,0,0,0,0,0,42,0,0,14,26,0,0,16,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.7930526182220161,0.0,0.20694738177798389,1.135616e-05,0.9530064313797718,0.9733333333333335,0.4298704266022928,,
none,None bound,none,374,28,34.13393882470517,108,3e4489b2aee8d4d141f0abdd49c833192c493c54f377c1f1555ca0621b549270,0,50.547324818107725,True,True,0.0,36.00098598850339,11.327803061145932,112,2,9,3,11,12,44,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,56,0,0,0,44,0,0,12,8,1,19,0.2857142857142857,0.03571428571428571,0.6785714285714286,0.7348757574616395,0.08008999698913594,0.18503424554922465,0.015287473150956224,0.08490753131696534,0.024455077086656035,0.4531121224458373,,
hbm,HBM,hbm,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,45.439255397241666,True,True,0.0,36.955363696681076,7.763169846847765,92,2,7,3,11,12,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,10,35,0,0,11,7,0,21,0.25,0.0,0.75,0.8366341217626602,0.0,0.16336587823733983,3.605555366220474e-06,0.0949197332117669,0.9466666666666667,0.3105267938739106,,
bandwidth,Bandwidth,bandwidth,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,54.92793811545346,True,True,0.0,36.955363696681076,8.940143320736444,112,2,7,3,11,12,44,1,0,1,0,56,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,40,0,0,16,7,0,21,0.25,0.0,0.75,0.8366341217626602,0.0,0.16336587823733983,1.4495359999999999e-05,0.1242547617021533,0.02445507708665604,0.35760573282945773,,
dest_compute,Dest. compute,dest_compute,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,39.76204179721107,True,True,0.0,36.955363696681076,5.684008768973487,112,2,7,3,11,12,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,34,0,0,22,3,4,21,0.10714285714285714,0.14285714285714285,0.75,0.3240409651880536,0.5125931565746066,0.16336587823733983,0.05373848215333333,0.9592689391750387,0.012493354598617758,0.22736035075893946,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,45.43925539724168,True,True,0.0,36.955363696681076,7.763169846847765,92,2,7,3,11,12,24,1,0,1,0,46,0,1,0,1,0,1,0,0,0,0,0,46,0,0,10,35,0,0,11,7,0,21,0.25,0.0,0.75,0.8366341217626602,0.0,0.16336587823733983,1.1076479999999998e-05,0.0949197332117669,0.9466666666666667,0.3105267938739106,,
dest_compute-hbm,HBM + compute,dest_compute+hbm,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,39.76204179721107,True,True,0.0,36.955363696681076,5.684008768973487,92,2,7,3,11,12,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,10,29,0,0,17,3,4,21,0.10714285714285714,0.14285714285714285,0.75,0.3240409651880536,0.5125931565746066,0.16336587823733983,0.05373848215333333,0.9592689391750387,0.6266666666666667,0.22736035075893946,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,39.76204179721107,True,True,0.0,36.955363696681076,6.646677574030925,112,2,7,3,11,12,44,1,0,1,0,56,0,3,0,1,0,3,0,0,0,0,0,56,0,0,0,34,0,0,22,7,0,21,0.25,0.0,0.75,0.8366341217626602,0.0,0.16336587823733983,1.060227147529655e-05,0.9592689391750387,0.012493354598617758,0.265867102961237,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,39.76204179721107,True,True,0.0,36.955363696681076,6.646677574030925,92,2,7,3,11,12,24,1,0,1,0,46,0,3,0,1,0,3,0,0,0,0,0,46,0,0,10,29,0,0,17,7,0,21,0.25,0.0,0.75,0.8366341217626602,0.0,0.16336587823733983,1.060227147529655e-05,0.9592689391750387,0.6266666666666667,0.265867102961237,,
none,None bound,none,375,28,36.784202488769296,165,7021ea517dbe41910adbfa99eb13c03d1f457f62561baf494b75b12f004fc85c,0,54.95269558833458,True,True,0.0,36.955363696681076,8.940143320736444,112,2,7,3,11,12,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,40,0,0,16,7,0,21,0.25,0.0,0.75,0.8366341217626602,0.0,0.16336587823733983,4.718450539638731e-06,0.1242547617021533,0.02445507708665604,0.35760573282945773,,
hbm,HBM,hbm,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,47.0829475123095,True,True,0.0,39.65225322948942,9.883298221019333,100,2,9,4,6,16,12,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,6,42,0,0,8,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8515885471221637,0.0,0.1484114528778363,3.3797364896980925e-06,0.0964934373158707,1.0,0.3953319288407733,kv:pool/germany,
bandwidth,Bandwidth,bandwidth,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,57.43560422580268,True,True,0.0,39.65225322948942,11.301015922591587,112,2,9,4,6,16,24,4,0,1,0,56,0,0,0,4,0,0,0,0,0,0,0,56,0,0,0,45,0,0,11,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8515885471221637,0.0,0.1484114528778363,1.372608e-05,0.10927621803210652,0.023657628920786822,0.4520406369036635,,
dest_compute,Dest. compute,dest_compute,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,46.28758456342564,True,True,0.0,39.65225322948942,7.819545202166668,112,2,9,4,6,16,24,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,56,0,0,0,36,0,0,20,3,6,19,0.10714285714285714,0.21428571428571427,0.6785714285714286,0.48918885506118914,0.3623996920609746,0.1484114528778362,0.06583843588000002,0.8369635996892197,0.016480595427963853,0.3127818080866667,,
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,47.0829475123095,True,True,0.0,39.65225322948942,9.883298221019333,100,2,9,4,6,16,12,4,0,1,0,50,0,1,0,4,0,1,0,0,0,0,0,50,0,0,6,42,0,0,8,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8515885471221637,0.0,0.1484114528778363,1.157504e-05,0.0964934373158707,1.0,0.3953319288407733,kv:pool/germany,
dest_compute-hbm,HBM + compute,dest_compute+hbm,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,46.12957131356772,True,True,0.0,39.65225322948942,7.819545202166668,100,2,9,4,6,16,12,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,50,0,0,6,33,0,0,17,3,6,19,0.10714285714285714,0.21428571428571427,0.6785714285714286,0.48918885506118914,0.3623996920609746,0.1484114528778362,0.06583843588000002,0.8369635996892197,0.8266666666666668,0.3127818080866667,,
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,46.28758456342564,True,True,0.0,39.65225322948942,9.345262684962707,112,2,9,4,6,16,24,4,0,1,0,56,0,3,0,4,0,3,0,0,0,0,0,56,0,0,0,36,0,0,20,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8515885471221637,0.0,0.1484114528778363,9.61984e-06,0.9531382949385774,0.016480595427963853,0.37381050739850824,,
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,46.12957131356774,True,True,0.0,39.65225322948942,9.345262684962707,100,2,9,4,6,16,12,4,0,1,0,50,0,3,0,4,0,3,0,0,0,0,0,50,0,0,6,33,0,0,17,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8515885471221637,0.0,0.1484114528778363,9.61984e-06,0.9531382949385774,0.8266666666666668,0.37381050739850824,,
none,None bound,none,376,28,38.3713356465436,112,6cc8c626f47d76d171a6d783d38bb40bb8ef149bd20ad137a4ffa8b27310418b,0,57.45540720717784,True,True,0.0,39.65225322948942,11.301015922591587,112,2,9,4,6,16,24,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,56,0,0,0,45,0,0,11,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8515885471221637,0.0,0.1484114528778363,4.007807613322735e-06,0.10927621803210652,0.023657628920786822,0.4520406369036635,,
hbm,HBM,hbm,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,28.632186953216717,False,False,13.742109707014947,27.838711447881764,9.291689160525548,64,2,10,2,14,8,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,32,0,0,24,25,0,0,7,10,0,18,0.35714285714285715,0.0,0.6428571428571429,0.7178307259124099,0.0,0.28216927408759007,8.459398737322486e-06,0.11059175072532415,0.9733333333333334,0.37166756642102194,,target_unmet
bandwidth,Bandwidth,bandwidth,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,58.58065209511615,True,True,0.0,43.268334866869225,14.835251454567919,112,2,9,2,14,8,56,1,1,1,0,56,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,37,0,0,19,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8772650110154191,0.0,0.1227349889845809,3.718784e-05,0.2898131717078006,0.06113769271664009,0.5934100581827167,,
dest_compute,Dest. compute,dest_compute,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,27.682821971246,False,False,16.000757660785183,25.580063494111528,17.583772573950604,108,2,14,2,14,8,52,2,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,54,0,0,2,29,0,0,25,6,8,14,0.21428571428571427,0.2857142857142857,0.5,0.45222297150519186,0.234696371267382,0.3130806572274262,0.151668702648021,0.9923070614285356,0.06539074960127592,0.703350902958024,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,28.632186953216717,False,False,13.742109707014947,27.838711447881764,9.291689160525548,64,2,10,2,14,8,8,2,0,1,0,32,0,3,0,2,0,3,0,0,0,0,0,32,0,0,24,25,0,0,7,10,0,18,0.35714285714285715,0.0,0.6428571428571429,0.7178307259124099,0.0,0.28216927408759007,1.515628567764141e-05,0.11059175072532415,0.9733333333333334,0.37166756642102194,,target_unmet
dest_compute-hbm,HBM + compute,dest_compute+hbm,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,27.682821971246,False,False,16.5828817988415,24.997939356055213,9.18346523325,64,2,10,2,14,8,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,0,0,24,18,0,0,14,3,7,18,0.10714285714285714,0.25,0.6428571428571429,0.4486102254210651,0.22992264597870327,0.32146712860023163,0.07406824036500001,0.9780714607740796,0.9333333333333335,0.36733860933,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,27.682821971246,False,False,20.553890152317365,21.026931002579346,21.261688456023002,108,2,14,2,14,8,52,1,2,1,0,54,0,3,0,1,2,3,0,0,0,0,0,54,0,0,2,29,0,0,25,14,0,14,0.5,0.0,0.5,0.6161101356962609,0.0,0.38388986430373906,4.6762880000000004e-05,0.9911240514999563,0.07708665603402445,0.85046753824092,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,27.682821971246,False,False,16.5828817988415,24.997939356055213,11.13988817049515,64,2,10,2,14,8,8,2,0,1,0,32,0,3,0,2,0,3,0,0,0,0,0,32,0,0,24,18,0,0,14,10,0,18,0.35714285714285715,0.0,0.6428571428571429,0.6785328713997684,0.0,0.32146712860023163,1.1463174822398469e-05,0.9780714607740796,0.9333333333333335,0.44559552681980585,,target_unmet
none,None bound,none,377,28,41.58082115489672,50,27fc5ec80d245f7e10157cb0a60d122241ebda734f60026a58f90ed824d28505,0,59.661423840448464,True,True,0.0,43.268334866869225,14.835251454567919,112,2,9,2,14,8,56,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,56,0,0,0,37,0,0,19,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8772650110154191,0.0,0.1227349889845809,1.0858286435386342e-05,0.2898131717078006,0.06113769271664009,0.5934100581827167,,
hbm,HBM,hbm,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,22.602772680014567,False,False,6.1501620938605015,22.01153569389828,6.791298667137538,72,2,9,1,14,4,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,20,36,0,0,0,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.661367993363207,0.0,0.33863200663679305,9.626493787430653e-06,0.06276211919283363,1.0,0.2716519466855015,kv:pool/east,target_unmet
bandwidth,Bandwidth,bandwidth,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,40.715855555994295,True,True,0.0,28.45601288882625,13.068549784654095,112,2,7,1,14,4,56,1,2,1,0,56,0,0,0,1,2,0,0,0,0,0,0,56,0,0,0,47,0,0,9,7,0,21,0.25,0.0,0.75,0.7874652198854463,0.0,0.21253478011455373,3.8962559999999996e-05,0.15232353339615215,0.06406166932482722,0.5227419913861638,,
dest_compute,Dest. compute,dest_compute,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,28.1780150425039,False,False,0.13296415575800324,28.02873363200078,19.683921675083397,112,2,14,1,14,4,56,1,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,56,0,0,0,36,0,0,20,11,3,14,0.39285714285714285,0.10714285714285714,0.5,0.5496063620229548,0.23011825842688974,0.22027537955015553,0.20932290818488852,0.9995234564166782,0.10712387028176502,0.7873568670033358,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,22.602772680014567,False,False,6.1501620938605015,22.01153569389828,6.791298667137538,72,2,9,1,14,4,16,1,0,1,0,36,0,3,0,1,0,3,0,0,0,0,0,36,0,0,20,36,0,0,0,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.661367993363207,0.0,0.33863200663679305,1.7247312066356046e-05,0.06276211919283363,1.0,0.2716519466855015,kv:pool/east,target_unmet
dest_compute-hbm,HBM + compute,dest_compute+hbm,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,22.602772680014567,False,False,5.827649118563599,22.334048669195184,7.670108038731674,72,2,9,1,14,4,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,20,26,0,0,10,6,3,19,0.21428571428571427,0.10714285714285714,0.6785714285714286,0.2526450458861242,0.41554539974482607,0.3318095543690498,0.02990384053242829,0.9414317878925037,0.9600000000000001,0.30680432154926696,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,28.1780150425039,False,False,0.13296415575800324,28.02873363200078,21.370526532423547,112,2,14,1,14,4,56,1,3,1,0,56,0,5,0,1,3,5,0,0,0,0,0,56,0,0,0,36,0,0,20,14,0,14,0.5,0.0,0.5,0.7797246204498445,0.0,0.22027537955015553,6.526912e-05,0.9995234564166782,0.10712387028176502,0.8548210612969419,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,22.602772680014567,False,False,5.827649118563599,22.334048669195184,8.290322512254845,72,2,9,1,14,4,16,1,0,1,0,36,0,3,0,1,0,3,0,0,0,0,0,36,0,0,20,26,0,0,10,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.6681904456309503,0.0,0.3318095543690497,1.6722727648907532e-05,0.9414317878925037,0.9600000000000001,0.3316129004901937,,target_unmet
none,None bound,none,378,28,28.16169778775879,187,8ecf6b8e3dd8532bc3d4ad7be8f1ccc5122e433770d3628809cb2728ae001676,0,40.738778479217174,True,True,0.0,28.45601288882625,13.068549784654095,112,2,7,1,14,4,56,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,56,0,0,0,47,0,0,9,7,0,21,0.25,0.0,0.75,0.7874652198854463,0.0,0.21253478011455373,1.2580021211462816e-05,0.15232353339615215,0.06406166932482722,0.5227419913861638,,
hbm,HBM,hbm,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,29.181857845480835,False,False,6.617973748323237,28.735981254474808,7.527653565209668,84,2,9,4,11,16,16,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,42,0,0,14,42,0,0,0,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.7381802143002195,0.0,0.2618197856997805,9.111402189979554e-06,0.0957276312229555,0.9600000000000002,0.30110614260838675,,target_unmet
bandwidth,Bandwidth,bandwidth,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,51.990465078103185,True,True,0.0,36.931105010710866,15.569592385727645,112,2,9,4,11,16,44,3,2,1,0,56,0,0,0,3,2,0,0,0,0,0,0,56,0,0,0,50,0,0,6,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8453904487833548,0.0,0.1546095512166452,4.2948479999999996e-05,0.21153899797911077,0.07097288676236045,0.6227836954291058,,
dest_compute,Dest. compute,dest_compute,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,29.260311698007428,False,False,6.255390125044741,29.098564877753304,14.245294824281986,112,2,13,4,11,16,44,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56,0,0,0,38,0,0,18,9,4,15,0.32142857142857145,0.14285714285714285,0.5357142857142857,0.3375885659568338,0.4058860692605119,0.2565253647826543,0.04312059105968708,0.9990423820088215,0.05741626794258373,0.5698117929712794,,target_unmet
bandwidth-hbm,HBM + bandwidth,bandwidth+hbm,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,29.181857845480835,False,False,6.617973748323237,28.735981254474808,7.527653565209668,84,2,9,4,11,16,16,4,0,1,0,42,0,3,0,4,0,3,0,0,0,0,0,42,0,0,14,42,0,0,0,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.7381802143002195,0.0,0.2618197856997805,1.632011258616506e-05,0.0957276312229555,0.9600000000000002,0.30110614260838675,,target_unmet
dest_compute-hbm,HBM + compute,dest_compute+hbm,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,28.837748927400412,False,False,17.692757288288902,17.661197714509143,6.992261329372524,84,2,8,4,11,16,16,4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,42,0,0,14,31,0,0,11,4,4,20,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.26908457302025823,0.2743465973182208,0.4565688296615209,0.03233576038556916,0.8699059941231888,0.9600000000000002,0.27969045317490093,,target_unmet
bandwidth-dest_compute,Bandwidth + compute,bandwidth+dest_compute,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,29.260311698007428,False,False,15.573196456115568,19.780758546682478,22.688223114451127,112,2,17,4,11,16,44,2,2,1,0,56,0,5,0,2,2,5,0,0,0,0,0,56,0,0,0,38,0,0,18,17,0,11,0.6071428571428571,0.0,0.39285714285714285,0.5864477619030407,0.0,0.4135522380969593,6.302065826886023e-05,0.9995630939763198,0.09595959595959595,0.9075289245780449,,target_unmet
bandwidth-dest_compute-hbm,All bound,bandwidth+dest_compute+hbm,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,28.837748927400412,False,False,9.451232847134548,25.902722155663497,7.717811418978537,84,2,8,4,11,16,16,4,0,1,0,42,0,3,0,4,0,3,0,0,0,0,0,42,0,0,14,31,0,0,11,8,0,20,0.2857142857142857,0.0,0.7142857142857143,0.694750643469863,0.0,0.30524935653013696,1.5734645874032854e-05,0.9680824930671463,0.9200000000000002,0.30871245675914144,,target_unmet
none,None bound,none,379,28,35.35395500279805,165,9cdef8bc1c061c28d86081369897cb06dde749001b8274683a96f6722222c58c,0,51.9978530076302,True,True,0.0,36.931105010710866,15.569592385727645,112,2,9,4,11,16,44,3,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,56,0,0,0,50,0,0,6,9,0,19,0.32142857142857145,0.0,0.6785714285714286,0.8453904487833548,0.0,0.1546095512166452,1.2773595131553014e-05,0.21153899797911077,0.07097288676236045,0.6227836954291058,,
