replicate,case_id,bound_constraint,factor,utilization,action_changed_on_release,shortfall_improved_on_release,planner_shortfall_change_w,planner_shortfall_worsened_on_release,target_met_lost_on_release,fractional_lp_opportunity_change_w,fractional_opportunity_worsened_on_release,resource_near_capacity,opportunity_reduced,active
0,hbm,HBM,hbm,0.9333333333333335,False,False,0.0,False,False,7.542822417426905,False,True,True,True
0,bandwidth,Bandwidth,bandwidth,1.5151999999999998e-05,False,False,0.0,False,False,0.004778112909193055,False,False,True,True
0,dest_compute,Dest. compute,dest_compute,0.9976028360533051,True,False,0.0,False,False,14.884296963049067,False,True,True,True
0,bandwidth-hbm,HBM + bandwidth,bandwidth,1.0849919999999999e-05,False,False,0.0,False,False,1.4210854715202004e-14,False,False,False,False
0,bandwidth-hbm,HBM + bandwidth,hbm,0.9333333333333335,False,False,0.0,False,False,7.538044304517726,False,True,True,True
0,dest_compute-hbm,HBM + compute,dest_compute,0.9598511892992962,True,False,0.0,False,False,7.341474545622162,False,True,True,True
0,dest_compute-hbm,HBM + compute,hbm,0.7466666666666667,False,False,0.0,False,False,0.0,False,False,False,False
0,bandwidth-dest_compute,Bandwidth + compute,bandwidth,9.70304e-06,True,False,0.0,False,False,1.4210854715202004e-14,False,False,False,False
0,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9976028360533051,False,False,0.0,False,False,14.879518850139888,False,True,True,True
0,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,9.70304e-06,True,False,0.0,False,False,-1.4210854715202004e-14,False,False,False,False
0,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9976028360533051,False,False,0.0,False,False,7.341474545622134,False,True,True,True
0,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.8266666666666668,False,False,0.0,False,False,-2.842170943040401e-14,False,False,False,False
1,hbm,HBM,hbm,1.0,False,False,0.0,False,False,10.1523032215338,False,True,True,True
1,bandwidth,Bandwidth,bandwidth,2.4163839999999997e-05,False,False,0.0,False,False,0.020769072897124374,False,False,True,True
1,dest_compute,Dest. compute,dest_compute,0.8344482294516177,True,False,0.0,False,False,2.3334923990670404,False,False,True,True
1,bandwidth-hbm,HBM + bandwidth,bandwidth,1.7199788739339808e-05,False,False,0.0,False,False,0.0,False,False,False,False
1,bandwidth-hbm,HBM + bandwidth,hbm,1.0,False,False,0.0,False,False,10.131534148636675,False,True,True,True
1,dest_compute-hbm,HBM + compute,dest_compute,0.4209686722703169,True,False,0.0,False,False,0.0,False,False,False,False
1,dest_compute-hbm,HBM + compute,hbm,1.0,False,False,0.0,False,False,7.818810822466759,False,True,True,True
1,bandwidth-dest_compute,Bandwidth + compute,bandwidth,2.4163839999999997e-05,True,False,0.0,False,False,0.0,False,False,False,False
1,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.8344482294516177,False,False,0.0,False,False,2.312723326169916,False,False,True,True
1,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.7199788739339808e-05,True,False,0.0,False,False,0.0,False,False,False,False
1,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.4209686722703169,False,False,0.0,False,False,0.0,False,False,False,False
1,bandwidth-dest_compute-hbm,All bottlenecked,hbm,1.0,False,False,0.0,False,False,7.818810822466759,False,True,True,True
2,hbm,HBM,hbm,0.76,False,False,0.0,False,False,13.856620135775884,False,False,True,True
2,bandwidth,Bandwidth,bandwidth,1.537408e-05,False,False,0.0,False,False,0.27760860574996116,False,False,True,True
2,dest_compute,Dest. compute,dest_compute,0.9830005085767497,True,True,-25.166747177681827,False,False,38.7721723672978,False,True,True,True
2,bandwidth-hbm,HBM + bandwidth,bandwidth,9.12768e-06,False,False,0.0,False,False,-1.4210854715202004e-14,False,False,False,False
2,bandwidth-hbm,HBM + bandwidth,hbm,0.76,False,False,0.0,False,False,13.579011530025909,False,False,True,True
2,dest_compute-hbm,HBM + compute,dest_compute,0.7924902728645085,True,True,-22.611707029445824,False,False,25.47538855660831,False,False,True,True
2,dest_compute-hbm,HBM + compute,hbm,0.92,True,False,2.555040148236003,True,False,0.559836325086394,False,True,True,True
2,bandwidth-dest_compute,Bandwidth + compute,bandwidth,5.483263999999999e-05,True,False,0.0,False,False,0.0,False,False,False,False
2,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.981764661735762,True,True,-25.166747177681827,False,False,38.49456376154784,False,True,True,True
2,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.5694675820600253e-05,True,False,0.0,False,False,0.0,False,False,False,False
2,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.7715237428796508,True,True,-22.611707029445824,False,False,25.475388556608323,False,False,True,True
2,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.92,True,False,2.555040148236003,True,False,0.559836325086394,False,True,True,True
3,hbm,HBM,hbm,0.9600000000000001,False,False,0.0,False,False,12.919216179928114,False,True,True,True
3,bandwidth,Bandwidth,bandwidth,1.5415679999999997e-05,False,False,0.0,False,False,0.3353589820538332,False,False,True,True
3,dest_compute,Dest. compute,dest_compute,0.9945269765839755,True,True,-4.749283520109884,False,False,20.23800085800744,False,True,True,True
3,bandwidth-hbm,HBM + bandwidth,bandwidth,1.116288e-05,False,False,0.0,False,False,0.0,False,False,False,False
3,bandwidth-hbm,HBM + bandwidth,hbm,0.9600000000000001,False,False,0.0,False,False,12.58385719787428,False,True,True,True
3,dest_compute-hbm,HBM + compute,dest_compute,0.9984692373970501,True,True,-5.688973668249673,False,False,7.318784678079325,False,True,True,True
3,dest_compute-hbm,HBM + compute,hbm,0.9066666666666666,True,True,-0.939690148139789,False,False,0.0,False,True,False,True
3,bandwidth-dest_compute,Bandwidth + compute,bandwidth,4.1023359999999995e-05,True,False,0.0,False,False,0.0,False,False,False,False
3,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9945269765839755,True,True,-4.749283520109884,False,False,19.902641875953606,False,True,True,True
3,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.4469770722506666e-05,True,False,0.0,False,False,0.0,False,False,False,False
3,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9984692373970501,True,True,-5.688973668249673,False,False,7.318784678079325,False,True,True,True
3,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.9066666666666666,True,True,-0.939690148139789,False,False,0.0,False,True,False,True
4,hbm,HBM,hbm,1.0,False,True,-4.839579911781399,False,False,16.34916596364532,False,True,True,True
4,bandwidth,Bandwidth,bandwidth,2.542976e-05,False,False,0.0,False,False,0.019913365624191215,False,False,True,True
4,dest_compute,Dest. compute,dest_compute,0.9767793083023493,True,True,-21.515533064816225,False,False,27.509161902959775,False,True,True,True
4,bandwidth-hbm,HBM + bandwidth,bandwidth,1.7095017690527298e-05,False,False,0.0,False,False,0.0,False,False,False,False
4,bandwidth-hbm,HBM + bandwidth,hbm,1.0,False,True,-4.839579911781399,False,False,16.329252598021128,False,True,True,True
4,dest_compute-hbm,HBM + compute,dest_compute,0.9767793083023493,True,True,-17.16082775056772,False,False,11.159995939314456,False,True,True,True
4,dest_compute-hbm,HBM + compute,hbm,0.9466666666666667,True,True,-0.48487459753289386,False,False,0.0,False,True,False,True
4,bandwidth-dest_compute,Bandwidth + compute,bandwidth,4.038528e-05,True,False,2.2147517430760217,True,False,-2.842170943040401e-14,False,False,False,False
4,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9903513366351758,True,True,-19.300781321740203,False,False,27.489248537335556,False,True,True,True
4,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.567673839708346e-05,True,False,2.383891441452647,True,False,0.0,False,False,False,False
