replicate,case_id,bound_constraint,factor,utilization,action_changed_on_release,shortfall_improved_on_release,planner_shortfall_change_w,planner_shortfall_worsened_on_release,target_met_lost_on_release,fractional_lp_opportunity_change_w,fractional_opportunity_worsened_on_release,resource_near_capacity,opportunity_reduced,active
4,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9985401211599891,True,True,-14.776936309115072,False,False,11.159995939314456,False,True,True,True
4,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.9333333333333335,True,True,-0.3157348991562685,False,False,2.842170943040401e-14,False,True,False,True
5,hbm,HBM,hbm,0.9466666666666668,True,True,-4.461459166988163,False,False,15.988247372117698,False,True,True,True
5,bandwidth,Bandwidth,bandwidth,2.4492799999999997e-05,True,False,0.0,False,False,0.36828099536802483,False,False,True,True
5,dest_compute,Dest. compute,dest_compute,0.9232870164405812,True,False,0.0,False,False,6.733963105906767,False,True,True,True
5,bandwidth-hbm,HBM + bandwidth,bandwidth,1.632102452808427e-05,False,False,0.0,False,False,0.0,False,False,False,False
5,bandwidth-hbm,HBM + bandwidth,hbm,0.9466666666666668,True,True,-4.461459166988163,False,False,15.619966376749673,False,True,True,True
5,dest_compute-hbm,HBM + compute,dest_compute,0.8911010631713701,True,False,0.0,False,False,0.0,False,False,False,False
5,dest_compute-hbm,HBM + compute,hbm,0.9466666666666668,True,True,-4.461459166988163,False,False,9.25428426621093,False,True,True,True
5,bandwidth-dest_compute,Bandwidth + compute,bandwidth,2.0863407227664523e-05,True,False,0.0,False,False,-1.4210854715202004e-14,False,False,False,False
5,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9232870164405812,False,False,0.0,False,False,6.365682110538728,False,True,True,True
5,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.632102452808427e-05,True,False,0.0,False,False,0.0,False,False,False,False
5,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.8911010631713701,False,False,0.0,False,False,0.0,False,False,False,False
5,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.9466666666666668,True,True,-4.461459166988163,False,False,9.254284266210945,False,True,True,True
6,hbm,HBM,hbm,0.9333333333333335,False,False,0.0,False,False,17.320329972778367,False,True,True,True
6,bandwidth,Bandwidth,bandwidth,1.513088e-05,False,False,0.0,False,False,0.10668823903469615,False,False,True,True
6,dest_compute,Dest. compute,dest_compute,0.9998715157789018,True,True,-11.622474795196098,False,False,28.94805630593973,False,True,True,True
6,bandwidth-hbm,HBM + bandwidth,bandwidth,1.0896639999999998e-05,False,False,0.0,False,False,-2.842170943040401e-14,False,False,False,False
6,bandwidth-hbm,HBM + bandwidth,hbm,0.9333333333333335,False,False,0.0,False,False,17.213641733743643,False,True,True,True
6,dest_compute-hbm,HBM + compute,dest_compute,0.9955732187519024,True,True,-11.944158809123763,False,False,11.627726333161363,False,True,True,True
6,dest_compute-hbm,HBM + compute,hbm,0.8933333333333333,True,True,-0.32168401392766555,False,False,0.0,False,False,False,False
6,bandwidth-dest_compute,Bandwidth + compute,bandwidth,5.4469116211547373e-05,True,True,-0.03703036741285359,False,False,0.0,False,False,False,False
6,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9963146378132506,True,True,-11.659505162608951,False,False,28.841368066905034,False,True,True,True
6,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.3869291119789783e-05,True,False,0.0,False,False,0.0,False,False,False,False
6,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9955732187519024,True,True,-11.944158809123763,False,False,11.627726333161391,False,True,True,True
6,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.8933333333333333,True,True,-0.28465364651481195,False,False,0.0,False,False,False,False
7,hbm,HBM,hbm,0.9200000000000002,True,True,-4.717976663551724,False,False,20.69998441001755,False,True,True,True
7,bandwidth,Bandwidth,bandwidth,3.080128e-05,False,False,0.0,False,False,0.060609310912354886,False,False,True,True
7,dest_compute,Dest. compute,dest_compute,0.9986858394197505,True,True,-10.645771036724597,False,False,23.76395480926645,False,True,True,True
7,bandwidth-hbm,HBM + bandwidth,bandwidth,1.5314392130983906e-05,False,False,0.0,False,False,0.0,False,False,False,False
7,bandwidth-hbm,HBM + bandwidth,hbm,0.9200000000000002,True,True,-4.717976663551724,False,False,20.639375099105195,False,True,True,True
7,dest_compute-hbm,HBM + compute,dest_compute,0.9144070510250104,True,True,-8.161988978026159,False,False,3.063970399248902,False,True,True,True
7,dest_compute-hbm,HBM + compute,hbm,0.9333333333333333,True,True,-2.234194604853286,False,False,0.0,False,True,False,True
7,bandwidth-dest_compute,Bandwidth + compute,bandwidth,5.225189805435781e-05,True,False,0.0,False,False,0.0,False,False,False,False
7,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9986858394197505,True,True,-10.645771036724597,False,False,23.703345498354096,False,True,True,True
7,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.4777926881781333e-05,True,False,0.0,False,False,1.4210854715202004e-14,False,False,False,False
7,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9144070510250104,True,True,-8.161988978026159,False,False,3.063970399248916,False,True,True,True
7,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.9333333333333333,True,True,-2.234194604853286,False,False,1.4210854715202004e-14,False,True,False,True
8,hbm,HBM,hbm,0.92,True,False,0.0,False,False,13.799638125954644,False,True,True,True
8,bandwidth,Bandwidth,bandwidth,2.6807680000000003e-05,True,False,0.0,False,False,0.36949906558854195,False,False,True,True
8,dest_compute,Dest. compute,dest_compute,0.809599917830997,True,False,0.0,False,False,8.414020138776351,False,False,True,True
8,bandwidth-hbm,HBM + bandwidth,bandwidth,1.425517069925055e-05,True,False,0.0,False,False,0.0,False,False,False,False
8,bandwidth-hbm,HBM + bandwidth,hbm,0.92,True,False,0.0,False,False,13.430139060366102,False,True,True,True
8,dest_compute-hbm,HBM + compute,dest_compute,0.7957440692683233,True,False,0.0,False,False,0.0,False,False,False,False
8,dest_compute-hbm,HBM + compute,hbm,0.7733333333333333,True,False,0.0,False,False,5.385617987178293,False,False,True,True
8,bandwidth-dest_compute,Bandwidth + compute,bandwidth,2.0892057750379595e-05,True,False,0.0,False,False,0.0,False,False,False,False
8,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.954730803945708,False,False,0.0,False,False,8.04452107318781,False,True,True,True
8,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.3074413759378739e-05,True,False,0.0,False,False,0.0,False,False,False,False
8,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.7957440692683233,False,False,0.0,False,False,0.0,False,False,False,False
8,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.7733333333333334,True,False,0.0,False,False,5.385617987178293,False,False,True,True
9,hbm,HBM,hbm,1.0,False,False,0.0,False,False,12.633155214426324,False,True,True,True
9,bandwidth,Bandwidth,bandwidth,1.4886399999999999e-05,False,False,0.0,False,False,0.02976639425190797,False,False,True,True
9,dest_compute,Dest. compute,dest_compute,0.8763915098759568,True,False,0.0,False,False,10.745340480555498,False,False,True,True
9,bandwidth-hbm,HBM + bandwidth,bandwidth,1.146752e-05,False,False,0.0,False,False,0.0,False,False,False,False
9,bandwidth-hbm,HBM + bandwidth,hbm,1.0,False,False,0.0,False,False,12.603388820174416,False,True,True,True
9,dest_compute-hbm,HBM + compute,dest_compute,0.8763915098759568,True,False,0.0,False,False,0.0036421038207521406,False,False,True,True
9,dest_compute-hbm,HBM + compute,hbm,0.8533333333333334,False,False,0.0,False,False,1.8914568376915781,False,False,True,True
9,bandwidth-dest_compute,Bandwidth + compute,bandwidth,9.796479999999999e-06,True,False,0.0,False,False,0.0,False,False,False,False
9,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.8763915098759568,False,False,0.0,False,False,10.71557408630359,False,False,True,True
9,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,9.796479999999999e-06,True,False,0.0,False,False,1.4210854715202004e-14,False,False,False,False
9,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.8763915098759568,False,False,0.0,False,False,0.0036421038207663514,False,False,True,True
9,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.8533333333333334,False,False,0.0,False,False,1.8914568376915923,False,False,True,True
10,hbm,HBM,hbm,0.9333333333333335,False,True,-8.085916241426787,False,False,21.724063821544078,False,True,True,True
10,bandwidth,Bandwidth,bandwidth,3.6536959999999997e-05,True,False,0.0,False,False,0.7652878387429212,False,False,True,True
10,dest_compute,Dest. compute,dest_compute,0.990321512204799,True,True,-5.821328780216803,False,False,17.695188931187232,False,True,True,True
10,bandwidth-hbm,HBM + bandwidth,bandwidth,1.5725537966216637e-05,True,False,0.0,False,False,1.4210854715202004e-14,False,False,False,False
10,bandwidth-hbm,HBM + bandwidth,hbm,0.9333333333333335,False,True,-8.085916241426787,False,False,20.95877598280117,False,True,True,True
10,dest_compute-hbm,HBM + compute,dest_compute,0.9011192126050906,True,False,0.0,False,False,0.0,False,True,False,True
10,dest_compute-hbm,HBM + compute,hbm,0.9866666666666667,True,True,-2.2645874612099846,False,False,4.028874890356846,False,True,True,True
10,bandwidth-dest_compute,Bandwidth + compute,bandwidth,6.762687999999999e-05,True,True,-4.612233565563997,False,False,0.0,False,False,False,False
10,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9522068992353491,True,True,-10.4335623457808,False,False,16.92990109244431,False,True,True,True
10,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.4898700989281982e-05,True,False,0.0,False,False,0.0,False,False,False,False
10,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9011192126050906,False,False,0.0,False,False,-1.4210854715202004e-14,False,True,False,True
10,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.9866666666666667,True,False,2.3476461043540127,True,False,4.028874890356846,False,True,True,True
11,hbm,HBM,hbm,1.0,True,False,0.0,False,False,12.71601581469703,False,True,True,True
11,bandwidth,Bandwidth,bandwidth,2.1930879999999996e-05,True,False,0.0,False,False,0.8648185346153383,False,False,True,True
11,dest_compute,Dest. compute,dest_compute,0.8849021912595908,True,False,0.0,False,False,8.963203352956143,False,False,True,True
11,bandwidth-hbm,HBM + bandwidth,bandwidth,1.4646695058603343e-05,True,False,0.0,False,False,0.0,False,False,False,False
11,bandwidth-hbm,HBM + bandwidth,hbm,1.0,False,False,0.0,False,False,11.851197280081692,False,True,True,True
11,dest_compute-hbm,HBM + compute,dest_compute,0.9183847982665596,True,True,-0.2715207731214804,False,False,1.4210854715202004e-14,False,True,False,True
11,dest_compute-hbm,HBM + compute,hbm,0.9733333333333334,True,True,-0.2715207731214804,False,False,3.752812461740902,False,True,True,True
11,bandwidth-dest_compute,Bandwidth + compute,bandwidth,1.618176e-05,True,False,0.0,False,False,0.18830990602864972,False,False,True,True
11,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.8849021912595908,False,False,0.0,False,False,8.286694724369454,False,False,True,True
11,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.5559066895220894e-05,True,False,0.0,False,False,-1.4210854715202004e-14,False,False,False,False
11,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9183847982665596,True,True,-0.2715207731214804,False,False,0.0,False,True,False,True
11,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.9733333333333334,True,True,-0.2715207731214804,False,False,3.564502555712238,False,True,True,True
12,hbm,HBM,hbm,0.9733333333333334,True,False,0.0,False,False,16.790500778113966,False,True,True,True
12,bandwidth,Bandwidth,bandwidth,3.271488e-05,False,False,0.0,False,False,0.08603996011281367,False,False,True,True
12,dest_compute,Dest. compute,dest_compute,0.9998341563281772,True,True,-10.042218929520047,False,False,28.205428906014518,False,True,True,True
12,bandwidth-hbm,HBM + bandwidth,bandwidth,1.6575139804854806e-05,False,False,0.0,False,False,0.0,False,False,False,False
12,bandwidth-hbm,HBM + bandwidth,hbm,0.9733333333333334,True,False,0.0,False,False,16.704460818001152,False,True,True,True
12,dest_compute-hbm,HBM + compute,dest_compute,0.8239807876307926,True,True,-22.112384319269708,False,False,12.283015297226129,False,False,True,True
12,dest_compute-hbm,HBM + compute,hbm,0.9733333333333334,True,True,-12.070165389749661,False,False,0.8680871693255767,False,True,True,True
12,bandwidth-dest_compute,Bandwidth + compute,bandwidth,6.860713803232747e-05,True,True,-4.3462545797322605,False,False,0.0,False,False,False,False
12,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9690583114146146,True,True,-14.388473509252307,False,False,28.119388945901704,False,True,True,True
12,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.5413102893920594e-05,True,False,7.075919489585715,True,False,0.0,False,False,False,False
12,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9408616045216436,True,True,-15.036464829683993,False,False,12.283015297226129,False,True,True,True
12,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.96,True,True,-0.6479913204316858,False,False,0.8680871693255767,False,True,True,True
13,hbm,HBM,hbm,0.8933333333333334,True,True,-3.1194202420111594,False,False,19.143723174043004,False,False,True,True
13,bandwidth,Bandwidth,bandwidth,3.499519999999999e-05,True,False,0.0,False,False,0.7638833444245137,False,False,True,True
13,dest_compute,Dest. compute,dest_compute,0.997994269436389,True,True,-6.337556441953794,False,False,18.502286782155323,False,True,True,True
13,bandwidth-hbm,HBM + bandwidth,bandwidth,1.5145244107172225e-05,True,False,0.0,False,False,0.0,False,False,False,False
13,bandwidth-hbm,HBM + bandwidth,hbm,0.8933333333333334,False,True,-3.1194202420111594,False,False,18.37983982961849,False,False,True,True
13,dest_compute-hbm,HBM + compute,dest_compute,0.9843376879042488,True,False,0.0,False,False,0.04759550949947311,False,True,True,True
13,dest_compute-hbm,HBM + compute,hbm,0.9333333333333335,True,False,3.2181361999426343,True,False,0.6890319013871533,False,True,True,True
13,bandwidth-dest_compute,Bandwidth + compute,bandwidth,3.5466879999999996e-05,True,False,0.014055719776024489,True,False,0.0,False,False,False,False
13,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9978018406707094,True,True,-6.323500722177769,False,False,17.73840343773081,False,True,True,True
13,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.5913540354379017e-05,True,False,0.0,False,False,0.0,False,False,False,False
13,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9843376879042488,False,False,0.0,False,False,0.04759550949947311,False,True,True,True
13,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.9333333333333335,True,False,3.20408048016661,True,False,0.6890319013871533,False,True,True,True
14,hbm,HBM,hbm,1.0000000000000002,True,True,-16.315278271266152,False,False,30.146369923380178,False,True,True,True
14,bandwidth,Bandwidth,bandwidth,4.550528e-05,True,False,0.0,False,False,0.2740811964729062,False,False,True,True
14,dest_compute,Dest. compute,dest_compute,0.9651414092449804,True,True,-13.549602684177529,False,False,27.31161348992572,False,True,True,True
14,bandwidth-hbm,HBM + bandwidth,bandwidth,1.5929453651790266e-05,False,False,0.0,False,False,0.0,False,False,False,False
14,bandwidth-hbm,HBM + bandwidth,hbm,1.0000000000000002,True,True,-16.315278271266152,False,False,29.87228872690727,False,True,True,True
14,dest_compute-hbm,HBM + compute,dest_compute,0.7556998788662106,True,False,0.0,False,False,0.0,False,False,False,False
14,dest_compute-hbm,HBM + compute,hbm,1.0000000000000002,True,True,-2.765675587088623,False,False,2.8347564334544586,False,True,True,True
14,bandwidth-dest_compute,Bandwidth + compute,bandwidth,6.332757497954692e-05,True,False,0.0,False,False,0.0,False,False,False,False
14,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9193815267374894,True,True,-13.549602684177529,False,False,27.037532293452813,False,True,True,True
14,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.5929453651790266e-05,True,False,0.0,False,False,0.0,False,False,False,False
14,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.7556998788662106,False,False,0.0,False,False,0.0,False,False,False,False
14,bandwidth-dest_compute-hbm,All bottlenecked,hbm,1.0000000000000002,True,True,-2.765675587088623,False,False,2.8347564334544586,False,True,True,True
15,hbm,HBM,hbm,0.9866666666666667,True,True,-1.2496409339384371,False,False,17.10205259474121,False,True,True,True
15,bandwidth,Bandwidth,bandwidth,3.474048e-05,True,False,0.0,False,False,0.224440359925822,False,False,True,True
15,dest_compute,Dest. compute,dest_compute,0.9918759592269717,True,True,-2.5599023355024997,False,False,17.729801457109374,False,True,True,True
15,bandwidth-hbm,HBM + bandwidth,bandwidth,1.6909165316432788e-05,False,False,0.0,False,False,0.0,False,False,False,False
15,bandwidth-hbm,HBM + bandwidth,hbm,0.9866666666666667,True,True,-1.2496409339384371,False,False,16.877612234815388,False,True,True,True
15,dest_compute-hbm,HBM + compute,dest_compute,0.9451174016057061,True,True,-14.805581054199521,False,False,0.957440394322191,False,True,True,True
15,dest_compute-hbm,HBM + compute,hbm,1.0,True,True,-13.495319652635459,False,False,0.3296915319540261,False,True,True,True
15,bandwidth-dest_compute,Bandwidth + compute,bandwidth,4.729759121291461e-05,True,False,0.0,False,False,0.0,False,False,False,False
15,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.9918759592269717,True,True,-2.5599023355024997,False,False,17.505361097183552,False,True,True,True
15,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.685981416914669e-05,True,False,0.0,False,False,-1.4210854715202004e-14,False,False,False,False
15,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.9451174016057061,True,True,-14.805581054199521,False,False,0.9574403943221768,False,True,True,True
15,bandwidth-dest_compute-hbm,All bottlenecked,hbm,1.0,True,True,-13.495319652635459,False,False,0.3296915319540119,False,True,True,True
16,hbm,HBM,hbm,0.9600000000000001,True,True,-6.692961203257568,False,False,21.824594998138522,False,True,True,True
16,bandwidth,Bandwidth,bandwidth,4.6268159999999996e-05,True,False,0.0,False,False,0.7603149856336415,False,False,True,True
16,dest_compute,Dest. compute,dest_compute,0.9228555369297419,True,True,-18.678891544749064,False,False,31.53767112262605,False,True,True,True
16,bandwidth-hbm,HBM + bandwidth,bandwidth,1.6332488021293392e-05,False,False,0.0,False,False,0.0,False,False,False,False
16,bandwidth-hbm,HBM + bandwidth,hbm,0.9600000000000001,False,True,-6.692961203257568,False,False,21.06428001250488,False,True,True,True
16,dest_compute-hbm,HBM + compute,dest_compute,0.7728287634547419,True,True,-14.65323861286177,False,False,12.839898085724329,False,False,True,True
16,dest_compute-hbm,HBM + compute,hbm,0.8933333333333334,True,True,-2.667308271370274,False,False,3.1268219612368,False,False,True,True
16,bandwidth-dest_compute,Bandwidth + compute,bandwidth,7.12384e-05,True,True,-5.499329198111781,False,False,9.886279178772384e-05,False,False,True,True
16,bandwidth-dest_compute,Bandwidth + compute,dest_compute,0.8888038735097806,True,True,-24.178220742860844,False,False,30.777454999784197,False,False,True,True
16,bandwidth-dest_compute-hbm,All bottlenecked,bandwidth,1.5499001978239307e-05,True,False,0.0,False,False,0.0,False,False,False,False
16,bandwidth-dest_compute-hbm,All bottlenecked,dest_compute,0.7728287634547419,True,True,-14.65323861286177,False,False,12.839898085724329,False,False,True,True
16,bandwidth-dest_compute-hbm,All bottlenecked,hbm,0.8933333333333334,True,False,2.8320209267415066,True,False,3.1267230984450123,False,False,True,True
17,hbm,HBM,hbm,0.9733333333333335,True,True,-6.8164127714170775,False,False,20.15756670709429,False,True,True,True
17,bandwidth,Bandwidth,bandwidth,4.644224e-05,False,False,0.0,False,False,0.014250312454407776,False,False,True,True
17,dest_compute,Dest. compute,dest_compute,0.9771936871245126,True,True,-3.2225012082339077,False,False,16.18192407503126,False,True,True,True
17,bandwidth-hbm,HBM + bandwidth,bandwidth,1.5941334483544325e-05,False,False,0.0,False,False,0.0,False,False,False,False
17,bandwidth-hbm,HBM + bandwidth,hbm,0.9733333333333335,True,True,-6.8164127714170775,False,False,20.143316394639882,False,True,True,True
17,dest_compute-hbm,HBM + compute,dest_compute,0.9227067610845072,True,False,0.0,False,False,0.04398878549154972,False,True,True,True
17,dest_compute-hbm,HBM + compute,hbm,1.0,True,True,-3.5939115631831697,False,False,4.019631417554578,False,True,True,True
