replicate,session_id,context_tokens,bandwidth_cap_gbps,prefill_available_tps,action,target_met,feasible,target_w,power_shortfall_w,predicted_migration_makespan_s,power_bootstrap_index,timing_fit_sha256
0,pack-1001-24,4830,1.0,291.9704566213793,not_moved,True,True,40.55537205182606,0.0,9.657369199632853,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc
0,pack-1001-25,20867,1.0,291.9704566213793,not_moved,True,True,40.55537205182606,0.0,9.657369199632853,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc
0,pack-1001-26,4743,1.0,291.9704566213793,not_moved,True,True,40.55537205182606,0.0,9.657369199632853,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc
0,pack-1001-27,1839,1.0,291.9704566213793,replay,True,True,40.55537205182606,0.0,9.657369199632853,84,3131c255a32097cfe5da11c011f37061423ea988be29aee20c01a3538dae20fc
1,pack-1002-0,16958,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-1,12051,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-2,27424,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-3,2929,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-4,5682,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-5,2907,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-6,12798,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-7,24980,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-8,28011,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-9,5242,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-10,2737,4.2435018985747375,1703.5993910370555,kv_transfer,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-11,5608,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-12,12649,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-13,1998,4.2435018985747375,1703.5993910370555,kv_transfer,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-14,12175,4.2435018985747375,1703.5993910370555,replay,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-15,6645,4.2435018985747375,1703.5993910370555,replay,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-16,18888,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-17,12876,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-18,29155,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-19,3003,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-20,11942,4.2435018985747375,1703.5993910370555,replay,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-21,3332,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-22,2259,4.2435018985747375,1703.5993910370555,kv_transfer,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-23,18544,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-24,12797,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-25,2986,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-26,23514,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
1,pack-1002-27,14487,4.2435018985747375,1703.5993910370555,not_moved,True,True,21.41910327352041,0.0,9.801961260601903,5,4728d7092a2997783b92d482b3cc1a1c2550318e81cae59a5ff60eb604550575
2,pack-1003-0,30798,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-1,2259,8.121770278493456,4285.448253692974,replay,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-2,2912,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-3,6258,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-4,22018,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-5,18215,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-6,27730,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-7,22614,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-8,17248,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-9,9684,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-10,16686,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-11,3075,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-12,2814,8.121770278493456,4285.448253692974,replay,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-13,22704,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-14,15584,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-15,22413,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-16,10069,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-17,2795,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-18,2210,8.121770278493456,4285.448253692974,replay,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-19,30250,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-20,11534,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-21,2814,8.121770278493456,4285.448253692974,replay,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-22,12701,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-23,1662,8.121770278493456,4285.448253692974,replay,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-24,15225,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-25,9760,8.121770278493456,4285.448253692974,replay,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-26,2503,8.121770278493456,4285.448253692974,replay,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
2,pack-1003-27,4561,8.121770278493456,4285.448253692974,not_moved,True,True,41.27304919979958,0.0,9.415273934462782,25,cb8c04506e72ffab0d439b0fcf401da39e01d3cdf559622ec1b4578eab5a3ea9
3,pack-1004-0,2746,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-1,2063,3.3068342858598365,1257.6064813231174,kv_transfer,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-2,4159,3.3068342858598365,1257.6064813231174,replay,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-3,1662,3.3068342858598365,1257.6064813231174,kv_transfer,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-4,2928,3.3068342858598365,1257.6064813231174,kv_transfer,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-5,1662,3.3068342858598365,1257.6064813231174,kv_transfer,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-6,6554,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-7,24448,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-8,20122,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-9,16317,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-10,1841,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-11,30008,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-12,12306,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-13,6645,3.3068342858598365,1257.6064813231174,replay,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-14,3518,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-15,17898,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-16,31152,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-17,20668,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-18,19238,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-19,3290,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-20,17006,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-21,4703,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-22,31415,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-23,1792,3.3068342858598365,1257.6064813231174,kv_transfer,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-24,26177,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-25,3176,3.3068342858598365,1257.6064813231174,kv_transfer,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-26,15735,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
3,pack-1004-27,19248,3.3068342858598365,1257.6064813231174,not_moved,True,True,39.91426662467869,0.0,10.671539487860318,6,06dca7a2a16e57b5d16031cf6ce83a6083b9d061abf23de97c23d420c20e5ff3
4,pack-1005-0,15419,3.9183776032522095,3921.2889053944364,replay,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-1,2770,3.9183776032522095,3921.2889053944364,replay,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-2,26464,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-3,30943,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-4,6016,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-5,25034,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-6,12101,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-7,5327,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-8,25787,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-9,22211,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-10,5785,3.9183776032522095,3921.2889053944364,replay,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-11,6932,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-12,2888,3.9183776032522095,3921.2889053944364,replay,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-13,2915,3.9183776032522095,3921.2889053944364,replay,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-14,21062,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-15,3107,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-16,5903,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-17,25748,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-18,16148,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-19,20908,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-20,7107,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-21,3843,3.9183776032522095,3921.2889053944364,not_moved,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
4,pack-1005-22,2503,3.9183776032522095,3921.2889053944364,replay,True,True,39.235691548948694,0.0,11.487523572437224,178,60ae3b008ea86a6e69c321136a254153717713f2615b7764ad81eccdeea24ab4
