connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
411470ee28028a70,kv,5567195287250606,5567195288447042,0,0
7632d318e9fc4cf5,api,5567195287609232,5567195288481542,0,0
