connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
3f02240d5d153ba1,kv,5550635179475678,5550635180750176,0,0
c9948abd3b9d8b83,api,5550635179815454,5550635180811905,0,0
9b7bfe78101281d9,api,5550647282318146,5550668405487635,25868,12077
3322731446d3710a,api,5550668737137212,5550693950276066,29397,29130
3c8ea942873285c7,api,5550694411687010,5550701067535619,7191,15688
b9d56841cdf2bd52,api,5550703173118729,5550722495837962,22344,24990
8f261f9bb5457949,api,5550723527394639,5550724446281238,25887,11828
9c887346f135b3e1,api,5550724447156869,5550725444668690,29416,12772
3e93a24b40a89d59,api,5550725445296564,5550726415016644,7210,12770
7ced95a17379f7c2,api,5550726415673587,5550728546322346,22363,27425
