phase,gpu,samples,power_mean_w
baseline,0,120,215.45141666666666
baseline,1,120,84.57975
drain,0,322,156.79965838509315
drain,1,322,126.53614906832298
post,0,120,112.27708333333334
post,1,120,146.71933333333334
