dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,25.84451651573181,25.84451651573181,28.619364976882935,2.7747700214385986,1.811981201171875e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,24.27628254890442,24.27628254890442,24.276376485824585,2.384185791015625e-05,4.291534423828125e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,1.7882592678070068,1.7882592678070068,1.7882936000823975,1.4066696166992188e-05,3.0994415283203125e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,20.129372119903564,20.129372119903564,20.129448890686035,2.4557113647460938e-05,5.4836273193359375e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,24.742207050323486,24.742207050323486,24.742270469665527,2.47955322265625e-05,5.245208740234375e-06
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,2.939791440963745,3.0923190116882324,6.576886892318726,3.4845151901245117,1.6450881958007812e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,8.069538831710815,8.069538831710815,8.069774150848389,2.6464462280273438e-05,4.0531158447265625e-06
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,5.068413496017456,5.068413496017456,5.0687549114227295,2.86102294921875e-05,6.4373016357421875e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,3.3805038928985596,3.5917255878448486,3.5917649269104004,1.6689300537109375e-05,3.5762786865234375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,S,24.3121657371521,24.3121657371521,24.75691819190979,0.4447062015533447,1.3113021850585938e-05
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,26.162112712860107,26.181414127349854,28.23117208480835,2.049717426300049,1.2159347534179688e-05
11,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,1.7692852020263672,1.7692852020263672,1.7693724632263184,3.2901763916015625e-05,6.67572021484375e-06
12,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,8.083231210708618,8.3142249584198,8.314380884170532,3.3855438232421875e-05,5.7220458984375e-06
