phase,gpu,samples,power_mean_w
baseline,0,120,343.026
baseline,1,120,85.49849999999999
drain,0,1448,341.64705110497243
drain,1,1448,244.77949585635358
post,0,120,294.6219166666667
post,1,120,378.4381666666667
