phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,272.10707112970715
baseline,1,239,239,1.0,83.2929288702929
drain,0,121,121,1.0,157.54743801652893
drain,1,121,121,1.0,287.7861157024794
post,0,240,240,1.0,199.1726666666667
post,1,240,240,1.0,319.49925
