connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
96815abf9dab1a71,kv,5573993547328653,5573993548546869,0,0
911c607b8c98fec4,api,5573993547667849,5573993548613208,0,0
af197e36f18fc2f7,api,5574009973507238,5574019830144597,31742,7151
25c7ba55072d0c9d,api,5574009969980128,5574019830247476,43412,8389
3dc74e4988a89724,api,5574020144492293,5574020746447589,31890,7396
78e1bbaaa8a35023,api,5574009972067755,5574020896205311,24901,21065
99bb6a2e944eb3b2,api,5574009973284161,5574021380584749,22395,26687
6f27e267f74a5632,api,5574020143543764,5574021994161372,43560,22573
814b1a3bcc46b344,api,5574021537711708,5574022827501014,22543,16676
e9d1da5aa7036abd,api,5574021043115225,5574023345880037,25049,29142
c4d14840f297c3b6,api,5574023464458573,5574024386496849,43528,11828
1ef7eea90faaeeda,api,5574024387520047,5574024978081672,31858,7642
0e63e377ca40766a,api,5574024978911152,5574025947646389,25017,12772
4d4f6d304a83a06e,api,5574025948588339,5574027261424714,22511,17426
